INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10434111	1	4	34	111	0	552	1	-1	-1	北冥之铁骨凤凰扇	11	-1	铁制的扇骨，上绘凤凰，攻击力一般。	211	168	124	3	3	-1	-1	Fan2_3	扇类	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	11	1	1	1	250	-1	0	0	0	-1	-1
10434112	1	4	34	112	0	552	1	-1	-1	北冥之铁骨凤凰扇	12	-1	铁制的扇骨，上绘凤凰，攻击力一般。	248	198	125	3	3	-1	-1	Fan2_3	扇类	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	12	1	1	1	250	-1	0	0	0	-1	-1
10434113	1	4	34	113	0	552	1	-1	-1	北冥之铁骨凤凰扇	13	-1	铁制的扇骨，上绘凤凰，攻击力一般。	288	230	126	3	3	-1	-1	Fan2_3	扇类	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	13	1	1	1	250	-1	0	0	0	-1	-1
10434114	1	4	34	114	0	552	1	-1	-1	北冥之铁骨凤凰扇	14	-1	铁制的扇骨，上绘凤凰，攻击力一般。	331	264	127	3	3	-1	-1	Fan2_3	扇类	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	14	1	1	1	250	-1	0	0	0	-1	-1
10434115	1	4	34	115	0	552	1	-1	-1	北冥之铁骨凤凰扇	15	-1	铁制的扇骨，上绘凤凰，攻击力一般。	378	302	128	3	3	-1	-1	Fan2_3	扇类	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	15	1	1	1	250	-1	0	0	0	-1	-1
10434116	1	4	34	116	0	552	1	-1	-1	北冥之铁骨凤凰扇	16	-1	铁制的扇骨，上绘凤凰，攻击力一般。	427	341	129	3	3	-1	-1	Fan2_3	扇类	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	16	1	1	1	250	-1	0	0	0	-1	-1
10434117	1	4	34	117	0	552	1	-1	-1	北冥之铁骨凤凰扇	17	-1	铁制的扇骨，上绘凤凰，攻击力一般。	480	384	130	3	3	-1	-1	Fan2_3	扇类	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	17	1	1	1	250	-1	0	0	0	-1	-1
10434118	1	4	34	118	0	552	1	-1	-1	北冥之铁骨凤凰扇	18	-1	铁制的扇骨，上绘凤凰，攻击力一般。	536	428	131	3	3	-1	-1	Fan2_3	扇类	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	18	1	1	1	250	-1	0	0	0	-1	-1
10434119	1	4	34	119	0	552	1	-1	-1	北冥之铁骨凤凰扇	19	-1	铁制的扇骨，上绘凤凰，攻击力一般。	595	476	132	3	3	-1	-1	Fan2_3	扇类	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	19	1	1	1	250	-1	0	0	0	-1	-1
10434120	1	4	34	120	0	552	1	-1	-1	北冥之铁骨凤凰扇	20	-1	铁制的扇骨，上绘凤凰，攻击力一般。	658	526	133	3	3	-1	-1	Fan2_3	扇类	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	20	1	1	1	250	-1	0	0	0	-1	-1
10434121	1	4	34	121	0	555	1	-1	-1	北冥之湘妃斑竹扇	21	-1	用湘妃竹作扇骨制成的竹扇，文雅，可对敌人造成一定的伤害。	723	578	134	3	3	-1	-1	Fan2_3	扇类	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	21	1	1	1	250	-1	0	0	0	-1	-1
10434122	1	4	34	122	0	555	1	-1	-1	北冥之湘妃斑竹扇	22	-1	用湘妃竹作扇骨制成的竹扇，文雅，可对敌人造成一定的伤害。	792	633	135	3	3	-1	-1	Fan2_3	扇类	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	22	1	1	1	250	-1	0	0	0	-1	-1
10434123	1	4	34	123	0	555	1	-1	-1	北冥之湘妃斑竹扇	23	-1	用湘妃竹作扇骨制成的竹扇，文雅，可对敌人造成一定的伤害。	864	691	136	3	3	-1	-1	Fan2_3	扇类	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	23	1	1	1	250	-1	0	0	0	-1	-1
10434124	1	4	34	124	0	555	1	-1	-1	北冥之湘妃斑竹扇	24	-1	用湘妃竹作扇骨制成的竹扇，文雅，可对敌人造成一定的伤害。	939	751	137	3	3	-1	-1	Fan2_3	扇类	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	24	1	1	1	250	-1	0	0	0	-1	-1
10434125	1	4	34	125	0	555	1	-1	-1	北冥之湘妃斑竹扇	25	-1	用湘妃竹作扇骨制成的竹扇，文雅，可对敌人造成一定的伤害。	1018	814	138	3	3	-1	-1	Fan2_3	扇类	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	25	1	1	1	250	-1	0	0	0	-1	-1
10434126	1	4	34	126	0	555	1	-1	-1	北冥之湘妃斑竹扇	26	-1	用湘妃竹作扇骨制成的竹扇，文雅，可对敌人造成一定的伤害。	1099	879	139	3	3	-1	-1	Fan2_3	扇类	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	26	1	1	1	250	-1	0	0	0	-1	-1
10434127	1	4	34	127	0	555	1	-1	-1	北冥之湘妃斑竹扇	27	-1	用湘妃竹作扇骨制成的竹扇，文雅，可对敌人造成一定的伤害。	1184	947	140	3	3	-1	-1	Fan2_3	扇类	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	27	1	1	1	250	-1	0	0	0	-1	-1
10434128	1	4	34	128	0	555	1	-1	-1	北冥之湘妃斑竹扇	28	-1	用湘妃竹作扇骨制成的竹扇，文雅，可对敌人造成一定的伤害。	1272	1017	141	3	3	-1	-1	Fan2_3	扇类	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	28	1	1	1	250	-1	0	0	0	-1	-1
10434129	1	4	34	129	0	555	1	-1	-1	北冥之湘妃斑竹扇	29	-1	用湘妃竹作扇骨制成的竹扇，文雅，可对敌人造成一定的伤害。	1363	1090	142	3	3	-1	-1	Fan2_3	扇类	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	29	1	1	1	250	-1	0	0	0	-1	-1
10434130	1	4	34	130	0	555	1	-1	-1	北冥之湘妃斑竹扇	30	-1	用湘妃竹作扇骨制成的竹扇，文雅，可对敌人造成一定的伤害。	1458	1166	143	3	3	-1	-1	Fan2_3	扇类	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	30	1	1	1	250	-1	0	0	0	-1	-1
10434131	1	4	34	131	0	559	1	-1	-1	北冥之风檐古道扇	31	-1	扇面用铁片构成，更易格挡，晃动可出声，乱敌耳目。	1555	1244	144	3	3	-1	-1	Fan2_3	扇类	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	31	2	2	1	250	-1	0	0	0	-1	-1
10434132	1	4	34	132	0	559	1	-1	-1	北冥之风檐古道扇	32	-1	扇面用铁片构成，更易格挡，晃动可出声，乱敌耳目。	1656	1324	145	3	3	-1	-1	Fan2_3	扇类	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	32	2	2	1	250	-1	0	0	0	-1	-1
10434133	1	4	34	133	0	559	1	-1	-1	北冥之风檐古道扇	33	-1	扇面用铁片构成，更易格挡，晃动可出声，乱敌耳目。	1760	1408	146	3	3	-1	-1	Fan2_3	扇类	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	33	2	2	1	250	-1	0	0	0	-1	-1
10434134	1	4	34	134	0	559	1	-1	-1	北冥之风檐古道扇	34	-1	扇面用铁片构成，更易格挡，晃动可出声，乱敌耳目。	1867	1493	147	3	3	-1	-1	Fan2_3	扇类	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	34	2	2	1	250	-1	0	0	0	-1	-1
10434135	1	4	34	135	0	559	1	-1	-1	北冥之风檐古道扇	35	-1	扇面用铁片构成，更易格挡，晃动可出声，乱敌耳目。	1978	1582	148	3	3	-1	-1	Fan2_3	扇类	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	35	2	2	1	250	-1	0	0	0	-1	-1
10434136	1	4	34	136	0	559	1	-1	-1	北冥之风檐古道扇	36	-1	扇面用铁片构成，更易格挡，晃动可出声，乱敌耳目。	2091	1672	149	3	3	-1	-1	Fan2_3	扇类	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	36	2	2	1	250	-1	0	0	0	-1	-1
10434137	1	4	34	137	0	559	1	-1	-1	北冥之风檐古道扇	37	-1	扇面用铁片构成，更易格挡，晃动可出声，乱敌耳目。	2208	1766	150	3	3	-1	-1	Fan2_3	扇类	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	37	2	2	1	250	-1	0	0	0	-1	-1
10434138	1	4	34	138	0	559	1	-1	-1	北冥之风檐古道扇	38	-1	扇面用铁片构成，更易格挡，晃动可出声，乱敌耳目。	2328	1862	151	3	3	-1	-1	Fan2_3	扇类	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	38	2	2	1	250	-1	0	0	0	-1	-1
10434139	1	4	34	139	0	559	1	-1	-1	北冥之风檐古道扇	39	-1	扇面用铁片构成，更易格挡，晃动可出声，乱敌耳目。	2451	1960	152	3	3	-1	-1	Fan2_3	扇类	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	39	2	2	1	250	-1	0	0	0	-1	-1
10434140	1	4	34	140	0	559	1	-1	-1	北冥之风檐古道扇	40	-1	扇面用铁片构成，更易格挡，晃动可出声，乱敌耳目。	2578	2062	153	3	3	-1	-1	Fan2_3	扇类	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	40	2	2	1	250	-1	0	0	0	-1	-1
10434141	1	4	34	141	0	562	1	-1	-1	北冥之易水寒林扇	41	-1	挥舞之下可使狂风止，水断流，寒林摇响，攻击力不弱。	2707	2165	154	3	3	-1	-1	Fan2_3	扇类	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	41	2	2	1	250	-1	0	0	0	-1	-1
10434142	1	4	34	142	0	562	1	-1	-1	北冥之易水寒林扇	42	-1	挥舞之下可使狂风止，水断流，寒林摇响，攻击力不弱。	2840	2272	155	3	3	-1	-1	Fan2_3	扇类	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	42	2	2	1	250	-1	0	0	0	-1	-1
10434143	1	4	34	143	0	562	1	-1	-1	北冥之易水寒林扇	43	-1	挥舞之下可使狂风止，水断流，寒林摇响，攻击力不弱。	2976	2380	156	3	3	-1	-1	Fan2_3	扇类	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	43	2	2	1	250	-1	0	0	0	-1	-1
10434144	1	4	34	144	0	562	1	-1	-1	北冥之易水寒林扇	44	-1	挥舞之下可使狂风止，水断流，寒林摇响，攻击力不弱。	3115	2492	157	3	3	-1	-1	Fan2_3	扇类	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	44	2	2	1	250	-1	0	0	0	-1	-1
10434145	1	4	34	145	0	562	1	-1	-1	北冥之易水寒林扇	45	-1	挥舞之下可使狂风止，水断流，寒林摇响，攻击力不弱。	3258	2606	158	3	3	-1	-1	Fan2_3	扇类	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	45	2	2	1	250	-1	0	0	0	-1	-1
10434146	1	4	34	146	0	562	1	-1	-1	北冥之易水寒林扇	46	-1	挥舞之下可使狂风止，水断流，寒林摇响，攻击力不弱。	3403	2722	159	3	3	-1	-1	Fan2_3	扇类	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	46	2	2	1	250	-1	0	0	0	-1	-1
10434147	1	4	34	147	0	562	1	-1	-1	北冥之易水寒林扇	47	-1	挥舞之下可使狂风止，水断流，寒林摇响，攻击力不弱。	3552	2841	160	3	3	-1	-1	Fan2_3	扇类	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	47	2	2	1	250	-1	0	0	0	-1	-1
10434148	1	4	34	148	0	562	1	-1	-1	北冥之易水寒林扇	48	-1	挥舞之下可使狂风止，水断流，寒林摇响，攻击力不弱。	3704	2963	161	3	3	-1	-1	Fan2_3	扇类	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	48	2	2	1	250	-1	0	0	0	-1	-1
10434149	1	4	34	149	0	562	1	-1	-1	北冥之易水寒林扇	49	-1	挥舞之下可使狂风止，水断流，寒林摇响，攻击力不弱。	3859	3087	162	3	3	-1	-1	Fan2_3	扇类	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	49	2	2	1	250	-1	0	0	0	-1	-1
10434150	1	4	34	150	0	562	1	-1	-1	北冥之易水寒林扇	50	-1	挥舞之下可使狂风止，水断流，寒林摇响，攻击力不弱。	4018	3214	163	3	3	-1	-1	Fan2_3	扇类	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	50	2	2	1	250	-1	0	0	0	-1	-1
10434151	1	4	34	151	0	566	1	-1	-1	北冥之白马西风扇	51	-1	飘摇至极，挥舞可使敌人眼花缭乱，乱其眼，夺其先机，一击制胜。	4179	3343	164	3	3	-1	-1	Fan2_8	扇类	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	51	2	2	1	250	-1	0	0	0	-1	-1
10434152	1	4	34	152	0	566	1	-1	-1	北冥之白马西风扇	52	-1	飘摇至极，挥舞可使敌人眼花缭乱，乱其眼，夺其先机，一击制胜。	4344	3475	165	3	3	-1	-1	Fan2_8	扇类	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	52	2	2	1	250	-1	0	0	0	-1	-1
