INT	INT	STRING	INT	INT	INT
511	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Ðµc Tinh Túc	21000043	5	10123158
512	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Ðµc Tinh Túc	21000043	5	10123159
513	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång ÐÕi Lý	21000040	6	10123160
514	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång ÐÕi Lý	21000040	6	10123161
515	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång ÐÕi Lý	21000040	6	10123162
516	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång ÐÕi Lý	21000040	6	10123163
517	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Hoä ÐÕi Lý	21000041	6	10123164
518	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Hoä ÐÕi Lý	21000041	6	10123165
519	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Hoä ÐÕi Lý	21000041	6	10123166
520	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Hoä ÐÕi Lý	21000041	6	10123167
521	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n ÐÕi Lý	21000042	6	10123168
522	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n ÐÕi Lý	21000042	6	10123169
523	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n ÐÕi Lý	21000042	6	10123170
524	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n ÐÕi Lý	21000042	6	10123171
525	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Ðµc ÐÕi Lý	21000043	6	10123172
526	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Ðµc ÐÕi Lý	21000043	6	10123173
527	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Ðµc ÐÕi Lý	21000043	6	10123174
528	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Ðµc ÐÕi Lý	21000043	6	10123175
529	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång Thiên S½n	21000040	7	10123176
530	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång Thiên S½n	21000040	7	10123177
531	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång Thiên S½n	21000040	7	10123178
532	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång Thiên S½n	21000040	7	10123179
533	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Hoä Thiên S½n	21000041	7	10123180
534	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Hoä Thiên S½n	21000041	7	10123181
535	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Hoä Thiên S½n	21000041	7	10123182
536	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Hoä Thiên S½n	21000041	7	10123183
537	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n Thiên S½n	21000042	7	10123184
538	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n Thiên S½n	21000042	7	10123185
539	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n Thiên S½n	21000042	7	10123186
540	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n Thiên S½n	21000042	7	10123187
541	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Ðµc Thiên S½n	21000043	7	10123188
542	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Ðµc Thiên S½n	21000043	7	10123189
543	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Ðµc Thiên S½n	21000043	7	10123190
544	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Ðµc Thiên S½n	21000043	7	10123191
545	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång Tiêu Dao	21000040	8	10123192
546	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång Tiêu Dao	21000040	8	10123193
547	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång Tiêu Dao	21000040	8	10123194
548	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång Tiêu Dao	21000040	8	10123195
549	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Hoä tiêu dao	21000041	8	10123196
550	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Hoä tiêu dao	21000041	8	10123197
551	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Hoä tiêu dao	21000041	8	10123198
552	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Hoä tiêu dao	21000041	8	10123199
553	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n tiêu dao	21000042	8	10123200
554	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n tiêu dao	21000042	8	10123201
555	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n tiêu dao	21000042	8	10123202
556	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n tiêu dao	21000042	8	10123203
557	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Ðµc tiêu dao	21000043	8	10123204
558	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Ðµc tiêu dao	21000043	8	10123205
559	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Ðµc tiêu dao	21000043	8	10123206
560	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Ðµc tiêu dao	21000043	8	10123207
561	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång MÕn Ðà	21000040	10	10123208
562	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång MÕn Ðà	21000040	10	10123209
563	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång MÕn Ðà	21000040	10	10123210
564	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång MÕn Ðà	21000040	10	10123211
565	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Hoä MÕn Ðà	21000041	10	10123212
566	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Hoä MÕn Ðà	21000041	10	10123213
567	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Hoä MÕn Ðà	21000041	10	10123214
568	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Hoä MÕn Ðà	21000041	10	10123215
569	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n MÕn Ðà	21000042	10	10123216
570	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n MÕn Ðà	21000042	10	10123217
571	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n MÕn Ðà	21000042	10	10123218
572	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n MÕn Ðà	21000042	10	10123219
573	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Ðµc MÕn Ðà	21000043	10	10123220
574	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Ðµc MÕn Ðà	21000043	10	10123221
575	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Ðµc MÕn Ðà	21000043	10	10123222
576	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Ðµc MÕn Ðà	21000043	10	10123223
577	1358	Ð¸nh v¸ Phù	30501029	-1	30501043
578	1358	Ð¸nh v¸ Phù	30501030	-1	30501044
579	1358	Ð¸nh v¸ Phù	30501031	-1	30501045
580	1358	Ð¸nh v¸ Phù	30501032	-1	30501046
581	1358	Ð¸nh v¸ Phù	30501033	-1	30501047
582	1358	Ð¸nh v¸ Phù	30501034	-1	30501048
583	1367	KÏ vån Ti¬u LÕt Bát	30505107	-1	38003171
584	1367	KÏ vån Ti¬u LÕt Bát	30505219	-1	38003171
585	1238	Chª tác C¤p 60 8Tinh môn phái A Húc cái bao tay Ác Nhân C¯c	-1	11	10112153
586	1239	Chª tác C¤p 70 8Tinh môn phái A Húc cái bao tay Ác Nhân C¯c	-1	11	10112154
587	1240	Chª tác C¤p 80 8Tinh môn phái A Húc cái bao tay Ác Nhân C¯c	-1	11	10112155
588	1241	Chª tác C¤p 90 8Tinh môn phái A Húc cái bao tay Ác Nhân C¯c	-1	11	10112156
589	1254	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Uy­n Ác Nhân C¯c	-1	11	10114067
590	1255	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Uy­n Ác Nhân C¯c	-1	11	10114068
591	1256	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Uy­n Ác Nhân C¯c	-1	11	10114069
592	1257	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Uy­n Ác Nhân C¯c	-1	11	10114070
593	1270	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Kiên Ác Nhân C¯c	-1	11	10115067
594	1271	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Kiên Ác Nhân C¯c	-1	11	10115068
595	1272	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Kiên Ác Nhân C¯c	-1	11	10115069
596	1273	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Kiên Ác Nhân C¯c	-1	11	10115070
597	1286	Chª tác C¤p 60 8Tinh môn phái A Húc ðai lßng Ác Nhân C¯c	-1	11	10121069
598	1287	Chª tác C¤p 70 8Tinh môn phái A Húc ðai lßng Ác Nhân C¯c	-1	11	10121070
599	1288	Chª tác C¤p 80 8Tinh môn phái A Húc ðai lßng Ác Nhân C¯c	-1	11	10121071
600	1289	Chª tác C¤p 90 8Tinh môn phái A Húc ðai lßng Ác Nhân C¯c	-1	11	10121072
601	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Bång Ác Nhân C¯c	21000040	11	10122224
602	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Bång Ác Nhân C¯c	21000040	11	10122225
603	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Bång Ác Nhân C¯c	21000040	11	10122226
604	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Bång Ác Nhân C¯c	21000040	11	10122227
605	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Hoä Ác Nhân C¯c	21000041	11	10122228
606	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Hoä Ác Nhân C¯c	21000041	11	10122229
607	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Hoä Ác Nhân C¯c	21000041	11	10122230
608	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Hoä Ác Nhân C¯c	21000041	11	10122231
609	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn Huy«n Ác Nhân C¯c	21000042	11	10122232
610	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn Huy«n Ác Nhân C¯c	21000042	11	10122233
611	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn Huy«n Ác Nhân C¯c	21000042	11	10122234
612	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn Huy«n Ác Nhân C¯c	21000042	11	10122235
613	1302	Chª tác C¤p 60 8Tinh môn phái A Húc nhçn ðµc ác Nhân C¯c	21000043	11	10122236
614	1303	Chª tác C¤p 70 8Tinh môn phái A Húc nhçn ðµc ác Nhân C¯c	21000043	11	10122237
615	1304	Chª tác C¤p 80 8Tinh môn phái A Húc nhçn ðµc ác Nhân C¯c	21000043	11	10122238
616	1305	Chª tác C¤p 90 8Tinh môn phái A Húc nhçn ðµc ác Nhân C¯c	21000043	11	10122239
617	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Bång Ác Nhân C¯c	21000040	11	10123224
618	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Bång Ác Nhân C¯c	21000040	11	10123225
619	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Bång Ác Nhân C¯c	21000040	11	10123226
620	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Bång Ác Nhân C¯c	21000040	11	10123227
621	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Hoä Ác Nhân C¯c	21000041	11	10123228
622	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Hoä Ác Nhân C¯c	21000041	11	10123229
623	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Hoä Ác Nhân C¯c	21000041	11	10123230
624	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Hoä Ác Nhân C¯c	21000041	11	10123231
625	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù Huy«n Ác Nhân C¯c	21000042	11	10123232
626	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù Huy«n Ác Nhân C¯c	21000042	11	10123233
627	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù Huy«n Ác Nhân C¯c	21000042	11	10123234
628	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù Huy«n Ác Nhân C¯c	21000042	11	10123235
629	1318	Chª tác C¤p 60 8Tinh môn phái A Húc Hµ Phù ðµc ác Nhân C¯c	21000043	11	10123236
630	1319	Chª tác C¤p 70 8Tinh môn phái A Húc Hµ Phù ðµc ác Nhân C¯c	21000043	11	10123237
631	1320	Chª tác C¤p 80 8Tinh môn phái A Húc Hµ Phù ðµc ác Nhân C¯c	21000043	11	10123238
632	1321	Chª tác C¤p 90 8Tinh môn phái A Húc Hµ Phù ðµc ác Nhân C¯c	21000043	11	10123239
