INT	STRING	STRING	STRING	INT	STRING	INT	INT	STRING
434	Anniversary_Drawing	Anniversary_Drawing/Anniversary_Drawing.layout.xml	Anniversary_Drawing/Anniversary_Drawing.lua	1		19	20	周年庆打卡界面
435	Anniversary_Show	Anniversary_Show/Anniversary_Show.layout.xml	Anniversary_Show/Anniversary_Show.lua	1		19	20	周年庆打卡预览
437	Talent	Talent/Talent.layout.xml	Talent/Talent.lua	3		19	20	天赋修炼预览
438	Shanhebaojian	Shanhebaojian/Shanhebaojian.layout.xml	Shanhebaojian/Shanhebaojian.lua	1		19	20	山河映宝鉴界面
439	GXHcolorstyle	GXHcolorstyle/GXHcolorstyle.layout.xml	GXHcolorstyle/GXHcolorstyle.lua	2		19	20	移植染色扩展
440	ModifyMenPai_Select	ModifyMenPai_Select/ModifyMenPai_Select.layout.xml	ModifyMenPai_Select/ModifyMenPai_Select.lua	2		19	20	转门派-选择界面
441	ModifyMenPai_Confirm	ModifyMenPai_Confirm/ModifyMenPai_Confirm.layout.xml	ModifyMenPai_Confirm/ModifyMenPai_Confirm.lua	2		19	20	转门派-确认界面
442	ModifyMenPai_MessageBox	ModifyMenPai_MessageBox/ModifyMenPai_MessageBox.layout.xml	ModifyMenPai_MessageBox/ModifyMenPai_MessageBox.lua	2		19	20	转门派-二次确认框
443	ModifyMenPai_HandBook	ModifyMenPai_HandBook/ModifyMenPai_HandBook.layout.xml	ModifyMenPai_HandBook/ModifyMenPai_HandBook.lua	2		19	20	转门派_手册
444	HuaShanLunJian	HuaShanLunJian/HuaShanLunJian.layout.xml	HuaShanLunJian/HuaShanLunJian.lua	3		19	20	华山论剑段位信息
445	HuaShanLunJian_FightEnd2	HuaShanLunJian_FightEnd2/HuaShanLunJian_FightEnd2.layout.xml	HuaShanLunJian_FightEnd2/HuaShanLunJian_FightEnd2.lua	0		19	20	华山论剑测试赛结算
446	HuaShanLunJian_GetAward	HuaShanLunJian_GetAward/HuaShanLunJian_GetAward.layout.xml	HuaShanLunJian_GetAward/HuaShanLunJian_GetAward.lua	3		19	20	华山论剑奖励
447	HuaShanLunJian_GetAward2	HuaShanLunJian_GetAward2/HuaShanLunJian_GetAward2.layout.xml	HuaShanLunJian_GetAward2/HuaShanLunJian_GetAward2.lua	3		19	20	华山论剑测试赛奖励
448	HuaShanLunJian_Ing	HuaShanLunJian_Ing/HuaShanLunJian_Ing.layout.xml	HuaShanLunJian_Ing/HuaShanLunJian_Ing.lua	0		19	20	华山论剑候场
449	HuaShanLunJian_Join	HuaShanLunJian_Join/HuaShanLunJian_Join.layout.xml	HuaShanLunJian_Join/HuaShanLunJian_Join.lua	3		19	20	华山论剑参赛
450	HuaShanLunJian_Lounge	HuaShanLunJian_Lounge/HuaShanLunJian_Lounge.layout.xml	HuaShanLunJian_Lounge/HuaShanLunJian_Lounge.lua	0		19	20	华山论剑信息
451	HuaShanLunJian_GetAward3	HuaShanLunJian_GetAward3/HuaShanLunJian_GetAward3.layout.xml	HuaShanLunJian_GetAward3/HuaShanLunJian_GetAward3.lua	3		19	20	华山论剑测试赛奖励
452	HuaShanLunJian_SceneTrans	HuaShanLunJian_SceneTrans/HuaShanLunJian_SceneTrans.layout.xml	HuaShanLunJian_SceneTrans/HuaShanLunJian_SceneTrans.lua	0		19	20	华山论剑传送
454	HuaShanLunJian_FightEnd	HuaShanLunJian_FightEnd/HuaShanLunJian_FightEnd.layout.xml	HuaShanLunJian_FightEnd/HuaShanLunJian_FightEnd.lua	0		19	20	华山论剑结算
456	HuaShanLunJian_Kill	HuaShanLunJian_Kill/HuaShanLunJian_Kill.layout.xml	HuaShanLunJian_Kill/HuaShanLunJian_Kill.lua	0		19	20	华山论剑击杀
457	HuaShanLunJian_TopList	HuaShanLunJian_TopList/HuaShanLunJian_TopList.layout.xml	HuaShanLunJian_TopList/HuaShanLunJian_TopList.lua	3		19	20	华山论剑排行榜
458	Thanksgiving_Gift	Thanksgiving_Gift/Thanksgiving_Gift.layout.xml	Thanksgiving_Gift/Thanksgiving_Gift.lua	1		19	20	感恩南瓜包裹界面
459	FriendChat	FriendChat/FriendChat.layout.xml	FriendChat/FriendChat.lua	1		19	20	好友聊天界面
460	Christmas_Wish	Christmas_Wish/Christmas_Wish.layout.xml	Christmas_Wish/Christmas_Wish.lua	3		19	20	圣诞许愿界面
461	Christmas_WishGift	Christmas_WishGift/Christmas_WishGift.layout.xml	Christmas_WishGift/Christmas_WishGift.lua	3		19	20	圣诞许愿礼物界面
462	Friend_IMSetting	Friend_IMSetting/Friend_IMSetting.layout.xml	Friend_IMSetting/Friend_IMSetting.lua	1		19	20	好友设置界面
463	Friend_IMHistory	Friend_IMHistory/Friend_IMHistory.layout.xml	Friend_IMHistory/Friend_IMHistory.lua	1		19	20	好友历史记录界面
464	Friend_IMGrouping	Friend_IMGrouping/Friend_IMGrouping.layout.xml	Friend_IMGrouping/Friend_IMGrouping.lua	1		19	20	好友界面
465	BeiZhu	BeiZhu/BeiZhu.layout.xml	BeiZhu/BeiZhu.lua	1		19	20	备注界面
466	LoverTimeEnter	LoverTimeEnter/LoverTimeEnter.layout.xml	LoverTimeEnter/LoverTimeEnter.lua	0		19	20	七夕花榜入口
467	LoverTimeReceive	LoverTimeReceive/LoverTimeReceive.layout.xml	LoverTimeReceive/LoverTimeReceive.lua	2		19	20	七夕花榜累计收花榜
468	LoverTimeTopList	LoverTimeTopList/LoverTimeTopList.layout.xml	LoverTimeTopList/LoverTimeTopList.lua	2		19	20	七夕花榜
469	LoverTimeTopListPreview	LoverTimeTopListPreview/LoverTimeTopListPreview.layout.xml	LoverTimeTopListPreview/LoverTimeTopListPreview.lua	1		19	20	七夕花榜奖励预览
470	ExteriorRideToolTip	ExteriorRideToolTip/ExteriorRideToolTip.layout.xml	ExteriorRideToolTip/ExteriorRideToolTip.lua	2		19	20	坐骑超链接界面
471	YuanDan_PaiHang	YuanDan_PaiHang/YuanDan_PaiHang.layout.xml	YuanDan_PaiHang/YuanDan_PaiHang.lua	2		19	20	元旦排行榜
472	SpringFestival_NewClothes	SpringFestival_NewClothes/SpringFestival_NewClothes.layout.xml	SpringFestival_NewClothes/SpringFestival_NewClothes.lua	2		19	20	春节织绣新衣
473	SpringFestival_Shop	SpringFestival_Shop/SpringFestival_Shop.layout.xml	SpringFestival_Shop/SpringFestival_Shop.lua	3		19	20	春节代币
474	AnqiShuxingNEW	AnqiShuxingNEW/AnqiShuxingNEW.layout.xml	AnqiShuxingNEW/AnqiShuxingNEW.lua	3		19	20	新暗器重洗界面
475	NewWuhunSkillStudy	NewWuhunSkillStudy/NewWuhunSkillStudy.layout.xml	NewWuhunSkillStudy/NewWuhunSkillStudy.lua	3		19	20	新武魂重洗界面
476	SuperWeaponUpNEW	SuperWeaponUpNEW/SuperWeaponUpNEW.layout.xml	SuperWeaponUpNEW/SuperWeaponUpNEW.lua	3		19	20	新神器重洗界面
477	SpringFestival_Dedusting	SpringFestival_Dedusting/SpringFestival_Dedusting.layout.xml	SpringFestival_Dedusting/SpringFestival_Dedusting.lua	2		19	20	春节除尘迎新年
478	Agreement_Second	Agreement_Second\Agreement_Second.layout.xml	Agreement_Second\Agreement_Second.lua	3		19	20	隐私协议游戏内界面
479	HuaShanLunJian_LoungeMini	HuaShanLunJian_LoungeMini/HuaShanLunJian_LoungeMini.layout.xml	HuaShanLunJian_LoungeMini/HuaShanLunJian_LoungeMini.lua	0		19	20	华山论剑信息
480	ChunJieQianDao	ChunJieQianDao/ChunJieQianDao.layout.xml	ChunJieQianDao/ChunJieQianDao.lua	3		19	20	春节签到界面
481	NewExterior_Facestyle	NewExterior_Facestyle\NewExterior_Facestyle.layout.xml	NewExterior_Facestyle\NewExterior_Facestyle.lua	3		19	20	Q4外观界面重置_脸型界面
482	NewExterior_HairStyle	NewExterior_HairStyle\NewExterior_HairStyle.layout.xml	NewExterior_HairStyle\NewExterior_HairStyle.lua	3		19	20	Q4外观界面重置_发型界面
483	NewExterior_PlayerFrame	NewExterior_PlayerFrame\NewExterior_PlayerFrame.layout.xml	NewExterior_PlayerFrame\NewExterior_PlayerFrame.lua	3		19	20	Q4外观界面重置_头像界面
484	NewExterior_Ride	NewExterior_Ride\NewExterior_Ride.layout.xml	NewExterior_Ride\NewExterior_Ride.lua	3		19	20	Q4外观界面重置_坐骑界面
485	NewExterior_DressBox	NewExterior_DressBox\NewExterior_DressBox.layout.xml	NewExterior_DressBox\NewExterior_DressBox.lua	3		19	20	Q4外观界面重置_储衣间界面
486	ShouHunGuideLetter	ShouHunGuideLetter\ShouHunGuideLetter.layout.xml	ShouHunGuideLetter\ShouHunGuideLetter.lua	3		19	20	兽魂引导任务界面
487	PetSoul_SoulChange	PetSoul_SoulChange\PetSoul_SoulChange.layout.xml	PetSoul_SoulChange\PetSoul_SoulChange.lua	3		19	20	兽魂PVP副本界面
490	PetSoul_LevelUp	PetSoul_LevelUp\PetSoul_LevelUp.layout.xml	PetSoul_LevelUp\PetSoul_LevelUp.lua	3		19	20	兽魂升级
491	ZhenShou_YuRe	ZhenShou_YuRe\ZhenShou_YuRe.layout.xml	ZhenShou_YuRe\ZhenShou_YuRe.lua	3		19	20	珍兽预热
492	PetSoul	PetSoul\PetSoul.layout.xml	PetSoul\PetSoul.lua	2		19	20	兽魂附体界面
493	PetSoul_MonopolyGame	PetSoul_MonopolyGame\PetSoul_MonopolyGame.layout.xml	PetSoul_MonopolyGame\PetSoul_MonopolyGame.lua	3		19	20	兽魂Pvp玩法界面
494	PetSoul_Purify	PetSoul_Purify\PetSoul_Purify.layout.xml	PetSoul_Purify\PetSoul_Purify.lua	1		19	20	兽魂碎片净化
495	ZhenShou_HuoDong	ZhenShou_HuoDong\ZhenShou_HuoDong.layout.xml	ZhenShou_HuoDong\ZhenShou_HuoDong.lua	1		19	20	珍兽预热
496	TargetShop_Dresser	TargetShop_Dresser\TargetShop_Dresser.layout.xml	TargetShop_Dresser\TargetShop_Dresser.lua	2		19	20	查看他人衣柜
497	PetSoul_Handbook	PetSoul_Handbook\PetSoul_Handbook.layout.xml	PetSoul_Handbook\PetSoul_Handbook.lua	1		19	20	兽魂图鉴
498	PetSoul_Daka	PetSoul_Daka\PetSoul_Daka.layout.xml	PetSoul_Daka\PetSoul_Daka.lua	1		19	20	兽魂应景打卡
499	PetSoul_FengHunLu	PetSoul_FengHunLu\PetSoul_FengHunLu.layout.xml	PetSoul_FengHunLu\PetSoul_FengHunLu.lua	3		19	20	稀有兽魂放出
500	PetSoul_FengHunLuGift	PetSoul_FengHunLuGift\PetSoul_FengHunLuGift.layout.xml	PetSoul_FengHunLuGift\PetSoul_FengHunLuGift.lua	3		19	20	稀有兽魂放出礼包
501	PetSoul_Addlife	PetSoul_Addlife\PetSoul_Addlife.layout.xml	PetSoul_Addlife\PetSoul_Addlife.lua	3		19	20	兽魂
502	PetSoul_BloodLevelUp	PetSoul_BloodLevelUp\PetSoul_BloodLevelUp.layout.xml	PetSoul_BloodLevelUp\PetSoul_BloodLevelUp.lua	3		19	20	兽魂
503	PetSoul_Fusion	PetSoul_Fusion\PetSoul_Fusion.layout.xml	PetSoul_Fusion\PetSoul_Fusion.lua	3		19	20	兽魂
504	PetSoul_LevelDown	PetSoul_LevelDown\PetSoul_LevelDown.layout.xml	PetSoul_LevelDown\PetSoul_LevelDown.lua	3		19	20	兽魂
505	PetSoul_Smash	PetSoul_Smash\PetSoul_Smash.layout.xml	PetSoul_Smash\PetSoul_Smash.lua	3		19	20	兽魂
506	PetSoul_XiShuxing	PetSoul_XiShuxing\PetSoul_XiShuxing.layout.xml	PetSoul_XiShuxing\PetSoul_XiShuxing.lua	3		19	20	兽魂洗属性
507	ZhenShou_LuoPan	ZhenShou_LuoPan\ZhenShou_LuoPan.layout.xml	ZhenShou_LuoPan\ZhenShou_LuoPan.lua	3		19	20	珍兽罗盘
508	PetSoul_SuperTooltip	PetSoul_SuperTooltip\PetSoul_SuperTooltip.layout.xml	PetSoul_SuperTooltip\PetSoul_SuperTooltip.lua	1		19	20	兽魂tips
509	EquipDWDivert	EquipDWDivert/EquipDWDivert.layout.xml	EquipDWDivert/EquipDWDivert.lua	3		19	20	装备雕文转移升级
510	SweepPageQuest	SweepPageQuest/SweepPageQuest.layout.xml	SweepPageQuest/SweepPageQuest.lua	1		19	20	与Quest相近没有任何功能单纯介绍的界面调整禅让值
512	Dress_Transfer	Dress_Transfer/Dress_Transfer.layout.xml	Dress_Transfer/Dress_Transfer.lua	3		19	20	时装配饰
513	Dress_Transfer_Fitting	Dress_Transfer_Fitting/Dress_Transfer_Fitting.layout.xml	Dress_Transfer_Fitting/Dress_Transfer_Fitting.lua	1		19	20	时装配饰
515	AnimationPass	AnimationPass/AnimationPass.layout.xml	AnimationPass/AnimationPass.lua	0		19	20	动画跳过按钮
517	HunbingzhuCompound	HunbingzhuCompound/HunbingzhuCompound.layout.xml	HunbingzhuCompound/HunbingzhuCompound.lua	3		19	20	魂冰珠优化
518	PanDa_Shop	PanDa_Shop/PanDa_Shop.layout.xml	PanDa_Shop/PanDa_Shop.lua	1		19	20	熊猫商店
519	FangYanHua	FangYanHua/FangYanHua.layout.xml	FangYanHua/FangYanHua.lua	1		19	20	51放烟花
520	PetSoul_ZhuanHua	PetSoul_ZhuanHua/PetSoul_ZhuanHua.layout.xml	PetSoul_ZhuanHua/PetSoul_ZhuanHua.lua	3		19	20	魂玉转化
521	Zongzi	Zongzi/Zongzi.layout.xml	Zongzi/Zongzi.lua	0		19	20	端午煮粽子界面
522	Zongzi_ThreeChoice	Zongzi_ThreeChoice/Zongzi_ThreeChoice.layout.xml	Zongzi_ThreeChoice/Zongzi_ThreeChoice.lua	1		19	20	端午煮粽子三选一界面
523	Talent_TreasureHunt	Talent_TreasureHunt/Talent_TreasureHunt.layout.xml	Talent_TreasureHunt/Talent_TreasureHunt.lua	3		19	20	武道任务二重纵情山水
524	MenPaiFirstOne_Buff	MenPaiFirstOne_Buff/MenPaiFirstOne_Buff.layout.xml	MenPaiFirstOne_Buff/MenPaiFirstOne_Buff.lua	1		19	20	门派第一人燃烧buff
525	MenPaiFirstOne_MessagePic	MenPaiFirstOne_MessagePic/MenPaiFirstOne_MessagePic.layout.xml	MenPaiFirstOne_MessagePic/MenPaiFirstOne_MessagePic.lua	1		19	20	门派第一人战斗胜利播报
526	MenPaiFirstOne_Progress	MenPaiFirstOne_Progress/MenPaiFirstOne_Progress.layout.xml	MenPaiFirstOne_Progress/MenPaiFirstOne_Progress.lua	0		19	20	门派第一人战况界面
527	MenPaiFirstOne_Progress_Mini	MenPaiFirstOne_Progress_Mini/MenPaiFirstOne_Progress_Mini.layout.xml	MenPaiFirstOne_Progress_Mini/MenPaiFirstOne_Progress_Mini.lua	0		19	20	门派第一人战况缩小界面
528	PS_PanChu_YuanBao	PS_PanChu_YuanBao/PS_PanChu_YuanBao.layout.xml	PS_PanChu_YuanBao/PS_PanChu_YuanBao.lua	1		19	20	九州商会商铺盘出界面
529	MenPaiFirstOne_Vote	MenPaiFirstOne_Vote/MenPaiFirstOne_Vote.layout.xml	MenPaiFirstOne_Vote/MenPaiFirstOne_Vote.lua	1		19	20	门派第一人投票
530	MenPaiFirstOne_VoteAward	MenPaiFirstOne_VoteAward/MenPaiFirstOne_VoteAward.layout.xml	MenPaiFirstOne_VoteAward/MenPaiFirstOne_VoteAward.lua	3		19	20	门派第一人投票奖励
531	MenPaiFirstOne_BattleTable	MenPaiFirstOne_BattleTable/MenPaiFirstOne_BattleTable.layout.xml	MenPaiFirstOne_BattleTable/MenPaiFirstOne_BattleTable.lua	3		19	20	门派第一人对战表
532	MenPaiFirstOne_BattleAward	MenPaiFirstOne_BattleAward/MenPaiFirstOne_BattleAward.layout.xml	MenPaiFirstOne_BattleAward/MenPaiFirstOne_BattleAward.lua	1		19	20	门派第一人对战奖励
533	XiaRi_YanMen	XiaRi_YanMen/XiaRi_YanMen.layout.xml	XiaRi_YanMen/XiaRi_YanMen.lua	3		19	20	夏日星火生雁门
534	XiaRi_YanMenShow	XiaRi_YanMenShow/XiaRi_YanMenShow.layout.xml	XiaRi_YanMenShow/XiaRi_YanMenShow.lua	1		19	20	夏日星火生雁门
537	PetSoul_JiHuo	PetSoul_JiHuo\PetSoul_JiHuo.layout.xml	PetSoul_JiHuo\PetSoul_JiHuo.lua	3		19	20	兽魂激活
538	NewExterior_PetSoul	NewExterior_PetSoul\NewExterior_PetSoul.layout.xml	NewExterior_PetSoul\NewExterior_PetSoul.lua	3		19	20	兽魂页签
539	XiaZhiDaZhe_DaoJiShi	XiaZhiDaZhe_DaoJiShi\XiaZhiDaZhe_DaoJiShi.layout.xml	XiaZhiDaZhe_DaoJiShi\XiaZhiDaZhe_DaoJiShi.lua	0		19	20	武道二层倒计时
540	Wudaoqizhen_Pozhenjifen	Wudaoqizhen_Pozhenjifen\Wudaoqizhen_Pozhenjifen.layout.xml	Wudaoqizhen_Pozhenjifen\Wudaoqizhen_Pozhenjifen.lua	0		19	20	武道二层琳琅破阵计分
541	NewExterior_Weapon	NewExterior_Weapon\NewExterior_Weapon.layout.xml	NewExterior_Weapon\NewExterior_Weapon.lua	3		19	20	2022Q3外观界面重置_幻武界面
542	NewExterior_Weapon_Levelup	NewExterior_Weapon_Levelup\NewExterior_Weapon_Levelup.layout.xml	NewExterior_Weapon_Levelup\NewExterior_Weapon_Levelup.lua	3		19	20	幻武升级界面
543	DWShengji	DWShengji/DWShengji.layout.xml	DWShengji/DWShengji.lua	3		19	20	雕文升级界面
544	QiXi_QueQiaoXian	QiXi_QueQiaoXian/QiXi_QueQiaoXian.layout.xml	QiXi_QueQiaoXian/QiXi_QueQiaoXian.lua	2		19	20	七夕唤鹊再逢织云仙活动界面
545	FeelFeedBack800	FeelFeedBack800/FeelFeedBack800.layout.xml	FeelFeedBack800/FeelFeedBack800.lua	3		19	20	两周年庆七日登录
546	FeelFeedBack800Gift	FeelFeedBack800Gift/FeelFeedBack800Gift.layout.xml	FeelFeedBack800Gift/FeelFeedBack800Gift.lua	1		19	20	两周年庆七日登录
547	HerosReturns_Horizons	HerosReturns_Horizons/HerosReturns_Horizons.layout.xml	HerosReturns_Horizons/HerosReturns_Horizons.lua	3		19	20	回流江湖见闻界面
548	Item_DJS_Confirm	Item_DJS_Confirm/Item_DJS_Confirm.layout.xml	Item_DJS_Confirm/Item_DJS_Confirm.lua	1		19	20	彻地符箓小窗口
549	Item_DunJiaShu	Item_DunJiaShu/Item_DunJiaShu.layout.xml	Item_DunJiaShu/Item_DunJiaShu.lua	3		19	20	彻地符箓界面
550	XuYuanQuan_WishGift	XuYuanQuan_WishGift/XuYuanQuan_WishGift.layout.xml	XuYuanQuan_WishGift/XuYuanQuan_WishGift.lua	3		19	20	许愿池界面
551	ZNQ_ChouJiang	ZNQ_ChouJiang/ZNQ_ChouJiang.layout.xml	ZNQ_ChouJiang/ZNQ_ChouJiang.lua	3		19	20	周年稳在线界面
552	ZNQ_ChouJiang_Btn	ZNQ_ChouJiang_Btn/ZNQ_ChouJiang_Btn.layout.xml	ZNQ_ChouJiang_Btn/ZNQ_ChouJiang_Btn.lua	0		19	20	周年稳在线入口
553	MenPaiFirstOne_BattleSign	MenPaiFirstOne_BattleSign/MenPaiFirstOne_BattleSign.layout.xml	MenPaiFirstOne_BattleSign/MenPaiFirstOne_BattleSign.lua	3		19	20	门派第一人报名
554	MenPaiFirstOne_BattleBet	MenPaiFirstOne_BattleBet/MenPaiFirstOne_BattleBet.layout.xml	MenPaiFirstOne_BattleBet/MenPaiFirstOne_BattleBet.lua	1		19	20	门派第一人押注
555	ManTuo_Fuchi	ManTuo_Fuchi/ManTuo_Fuchi.layout.xml	ManTuo_Fuchi/ManTuo_Fuchi.lua	2		19	20	新门派扶持计划
556	ManTuo_Yure	ManTuo_Yure/ManTuo_Yure.layout.xml	ManTuo_Yure/ManTuo_Yure.lua	3		19	20	新门派预热界面
558	XuYuanQuan_DaoJiShi	XuYuanQuan_DaoJiShi/XuYuanQuan_DaoJiShi.layout.xml	XuYuanQuan_DaoJiShi/XuYuanQuan_DaoJiShi.lua	1		19	20	许愿池倒计时
559	SeventhFestival_Gift	SeventhFestival_Gift/SeventhFestival_Gift.layout.xml	SeventhFestival_Gift/SeventhFestival_Gift.lua	2		19	20	花榜幻武兑换
560	MenPaiWar_TopList	MenPaiWar_TopList/MenPaiWar_TopList.layout.xml	MenPaiWar_TopList/MenPaiWar_TopList.lua	1		19	20	门派闯关排行榜
561	MenPaiWar_TopListAward	MenPaiWar_TopListAward/MenPaiWar_TopListAward.layout.xml	MenPaiWar_TopListAward/MenPaiWar_TopListAward.lua	1		19	20	门派闯关排行榜
562	ShaXing_BossChoice	ShaXing_BossChoice/ShaXing_BossChoice.layout.xml	ShaXing_BossChoice/ShaXing_BossChoice.lua	4		19	20	杀星boss选择
563	ShaXingDaojishi	ShaXingDaojishi/ShaXingDaojishi.layout.xml	ShaXingDaojishi/ShaXingDaojishi.lua	0		19	20	杀星boss选择
564	ShaXingDaojishi_Mini	ShaXingDaojishi_Mini/ShaXingDaojishi_Mini.layout.xml	ShaXingDaojishi_Mini/ShaXingDaojishi_Mini.lua	0		19	20	杀星boss选择
565	EnchaseEx	EnchaseEx/EnchaseEx.layout.xml	EnchaseEx/EnchaseEx.lua	3		19	20	新宝石镶嵌
566	SplitGemEx	SplitGemEx/SplitGemEx.layout.xml	SplitGemEx/SplitGemEx.lua	3		19	20	新宝石摘除
567	StilettoEx	StilettoEx/StilettoEx.layout.xml	StilettoEx/StilettoEx.lua	3		19	20	新宝石打孔
568	PetSoul_XuanWuDao	PetSoul_XuanWuDao/PetSoul_XuanWuDao.layout.xml	PetSoul_XuanWuDao/PetSoul_XuanWuDao.lua	0		19	20	兽魂玄武岛
569	PetSoul_XuanWuDao_Mini	PetSoul_XuanWuDao_Mini/PetSoul_XuanWuDao_Mini.layout.xml	PetSoul_XuanWuDao_Mini/PetSoul_XuanWuDao_Mini.lua	0		19	20	兽魂玄武岛
570	QingQiu_Shop	QingQiu_Shop/QingQiu_Shop.layout.xml	QingQiu_Shop/QingQiu_Shop.lua	3		19	20	青丘
574	WeeklyShop	WeeklyShop/WeeklyShop.layout.xml	WeeklyShop/WeeklyShop.lua	3		19	20	神秘商人周刷新商店
575	ShaXing_TopList	ShaXing_TopList/ShaXing_TopList.layout.xml	ShaXing_TopList/ShaXing_TopList.lua	1		19	20	杀星排行榜
576	SpecialGift_FiveChoice	SpecialGift_FiveChoice/SpecialGift_FiveChoice.layout.xml	SpecialGift_FiveChoice/SpecialGift_FiveChoice.lua	1		19	20	通用5选一界面
577	ShaXing_TopListAward	ShaXing_TopListAward/ShaXing_TopListAward.layout.xml	ShaXing_TopListAward/ShaXing_TopListAward.lua	1		19	20	杀星排行榜
578	NoDiffMatch_CreateTeam	NoDiffMatch_CreateTeam/NoDiffMatch_CreateTeam.layout.xml	NoDiffMatch_CreateTeam/NoDiffMatch_CreateTeam.lua	1		19	20	争霸赛-组建战队
579	NoDiffMatch_CreateManger	NoDiffMatch_CreateManger/NoDiffMatch_CreateManger.layout.xml	NoDiffMatch_CreateManger/NoDiffMatch_CreateManger.lua	1		19	20	争霸赛-战队信息管理
580	NoDiffMatch_ShowStateOne	NoDiffMatch_ShowStateOne/NoDiffMatch_ShowStateOne.layout.xml	NoDiffMatch_ShowStateOne/NoDiffMatch_ShowStateOne.lua	1		19	20	争霸赛-比赛服预选赛晋级赛赛况
581	NoDiffMatch_YXSFBList	NoDiffMatch_YXSFBList/NoDiffMatch_YXSFBList.layout.xml	NoDiffMatch_YXSFBList/NoDiffMatch_YXSFBList.lua	1		19	20	争霸赛-预选赛观众GM入场
582	NoDiffMatch_ZJSGMList	NoDiffMatch_ZJSGMList/NoDiffMatch_ZJSGMList.layout.xml	NoDiffMatch_ZJSGMList/NoDiffMatch_ZJSGMList.lua	1		19	20	争霸赛-决赛GM查看战队列表
583	NoDiffMatch_CreatTeamList	NoDiffMatch_CreatTeamList/NoDiffMatch_CreatTeamList.layout.xml	NoDiffMatch_CreatTeamList/NoDiffMatch_CreatTeamList.lua	1		19	20	争霸赛-查看已组建战队列表
584	NoDiffMatch_TeamInfo	NoDiffMatch_TeamInfo/NoDiffMatch_TeamInfo.layout.xml	NoDiffMatch_TeamInfo/NoDiffMatch_TeamInfo.lua	1		19	20	争霸赛-比赛服查看战队详细信息
585	Jiyuan_FiveChoice	Jiyuan_FiveChoice/Jiyuan_FiveChoice.layout.xml	Jiyuan_FiveChoice/Jiyuan_FiveChoice.lua	1		19	20	机缘商店5选一界面
588	Labiao	Labiao/Labiao.layout.xml	Labiao/Labiao.lua	0		19	20	拉镖界面
590	ZhouChangShop	ZhouChangShop/ZhouChangShop.layout.xml	ZhouChangShop/ZhouChangShop.lua	3		19	20	周常代币商店界面
592	NoDiffMatch_ZJSGMMatch	NoDiffMatch_ZJSGMMatch/NoDiffMatch_ZJSGMMatch.layout.xml	NoDiffMatch_ZJSGMMatch/NoDiffMatch_ZJSGMMatch.lua	1		19	20	争霸赛-决赛GM带队入场
593	NoDiffMatch_Camera_Tiny	NoDiffMatch_Camera_Tiny/NoDiffMatch_Camera_Tiny.layout.xml	NoDiffMatch_Camera_Tiny/NoDiffMatch_Camera_Tiny.lua	0		19	20	争霸赛-占位
594	NoDiffMatch_Camera	NoDiffMatch_Camera/NoDiffMatch_Camera.layout.xml	NoDiffMatch_Camera/NoDiffMatch_Camera.lua	0		19	20	争霸赛-占位
595	NoDiffMatch_ResultShow	NoDiffMatch_ResultShow/NoDiffMatch_ResultShow.layout.xml	NoDiffMatch_ResultShow/NoDiffMatch_ResultShow.lua	0		19	20	争霸赛-战斗结束界面
596	NoDiffMatch_Score_Tiny	NoDiffMatch_Score_Tiny/NoDiffMatch_Score_Tiny.layout.xml	NoDiffMatch_Score_Tiny/NoDiffMatch_Score_Tiny.lua	0		19	20	争霸赛-战斗界面最小化
597	NoDiffMatch_Score	NoDiffMatch_Score/NoDiffMatch_Score.layout.xml	NoDiffMatch_Score/NoDiffMatch_Score.lua	0		19	20	争霸赛-战斗界面
598	ThreeDayFeedBack	ThreeDayFeedBack/ThreeDayFeedBack.layout.xml	ThreeDayFeedBack/ThreeDayFeedBack.lua	3		19	20	周年三日登录
599	ManTuo_Gift	ManTuo_Gift/ManTuo_Gift.layout.xml	ManTuo_Gift/ManTuo_Gift.lua	1		19	20	新门派礼馈
600	OrderYiMin_ReadMe	OrderYiMin_ReadMe/OrderYiMin_ReadMe.layout.xml	OrderYiMin_ReadMe/OrderYiMin_ReadMe.lua	1		19	20	定制移民界面
601	ShaXing_Tips	ShaXing_Tips/ShaXing_Tips.layout.xml	ShaXing_Tips/ShaXing_Tips.lua	0		19	20	杀星tips
602	Shop_MBuy	Shop_MBuy/Shop_MBuy.layout.xml	Shop_MBuy/Shop_MBuy.lua	2		19	20	元宝商店批量购买界面
603	FanLiShop	FanLiShop/FanLiShop.layout.xml	FanLiShop/FanLiShop.lua	3		19	20	充值返利商店界面
604	Examination_TopList	Examination_TopList/Examination_TopList.layout.xml	Examination_TopList/Examination_TopList.lua	3		19	20	科举金榜界面
605	SweepAll_Activate	SweepAll_Activate/SweepAll_Activate.layout.xml	SweepAll_Activate/SweepAll_Activate.lua	3		19	20	特权扫荡激活界面
606	ShengdanYingjing_Timing	ShengdanYingjing_Timing/ShengdanYingjing_Timing.layout.xml	ShengdanYingjing_Timing/ShengdanYingjing_Timing.lua	1		19	20	圣诞应景倒计时界面
607	NoDiffMatch_ShowState	NoDiffMatch_ShowState/NoDiffMatch_ShowState.layout.xml	NoDiffMatch_ShowState/NoDiffMatch_ShowState.lua	1		19	20	争霸赛-比赛服晋级赛晋级赛赛况
