INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
434	Nai Con ô ô	3	6	5153	5123	5124	5122	5125	5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
435	Nghê Hoàng	3	6	5154	5126	5127	5128	5129	5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
436	Tù Ngßu	3	6	5101	5156	5131	5132	5130	5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
437	Trân Thú h¢ng ngày	3	2	147	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
438	Thông Tý Th¥n Viên lØa gi§n	3	4	5101	5118	5119	5120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439	Trân Thú Chi Hæu	3	2	5134	5135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
440	Trân Thú pvpGiäi kh¯ng chª	1	6	7087	7088	7090	7097	7100	7104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
441	Tân Trân Thú ThÑc Phá	1	1	7069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
442	Tr§n doanh id	1	7	7162	7163	7164	7177	7268	7269	7270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
443	T¤t cä môn phái 1-2kÛ nång	3	11	282	312	342	372	402	432	462	492	522	761	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
444	T¤t cä môn phái 2-1kÛ nång	3	11	283	313	343	373	403	433	463	493	523	763	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
445	Phän Ch¤n Giäi Kh±ng	1	8	136	213	13	122	17	21	14	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
446	Nµ Hoä Liên Träm Ng§t Kê Bän	3	2	5167	5168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
447	Thiªu Lâm trø cµt kÛ nång Ng§t Kê Bän	3	8	5160	5161	5162	5163	5317	5165	5166	5271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
448	Minh Giáo trø cµt kÛ nång Ng§t Kê Bän	3	8	5167	5168	5169	5170	5318	5172	5173	5272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
449	Cái Bang trø cµt kÛ nång Ng§t Kê Bän	3	8	5174	5175	5176	5177	5319	5179	5180	5273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
450	Võ Ðang trø cµt kÛ nång Ng§t Kê Bän	3	8	5181	5182	5185	5184	5183	5186	5187	5274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
451	Nga Mi trø cµt kÛ nång Ng§t Kê Bän	3	8	5188	5189	5190	5191	5192	5193	5194	5275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
452	Tinh Túc trø cµt kÛ nång Ng§t Kê Bän	3	8	5195	5196	5197	5198	5199	5200	5201	5276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
453	Thiên Long trø cµt kÛ nång Ng§t Kê Bän	3	8	5202	5203	5204	5205	5206	5207	5208	5277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
454	Thiên S½n trø cµt kÛ nång Ng§t Kê Bän	3	8	5209	5210	5211	5212	5323	5214	5215	5278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
455	Tiêu dao trø cµt kÛ nång Ng§t Kê Bän	3	8	5216	5217	5218	5219	5220	5221	5222	5279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
456	MÕn Ðà trø cµt kÛ nång Ng§t Kê Bän	3	8	5223	5224	5225	5226	5229	5227	5228	5280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
457	Ác Nhân C¯c trø cµt kÛ nång Ng§t Kê Bän	3	8	5258	5259	5260	5261	5262	5263	5264	5285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
458	Th¤t H°n Ng§t Kê Bän	1	3	9094	9101	9099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
459	V§n chuy¬n DÕ Minh Châu biªn thân	3	2	5361	5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
460	Ði®u H± Li S½n t§p hþp; Thiªu Lâm võ ðÕo 4sØ døng	3	1	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
461	ThuÖ Yêm Th¤t Quân trÕng thái buff; Minh Giáo võ ðÕo 4sØ døng	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
462	Hoä Thiêu Xích Bích Chß¾c Thiêu buff; Minh Giáo võ ðÕo 4sØ døng	7	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
463	Nµ Hoä Liên Träm trÕng thái buff; Minh Giáo võ ðÕo 4sØ døng	0	1	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
464	Không th¬ nh§n ðßþc tÑc gi§n bufft§p hþp	0	2	6987	7589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
467	Kiªn Long TÕi Ði«n Trung Ðµc bufft§p hþp; Cái Bang võ ðÕo 4sØ døng	7	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
468	Phi Long TÕi Thiên kÛ nång t§p hþp; Cái Bang võ ðÕo 4sØ døng	3	1	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
469	Lßþng Nghi Kiªm Ðích liên tøc Tính bufft§p hþp id; Võ Ðang võ ðÕo 4sØ døng	0	1	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
470	ThuÖ Ðµn trÕng thái buffHþp T§p id; Tinh Túc võ ðÕo 4sØ døng	0	1	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
471	Mµc Ðµn trÕng thái buffHþp T§p id; Tinh Túc võ ðÕo 4sØ døng	0	1	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
472	T± Chú trÕng thái buffHþp T§p id; Tinh Túc võ ðÕo 4sØ døng	7	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
473	Trung Trùng Kiªm trÕng thái buffHþp T§p; Thiên Long võ ðÕo 4sØ døng	0	4	515	516	517	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
474	Tuyªt Hoa Løc Xu¤t trÕng thái t§p hþp; Võ ðÕo 4Thiên S½n sØ døng	0	1	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
475	Thiên S½n ð½n th¬ thß½ng t±n kÛ nång t§p hþp id; Võ ðÕo 4Thiên S½n sØ døng	3	7	491	493	501	505	507	508	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
476	Tiêu dao phóng thích b¦y r§p kÛ nång idHþp T§p; Võ ðÕo 4sØ døng	3	5	522	527	529	544	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
477	†n thân, di chuy¬n v¸ trí C¤m Døng kÛ nång; Võ ðÕo 4sØ døng	3	15	248	496	497	269	270	271	272	273	379	503	515	524	764	787	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
478	MÕn Ðà lßu danh Quyªt kÛ nång Hþp T§p; MÕn Ðà võ ðÕo 4sØ døng	3	6	765	767	768	773	784	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
479	Tang H°n trÕng thái Hþp T§p; Ác Nhân C¯c võ ðÕo 4sØ døng	0	3	6516	6517	6518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
480	MÕn Ðà Quäng Lång Tän kÛ nång t§p hþp; MÕn Ðà võ ðÕo 4sØ døng	3	1	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
481	TØ C¤m Dñ Nhi®t biªn thân sØ døng ðÕo cø	3	1	5366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
482	V§n chuy¬n Lßu Li Trän biªn thân	3	2	5361	5388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
483	V§n chuy¬n San H° bình phong biªn thân	3	2	5361	5389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
484	Tá Ca biªn thân	3	2	5391	5392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
485	Mùa hÕ hþp thành Tuyªt C¥u	3	1	5398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
486	Bång tuyªt PVPC¤p 2 Tuyªt Nhân biªn thân kÛ nång t§p hþp	3	4	5056	5053	5052	5050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
487	Tá Ca Miêu biªn thân kÛ nång	3	3	5459	5430	5429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
488	Tá Ca ThØ biªn thân kÛ nång	3	2	5431	5432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
