INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT							
5679	5675	500	Buff16_6				buff_ÈÕ³£±¾_Å­buff		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Nµ: TÕo thành thß½ng t±n Dß di ðµng t¯c ðµ tång lên, ð°ng th¶i ðã b¸ thß½ng t±n gia tång	-1	0	1	1							
5680	5675	600	Buff16_6				buff_ÈÕ³£±¾_Å­buff		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Nµ: TÕo thành thß½ng t±n Dß di ðµng t¯c ðµ tång lên, ð°ng th¶i ðã b¸ thß½ng t±n gia tång	-1	0	1	1							
5681	5675	700	Buff16_6				buff_ÈÕ³£±¾_Å­buff		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Nµ: TÕo thành thß½ng t±n Dß di ðµng t¯c ðµ tång lên, ð°ng th¶i ðã b¸ thß½ng t±n gia tång	-1	0	1	1							
5682	5675	800	Buff16_6				buff_ÈÕ³£±¾_Å­buff		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Nµ: TÕo thành thß½ng t±n Dß di ðµng t¯c ðµ tång lên, ð°ng th¶i ðã b¸ thß½ng t±n gia tång	-1	0	1	1							
5683	5675	900	Buff16_6				buff_ÈÕ³£±¾_Å­buff		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Nµ: TÕo thành thß½ng t±n Dß di ðµng t¯c ðµ tång lên, ð°ng th¶i ðã b¸ thß½ng t±n gia tång	-1	0	1	1							
5684	5675	1000	Buff16_6				buff_ÈÕ³£±¾_Å­buff		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Nµ: TÕo thành thß½ng t±n Dß di ðµng t¯c ðµ tång lên, ð°ng th¶i ðã b¸ thß½ng t±n gia tång	-1	0	1	1							
5685	5676	1000	Buff16_5				buff_ÈÕ³£±¾_¾åbuff5		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Cø: Giäm b¾t trß¾c m£t 50%l¾n nh¤t Huyªt Thßþng HÕn	-1	0	1	1							
5686	5686	1000	Buff16_2				buff_ÈÕ³£±¾_¾åbuff2		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Cø: Nh§n ðßþc trß¾c m£t 50%l¾n nh¤t Huyªt Thßþng HÕn Khí Thuçn	-1	0	1	1							
5687	5687	1000	Buff16_3				buff_ÈÕ³£±¾_¾åbuff4		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Cø: Tång lên trß¾c m£t tÕo thành thß½ng t±n Lßþng	-1	0	1	1							
5688	5688	1000	Buff16_4				buff_ÈÕ³£±¾_¾åbuff3		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Cø: Giäm b¾t trß¾c m£t tÕo thành thß½ng t±n Lßþng	-1	0	1	1							
5689	5689	100	Buff16_7				buff_ÈÕ³£±¾_Ô÷buff1		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Tång: Oán h§n hi®u quä 1T¢ng, tÕo thành thß½ng t±n tång lên ð°ng th¶i ðã b¸ thß½ng t±n tång lên	-1	0	1	1							
5690	5689	200	Buff16_8				buff_ÈÕ³£±¾_Ô÷buff2		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Tång: Oán h§n hi®u quä 2T¢ng, tÕo thành thß½ng t±n tång lên ð°ng th¶i ðã b¸ thß½ng t±n tång lên	-1	0	1	1							
5691	5689	300	Buff16_9				buff_ÈÕ³£±¾_Ô÷buff3		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Tång: Oán h§n hi®u quä 3T¢ng, tÕo thành thß½ng t±n tång lên ð°ng th¶i ðã b¸ thß½ng t±n tång lên	-1	0	1	1							
5692	5689	400	Buff16_10				buff_ÈÕ³£±¾_Ô÷buff4		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Tång: Oán h§n hi®u quä 4T¢ng, tÕo thành thß½ng t±n tång lên ð°ng th¶i ðã b¸ thß½ng t±n tång lên	-1	0	1	1							
5693	5693	100	Buff11_2							0	0	0	0	0		Tång: S· b¸ thß½ng t±n gia tång	-1	0	1	1							
5694	5693	200	Buff11_2							0	0	0	0	0		Tång: S· b¸ thß½ng t±n gia tång	-1	0	1	1							
5695	5693	300	Buff11_2							0	0	0	0	0		Tång: S· b¸ thß½ng t±n gia tång	-1	0	1	1							
5696	5693	400	Buff11_2							0	0	0	0	0		Tång: S· b¸ thß½ng t±n gia tång	-1	0	1	1							
5697	5697	400	Buff16_1				buff_ÈÕ³£±¾_°®buff		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Ái: Liên tøc h°i phøc Huyªt Lßþng, ð°ng th¶i ðã b¸ Ðích thß½ng t±n gia tång	-1	0	1	1							
5698	5698	400	Buff11_2							0	0	0	0	0		S· b¸ thß½ng t±n gia tång 10%	-1	0	1	1							
5699	19	1000	Buff15_14		Skills\Sl\Sl_½ð¸Õ·üÄ§È¦_¶¨Éí.wav		g01_buff27		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Tri«n Ti c¥m nã thü: Nhçm trß¾c m£t b¸ vây b¸ b¡t Nã Ðích Ð¸nh Thân trÕng thái	-1	0	1	1							
5700	23	1000	Buff15_13				g01_buff100		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Bát Vân Toä H¥u Tr§n: Ðã b¸ BÕch Thª Kính kiªm khí liên tøc giäm t¯c ðµ hi®u quä Ðích änh hß·ng	-1	0	1	1							
5701	23	1000	Buff15_13				g01_buff100		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Bát Vân Toä H¥u Tr§n: Ðã b¸ BÕch Thª Kính kiªm khí liên tøc giäm t¯c ðµ hi®u quä Ðích änh hß·ng	-1	0	1	1							
5702	23	1000	Buff15_14				g01_buff100		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Tri«n Ti c¥m nã thü: Nhçm trß¾c m£t b¸ vây b¸ b¡t Nã Ðích giäm t¯c ðµ trÕng thái	-1	0	1	1							
5703	5703	400	Weapon2_7							0	0	0	0	0		Thân Nhß Khinh Vû: Thi¬m T¸ Su¤t gia tång, tÕo thành thß½ng t±n r½i ch§m lÕi	-1	0	1	1							
5704	100	1000	Weapon2Skill2_15				g01_buff10		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Häi ðß¶ng Miên Vû: Di ðµng t¯c ðµ gia tång	-1	0	1	1							
5705	100	1000	Weapon2Skill2_15				g01_buff10		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Häi ðß¶ng Miên Vû: Di ðµng t¯c ðµ gia tång	-1	0	1	1							
5706	100	1000	Weapon2Skill2_15				g01_buff10		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Häi ðß¶ng Miên Vû: Di ðµng t¯c ðµ gia tång	-1	0	1	1							
5707	100	1000	Weapon2Skill2_15				g01_buff10		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Häi ðß¶ng Miên Vû: Di ðµng t¯c ðµ gia tång	-1	0	1	1							
5708	99	1000	Weapon2Skill2_16							0	0	0	1	0		Tß½ng tß ChuÖ: †n thân, di ðµng t¯c ðµ r½i ch§m lÕi	-1	0	1	1							
5709	99	1000	Weapon2Skill2_14							0	0	0	1	0		Ðêm ngày tß½ng tß: †n thân, di ðµng t¯c ðµ r½i ch§m lÕi, liên tøc h°i huyªt	-1	0	1	1							
5710	5710	1000	FightSkillMingJiao_4				buff_Ð£³¡ÒÆ¶¯ËÙ¶ÈÔö¼ÓÌØÐ§		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Hàng Long c½n gi§n: Di ðµng t¯c ðµ ð« cao 80%, liên tøc 3Sao	-1	0	1	1							
5711	14	1000	Weapon2Skill2_12				SB_Í¨ÓÃ¼¼ÄÜ_ÊÍÇéÉËÉñ		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Th¤t tình Nh¸ ThÑc·hao t±n tinh th¥n: Tê Li®t, di ðµng không th¬, thao tác không th¬, Khä B¸ công kích, không th¬ B¸ Tá Tïnh	-1	0	1	1							
5712	21	1000	Weapon2Skill1_3				buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		U¯ng máu Chu Tâm: Tän Công, không th¬ sØ døng gì môn phái kÛ nång	-1	0	1	1							
5713	1153	1000	Weapon2Skill1_4				g01_buff38		Í·¶¥×´Ì¬µã	0	1	1	0	0		Xä thân phá tr§n: Mê muµi, di ðµng không th¬, thao tác không th¬, Khä B¸ công kích, không th¬ B¸ Tá Tïnh	-1	0	1	1							
5714	15	1000	Weapon2Skill2_15				g01_buff»èË¯		ÉíÌåÖÐÐÄµã	0	1	1	0	0		Häi ðß¶ng Miên Vû: Mê man, di ðµng không th¬, thao tác không th¬, Khä B¸ công kích, Khä B¸ Tá Tïnh	-1	0	1	1							
5715	1153	1000	Weapon2_6				g01_buff38		Í·¶¥×´Ì¬µã	0	1	1	0	0		Sóng dæ ChuÏ: Mê muµi, di ðµng không th¬, thao tác không th¬, Khä B¸ công kích, không th¬ B¸ Tá Tïnh	-1	0	1	1							
5716	5716	1000	TalentSkillTianLong2_8				boss_ÉñÆ÷_Ðþ¿à·ðÏñ×ÔÉíA		ÉíÌåÖÐÐÄµã	0	0	0	0	0			-1	0	1	1							
5717	5717	1000	TalentSkillTianLong2_8				boss_ÑÓÇìÌ«×Ó_½×¶Î¼¼ÄÜµØÃæ»ðÑæA		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0			-1	0	1	1							
5718	5718	400	Weapon2Skill3_6							0	0	0	0	0		Ðang · sØ døng Thanh Hoan Ti­n	-1	0	1	1							
5719	5719	400	Weapon2Skill1_12							0	0	0	0	0		Ðang · sØ døng Nhiªp H°n Cung	-1	0	1	1							
5720	5720	400	Weapon2Skill2_4							0	0	0	0	0		Ðang · sØ døng Li ¿u Thß½ng	-1	0	1	1							
5721	5721	400	Weapon2Skill3_9							0	0	0	0	0		Ðang · sØ døng Chu V÷ng Kiªm	-1	0	1	1							
5722	5722	400	Weapon2Skill1_8							0	0	0	0	0		Ðang · sØ døng Trß¶ng H§n Ðao	-1	0	1	1							
5723	5723	400	Weapon2Skill1_1							0	0	0	0	0		Ðang · sØ døng sóng dæ ChuÏ	-1	0	1	1							
5724	5724	400	Weapon2Skill2_16							0	0	0	0	0		Ðang · sØ døng tß½ng tß ChuÖ	-1	0	1	1							
5725	5725	400	Buff16_11				buff_ÈÕ³£±¾_¾åbuff1		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Cø: 5Sao H§u Tß¾ng nh§n ðßþc ð£c thù trÕng thái	-1	0	1	1							
5726	99	2200	RideHeader11_3							0	0	0	1	0		T÷a kÜ: Xích Th¯. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	1							
5727	99	2200	RideHeader11_3							0	0	0	1	0		T÷a kÜ: Xích Th¯. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	1							
5728	99	2200	RideHeader11_3							0	0	0	1	0		T÷a kÜ: Xích Th¯. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
5729	99	2200	RideHeader11_3							0	0	0	1	0		T÷a kÜ: Xích Th¯. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
5730	99	2200	RideHeader11_3							0	0	0	1	0		T÷a kÜ: Xích Th¯. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	1							
5731	99	2200	RideHeader11_3							0	0	0	1	0		T÷a kÜ: Xích Th¯. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	1							
5732	99	2200	RideHeader11_3							0	0	0	1	0		T÷a kÜ: Xích Th¯. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	1							
5733	5733	1000	Buff16_13				g01_em_buff38		Í·¶¥×´Ì¬µã	0	0	1	0	0		Phá Chß¾ng Giáng ma chß·ng: Ðã b¸ Huy«n Kh± chiêu thÑc änh hß·ng b¸ vây Th¤t Minh trÕng thái	-1	0	1	1							
5734	5734	1000	Buff15_16				buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Linh Lan Hoa Khai: Tän Công, không th¬ sØ døng gì môn phái kÛ nång	-1	0	1	1							
5735	5735	1000	TalentSkillTianLong2_8				boss_ÉñÆ÷_Ðþ¿ànpc·ðÏñ¹¥»÷ÌØÐ§B		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0			-1	0	1	1							
5736	5736	1000	TalentSkillTianLong2_8				boss_ÉñÆ÷_Ðþ¿ànpc·ðÏñ¹¥»÷ÌØÐ§A		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0			-1	0	1	1							
5737	5737	1000	TalentSkillTianLong2_8				boss_ÉñÆ÷_Ðþ¿ànpc·ðÏñ¹¥»÷ÌØÐ§D		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0			-1	0	1	1							
5738	5738	1000	TalentSkillTianLong2_8				boss_ÉñÆ÷_Ðþ¿ànpc·ðÏñ¹¥»÷ÌØÐ§C		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0			-1	0	1	1							
5739	5739	1000	Buff16_15							0	0	1	0	0		Thñc C¯t Tän Hoa: Ðã b¸ ån mòn b¸ vây Th¤t Minh trÕng thái	-1	0	1	1							
5740	5740	1000	FightSkillXiaoYao_9							1	0	0	0	0		C¤m ðoán: Nhân ð° hình nghi®m chÑng V¸ thông qua B¸ cßÞng chª ðßa vào Giam Ngøc, Ðãi Ðäo th¶i trß¾c sau khi kªt thúc lÕi v×a r¶i ði Giam Ngøc.	-1	0	1	1							
5741	5741	1990	FightSkillTianShan_7							0	0	0	0	0		Nhß ¦n nhß hi®n: Lën vào bøi cö, bøi cö NgoÕi Ðích ð¸ch nhân không th¬ phát hi®n.	-1	0	1	1							
5742	5742	1980	PetSkill5_8							0	0	0	0	0		Không ch² nào Ðµn Hình: TÕi bøi cö Nµi hãy nhìn Ðáo trong ðó Ðích ð¸ch nhân.	-1	0	1	1							
5743	5743	1990	FightSkillTianShan_7							0	0	0	0	0		Nhß ¦n nhß hi®n: Lën vào bøi cö, bøi cö NgoÕi Ðích ð¸ch nhân không th¬ phát hi®n.	-1	0	1	1	1						
5744	5744	1980	PetSkill5_8							0	0	0	0	0		Không ch² nào Ðµn Hình: TÕi bøi cö Nµi hãy nhìn Ðáo trong ðó Ðích ð¸ch nhân.	-1	0	1	1	1						
5745	5745	1981	PetSkill5_8							0	0	0	0	0		Không ch² nào Ðµn Hình: Hãy nhìn Ðáo bøi cö Trung Ðích ð¸ch nhân.	-1	0	1	1	1						
5748	5748	2000	FightSkillXiaoYao_15							0	1	1	0	0		Trß¾c m£t b¸ vây Hß Nhßþc trÕng thái ðã b¸ Ðích thß½ng t±n gia tång	-1	0	1	1							
5749	99	2200	RideHeader7_10							0	0	0	1	0		R°ng bay: U DÕ. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	1							
5750	99	2200	RideHeader7_10							0	0	0	1	0		R°ng bay: U DÕ. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	1							
5751	99	2200	RideHeader7_10							0	0	0	1	0		R°ng bay: U DÕ. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
5752	99	2200	RideHeader7_10						 	0	0	0	1	0		R°ng bay: U DÕ. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
5753	99	2200	RideHeader7_10							0	0	0	1	0		R°ng bay: U DÕ. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	1							
5754	99	2200	RideHeader7_10							0	0	0	1	0		R°ng bay: U DÕ. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	1							
5755	99	2200	RideHeader7_10							0	0	0	1	0		R°ng bay: U DÕ. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	1							
5756	99	2200	RideHeader11_4							0	0	0	1	0		T÷a kÜ: Phong Sß½ng Tiên Khách. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	1							
5757	99	2200	RideHeader11_4							0	0	0	1	0		T÷a kÜ: Phong Sß½ng Tiên Khách. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	1							
5758	99	2200	RideHeader11_4							0	0	0	1	0		T÷a kÜ: Phong Sß½ng Tiên Khách. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
5759	99	2200	RideHeader11_4							0	0	0	1	0		T÷a kÜ: Phong Sß½ng Tiên Khách. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
5760	99	2200	RideHeader11_4							0	0	0	1	0		T÷a kÜ: Phong Sß½ng Tiên Khách. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	1							
5761	99	2200	RideHeader11_4							0	0	0	1	0		T÷a kÜ: Phong Sß½ng Tiên Khách. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	1							
5762	99	2200	RideHeader11_4							0	0	0	1	0		T÷a kÜ: Phong Sß½ng Tiên Khách. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	1							
5763	5763	1000	CommonNPCHeader48_7							0	0	0	1	0		Nhçm Dî thay Sß½ng Tình Hoa Thß¶ng, cùng múa Th¶i Thïnh Tiªp B±ng ðông ðäo V§t trong mßa màu lam v§t th¬. Nhßþc xu¤t hi®n tình nghîa HÕp, Thïnh hai ngß¶i ðang Tiªp B±ng.	-1	0	1	1							
5764	5763	1000	CommonNPCHeader48_6							0	0	0	1	0		Nhçm Dî thay Phi Vân Hoa Thß¶ng, cùng múa Th¶i Thïnh Tiªp B±ng ðông ðäo V§t trong mßa màu ðö v§t th¬. Nhßþc xu¤t hi®n tình nghîa HÕp, Thïnh hai ngß¶i ðang Tiªp B±ng.	-1	0	1	1							
5765	99	2200	RideHeader7_11							0	0	0	1	0		T÷a kÜ: DÕ Hà Xích Vû. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +10%.	99	0	1	1							
5766	99	2200	RideHeader7_11							0	0	0	1	0		T÷a kÜ: DÕ Hà Xích Vû. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +20%.	99	0	1	1							
5767	99	2200	RideHeader7_11							0	0	0	1	0		T÷a kÜ: DÕ Hà Xích Vû. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +40%.	99	0	1	1							
5768	99	2200	RideHeader7_11							0	0	0	1	0		T÷a kÜ: DÕ Hà Xích Vû. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +70%.	99	0	1	1							
5769	99	2200	RideHeader7_11							0	0	0	1	0		T÷a kÜ: DÕ Hà Xích Vû. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +75%.	99	0	1	1							
5770	99	2200	RideHeader7_11							0	0	0	1	0		T÷a kÜ: DÕ Hà Xích Vû. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +80%.	99	0	1	1							
5771	99	2200	RideHeader7_11							0	0	0	1	0		T÷a kÜ: DÕ Hà Xích Vû. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +85%.	99	0	1	1							
5772	99	2200	RideHeader7_12							0	0	0	1	0		T÷a kÜ: Ánh rÕng ðông HuÏnh Dñc. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +10%.	99	0	1	1							
5773	99	2200	RideHeader7_12							0	0	0	1	0		T÷a kÜ: Ánh rÕng ðông HuÏnh Dñc. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +20%.	99	0	1	1							
5774	99	2200	RideHeader7_12							0	0	0	1	0		T÷a kÜ: Ánh rÕng ðông HuÏnh Dñc. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +40%.	99	0	1	1							
5775	99	2200	RideHeader7_12							0	0	0	1	0		T÷a kÜ: Ánh rÕng ðông HuÏnh Dñc. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +70%.	99	0	1	1							
5776	99	2200	RideHeader7_12							0	0	0	1	0		T÷a kÜ: Ánh rÕng ðông HuÏnh Dñc. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +75%.	99	0	1	1							
5777	99	2200	RideHeader7_12							0	0	0	1	0		T÷a kÜ: Ánh rÕng ðông HuÏnh Dñc. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +80%.	99	0	1	1							
5778	99	2200	RideHeader7_12							0	0	0	1	0		T÷a kÜ: Ánh rÕng ðông HuÏnh Dñc. KÜ Th×a lui v« phía sau Ðµng t¯c ðµ +85%.	99	0	1	1							
5779	5779	1000	CommonNPCHeader48_23							1	0	0	0	0		Nhçm Dî hoàn thành linh h° Ðích giao phó.	-1	0	1	1							
5780	100	1000	FightSkillTianShan_4				g01_buff10_01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Mµt tiªng tr¯ng làm tinh th¥n hång hái thêm	-1	0	1	1							
5781	5781	1000	CommonNPCHeader48_23							1	0	0	0	0		Chuyên Tß Ð¥u Uý linh h°, ð×ng làm cho chúng nó ðói bøng.	-1	0	1	1							
5782	5782	1000	Buff18_16				m01_2022Ì°³Ô¾«Áé		½ÅÏÂ¹âÈ¦µã	1	0	0	0	0		Linh h° Ngã Ð¡c bøng Ðô kêu, Ng§t không ðªn ð° v§t này n÷ Tñu x¤u l¡m, làm cho ngß¶i ta nØa bß¾c khó ði.	-1	0	1	1							
5783	5783	1000					hj_npcÃÀÅ®»­¾í23_´ò¿ª_¹âÖù		½ÅÏÂ¹âÈ¦µã	1	0	0	0	0			-1	0	1	1							
5784	5784	1000	ShenFenItem05_14				buff_¹¤³Ì¼Ó¹¤Ïà¹Ø_Ö½ð°BUFFÌØÐ§		Îä»ê°ó¶¨µã	0	0	0	1	0		Ðang · sØ døng hoa vån màu con di«u Trung	-1	1	1	1							
5785	5785	1000	Buff0_14							0	0	0	1	0		Dî ð¬ ð£t Ti¬u Miêu món ð° ch½i	-1	0	1	1							
5786	5786	1000	Buff0_15							0	0	0	1	0		Ðang · sØ døng Lßu Hà Chi	-1	0	1	1							
5787	5787	1000	Buff0_14							0	0	0	0	0		Ðang · sØ døng Lßu Di®m Ngân Ðài	-1	0	1	1							
5788	5788	1000	Buff0_15				hj_npcÃÀÅ®»­¾í23_´ò¿ª_¹âÖù		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Lôi Châu Tê Li®t	-1	0	1	1							
5789	5789	1000	Buff0_14				g01_buff10_01		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Lôi Châu Phòng Tê Li®t	-1	0	1	1							
5790	5790	1000	Buff0_15				hj_npcÃÀÅ®»­¾í23_´ò¿ª_¹âÖù		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Sß½ng khói ÐÕn ¦n thân	-1	0	1	1							
5791	5791	1000	Buff0_14				g01_buff10_01		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Sß½ng khói ÐÕn Phòng ¦n thân	-1	0	1	1							
5792	5792	1000	Buff0_15				hj_npcÃÀÅ®»­¾í23_´ò¿ª_¹âÖù		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Thôi miên Ð¸ch mê man	-1	0	1	1							
5793	5793	1000	Buff0_14				g01_buff10_01		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Thôi miên Ð¸ch Phòng mê man	-1	0	1	1							
5794	5794	1000	ShenFenItem06_11							0	0	0	0	0		Ðang · sØ døng Lßu Di®m Kim Ðài	-1	0	1	1							
5795	5795	1000	CommonNPCHeader48_23							1	0	0	0	0		Bão ðªn ðây Nh¤t Chích linh h°, phäi nhanh Ta ðßa ðªn H° Ti¬u Sàm n½i nào ðây.	-1	0	1	1							
5796	5796	2000	Qin4_12							1	0	0	0	0		Minh Ng÷c chính tâm: M®nh Trung ð¸ch nhân Th¶i hæu c½ Su¤t ðánh ra Súc Lñc mµt kích, thêm vào tÕo thành thß½ng t±n Tính TÕi mµt ðoÕn th¶i gian Nµi gia tång tñ thân nµi công công kích, giäm b¾t ð¯i phß½ng nµi công phòng ngñ	-1	0	1	1							
5900	5900	2200					buff_ÆæÓö¸±±¾_±¦Ï»ÌØÐ§01		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		KÏ ngµ Bäo Tß½ng 1	-1	0	1	1							
5901	5901	2200					buff_ÆæÓö¸±±¾_±¦Ï»ÌØÐ§02		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		KÏ ngµ Bäo Tß½ng 2	-1	0	1	1							
5902	5902	2200	Buff24_9				Ö÷½Ç_ÖÜÄêÇìÅÄÂôÌ××°_½»»¥buff		ÉíÌåÖÐÐÄµã	1	0	0	1	0		Tiên Khäi oai: Nhçm Dî Thø th¥n lñc quan tâm, XØ M£c Quân lôi ðình dß¾i Di®c Nång thän nhiên XØ Chi. Thi tri¬n Giä 10M­ trong phÕm vi Ðích Ðµi Hæu Ho£c ðoàn ðµi thành viên Quân hß·ng thø ThØ ð£c thù tri¬n lãm hi®u quä.	-1	0	1	1							
5903	5903	1000	Buff8_2				buff_Ìê¶È_³ÖÐø		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		C¡t tóc Trung.	-1	0	1	1							
5904	5904	1000	Woman_hair1_1							0	0	0	1	0		Di®u ph¤n ch¤n: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5905	5905	1000	Woman_hair1_1							0	0	0	1	0		ThÆng t¾i tr¶i cao Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5906	5906	1000	Woman_hair1_1							0	0	0	1	0		Minh Y Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5907	5907	1000	Woman_hair1_1							0	0	0	1	0		Tuyªt Vû Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5908	5908	1000	Woman_hair1_1							0	0	0	1	0		Li Mµng Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5909	5909	1000	Woman_hair1_1							0	0	0	1	0		Phi Bµc Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5910	5910	1000	Woman_hair1_1							0	0	0	1	0		Sóng to Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
