INT	INT	STRING	STRING	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT
1229	4	0217-1900	0217-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1230	4	0218-1900	0218-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1231	4	0302-1900	0302-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1232	4	0303-1900	0303-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1233	4	0316-1900	0316-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1234	4	0317-1900	0317-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1235	4	0330-1900	0330-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1236	4	0331-1900	0331-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1237	4	0413-1900	0413-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1238	4	0414-1900	0414-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1239	4	0427-1900	0427-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1240	4	0428-1900	0428-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1241	4	0511-1900	0511-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1242	4	0512-1900	0512-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1243	4	0525-1900	0525-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1244	4	0526-1900	0526-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1245	4	0608-1900	0608-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1246	4	0609-1900	0609-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1247	4	0622-1900	0622-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1248	4	0623-1900	0623-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1249	4	0706-1900	0706-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1250	4	0707-1900	0707-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1251	4	0113-1900	0113-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1252	4	0114-1900	0114-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1253	4	0127-1900	0127-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1254	4	0128-1900	0128-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1255	4	0210-1900	0210-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1256	4	0211-1900	0211-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1257	4	0224-1900	0224-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1258	4	0225-1900	0225-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1259	4	0309-1900	0309-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1260	4	0310-1900	0310-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1261	4	0323-1900	0323-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1262	4	0324-1900	0324-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1263	4	0406-1900	0406-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1264	4	0407-1900	0407-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1265	4	0420-1900	0420-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1266	4	0421-1900	0421-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1267	4	0504-1900	0504-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1268	4	0505-1900	0505-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1269	4	0518-1900	0518-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1270	4	0519-1900	0519-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1271	4	0601-1900	0601-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1272	4	0602-1900	0602-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1273	4	0615-1900	0615-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1274	4	0616-1900	0616-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1275	4	0629-1900	0629-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1276	4	0630-1900	0630-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1277	4	0713-1900	0713-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1278	4	0714-1900	0714-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1279	4	0727-1900	0727-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1280	4	0728-1900	0728-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1297	2	2-2100	2-2130	0	0	新访谷寻玉	随机发生在长春谷·横崖、长春谷·乌衣巷		Huodong_15_7	    神功既随逍遥去，寒谷之下自逢春。所有等级达到#G85#W级的侠士，可在#G长春谷·横崖#W或通过#G长春谷·横崖#W进入#G长春谷·乌衣巷#W参与活动寻找#R方枢甲卫#W，点击#R方枢甲卫#W进入#G寻玉秘境#W将其击败后可探索#G寻玉方枢#W获得奖励。其中#R高级方枢甲卫#W生成处有金色能量汇聚。每个随机出现的方枢甲卫仅可被#G挑战一次#W。其中#R初级方枢甲卫#W会在被击败后持续生成，#R中级方枢甲卫#W与#R高级方枢甲卫#W会定时进行刷新。	1	在#G白溪湖#{_INFOAIM47,102,613,青鸢}#R青鸢#W、#G蜀南竹海#{_INFOAIM78,108,614,青鸢}#R青鸢#W、#G西凉枫林#{_INFOAIM91,59,615,青鸢}#R青鸢#W处传送至长春谷·横崖	85
1298	2	4-2100	4-2130	0	0	新访谷寻玉	随机发生在长春谷·横崖、长春谷·乌衣巷		Huodong_15_7	    神功既随逍遥去，寒谷之下自逢春。所有等级达到#G85#W级的侠士，可在#G长春谷·横崖#W或通过#G长春谷·横崖#W进入#G长春谷·乌衣巷#W参与活动寻找#R方枢甲卫#W，点击#R方枢甲卫#W进入#G寻玉秘境#W将其击败后可探索#G寻玉方枢#W获得奖励。其中#R高级方枢甲卫#W生成处有金色能量汇聚。每个随机出现的方枢甲卫仅可被#G挑战一次#W。其中#R初级方枢甲卫#W会在被击败后持续生成，#R中级方枢甲卫#W与#R高级方枢甲卫#W会定时进行刷新。	1	在#G白溪湖#{_INFOAIM47,102,613,青鸢}#R青鸢#W、#G蜀南竹海#{_INFOAIM78,108,614,青鸢}#R青鸢#W、#G西凉枫林#{_INFOAIM91,59,615,青鸢}#R青鸢#W处传送至长春谷·横崖	85
1299	2	2-1500	2-1530	0	0	新访谷寻玉	随机发生在长春谷·横崖、长春谷·乌衣巷		Huodong_15_7	    神功既随逍遥去，寒谷之下自逢春。所有等级达到#G85#W级的侠士，可在#G长春谷·横崖#W或通过#G长春谷·横崖#W进入#G长春谷·乌衣巷#W参与活动寻找#R方枢甲卫#W，点击#R方枢甲卫#W进入#G寻玉秘境#W将其击败后可探索#G寻玉方枢#W获得奖励。其中#R高级方枢甲卫#W生成处有金色能量汇聚。每个随机出现的方枢甲卫仅可被#G挑战一次#W。其中#R初级方枢甲卫#W会在被击败后持续生成，#R中级方枢甲卫#W与#R高级方枢甲卫#W会定时进行刷新。	1	在#G白溪湖#{_INFOAIM47,102,613,青鸢}#R青鸢#W、#G蜀南竹海#{_INFOAIM78,108,614,青鸢}#R青鸢#W、#G西凉枫林#{_INFOAIM91,59,615,青鸢}#R青鸢#W处传送至长春谷·横崖	85
1300	2	4-1500	4-1530	0	0	新访谷寻玉	随机发生在长春谷·横崖、长春谷·乌衣巷		Huodong_15_7	    神功既随逍遥去，寒谷之下自逢春。所有等级达到#G85#W级的侠士，可在#G长春谷·横崖#W或通过#G长春谷·横崖#W进入#G长春谷·乌衣巷#W参与活动寻找#R方枢甲卫#W，点击#R方枢甲卫#W进入#G寻玉秘境#W将其击败后可探索#G寻玉方枢#W获得奖励。其中#R高级方枢甲卫#W生成处有金色能量汇聚。每个随机出现的方枢甲卫仅可被#G挑战一次#W。其中#R初级方枢甲卫#W会在被击败后持续生成，#R中级方枢甲卫#W与#R高级方枢甲卫#W会定时进行刷新。	1	在#G白溪湖#{_INFOAIM47,102,613,青鸢}#R青鸢#W、#G蜀南竹海#{_INFOAIM78,108,614,青鸢}#R青鸢#W、#G西凉枫林#{_INFOAIM91,59,615,青鸢}#R青鸢#W处传送至长春谷·横崖	85
1302	2	6-0000	6-2359	0	0	雁关·无间度厄	大理扫地神僧（243，56）		Huodong_16_7	    #W因雁关一役中众人所造下的业障颇深，#G大理#{_INFOAIM243,56,2,扫地神僧}#R扫地神僧#W将其收集起来汇聚入一处无间炼狱之中，诸人的业障在其中皆化作人形，四处游荡。为了清除这些业障，#G大理#{_INFOAIM243,56,2,扫地神僧}#R扫地神僧#W诚邀各路豪侠于#G每周六、周日#W进入无间，协助清除。	0	在#G大理#{_INFOAIM243,56,2,扫地神僧}#R扫地神僧#W处参与活动	65
1303	2	0-0000	0-2359	0	0	雁关·无间度厄	大理扫地神僧（243，56）		Huodong_16_7	    #W因雁关一役中众人所造下的业障颇深，#G大理#{_INFOAIM243,56,2,扫地神僧}#R扫地神僧#W将其收集起来汇聚入一处无间炼狱之中，诸人的业障在其中皆化作人形，四处游荡。为了清除这些业障，#G大理#{_INFOAIM243,56,2,扫地神僧}#R扫地神僧#W诚邀各路豪侠于#G每周六、周日#W进入无间，协助清除。	0	在#G大理#{_INFOAIM243,56,2,扫地神僧}#R扫地神僧#W处参与活动	65
1318	4	0621-1630	0621-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1319	4	0622-1630	0622-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1320	4	0705-1630	0705-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1321	4	0706-1630	0706-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
