INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
408	Tây H° Chính Tây	100020	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
409	Long Tuy«n Chính B¡c	100021	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
410	Thß½ng S½n Chính Tây	100022	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
411	Nh¸ Häi Chính Tây	100023	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
412	Thäo Nguyên Chính Tây	100024	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
413	Liêu Tây Tây B¡c	100025	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
414	Võ Di Chính Tây	100026	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
415	Mai Lînh Tây B¡c	100027	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
416	ThÕch Lâm Chính Nam	100028	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
417	Ng÷c Khê Tây Nam	100029	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
418	Trß¶ng BÕch S½n Tây B¡c	100030	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
419	Hoàng Long Phü Tây B¡c	100031	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
420	Nam Häi Chính B¡c	100032	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
421	QuÏnh Châu Chính Tây	100033	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
422	Nam Chiªu Tây Nam	100034	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
423	Miêu Cß½ng Chính Ðông	100035	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
424	NhÕn Nam Chính Nam	100036	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
425	NhÕn B¡c Chính Tây	100037	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
426	Tây H° Chính Tây	100038	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
427	Long Tuy«n Chính B¡c	100039	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
428	Thß½ng S½n Chính Tây	100040	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
429	Nh¸ Häi Chính Tây	100041	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
430	Thäo Nguyên Chính Tây	100042	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
431	Liêu Tây Tây B¡c	100043	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
432	Võ Di Chính Tây	100044	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
433	Mai Lînh Tây B¡c	100045	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
434	ThÕch Lâm Chính Nam	100046	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
435	Ng÷c Khê Tây Nam	100047	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
436	Trß¶ng BÕch S½n Tây B¡c	100048	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
437	Hoàng Long Phü Tây B¡c	100049	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
438	Nam Häi Chính B¡c	100050	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
439	QuÏnh Châu Chính Tây	100051	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
440	Nam Chiªu Tây Nam	100052	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
441	Miêu Cß½ng Chính Ðông	100053	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	0	LÕc Dß½ng	10	144	98
442	NhÕn Nam Chính Nam	100000	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
443	NhÕn B¡c Chính Tây	100001	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
444	Tây H° Chính Tây	100002	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
445	Long Tuy«n Chính B¡c	100003	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
446	Thß½ng S½n Chính Tây	100004	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
447	Nh¸ Häi Chính Tây	100005	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
448	Thäo Nguyên Chính Tây	100006	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
449	Liêu Tây Tây B¡c	100007	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
450	Võ Di Chính Tây	100008	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
451	Mai Lînh Tây B¡c	100009	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
452	ThÕch Lâm Chính Nam	100010	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
453	Ng÷c Khê Tây Nam	100011	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
454	Trß¶ng BÕch S½n Tây B¡c	100012	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
455	Hoàng Long Phü Tây B¡c	100013	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
456	Nam Häi Chính B¡c	100014	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
457	QuÏnh Châu Chính Tây	100015	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
458	Nam Chiªu Tây Nam	100016	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
459	Miêu Cß½ng Chính Ðông	100017	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
460	NhÕn Nam Chính Nam	100018	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
461	NhÕn B¡c Chính Tây	100019	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
462	Tây H° Chính Tây	100020	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
463	Long Tuy«n Chính B¡c	100021	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
464	Thß½ng S½n Chính Tây	100022	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
465	Nh¸ Häi Chính Tây	100023	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
466	Thäo Nguyên Chính Tây	100024	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
467	Liêu Tây Tây B¡c	100025	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
468	Võ Di Chính Tây	100026	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
469	Mai Lînh Tây B¡c	100027	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
470	ThÕch Lâm Chính Nam	100028	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
471	Ng÷c Khê Tây Nam	100029	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
472	Trß¶ng BÕch S½n Tây B¡c	100030	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
473	Hoàng Long Phü Tây B¡c	100031	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
474	Nam Häi Chính B¡c	100032	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
475	QuÏnh Châu Chính Tây	100033	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
476	Nam Chiªu Tây Nam	100034	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
477	Miêu Cß½ng Chính Ðông	100035	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
478	NhÕn Nam Chính Nam	100036	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
479	NhÕn B¡c Chính Tây	100037	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
480	Tây H° Chính Tây	100038	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
481	Long Tuy«n Chính B¡c	100039	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
482	Thß½ng S½n Chính Tây	100040	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
483	Nh¸ Häi Chính Tây	100041	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
484	Thäo Nguyên Chính Tây	100042	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
485	Liêu Tây Tây B¡c	100043	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
486	Võ Di Chính Tây	100044	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
487	Mai Lînh Tây B¡c	100045	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
488	ThÕch Lâm Chính Nam	100046	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
489	Ng÷c Khê Tây Nam	100047	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
490	Trß¶ng BÕch S½n Tây B¡c	100048	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
491	Hoàng Long Phü Tây B¡c	100049	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
492	Nam Häi Chính B¡c	100050	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
493	QuÏnh Châu Chính Tây	100051	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
494	Nam Chiªu Tây Nam	100052	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
495	Miêu Cß½ng Chính Ðông	100053	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	1	Tô Châu	10	224	185
496	NhÕn Nam Chính Nam	100000	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
497	NhÕn B¡c Chính Tây	100001	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
498	Tây H° Chính Tây	100002	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
499	Long Tuy«n Chính B¡c	100003	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
500	Thß½ng S½n Chính Tây	100004	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
501	Nh¸ Häi Chính Tây	100005	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
502	Thäo Nguyên Chính Tây	100006	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
503	Liêu Tây Tây B¡c	100007	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
504	Võ Di Chính Tây	100008	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
505	Mai Lînh Tây B¡c	100009	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
506	ThÕch Lâm Chính Nam	100010	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
507	Ng÷c Khê Tây Nam	100011	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
508	Trß¶ng BÕch S½n Tây B¡c	100012	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
509	Hoàng Long Phü Tây B¡c	100013	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
510	Nam Häi Chính B¡c	100014	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
511	QuÏnh Châu Chính Tây	100015	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
512	Nam Chiªu Tây Nam	100016	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
513	Miêu Cß½ng Chính Ðông	100017	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
514	NhÕn Nam Chính Nam	100018	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
515	NhÕn B¡c Chính Tây	100019	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
516	Tây H° Chính Tây	100020	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
517	Long Tuy«n Chính B¡c	100021	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
518	Thß½ng S½n Chính Tây	100022	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
519	Nh¸ Häi Chính Tây	100023	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
520	Thäo Nguyên Chính Tây	100024	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
521	Liêu Tây Tây B¡c	100025	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
522	Võ Di Chính Tây	100026	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
523	Mai Lînh Tây B¡c	100027	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
524	ThÕch Lâm Chính Nam	100028	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
525	Ng÷c Khê Tây Nam	100029	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
526	Trß¶ng BÕch S½n Tây B¡c	100030	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
527	Hoàng Long Phü Tây B¡c	100031	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
528	Nam Häi Chính B¡c	100032	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
529	QuÏnh Châu Chính Tây	100033	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
530	Nam Chiªu Tây Nam	100034	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
531	Miêu Cß½ng Chính Ðông	100035	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
532	NhÕn Nam Chính Nam	100036	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
533	NhÕn B¡c Chính Tây	100037	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
534	Tây H° Chính Tây	100038	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
535	Long Tuy«n Chính B¡c	100039	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
536	Thß½ng S½n Chính Tây	100040	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
537	Nh¸ Häi Chính Tây	100041	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
538	Thäo Nguyên Chính Tây	100042	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
539	Liêu Tây Tây B¡c	100043	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
540	Võ Di Chính Tây	100044	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
541	Mai Lînh Tây B¡c	100045	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
542	ThÕch Lâm Chính Nam	100046	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
543	Ng÷c Khê Tây Nam	100047	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
544	Trß¶ng BÕch S½n Tây B¡c	100048	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
545	Hoàng Long Phü Tây B¡c	100049	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
546	Nam Häi Chính B¡c	100050	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
547	QuÏnh Châu Chính Tây	100051	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
548	Nam Chiªu Tây Nam	100052	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
549	Miêu Cß½ng Chính Ðông	100053	Tr¸nh Vô Danh	2	99	54	-1	-1	-1	-1	186	Lâu Lan	75	188	130
550	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100000	NhÕn Nam Chính Nam	10	99	149
551	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100001	NhÕn B¡c Chính Tây	10	99	149
552	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100002	Tây H° Chính Tây	10	99	149
553	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100003	Long Tuy«n Chính B¡c	10	99	149
554	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100004	Thß½ng S½n Chính Tây	10	99	149
555	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100005	Nh¸ Häi Chính Tây	10	99	149
556	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100006	Thäo Nguyên Chính Tây	10	99	149
557	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100007	Liêu Tây Tây B¡c	10	99	149
558	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100008	Võ Di Chính Tây	10	99	149
559	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100009	Mai Lînh Tây B¡c	10	99	149
560	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100010	ThÕch Lâm Chính Nam	10	99	149
561	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100011	Ng÷c Khê Tây Nam	10	99	149
562	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100012	Trß¶ng BÕch S½n Tây B¡c	10	99	149
563	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100013	Hoàng Long Phü Tây B¡c	10	99	149
564	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100014	Nam Häi Chính B¡c	10	99	149
565	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100015	QuÏnh Châu Chính Tây	10	99	149
566	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100016	Nam Chiªu Tây Nam	10	99	149
567	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100017	Miêu Cß½ng Chính Ðông	10	99	149
568	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100018	NhÕn Nam Chính Nam	10	99	149
569	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100019	NhÕn B¡c Chính Tây	10	99	149
570	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100020	Tây H° Chính Tây	10	99	149
571	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100021	Long Tuy«n Chính B¡c	10	99	149
572	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100022	Thß½ng S½n Chính Tây	10	99	149
573	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100023	Nh¸ Häi Chính Tây	10	99	149
574	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100024	Thäo Nguyên Chính Tây	10	99	149
575	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100025	Liêu Tây Tây B¡c	10	99	149
576	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100026	Võ Di Chính Tây	10	99	149
577	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100027	Mai Lînh Tây B¡c	10	99	149
578	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100028	ThÕch Lâm Chính Nam	10	99	149
579	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100029	Ng÷c Khê Tây Nam	10	99	149
580	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100030	Trß¶ng BÕch S½n Tây B¡c	10	99	149
581	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100031	Hoàng Long Phü Tây B¡c	10	99	149
582	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100032	Nam Häi Chính B¡c	10	99	149
583	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100033	QuÏnh Châu Chính Tây	10	99	149
584	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100034	Nam Chiªu Tây Nam	10	99	149
585	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100035	Miêu Cß½ng Chính Ðông	10	99	149
586	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100036	NhÕn Nam Chính Nam	10	99	149
587	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100037	NhÕn B¡c Chính Tây	10	99	149
588	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100038	Tây H° Chính Tây	10	99	149
589	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100039	Long Tuy«n Chính B¡c	10	99	149
590	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100040	Thß½ng S½n Chính Tây	10	99	149
591	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100041	Nh¸ Häi Chính Tây	10	99	149
592	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100042	Thäo Nguyên Chính Tây	10	99	149
593	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100043	Liêu Tây Tây B¡c	10	99	149
594	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100044	Võ Di Chính Tây	10	99	149
595	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100045	Mai Lînh Tây B¡c	10	99	149
596	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100046	ThÕch Lâm Chính Nam	10	99	149
597	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100047	Ng÷c Khê Tây Nam	10	99	149
598	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100048	Trß¶ng BÕch S½n Tây B¡c	10	99	149
599	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100049	Hoàng Long Phü Tây B¡c	10	99	149
600	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100050	Nam Häi Chính B¡c	10	99	149
601	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100051	QuÏnh Châu Chính Tây	10	99	149
602	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100052	Nam Chiªu Tây Nam	10	99	149
603	ÐÕi Lý	2	PhÕm Thu¥n L­	163	182	118	-1	-1	-1	-1	100053	Miêu Cß½ng Chính Ðông	10	99	149
604	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100000	NhÕn Nam Chính Nam	10	99	149
605	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100001	NhÕn B¡c Chính Tây	10	99	149
606	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100002	Tây H° Chính Tây	10	99	149
607	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100003	Long Tuy«n Chính B¡c	10	99	149
