INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30501229	3	5	1	229	Gem9_3_3	Hoàng Tinh ThÕch Tinh Hoa (C¤p 2)	SØ døng H§u có th¬ gia tång tñ thân Huy«n Công Kích#G23Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHoàng tinh thÕch mänh nhö(C¤p 2)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 2)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	2	0	2005	-1	1
30501230	3	5	1	230	Gem9_3_3	Hoàng Tinh ThÕch Tinh Hoa (C¤p 3)	SØ døng H§u có th¬ gia tång tñ thân Huy«n Công Kích#G33Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHoàng tinh thÕch mänh nhö(C¤p 3)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 3)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	3	0	2005	-1	1
30501231	3	5	1	231	Gem9_3_3	Hoàng Tinh ThÕch Tinh Hoa (C¤p 4)	SØ døng H§u có th¬ gia tång tñ thân Huy«n Công Kích#G60Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHoàng tinh thÕch mänh nhö(C¤p 4)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 4)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	4	0	2005	-1	1
30501232	3	5	1	232	Gem9_3_3	Hoàng Tinh ThÕch Tinh Hoa (C¤p 5)	SØ døng H§u có th¬ gia tång tñ thân Huy«n Công Kích#G120Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHoàng tinh thÕch mänh nhö(C¤p 5)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 5)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	5	0	2005	-1	1
30501233	3	5	1	233	Gem9_3_3	Hoàng Tinh ThÕch Tinh Hoa (C¤p 6)	SØ døng H§u có th¬ gia tång tñ thân Huy«n Công Kích#G170Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHoàng tinh thÕch mänh nhö(C¤p 6)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 6)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	6	0	2005	-1	1
30501234	3	5	1	234	Gem9_3_3	Hoàng Tinh ThÕch Tinh Hoa (C¤p 7)	SØ døng H§u có th¬ gia tång tñ thân Huy«n Công Kích#G230Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHoàng tinh thÕch mänh nhö(C¤p 7)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 7)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	7	0	2005	-1	1
30501235	3	5	1	235	Gem9_3_3	Hoàng Tinh ThÕch Tinh Hoa (C¤p 8)	SØ døng H§u có th¬ gia tång tñ thân Huy«n Công Kích#G290Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHoàng tinh thÕch mänh nhö(C¤p 8)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 8)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	8	0	2005	-1	1
30501236	3	5	1	236	Gem9_3_3	Hoàng Tinh ThÕch Tinh Hoa (C¤p 9)	SØ døng H§u có th¬ gia tång tñ thân Huy«n Công Kích#G300Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHoàng tinh thÕch mänh nhö(C¤p 9)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 9)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	9	0	2005	-1	1
30501237	3	5	1	237	Gem9_3_6	Løc Tinh ThÕch Tinh Hoa (C¤p 1)	SØ døng H§u có th¬ gia tång tñ thân Ğµc Công Kích#G12Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YLøc tinh thÕch mänh nhö(C¤p 1)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 1)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	1
30501238	3	5	1	238	Gem9_3_6	Løc Tinh ThÕch Tinh Hoa (C¤p 2)	SØ døng H§u có th¬ gia tång tñ thân Ğµc Công Kích#G23Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YLøc tinh thÕch mänh nhö(C¤p 2)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 2)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	2	0	2005	-1	1
30501239	3	5	1	239	Gem9_3_6	Løc Tinh ThÕch Tinh Hoa (C¤p 3)	SØ døng H§u có th¬ gia tång tñ thân Ğµc Công Kích#G33Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YLøc tinh thÕch mänh nhö(C¤p 3)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 3)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	3	0	2005	-1	1
30501240	3	5	1	240	Gem9_3_6	Løc Tinh ThÕch Tinh Hoa (C¤p 4)	SØ døng H§u có th¬ gia tång tñ thân Ğµc Công Kích#G60Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YLøc tinh thÕch mänh nhö(C¤p 4)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 4)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	4	0	2005	-1	1
30501241	3	5	1	241	Gem9_3_6	Løc Tinh ThÕch Tinh Hoa (C¤p 5)	SØ døng H§u có th¬ gia tång tñ thân Ğµc Công Kích#G120Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YLøc tinh thÕch mänh nhö(C¤p 5)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 5)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	5	0	2005	-1	1
30501242	3	5	1	242	Gem9_3_6	Løc Tinh ThÕch Tinh Hoa (C¤p 6)	SØ døng H§u có th¬ gia tång tñ thân Ğµc Công Kích#G170Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YLøc tinh thÕch mänh nhö(C¤p 6)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 6)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	6	0	2005	-1	1
30501243	3	5	1	243	Gem9_3_6	Løc Tinh ThÕch Tinh Hoa (C¤p 7)	SØ døng H§u có th¬ gia tång tñ thân Ğµc Công Kích#G230Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YLøc tinh thÕch mänh nhö(C¤p 7)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 7)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	7	0	2005	-1	1
30501244	3	5	1	244	Gem9_3_6	Løc Tinh ThÕch Tinh Hoa (C¤p 8)	SØ døng H§u có th¬ gia tång tñ thân Ğµc Công Kích#G290Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YLøc tinh thÕch mänh nhö(C¤p 8)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 8)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	8	0	2005	-1	1
30501245	3	5	1	245	Gem9_3_6	Løc Tinh ThÕch Tinh Hoa (C¤p 9)	SØ døng H§u có th¬ gia tång tñ thân Ğµc Công Kích#G300Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YLøc tinh thÕch mänh nhö(C¤p 9)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 9)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	9	0	2005	-1	1
30501246	3	5	1	246	Gem9_3_9	H± Nhãn ThÕch Toái Phiªn (C¤p 1)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YH± Nhãn ThÕch(C¤p 1)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	1
30501247	3	5	1	247	Gem9_3_9	H± Nhãn ThÕch Toái Phiªn (C¤p 2)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YH± Nhãn ThÕch(C¤p 2)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	2	0	2005	-1	1
30501248	3	5	1	248	Gem9_3_9	H± Nhãn ThÕch Toái Phiªn (C¤p 3)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YH± Nhãn ThÕch(C¤p 3)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	3	0	2005	-1	1
30501249	3	5	1	249	Gem9_3_9	H± Nhãn ThÕch Toái Phiªn (C¤p 4)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YH± Nhãn ThÕch(C¤p 4)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	4	0	2005	-1	1
30501250	3	5	1	250	Gem9_3_9	H± Nhãn ThÕch Toái Phiªn (C¤p 5)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YH± Nhãn ThÕch(C¤p 5)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	5	0	2005	-1	1
30501251	3	5	1	251	Gem9_3_9	H± Nhãn ThÕch Toái Phiªn (C¤p 6)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YH± Nhãn ThÕch(C¤p 6)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	6	0	2005	-1	1
30501252	3	5	1	252	Gem9_3_9	H± Nhãn ThÕch Toái Phiªn (C¤p 7)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YH± Nhãn ThÕch(C¤p 7)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	7	0	2005	-1	1
30501253	3	5	1	253	Gem9_3_9	H± Nhãn ThÕch Toái Phiªn (C¤p 8)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YH± Nhãn ThÕch(C¤p 8)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	8	0	2005	-1	1
30501254	3	5	1	254	Gem9_3_9	H± Nhãn ThÕch Toái Phiªn (C¤p 9)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YH± Nhãn ThÕch(C¤p 9)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	9	0	2005	-1	1
30501255	3	5	1	255	Gem9_3_16	Miêu Nhãn ThÕch Toái Phiªn (C¤p 1)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ym¡t mèo ThÕch(C¤p 1)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	1
30501256	3	5	1	256	Gem9_3_16	Miêu Nhãn ThÕch Toái Phiªn (C¤p 2)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ym¡t mèo ThÕch(C¤p 2)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	2	0	2005	-1	1
30501257	3	5	1	257	Gem9_3_16	Miêu Nhãn ThÕch Toái Phiªn (C¤p 3)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ym¡t mèo ThÕch(C¤p 3)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	3	0	2005	-1	1
30501258	3	5	1	258	Gem9_3_16	Miêu Nhãn ThÕch Toái Phiªn (C¤p 4)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ym¡t mèo ThÕch(C¤p 4)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	4	0	2005	-1	1
30501259	3	5	1	259	Gem9_3_16	Miêu Nhãn ThÕch Toái Phiªn (C¤p 5)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ym¡t mèo ThÕch(C¤p 5)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	5	0	2005	-1	1
30501260	3	5	1	260	Gem9_3_16	Miêu Nhãn ThÕch Toái Phiªn (C¤p 6)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ym¡t mèo ThÕch(C¤p 6)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	6	0	2005	-1	1
30501261	3	5	1	261	Gem9_3_16	Miêu Nhãn ThÕch Toái Phiªn (C¤p 7)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ym¡t mèo ThÕch(C¤p 7)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	7	0	2005	-1	1
30501262	3	5	1	262	Gem9_3_16	Miêu Nhãn ThÕch Toái Phiªn (C¤p 8)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ym¡t mèo ThÕch(C¤p 8)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	8	0	2005	-1	1
30501263	3	5	1	263	Gem9_3_16	Miêu Nhãn ThÕch Toái Phiªn (C¤p 9)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ym¡t mèo ThÕch(C¤p 9)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	9	0	2005	-1	1
30501264	3	5	1	264	Gem9_3_10	TØ Ng÷c Toái Phiªn (C¤p 1)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YtØ ng÷c(C¤p 1)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	1
30501265	3	5	1	265	Gem9_3_10	TØ Ng÷c Toái Phiªn (C¤p 2)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YtØ ng÷c(C¤p 2)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	2	0	2005	-1	1
30501266	3	5	1	266	Gem9_3_10	TØ Ng÷c Toái Phiªn (C¤p 3)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YtØ ng÷c(C¤p 3)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	3	0	2005	-1	1
30501267	3	5	1	267	Gem9_3_10	TØ Ng÷c Toái Phiªn (C¤p 4)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YtØ ng÷c(C¤p 4)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	4	0	2005	-1	1
30501268	3	5	1	268	Gem9_3_10	TØ Ng÷c Toái Phiªn (C¤p 5)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YtØ ng÷c(C¤p 5)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	5	0	2005	-1	1
30501269	3	5	1	269	Gem9_3_10	TØ Ng÷c Toái Phiªn (C¤p 6)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YtØ ng÷c(C¤p 6)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	6	0	2005	-1	1
30501270	3	5	1	270	Gem9_3_10	TØ Ng÷c Toái Phiªn (C¤p 7)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YtØ ng÷c(C¤p 7)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	7	0	2005	-1	1
30501271	3	5	1	271	Gem9_3_10	TØ Ng÷c Toái Phiªn (C¤p 8)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YtØ ng÷c(C¤p 8)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	8	0	2005	-1	1
30501272	3	5	1	272	Gem9_3_10	TØ Ng÷c Toái Phiªn (C¤p 9)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YtØ ng÷c(C¤p 9)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	9	0	2005	-1	1
30501273	3	5	1	273	Gem9_3_15	T± Mçu Løc Toái Phiªn (C¤p 1)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Yng÷c løc bäo(C¤p 1)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	1
30501274	3	5	1	274	Gem9_3_15	T± Mçu Løc Toái Phiªn (C¤p 2)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Yng÷c løc bäo(C¤p 2)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	2	0	2005	-1	1
