INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
838	BÌch NguyÆt C•u –∞ Tﬂ∂ng	10213030	1	47	1	20308075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
839	Qu·i ThiÍn C•u –∞ Tﬂ∂ng	10213032	1	47	1	20308076	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
840	XÌch DiÍu C•u –∞ Tﬂ∂ng	10213034	1	47	1	20308077	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
841	Cÿu TiÍu C•u –∞ Tﬂ∂ng	10213036	1	47	1	20308078	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
842	Huy´n Ph·ch ThiÍn C•u –∞ Tﬂ∂ng	10213038	1	47	1	20308079	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
843	PhÆ L‚n Qu·i C•u –∞ Tﬂ∂ng	10213040	1	47	1	20308080	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
844	T˙c Thi™t KhÙi –∞ Tﬂ∂ng	10210042	1	47	1	20308061	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
845	XÌch CﬂΩng KhÙi –∞ Tﬂ∂ng	10210044	1	47	1	20308062	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
846	XÌch CﬂΩng KhÙi –∞ Tﬂ∂ng	10210046	1	47	1	20308063	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
847	Huy´n V‚n KhÙi –∞ Tﬂ∂ng	10210048	1	47	1	20308064	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
848	T˙c ƒnh KhÙi –∞ Tﬂ∂ng	10210050	1	47	1	20308065	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
849	Loan Mµ KhÙi –∞ Tﬂ∂ng	10210052	1	47	1	20308066	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
850	¬n Lang KhÙi –∞ Tﬂ∂ng	10210054	1	47	1	20308067	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
851	To·i Ph·ch KhÙi –∞ Tﬂ∂ng	10210056	1	47	1	20308068	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
852	Ai Ph¯ng ThiÍn KhÙi –∞ Tﬂ∂ng	10210058	1	47	1	20308069	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
853	Hung M’ch Qu·i KhÙi –∞ Tﬂ∂ng	10210060	1	47	1	20308070	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
854	T˙c Thi™t Ngoa –∞ Tﬂ∂ng	10211042	1	47	1	20308091	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ng„ –i´n Li≠u	7	1
855	XÌch CﬂΩng Ngoa –∞ Tﬂ∂ng	10211044	1	47	1	20308092	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ng„ –i´n Li≠u	7	1
856	Tuy™t Mµc Ngoa –∞ Tﬂ∂ng	10211046	1	47	1	20308093	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ng„ –i´n Li≠u	7	1
857	Huy´n V‚n Ngoa –∞ Tﬂ∂ng	10211048	1	47	1	20308094	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ng„ –i´n Li≠u	7	1
858	T˙c ƒnh Ngoa –∞ Tﬂ∂ng	10211050	1	47	1	20308095	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ng„ –i´n Li≠u	7	1
859	Loan Mµ Ngoa –∞ Tﬂ∂ng	10211052	1	47	1	20308096	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ng„ –i´n Li≠u	7	1
860	?N Lang Ngoa –∞ Tﬂ∂ng	10211054	1	47	1	20308097	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ng„ –i´n Li≠u	7	1
861	To·i Ph·ch Ngoa –∞ Tﬂ∂ng	10211056	1	47	1	20308098	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ng„ –i´n Li≠u	7	1
862	Ai Ph¯ng ThiÍn Ngoa –∞ Tﬂ∂ng	10211058	1	47	1	20308099	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ng„ –i´n Li≠u	7	1
863	Hung M’ch Qu·i Ngoa –∞ Tﬂ∂ng	10211060	1	47	1	20308100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ng„ –i´n Li≠u	7	1
864	T˙c Thi™t Chﬂ∑ng –∞ Tﬂ∂ng	10212042	1	47	1	20308081	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ng„ –i´n Li≠u	7	1
865	XÌch CﬂΩng Chﬂ∑ng –∞ Tﬂ∂ng	10212044	1	47	1	20308082	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ng„ –i´n Li≠u	7	1
866	Tuy™t Mµc Chﬂ∑ng –∞ Tﬂ∂ng	10212046	1	47	1	20308083	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ng„ –i´n Li≠u	7	1
867	Huy´n V‚n Chﬂ∑ng –∞ Tﬂ∂ng	10212048	1	47	1	20308084	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ng„ –i´n Li≠u	7	1
868	T˙c ƒnh Chﬂ∑ng –∞ Tﬂ∂ng	10212050	1	47	1	20308085	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ng„ –i´n Li≠u	7	1
869	Loan Mµ Chﬂ∑ng –∞ Tﬂ∂ng	10212052	1	47	1	20308086	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ng„ –i´n Li≠u	7	1
870	?N Lang Chﬂ∑ng –∞ Tﬂ∂ng	10212054	1	47	1	20308087	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ng„ –i´n Li≠u	7	1
871	To·i Ph·ch Chﬂ∑ng –∞ Tﬂ∂ng	10212056	1	47	1	20308088	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ng„ –i´n Li≠u	7	1
872	Ai Ph¯ng ThiÍn Chﬂ∑ng –∞ Tﬂ∂ng	10212058	1	47	1	20308089	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ng„ –i´n Li≠u	7	1
873	Hung M’ch Th·nh Chﬂ∑ng –∞ Tﬂ∂ng	10212060	1	47	1	20308090	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ng„ –i´n Li≠u	7	1
874	T˙c Thi™t Kh‰i –∞ Tﬂ∂ng	10213042	1	47	1	20308071	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
875	XÌch Cang Kh‰i –∞ Tﬂ∂ng	10213044	1	47	1	20308072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
876	Tuy™t Mµc Kh‰i –∞ Tﬂ∂ng	10213046	1	47	1	20308073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
877	Huy´n V‚n Kh‰i –∞ Tﬂ∂ng	10213048	1	47	1	20308074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
878	T˙c ƒnh Kh‰i –∞ Tﬂ∂ng	10213050	1	47	1	20308075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
879	Loan Mµ Kh‰i –∞ Tﬂ∂ng	10213052	1	47	1	20308076	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
880	?N Lang Kh‰i –∞ Tﬂ∂ng	10213054	1	47	1	20308077	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
881	To·i Ph·ch Kh‰i –∞ Tﬂ∂ng	10213056	1	47	1	20308078	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
882	Ai Ph¯ng ThiÍn Kh‰i –∞ Tﬂ∂ng	10213058	1	47	1	20308079	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
883	Hung M’ch Qu·i Gi·p –∞ Tﬂ∂ng	10213060	1	47	1	20308080	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ng„ –i´n Li≠u	7	1
884	TrÏ m„ ∞ tﬂ∂ng	10200026	1	4	11	20103011	75	20103071	60	20103099	68	20308161	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	1	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
885	T‡ng nh‚n trﬂ∂ng nhÁn ∞ tﬂ∂ng	10200027	1	4	12	20103012	80	20103072	65	20103099	72	20308162	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	1	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
886	Lµc minh thﬂΩng ∞ tﬂΩng	10201026	1	4	11	20103011	75	20103071	60	20103099	68	20308163	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	2	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
887	NguyÆt b’ch ∞ tﬂ∂ng	10201027	1	4	12	20103012	80	20103072	65	20103099	72	20308164	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	2	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
888	Kh∑i minh ∞ tﬂ∂ng	10202026	1	4	11	20103011	75	20103071	60	20103099	68	20308165	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	3	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
889	H‡n khﬂΩng ∞ tﬂ∂ng	10202027	1	4	12	20103012	80	20103072	65	20103099	72	20308166	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	3	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
890	Qu‚n thiÍn ∞ tﬂ∂ng	10203026	1	4	11	20103011	75	20103071	60	20103099	68	20308167	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	4	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
891	C± lan ∞ tﬂ∂ng	10203027	1	4	12	20103012	80	20103072	65	20103099	72	20308168	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	4	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
892	San hÙ phi™n ∞ tﬂ∂ng	10204026	1	4	11	20103011	75	20103071	60	20103099	68	20308169	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	5	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
893	Vong xuyÍn phi™n ∞ tﬂ∂ng	10204027	1	4	12	20103012	80	20103072	65	20103099	72	20308170	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	5	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
894	T— diÆp qu€ ∞ tﬂ∂ng	10205026	1	4	11	20103011	75	20103071	60	20103099	68	20308171	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	6	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
895	C¶m s°t bÌch ∞ tﬂ∂ng	10205027	1	4	12	20103012	80	20103072	65	20103099	72	20308172	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	6	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
896	VÙ ’o qu·n ∞ tﬂ∂ng	10210066	1	5	10	20105011	78	20103083	62	20103102	84	20308173	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
897	H’o nguyÆt c‚n ∞ tﬂ∂ng	10210067	1	5	11	20105012	82	20103084	66	20103102	88	20308174	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
898	M’n sa qu·n ∞ tﬂ∂ng	10210076	1	5	10	20105011	78	20103083	62	20103102	84	20308173	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
899	CÙn lÙn c‚n ∞ tﬂ∂ng	10210077	1	5	11	20105012	82	20103084	66	20103102	88	20308174	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
900	C± doanh qu·n ∞ tﬂ∂ng	10210086	1	5	10	20105011	78	20103083	62	20103102	84	20308173	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
901	TiÍn tri qu·n ∞ tﬂ∂ng	10210087	1	5	11	20105012	82	20103084	66	20103102	88	20308174	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
902	TiÍu dao ngoa ∞ tﬂ∂ng	10211066	1	5	10	20105011	78	20103083	62	20103102	84	20308179	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
903	Khai minh ngoa ∞ tﬂ∂ng	10211067	1	5	11	20105012	82	20103084	66	20103102	88	20308180	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
904	Th·p chung h‡i ∞ tﬂ∂ng	10211076	1	5	10	20105011	78	20103083	62	20103102	84	20308179	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
905	Thanh tu h‡i ∞ tﬂ∂ng	10211077	1	5	11	20105012	82	20103084	66	20103102	88	20308180	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
906	DÒc ngﬂu h‡i ∞ tﬂ∂ng	10211086	1	5	10	20105011	78	20103083	62	20103102	84	20308179	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
907	Th§t long ngoa ∞ tﬂ∂ng	10211087	1	5	11	20105012	82	20103084	66	20103102	88	20308180	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
908	Thi´n quyÍn hµ th¸ ∞ tﬂ∂ng	10212066	1	5	10	20105011	78	20103083	62	20103102	84	20308177	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
909	Ki´n t‚m hµ th¸ ∞ tﬂ∂ng	10212067	1	5	11	20105012	82	20103084	66	20103102	88	20308178	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
910	Kh± tuy´n hµ th¸ ∞ tﬂ∂ng	10212076	1	5	10	20105011	78	20103083	62	20103102	84	20308177	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
911	Giæi lußt th¸ ∞ tﬂ∂ng	10212077	1	5	11	20105012	82	20103084	66	20103102	88	20308178	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
912	Huy™t ‰nh th¸ ∞ tﬂ∂ng	10212086	1	5	10	20105011	78	20103083	62	20103102	84	20308177	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
913	HiÍn viÍn th¸ ∞ tﬂ∂ng	10212087	1	5	11	20105012	82	20103084	66	20103102	88	20308178	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
914	Sﬂ vﬂΩng c¶m b‡o ∞ tﬂ∂ng	10213066	1	5	10	20105011	78	20103083	62	20103102	84	20308175	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
915	Cao xﬂΩng b‡o ∞ tﬂ∂ng	10213067	1	5	11	20105012	82	20103084	66	20103102	88	20308176	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
916	Chi¨u tr’ch c◊u ∞ tﬂ∂ng	10213076	1	5	10	20105011	78	20103083	62	20103102	84	20308175	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
917	Sinh cΩ c◊u ∞ tﬂ∂ng	10213077	1	5	11	20105012	82	20103084	66	20103102	88	20308176	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
918	Tr˘ng hoa kh‰i ∞ tﬂ∂ng	10213086	1	5	10	20105011	78	20103083	62	20103102	84	20308175	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
919	Phong to’i kh‰i ∞ tﬂ∂ng	10213087	1	5	11	20105012	82	20103084	66	20103102	88	20308176	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
920	Th∏ phßt ∞ tﬂ∂ng	10214026	1	5	10	20105011	78	20103083	62	20103102	84	20308187	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
921	Quy t˙c ∞ tﬂ∂ng	10214027	1	5	11	20105012	82	20103084	66	20103102	88	20308188	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
922	B’ch th’ch kiÍn ∞ tﬂ∂ng	10215026	1	5	10	20105011	78	20103083	62	20103102	84	20308189	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
923	Nhßt nguyÆt kiÍn ∞ tﬂ∂ng	10215027	1	5	11	20105012	82	20103084	66	20103102	88	20308190	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
924	M’n th˘ sa hoa ∞ tﬂ∂ng	10220026	1	6	10	20103011	75	20103095	150	20308181	1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
925	Kh§p lµ liÍn ∞ tﬂ∂ng	10220027	1	6	11	20103012	81	20103096	162	20308182	1	-1	-1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
926	Th∏ cØt ai ∞ tﬂ∂ng	10221026	1	5	10	20105011	78	20103083	62	20103102	84	20308191	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
927	TrÌch tiÍn ai ∞ tﬂ∂ng	10221027	1	5	11	20105012	82	20103084	66	20103102	88	20308192	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
928	BÔ ng’n ∞ tﬂ∂ng	10222026	1	6	10	20103011	75	20103095	150	20308183	1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
929	C·t tﬂ∂ng d’ ∞ tﬂ∂ng	10222027	1	6	11	20103012	81	20103096	162	20308184	1	-1	-1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
930	‘ —c hµ ph˘ ∞ tﬂ∂ng	10223026	1	6	10	20103011	75	20103095	150	20308185	1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
931	øng tﬂ∂ng vÂn chﬂΩng ∞ tﬂ∂ng	10223027	1	6	11	20103012	81	20103096	162	20308186	1	-1	-1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
932	TrÏ m„ ∞ tﬂ∂ng	10200026	1	46	1	20308161	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000	-1	-1	Ng„ –i´n Li≠u	7	0
933	T‡ng nh‚n trﬂ∂ng nhÁn ∞ tﬂ∂ng	10200027	1	46	1	20308162	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000	-1	-1	Ng„ –i´n Li≠u	7	0
934	Lµc minh thﬂΩng ∞ tﬂΩng	10201026	1	46	1	20308163	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	3000	-1	-1	Ng„ –i´n Li≠u	7	0
935	NguyÆt b’ch ∞ tﬂ∂ng	10201027	1	46	1	20308164	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	3000	-1	-1	Ng„ –i´n Li≠u	7	0
936	Kh∑i minh ∞ tﬂ∂ng	10202026	1	46	1	20308165	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	3000	-1	-1	Ng„ –i´n Li≠u	7	0
937	H‡n khﬂΩng ∞ tﬂ∂ng	10202027	1	46	1	20308166	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	3000	-1	-1	Ng„ –i´n Li≠u	7	0
938	Qu‚n thiÍn ∞ tﬂ∂ng	10203026	1	46	1	20308167	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ng„ –i´n Li≠u	7	0
939	C± lan ∞ tﬂ∂ng	10203027	1	46	1	20308168	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ng„ –i´n Li≠u	7	0
940	San hÙ phi™n ∞ tﬂ∂ng	10204026	1	46	1	20308169	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ng„ –i´n Li≠u	7	0
941	Vong xuyÍn phi™n ∞ tﬂ∂ng	10204027	1	46	1	20308170	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ng„ –i´n Li≠u	7	0
942	T— diÆp qu€ ∞ tﬂ∂ng	10205026	1	46	1	20308171	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ng„ –i´n Li≠u	7	0
943	C¶m s°t bÌch ∞ tﬂ∂ng	10205027	1	46	1	20308172	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ng„ –i´n Li≠u	7	0
944	VÙ ’o qu·n ∞ tﬂ∂ng	10210066	1	47	1	20308173	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
945	H’o nguyÆt c‚n ∞ tﬂ∂ng	10210067	1	47	1	20308174	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
946	M’n sa qu·n ∞ tﬂ∂ng	10210076	1	47	1	20308179	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
947	CÙn lÙn c‚n ∞ tﬂ∂ng	10210077	1	47	1	20308180	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
948	C± doanh qu·n ∞ tﬂ∂ng	10210086	1	47	1	20308177	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ng„ –i´n Li≠u	7	1
