INT	INT	STRING	STRING	STRING	INT	STRING	INT	INT	INT	INT	INT
39920129	3	DecorateWeapon2_16	Ğan Man Tri«n Tâm Thß½ng	Tß½ng tß Huy«n ĞoÕn Tình không ng×ng, hoa r½i ğ«u Tâm Døc Xuyên. #rsØ døng H§u Khä kích hoÕt vë ngoài Hoan SÑc: #YĞAn Man Tri«n Tâm Thß½ng#W, DÎ kích hoÕt Ğích Hoan SÑc vû khí nhßng · ngoài Quan m£t biên-Hoan SÑc Di®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GLÕc Dß½ng(243, 130)#RTrang Vân SÑc#WXØ thång c¤p Hoan SÑc vû khí. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Hoan SÑc	10	0	0	0	0
39920130	3	DecorateWeapon2_15	Xích Kim Luy®n Tình Hoàn	Li H§n Khß¾c Nhß Xuân Thäo, Canh Hành xa h½n Hoàn Sinh. #rsØ døng H§u Khä kích hoÕt vë ngoài Hoan SÑc: #YXÍch Kim Luy®n Tình Hoàn#W, DÎ kích hoÕt Ğích Hoan SÑc vû khí nhßng · ngoài Quan m£t biên-Hoan SÑc Di®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GLÕc Dß½ng(243, 130)#RTrang Vân SÑc#WXØ thång c¤p Hoan SÑc vû khí. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Hoan SÑc	10	0	0	0	0
39920131	3	DecorateWeapon1_3	Dî Phª Khí	Dî Phª Khí	1	Hoan SÑc	10	0	0	0	0
39920132	3	DecorateWeapon1_4	Dî Phª Khí	Dî Phª Khí	1	Hoan SÑc	10	0	0	0	0
39920133	3	DecorateWeapon2_13	Phi S¡c Khuynh Thành Hoa	Nhßşc Giáo Giäi Ngæ ¿ng Khuynh Qu¯c, Nh§m Th¸ vô tình Di®c ğµng lòng ngß¶i. #rsØ døng H§u Khä kích hoÕt vë ngoài Hoan SÑc: #YPHi S¡c Khuynh Thành Hoa#W, DÎ kích hoÕt Ğích Hoan SÑc vû khí nhßng · ngoài Quan m£t biên-Hoan SÑc Di®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GLÕc Dß½ng(243, 130)#RTrang Vân SÑc#WXØ thång c¤p Hoan SÑc vû khí. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Hoan SÑc	10	1	0	0	0
39920134	3	DecorateWeapon2_14	Giáng Hoä Li ngß¶i kiªm	N½i nào hşp thành S¥u? Li lòng ngß¶i Thßşng Thu. #rsØ døng H§u Khä kích hoÕt vë ngoài Hoan SÑc: #YGIáng Hoä Li ngß¶i kiªm#W, DÎ kích hoÕt Ğích Hoan SÑc vû khí nhßng · ngoài Quan m£t biên-Hoan SÑc Di®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GLÕc Dß½ng(243, 130)#RTrang Vân SÑc#WXØ thång c¤p Hoan SÑc vû khí. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Hoan SÑc	10	1	0	0	0
39920135	3	DecorateWeapon2_16	Ğan Man Tri«n Tâm Thß½ng	Tß½ng tß Huy«n ĞoÕn Tình không ng×ng, hoa r½i ğ«u Tâm Døc Xuyên. #rsØ døng H§u Khä kích hoÕt vë ngoài Hoan SÑc: #YĞAn Man Tri«n Tâm Thß½ng#W, DÎ kích hoÕt Ğích Hoan SÑc vû khí nhßng · ngoài Quan m£t biên-Hoan SÑc Di®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GLÕc Dß½ng(243, 130)#RTrang Vân SÑc#WXØ thång c¤p Hoan SÑc vû khí. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Hoan SÑc	10	1	0	0	0
39920136	3	DecorateWeapon2_15	Xích Kim Luy®n Tình Hoàn	Li H§n Khß¾c Nhß Xuân Thäo, Canh Hành xa h½n Hoàn Sinh. #rsØ døng H§u Khä kích hoÕt vë ngoài Hoan SÑc: #YXÍch Kim Luy®n Tình Hoàn#W, DÎ kích hoÕt Ğích Hoan SÑc vû khí nhßng · ngoài Quan m£t biên-Hoan SÑc Di®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GLÕc Dß½ng(243, 130)#RTrang Vân SÑc#WXØ thång c¤p Hoan SÑc vû khí. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Hoan SÑc	10	1	0	0	0
39920137	3	Weapon2_10	BÕch c¯t Tiên	Sß½ng BÕch nhß tuyªt Nhu không có gì, mµt t¤c Nh¤t C¯t Nh¤t tß½ng tß. #rsØ døng H§u Khä kích hoÕt vë ngoài Hoan SÑc: #Yb?ch c¯t Tiên#W, DÎ kích hoÕt Ğích Hoan SÑc vû khí nhßng · ngoài Quan m£t biên-Hoan SÑc Di®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GLÕc Dß½ng(243, 130)#RTrang Vân SÑc#WXØ thång c¤p Hoan SÑc vû khí. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Hoan SÑc	10	0	0	0	0
39920138	3	Weapon2_11	H²n Thiên Huy«n Kích	Kiªm Kích Huy«n Thiên Chú, lñc l¾n Chiªn ma vß½ng. #rsØ døng H§u Khä kích hoÕt vë ngoài Hoan SÑc: #YH?n Thiên Huy«n Kích#W, DÎ kích hoÕt Ğích Hoan SÑc vû khí nhßng · ngoài Quan m£t biên-Hoan SÑc Di®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GLÕc Dß½ng(243, 130)#RTrang Vân SÑc#WXØ thång c¤p Hoan SÑc vû khí. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Hoan SÑc	10	0	0	0	0
39920139	3	ShenFenItem05_9	Ğ¸nh v¸ Phù·T¤n	#RDO C¤p 3 ğ¸nh v¸ Phù cäi tÕo#r#Wğ£c thù C¤p 4, sØ døng Tß¾ng Nhî truy«n t¯ng Ğáo chï ğ¸nh Ğích v¸ trí. #r#GTi¬u nêu lên: Truy«n t¯ng Th¶i Tø Khí th¶i gian Tß¾ng giäm b¾t#r#c00FF00(Hæu Ki®n Ği¬m Kích Khä ğ¸nh v¸ Ğáo trß¾c m£t v¸ trí)	50	Th¥n Công ğÕo cø	1	0	0	0	0
39920140	3	CircularTaskTool45_8	Tung hoành Long Tháp vô song Khách	TÕi Long Änh C± Ğáp hoÕt ğµng Trung, ğoÕt ğßşc Toä Long Tháp 3T¢ng Bäo Tß½ng lÕi v×a kích hoÕt Cai danh hi®u.	10	Danh hi®u	1	1	0	0	0
39920141	3	CircularTaskTool45_8	İ Quyªt Long Tháp hào hi®p Sî	TÕi Long Änh C± Ğáp hoÕt ğµng Trung, ğoÕt ğßşc Toä Long Tháp 2T¢ng Bäo Tß½ng Ho£c C± Ğáp 4T¢ng Bäo Tß½ng lÕi v×a kích hoÕt Cai danh hi®u.	10	Danh hi®u	1	1	0	0	0
39920142	3	CircularTaskTool31_15	Nguy®t Quang ğµc tài L­	TÕi#GcHí tôn Bäo tranh ğoÕt Chiªn#WTrung ğoÕt ğßşc thÑ nh¤t Danh Ğích tr§n doanh có th¬ lînh#G20#WMai#YB° Ğ« TØ#WHoà#YNguy®t Quang ğµc tài L­ HÕp#W. #YNguy®t Quang ğµc tài L­ HÕp#WTá Khai H§u TuÏ C½ nh§n ğßşc#G3#WCá#YHµi Kim Tr¥n#W, #G2#WCá#YLinh Thú Tinh Phách#W, #G2#WCá#YThiên Tôi Th¥n Ng÷c#W, #G3#WCá#YBÕch Ngân Mã An#W, #G1#WCá#Yt÷a kÜ: Tuy®t ğ¸a#G(nh£t Bäng Ğ¸nh, 15Thiên)#W, #G1#WCá#Ytrang phøc m¯t: Tình Các\u0020hÕ s¾m chi«u(vînh cØu, trang b¸ Bäng Ğ¸nh)#W, #G1#WCá Hoan SÑc vû khí: #Ychu¯i tây Linh Phiªn#WTrung Ğích mµt loÕi thß·ng cho#W, Thß có c½ hµi thêm vào nh§n ğßşc#G1#WCá#Ybiªn thân Ğan: Chí tôn Bäo#G(30Thiên)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Ğ£c bi®t	1	1	0	0	0
39920143	3	CircularTaskTool31_14	Nguy®t Quang canh gác L­	TÕi#GcHí tôn Bäo tranh ğoÕt Chiªn#WTrung ğoÕt ğßşc ğ® nh¸ Danh Ğích tr§n doanh có th¬ lînh#G20#WMai#YB° Ğ« TØ#WHoà#YNguy®t Quang canh gác L­ HÕp#W. #YNguy®t Quang canh gác L­ HÕp#WTá Khai H§u TuÏ C½ nh§n ğßşc#G2#WCá#YHµi Kim Tr¥n#W, #G1#WCá#YLinh Thú Tinh Phách#W, #G2#WCá#YThiên Tôi Th¥n Ng÷c#W, #G3#WCá#YBÕch Ngân Mã An#W, #G1#WCá#Yt÷a kÜ: Tuy®t ğ¸a#G(nh£t Bäng Ğ¸nh, 7Thiên)#W, #G1#WCá#Ytrang phøc m¯t: Tình Các\u0020hÕ s¾m chi«u(vînh cØu, trang b¸ Bäng Ğ¸nh)#WTrung Ğích mµt loÕi thß·ng cho#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Ğ£c bi®t	1	1	0	0	0
39920144	3	CircularTaskTool31_13	Nguy®t Quang ch¶ ğşi L­	TÕi#GcHí tôn Bäo tranh ğoÕt Chiªn#WTrung ğoÕt ğßşc ğ® tam Danh Ğích tr§n doanh có th¬ lînh#G20#WMai#YB° Ğ« TØ#WHoà#YNguy®t Quang ch¶ ğşi L­ HÕp#W. #YNguy®t Quang ch¶ ğşi L­ HÕp#WTá Khai H§u TuÏ C½ nh§n ğßşc#G2#WCá#YHµi Kim Tr¥n#W, #G1#WCá#YLinh Thú Tinh Phách#W, #G1#WCá#YThiên Tôi Th¥n Ng÷c#W, #G2#WCá#YBÕch Ngân Mã An#W, #G1#WCá#Yt÷a kÜ: Tuy®t ğ¸a#G(nh£t Bäng Ğ¸nh, 3Thiên)#WTrung Ğích mµt loÕi thß·ng cho#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Ğ£c bi®t	1	1	0	0	0
39920145	3	CircularTaskTool142_14	B° Ğ« TØ	MÕnh mi®ng thª gi¾i ğµc hæu chính là kÏ d¸ v§t ph¦m, Khä TÕi#GB Ğ« Bäo Các cØa hàng#WTrung ğ±i thß½ng ph¦m.	1	Ğ£c bi®t	1	1	0	0	0
39920146	3	CircularTaskTool8_6	Biªn thân Ğan: TØ Hà	#c33ff99(th¶i hÕn có hi®u lñc 30Thiên, Thung nh§n ğßşc Th¶i b¡t ğ¥u th¶i trß¾c. )#r#Ws¼ døng H§u thay ğ±i ngoÕi hình, SÑ Nhî biªn thân Thành TØ Hà, th¶i hÕn có hi®u lñc Nµi Khä vô hÕn ThÑ sØ døng. #r#G(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	Ğ£c bi®t	1	1	0	0	0
39920147	3	CircularTaskTool142_15	Linh Châu	†n chÑa tiên gia linh khí hÕt châu, Khä TÕi#YtIên gia Nghiêm Tuy¬n#WXØ ğ±i thß·ng cho#r#G(ThØ ğÕo cø Vi ĞÕi T®, C¦n tri¬n lãm)	1	Ğ£c bi®t	1	0	0	0	0
39920148	3	PetSoulAdorn1_1	Bách Tßşng Hµi Quy¬n·C¯t Dñc	Xß½ng khô Nh¤t B±ng, xanh ng÷c Sinh Hß½ng. #rDî kích hoÕt Ğích Bách Tßşng Khä TÕi#YvË ngoài m£t biên-H°n Løc#WDi®p Thiêm Trung tùy ı c¡t. #rKhä TÕi#GTô Châu(92, 134)#RVân Th¥n Th¥n#WXØ kích hoÕt Bách Tßşng Hµi Quy¬n.	85	Bách Tßşng Hµi Quy¬n	1	0	0	0	0
39920149	3	CircularTaskTool143_1	Quá yêu cä ğ¶i L­ HÕp	S¾m biªt nhß thª Các\u0020hÕ lòng ngß¶i, thª nào lúc trß¾c MÕc quen biªt. #rm· ra L­ Bao Tß¾ng nh§n ğßşc#GvÎnh cØu trang phøc m¯t: #Yquá yêu cä ğ¶i#W, #YĞ¸nh Nhan Châu: Duyên Tiên#WHoà#YLi Oán ki¬u tóc Ğ°#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	30	ĞÕo cø hoÕt ğµng	1	0	0	0	0
39920150	3	CommonLiveSkill2_16	Siêu c¤p Trân Thú Lung: Bách Biªn thánh tång	Th¥n kÏ Ğích Trân Thú Lung, Tá Khai H§u s¨ phóng xu¤t ra Nh¤t Thß Nh¤t Hùng hai mang theo c¤p b§c TÕi#G65C¤p#WDß#G95C¤p#Wtrong lúc ğó Ğích#YngoÕi công công kích Hình#WTrân Thú cøc cßng: Bách Biªn thánh tång. #rsØ døng Th¶i, Khä tñ hành lña ch÷n mu¯n khai ra Ğích Trân Thú Ğích mang theo c¤p b§c. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	65	Trân Thú Lung	1	0	0	0	0
