INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
271	1	10	4	1	1268	-1	TruÜ Phong Liên	JD_RideHeader11_16	#G	2263	80	1	-1	0	53817	53818	53819	-1	53820	53821	53822	53823	53824	-1	-1
272	1	10	4	1	1284	-1	Vân ThuÖ Ği®p	JD_RideHeader12_1	#G	2264	80	1	-1	0	53825	53826	53827	-1	53828	53829	53830	53831	53832	-1	-1
273	1	10	4	1	1306	-1	Chiªu DÕ BÕch	JD_RideHeader12_3	#r#GCAi t÷a kÜ chï có th¬ TÕi Bi®n Kinh g÷i v«, Thß KÜ Th×a t¯c ğµ b¤t k¬ Nh§p cao nh¤t t¯c ğµ.	2265	125	0	-1	0	53833	53834	53835	-1	53836	53837	53838	53839	53840	-1	-1
274	1	10	4	1	1307	-1	Hß½ng Tung Ô	JD_RideHeader12_4	#r#GCAi t÷a kÜ chï có th¬ TÕi Bi®n Kinh g÷i v«, Thß KÜ Th×a t¯c ğµ b¤t k¬ Nh§p cao nh¤t t¯c ğµ.	2266	125	0	-1	0	53841	53842	53843	-1	53844	53845	53846	53847	53848	-1	-1
275	1	10	4	1	1308	-1	Kim An Ánh Tuyªt	JD_RideHeader12_2	#G	2267	80	0	-1	0	53849	53850	53851	-1	53852	53853	53854	53855	53856	-1	-1
276	1	10	4	1	1309	-1	Bi¬n xanh Chiªu Ng÷c Giai	JD_RideHeader12_6	#G	2269	80	1	-1	0	53857	53858	53859	-1	53860	53861	53862	53863	53864	-1	-1
277	1	10	4	1	1310	-1	Hàn Cung  Quª Chi	JD_RideHeader12_7	#G	2270	80	1	-1	0	53865	53866	53867	-1	53868	53869	53870	53871	53872	-1	-1
278	1	10	4	1	1311	-1	Dß Xuân Quy	JD_RideHeader12_8	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng.	2271	85	1	-1	0	53873	53874	53875	-1	53876	53877	53878	53879	53880	-1	-1
279	1	10	4	1	1312	-1	Phúc Khôi Toan Nghê	JD_RideHeader12_5	#G	2268	80	0	-1	0	53881	53882	53883	-1	53884	53885	53886	53887	53888	-1	-1
280	1	10	4	1	1313	-1	ĞÕp Lan S½n	JD_RideHeader12_9	#G	2273	80	1	-1	0	53889	53890	53891	-1	53892	53893	53894	53895	53896	-1	-1
281	2	10	4	1	1314	-1	Phß½ng Dao Thiên TruÜ	JD_RideHeader12_10	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng. #r#Gg÷i v« H§u Khä m¶i ğ°ng các\u0020hÕ ğang Th×a KÜ.	2274	80	1	-1	0	53897	53898	53899	-1	53900	53901	53902	53903	53904	-1	-1
282	1	10	4	1	1315	-1	Ng÷c Ch¦m Lan Châu	JD_RideHeader12_11	#G	2276	80	0	-1	0	53905	53906	53907	-1	53908	53909	53910	53911	53912	-1	-1
283	1	10	4	1	1316	-1	Thanh Hà D¸ch Mµng	JD_RideHeader12_12	#G	2277	80	0	-1	0	53913	53914	53915	-1	53916	53917	53918	53919	53920	-1	-1
284	1	40	4	1	1317	14	Viêm Ô	JD_RideHeader12_13	#r#GC†n Tuy®t Tình C¯c môn phái Khä g÷i v«.	2278	40	0	-1	0	53921	53922	53923	-1	53924	53925	53926	53927	53928	-1	-1
285	1	80	4	1	1319	14	Di®m Linh Ô	JD_RideHeader12_14	#r#GC†n Tuy®t Tình C¯c môn phái Khä g÷i v«.	2280	75	0	-1	0	53929	53930	53931	-1	53932	53933	53934	53935	53936	-1	-1
286	1	60	4	1	1318	14	Dung Phong Ô	JD_RideHeader12_15	#r#GC†n Tuy®t Tình C¯c môn phái Khä g÷i v«.	2279	70	0	-1	0	53937	53938	53939	-1	53940	53941	53942	53943	53944	-1	-1
287	1	10	4	1	1320	-1	Noãn mßşt mà	JD_RideHeader12_16	#G	2283	80	0	-1	0	53945	53946	53947	-1	53948	53949	53950	53951	53952	-1	-1
288	1	10	4	1	1321	-1	Lí Ğång Du	JD_RideHeader13_1	#G	2284	80	0	-1	0	53953	53954	53955	-1	53956	53957	53958	53959	53960	-1	-1
289	2	10	4	1	1322	-1	Yêu Nguy®t	JD_RideHeader13_4	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng. #r#Gg÷i v« H§u Khä m¶i ğ°ng các\u0020hÕ ğang Th×a KÜ.	2285	80	1	-1	0	53961	53962	53963	-1	53964	53965	53966	53967	53968	-1	-1
290	1	10	4	1	1323	-1	TrÕc Lam Chi Dñc	JD_RideHeader13_3	#G	2287	80	1	-1	0	53969	53970	53971	-1	53972	53973	53974	53975	53976	-1	-1
291	1	10	4	1	1324	-1	Thu¥n tr¡ng Kim Dñc	JD_RideHeader13_2	#G	2286	80	1	-1	0	53977	53978	53979	-1	53980	53981	53982	53983	53984	-1	-1
292	1	10	4	1	1327	-1	Xuân phong Chß¾c Hoa	JD_RideHeader13_6	#G	2290	80	0	-1	0	53985	53986	53987	-1	53988	53989	53990	53991	53992	-1	-1
293	1	10	4	1	1328	-1	Võ Lång C¯ Mµng	JD_RideHeader13_5	#G	2289	80	0	-1	0	53993	53994	53995	-1	53996	53997	53998	53999	54000	-1	-1
294	1	10	4	1	1325	-1	U Trúc thu§n gió	JD_RideHeader13_7	#G	2291	80	0	-1	0	54001	54002	54003	-1	54004	54005	54006	54007	54008	-1	-1
295	1	10	4	1	1326	-1	Thuy«n con Mµng Thøc	JD_RideHeader13_8	#G	2292	80	0	-1	0	54009	54010	54011	-1	54012	54013	54014	54015	54016	-1	-1
296	1	10	4	1	1329	-1	Trùng Minh Ng÷c Hoàng	JD_RideHeader13_9	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng. #r#GNhßşc kích hoÕt Ğích t÷a kÜ Vi vînh cØu, Khä Hæu Ki®n Ği¬m Kích tiêu hao 5Cá Giäi Khª Linh thu h°i Vi Khä giao d¸ch t÷a kÜ Chí tay nãi.	2293	80	1	10146919	0	54017	54018	54019	-1	54020	54021	54022	54023	54024	-1	-1
297	1	10	4	1	1330	-1	Thß½ng Lan Nguyên Thánh	JD_RideHeader13_10	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng.	2295	80	1	0	0	54025	54026	54027	-1	54028	54029	54030	54031	54032	-1	-1
298	1	10	4	1	1331	-1	U Lan DÕ Ti«m	JD_RideHeader13_12	#G	2298	80	1	0	0	54033	54034	54035	-1	54036	54037	54038	54039	54040	-1	-1
299	1	10	4	1	1332	-1	Li®t Viêm Ô Chiªu	JD_RideHeader13_11	#G	2297	80	1	0	0	54041	54042	54043	-1	54044	54045	54046	54047	54048	-1	-1
300	1	10	4	1	1335	-1	Tháng ª ¦m Lung Hß½ng	JD_RideHeader13_15	#G	2301	80	0	0	0	54049	54050	54051	-1	54052	54053	54054	54055	54056	-1	-1
301	1	10	4	1	1336	-1	Ánh ánh trång Xuyên	JD_RideHeader13_16	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng.	2302	80	1	0	0	54057	54058	54059	-1	54060	54061	54062	54063	54064	-1	-1
302	1	10	4	1	1338	-1	C¦m tú Tinh Th×a	JD_RideHeader14_1	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng. #r#Gg÷i v« H§u Khä m¶i ğ°ng các\u0020hÕ ğang Th×a KÜ.	2305	80	1	0	0	54065	54066	54067	-1	54068	54069	54070	54071	54072	-1	-1
303	1	10	4	1	1339	-1	Ngân An Lµng Nguy®t	JD_RideHeader14_2	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng.	2304	80	1	0	0	54073	54074	54075	-1	54076	54077	54078	54079	54080	-1	-1
304	1	10	4	1	1340	-1	Hàn tinh Linh Câu	JD_RideHeader14_4	#G	2309	80	0	0	0	54081	54082	54083	-1	54084	54085	54086	54087	54088	-1	-1
305	1	10	4	1	1343	-1	TØ Vi Tuyªt	JD_RideHeader14_5	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng. #r#GNhßşc kích hoÕt Ğích t÷a kÜ Vi vînh cØu, Khä Hæu Ki®n Ği¬m Kích tiêu hao 5Cá Giäi Khª Linh thu h°i Vi Khä giao d¸ch t÷a kÜ Chí tay nãi.	2310	80	1	10147091	0	54089	54090	54091	-1	54092	54093	54094	54095	54096	-1	-1
306	2	10	4	1	1347	-1	U HuÏnh DÕ Vû	JD_RideHeader14_11	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng. #r#Gg÷i v« H§u Khä m¶i ğ°ng các\u0020hÕ ğang Th×a KÜ.	2321	85	1	0	0	54097	54098	54099	-1	54100	54101	54102	54103	54104	-1	-1
307	2	10	4	1	1348	-1	Xích Viêm Nhiên Cß½ng	JD_RideHeader14_10	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng. #r#Gg÷i v« H§u Khä m¶i ğ°ng các\u0020hÕ ğang Th×a KÜ.	2319	85	1	0	0	54105	54106	54107	-1	54108	54109	54110	54111	54112	-1	-1
308	2	10	4	1	1349	-1	Chiªu sáng long h°n	JD_RideHeader14_9	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng. #r#Gg÷i v« H§u Khä m¶i ğ°ng các\u0020hÕ ğang Th×a KÜ.	2317	85	1	0	0	54113	54114	54115	-1	54116	54117	54118	54119	54120	-1	-1
309	1	60	4	1	1350	0	Linh †n H±	JD_RideHeader14_12	#r#GC†n Thiªu Lâm môn phái Khä g÷i v«.	2323	80	0	0	0	54121	54122	54123	-1	54124	54125	54126	54127	54128	-1	-1
310	1	60	4	1	1351	1	Thánh Hoä Sß	JD_RideHeader14_13	#r#GC†n Minh Giáo môn phái Khä g÷i v«.	2324	80	0	0	0	54129	54130	54131	-1	54132	54133	54134	54135	54136	-1	-1
311	1	60	4	1	1352	2	Trung nghîa Lang	JD_RideHeader14_14	#r#GC†n Cái Bang môn phái Khä g÷i v«.	2325	80	0	0	0	54137	54138	54139	-1	54140	54141	54142	54143	54144	-1	-1
312	1	60	4	1	1353	3	Thßşng Thanh HÕc	JD_RideHeader14_15	#r#GC†n Võ Ğang môn phái Khä g÷i v«.	2326	80	0	0	0	54145	54146	54147	-1	54148	54149	54150	54151	54152	-1	-1
313	1	60	4	1	1354	4	TÑc Tâm Phøng	JD_RideHeader14_16	#r#GC†n Nga Mi môn phái Khä g÷i v«.	2327	80	0	0	0	54153	54154	54155	-1	54156	54157	54158	54159	54160	-1	-1
314	1	60	4	1	1355	5	TØ Vân Ngßu	JD_RideHeader15_1	#r#GC†n Tinh Tú Môn Phái Khä g÷i v«.	2328	80	0	0	0	54161	54162	54163	-1	54164	54165	54166	54167	54168	-1	-1
315	1	60	4	1	1356	6	Vi­n Thi«n Mã	JD_RideHeader15_2	#r#GC†n Thiên Long Môn Phái Khä g÷i v«.	2329	80	0	0	0	54169	54170	54171	-1	54172	54173	54174	54175	54176	-1	-1
316	1	60	4	1	1357	7	Tuyªt Häi Ğiêu	JD_RideHeader15_3	#r#GC†n Thiên S½n môn phái Khä g÷i v«.	2330	80	0	0	0	54177	54178	54179	-1	54180	54181	54182	54183	54184	-1	-1
317	1	60	4	1	1358	8	B¡c Minh Lµc	JD_RideHeader15_4	#r#GC†n Tiêu Dao Môn Phái Khä g÷i v«.	2331	80	0	0	0	54185	54186	54187	-1	54188	54189	54190	54191	54192	-1	-1
318	1	60	4	1	1359	10	Tam Yên Dß½ng	JD_RideHeader15_5	#r#GC†n Mµ Dung môn phái Khä g÷i v«.	2332	80	0	0	0	54193	54194	54195	-1	54196	54197	54198	54199	54200	-1	-1
319	1	60	4	1	1360	11	Dao S½n Báo	JD_RideHeader15_6	#r#GC†n Ğß¶ng Môn môn phái Khä g÷i v«.	2333	80	0	0	0	54201	54202	54203	-1	54204	54205	54206	54207	54208	-1	-1
320	1	60	4	1	1361	12	Vân Mµng H°	JD_RideHeader15_7	#r#GC†n QuÖ C¯c môn phái Khä g÷i v«.	2334	80	0	0	0	54209	54210	54211	-1	54212	54213	54214	54215	54216	-1	-1
321	1	60	4	1	1362	13	Ğào Änh Diên	JD_RideHeader15_8	#r#GC†n Ğào Hoa Ğäo môn phái Khä g÷i v«.	2335	80	0	0	0	54217	54218	54219	-1	54220	54221	54222	54223	54224	-1	-1
322	1	60	4	1	1363	14	Vong tình Ô	JD_RideHeader15_9	#r#GC†n Tuy®t Tình C¯c môn phái Khä g÷i v«.	2336	80	0	0	0	54225	54226	54227	-1	54228	54229	54230	54231	54232	-1	-1
323	1	10	4	1	1364	-1	Cáp C½ M­	JD_RideHeader15_10	#G	2337	80	0	0	0	54233	54234	54235	-1	54236	54237	54238	54239	54240	-1	-1
324	1	10	4	1	1368	-1	Ngñ Bäo Thiên Lµc	JD_RideHeader15_14	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng.	2343	80	1	0	0	54241	54242	54243	-1	54244	54245	54246	54247	54248	-1	-1
325	1	10	4	1	1369	-1	Táp Lµ TØ	JD_RideHeader15_16	#G	2346	80	0	0	0	54249	54250	54251	-1	54252	54253	54254	54255	54256	-1	-1
326	1	10	4	1	1370	-1	Ğän gà ğë Phi 	JD_RideHeader15_15	#G	2345	80	0	0	0	54257	54258	54259	-1	54260	54261	54262	54263	54264	-1	-1
327	1	10	4	1	1371	-1	Bi¬n xanh Thß½ng Long	JD_RideHeader16_1	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng. #r#GNhßşc kích hoÕt Ğích t÷a kÜ Vi vînh cØu, Khä Hæu Ki®n Ği¬m Kích tiêu hao 5Cá Giäi Khª Linh thu h°i Vi Khä giao d¸ch t÷a kÜ Chí tay nãi.	2347	80	1	10147410	0	54265	54266	54267	-1	54268	54269	54270	54271	54272	-1	-1
328	1	60	4	1	1382	15	S½n NgoÕi Xá	JD_RideHeader16_12	#r#GC†n Ác Nhân C¯c môn phái Khä g÷i v«.	2364	80	0	0	0	54273	54274	54275	-1	54276	54277	54278	54279	54280	-1	-1
329	1	10	4	1	1384	-1	Dao Trì Kim Lí	JD_RideHeader16_14	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng.	2366	80	1	0	0	54281	54282	54283	-1	54284	54285	54286	54287	54288	-1	-1
330	1	10	4	1	1387	-1	CØu vî Th¥n H°	JD_RideHeader17_1	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng. #r#GNhßşc kích hoÕt Ğích t÷a kÜ Vi vînh cØu, Khä Hæu Ki®n Ği¬m Kích tiêu hao 5Cá Giäi Khª Linh thu h°i Vi Khä giao d¸ch t÷a kÜ Chí tay nãi.	2372	80	1	10147627	0	54289	54290	54291	-1	54292	54293	54294	54295	54296	-1	-1
331	1	10	4	1	1388	-1	Xích Di­m Bäo Câu	JD_RideHeader17_2	#G	2374	80	0	0	0	54297	54298	54299	-1	54300	54301	54302	54303	54304	-1	-1
332	1	10	4	1	1395	-1	Thß½ng Tuyªt lînh chü	JD_RideHeader17_8	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng.	2385	80	1	0	0	54305	54306	54307	-1	54308	54309	54310	54311	54312	-1	-1
333	1	10	4	1	1396	-1	Vàng rñc lînh chü	JD_RideHeader17_9	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng.	2387	80	1	0	0	54313	54314	54315	-1	54316	54317	54318	54319	54320	-1	-1
334	1	10	4	1	1397	-1	Tø Tài TÏ Hßu	JD_RideHeader17_11	#r#Gg?i v« H§u Khä TÕi trên b¥u tr¶i phi hành. #GĞi¬m Kích Ctrl+ThØ Tiêu Tä Ki®n có th¬ kh¯ng chª phi hành t÷a kÜ Ğích c¤t cánh r¾t xu¯ng.	2390	80	1	0	0	54321	54322	54323	-1	54324	54325	54326	54327	54328	-1	-1
