INT	INT	INT	INT	STRING	INT	STRING	STRING
101112	3	526	-1	Biªn äo trß¶ng sinh Ð¸a Thánh Thú	-1	#ebb3e9f#cfd94b0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gh½n ngß¶i#Y, t¿ ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101113	3	626	-1	Biªn äo trß¶ng sinh Ð¸a Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gh½n ngß¶i#Y, t¿ ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101114	3	726	-1	Biªn äo trß¶ng sinh Ð¸a th¥n thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gh½n ngß¶i#Y, t¿ ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101120	3	437	-1	Biªn äo trß¶ng sinh Thiên Thú	-1	#ebb3e9f#cfd94b0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101121	3	537	-1	Biªn äo trß¶ng sinh Thiên linh thú	-1	#ebb3e9f#cfd94b0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gh½n ngß¶i#Y, l?n d¥n#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101122	3	637	-1	Biªn äo trß¶ng sinh Thiên Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101123	3	737	-1	Biªn äo trß¶ng sinh thiên tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n#Gsiêu phàm thoát tøc#Y, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101124	3	837	-1	Biªn äo trß¶ng sinh Thiên Th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n#Gsiêu phàm thoát tøc#Y, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101130	3	548	-1	Biªn äo trß¶ng sinh Nguyên Thú	-1	#ebb3e9f#cfd94b0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101131	3	648	-1	Biªn äo trß¶ng sinh Nguyên linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gh½n ngß¶i#Y, l?n d¥n#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101132	3	748	-1	Biªn äo trß¶ng sinh Nguyên Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n#GThiên HÕ Vô Song#Y, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101133	3	848	-1	Biªn äo trß¶ng sinh Nguyên Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101134	3	948	-1	Biªn äo trß¶ng sinh nguyên th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n#GThiên HÕ Vô Song#Y, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101140	3	659	-1	Biªn äo trß¶ng sinh Siêu Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101141	3	759	-1	Biªn äo trß¶ng sinh Siêu linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gh½n ngß¶i#Y, l?n d¥n#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101142	3	859	-1	Biªn äo trß¶ng sinh Siêu Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n#Gvang dµi c± kim#Y, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101143	3	959	-1	Biªn äo trß¶ng sinh Siêu Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n#Gvang dµi c± kim#Y, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101144	3	1059	-1	Biªn äo trß¶ng sinh Siêu Th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gh½n ngß¶i#Y, l?n d¥n, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101200	3	425	-1	Biªn äo ngàn nåm Thú	-1	#ebb3e9f#cfd94b0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101201	3	525	-1	Biªn äo ngàn nåm linh thú	-1	#ebb3e9f#cfd94b0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, t¿ ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101202	3	625	-1	Biªn äo ngàn nåm Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101203	3	725	-1	Biªn äo ngàn nåm Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, t¿ ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101204	3	825	-1	Biªn äo ngàn nåm th¥n thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, t¿ ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101210	3	536	-1	Biªn äo ngàn nåm Ð¸a Thú	-1	#ebb3e9f#cfd94b0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101211	3	636	-1	Biªn äo ngàn nåm ð¸a linh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101212	3	736	-1	Biªn äo ngàn nåm Ð¸a Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gsiêu phàm thoát tøc#Y, l?n d¥n#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101213	3	836	-1	Biªn äo ngàn nåm Ð¸a Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n#Gh½n ngß¶i#Y, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101214	3	936	-1	Biªn äo ngàn nåm Ð¸a th¥n thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n#Gh½n ngß¶i#Y, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101220	3	647	-1	Biªn äo ngàn nåm Thiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101221	3	747	-1	Biªn äo ngàn nåm Thiên linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gsiêu phàm thoát tøc#Y, t¿ ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101222	3	847	-1	Biªn äo ngàn nåm Thiên Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101223	3	947	-1	Biªn äo ngàn nåm thiên tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gsiêu phàm thoát tøc#Y, t¿ ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101224	3	1047	-1	Biªn äo ngàn nåm Thiên Th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gsiêu phàm thoát tøc#Y, t¿ ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101230	3	758	-1	Biªn äo ngàn nåm Nguyên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101231	3	858	-1	Biªn äo ngàn nåm Nguyên linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n#Thiên HÕ Vô Song#Y, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101232	3	958	-1	Biªn äo ngàn nåm Nguyên Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gsiêu phàm thoát tøc#Y, l?n d¥n#Thiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101233	3	1058	-1	Biªn äo ngàn nåm Nguyên Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n, tß ch¤t#Thiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101234	3	1158	-1	Biªn äo ngàn nåm nguyên th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n#Thiên HÕ Vô Song#Y, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101240	3	869	-1	Biªn äo ngàn nåm Siêu Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101241	3	969	-1	Biªn äo ngàn nåm Siêu linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n#vang dµi c± kim#Y, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101242	3	1069	-1	Biªn äo ngàn nåm Siêu Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gsiêu phàm thoát tøc#Y, l?n d¥n#vang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101243	3	1169	-1	Biªn äo ngàn nåm Siêu Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n#vang dµi c± kim#Y, tß ch¤t#GThiên HÕ Vô Song Qu¥n#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101244	3	1269	-1	Biªn äo ngàn nåm Siêu Th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gsiêu phàm thoát tøc#Y, l?n d¥n, tß ch¤t#vang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101300	3	635	-1	Biªn äo CØu Chuy¬n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101301	3	735	-1	Biªn äo CØu Chuy¬n linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, t¿ ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101302	3	835	-1	Biªn äo CØu Chuy¬n Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, t¿ ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101303	3	935	-1	Biªn äo CØu Chuy¬n Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101304	3	1035	-1	Biªn äo CØu Chuy¬n th¥n thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, t¿ ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101310	3	746	-1	Biªn äo CØu Chuy¬n Ð¸a Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101311	3	846	-1	Biªn äo CØu Chuy¬n ð¸a linh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101312	3	946	-1	Biªn äo CØu Chuy¬n Ð¸a Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n#Gh½n ngß¶i#Y, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101313	3	1046	-1	Biªn äo CØu Chuy¬n Ð¸a Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#GThiên HÕ Vô Song#Y, l?n d¥n#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101314	3	1146	-1	Biªn äo CØu Chuy¬n Ð¸a th¥n thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n#Gh½n ngß¶i#Y, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101320	3	857	-1	Biªn äo CØu Chuy¬n Thiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101321	3	957	-1	Biªn äo CØu Chuy¬n Thiên linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n#Gsiêu phàm thoát tøc#Y, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101322	3	1057	-1	Biªn äo CØu Chuy¬n Thiên Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101323	3	1157	-1	Biªn äo CØu Chuy¬n thiên tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#GThiên HÕ Vô Song#Y, l?n d¥n#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101324	3	1257	-1	Biªn äo CØu Chuy¬n Thiên Th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n#Gsiêu phàm thoát tøc#Y, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101330	3	968	-1	Biªn äo CØu Chuy¬n Nguyên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101331	3	1068	-1	Biªn äo CØu Chuy¬n Nguyên linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#GThiên HÕ Vô Song#Y, t¿ ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101332	3	1168	-1	Biªn äo CØu Chuy¬n Nguyên Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#GThiên HÕ Vô Song#Y, t¿ ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101333	3	1268	-1	Biªn äo CØu Chuy¬n Nguyên Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101334	3	1368	-1	Biªn äo CØu Chuy¬n nguyên th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#GThiên HÕ Vô Song#Y, t¿ ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101340	3	1079	-1	Biªn äo CØu Chuy¬n Siêu Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101341	3	1179	-1	Biªn äo CØu Chuy¬n Siêu linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n#Gvang dµi c± kim#Y, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101342	3	1279	-1	Biªn äo CØu Chuy¬n Siêu Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n#Gvang dµi c± kim#Y, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101343	3	1379	-1	Biªn äo CØu Chuy¬n Siêu Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#GThiên HÕ Vô Song#Y, l?n d¥n#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101344	3	1479	-1	Biªn äo CØu Chuy¬n Siêu Th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#GThiên HÕ Vô Song#Y, l?n d¥n, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101400	3	845	-1	Biªn äo h²n ðµn Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101401	3	945	-1	Biªn äo h²n ðµn linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, t¿ ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101402	3	1045	-1	Biªn äo h²n ðµn Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, t¿ ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101403	3	1145	-1	Biªn äo h²n ðµn Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, t¿ ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101404	3	1245	-1	Biªn äo h²n ðµn th¥n thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101410	3	956	-1	Biªn äo h²n ðµn Ð¸a Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101411	3	1056	-1	Biªn äo h²n ðµn ð¸a linh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101412	3	1156	-1	Biªn äo h²n ðµn Ð¸a Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n#Gh½n ngß¶i#Y, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101413	3	1256	-1	Biªn äo h²n ðµn Ð¸a Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n#Gh½n ngß¶i#Y, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101414	3	1356	-1	Biªn äo h²n ðµn Ð¸a th¥n thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gvang dµi c± kim#Y, l?n d¥n#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101420	3	1067	-1	Biªn äo h²n ðµn Thiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101421	3	1167	-1	Biªn äo h²n ðµn Thiên linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n#Gsiêu phàm thoát tøc#Y, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101422	3	1267	-1	Biªn äo h²n ðµn Thiên Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101423	3	1367	-1	Biªn äo h²n ðµn thiên tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n#Gsiêu phàm thoát tøc#Y, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101424	3	1467	-1	Biªn äo h²n ðµn Thiên Th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gvang dµi c± kim#Y, l?n d¥n#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101430	3	1178	-1	Biªn äo h²n ðµn Nguyên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101431	3	1278	-1	Biªn äo h²n ðµn Nguyên linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n#GThiên HÕ Vô Song#Y, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101432	3	1378	-1	Biªn äo h²n ðµn Nguyên Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n#GThiên HÕ Vô Song#Y, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101433	3	1478	-1	Biªn äo h²n ðµn Nguyên Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gvang dµi c± kim#Y, l?n d¥n, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
