INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10110000	1	1	10	0	1	95	1	-1	-1	Ð¥u Cân	1	Lúc ban ð¥u C¤p Phòng Cø, tùy ý có th¬ th¤y ðßþc, bình thß¶ng ðªn cñc ði¬m. (Hæu Ki®n Ði¬m Kích có th¬ trang b¸)	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	Hat1_3	Mão	6	2000	0
10110001	1	1	10	1	1	95	1	-1	-1	Thô B¯ Mão	2	Väi thô T¯ Ðích mû, thích hþp m¾i vào giang h° Giä sØ døng.	30	30	115	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	-1	-1	Hat1_3	Mão	2060	2000	0
10110002	1	1	10	2	1	333	1	-1	-1	Ma B¯ Mão	2	Mão b¢ng väi gai, thích hþp v¾i nhæng ngß¶i v×a gia nh§p giang h°.	30	30	115	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	-1	-1	Hat1_2	Mão	2061	2000	0
10110003	1	1	10	3	1	333	1	-1	-1	Miên B¯ Mão	2	Miên B¯ T¯ Ðích mû, thích hþp m¾i vào giang h° Giä sØ døng.	30	30	115	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	-1	-1	Hat1_2	Mão	2062	2000	0
10110004	1	1	10	4	1	98	1	-1	-1	Sa Nhung Mão	12	Mão b¢ng nhung, vô cùng tinh xäo, ð©p ð¨ d­ ch¸u.	109	109	127	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	14	-1	-1	-1	Hat1_6	Mão	2063	2000	0
10110005	1	1	10	5	1	98	1	-1	-1	Quyên Ty Mão	12	Mão b¢ng løa, vô cùng tinh xäo, ð©p ð¨ d­ ch¸u.	109	109	127	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	14	-1	-1	-1	Hat1_6	Mão	2064	2000	0
10110006	1	1	10	6	1	342	1	-1	-1	C¦m BÕch Mão	22	C¦m BÕch T¯ Ðích mû, xa hoa, thanh l¸ch ð©p ð¨ quý giá.	169	169	140	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	Hat1_11	Mão	2065	2000	0
10110007	1	1	10	7	1	351	1	-1	-1	Ty Tr×u Mão	22	T½ løa T¯ Ðích mû, xa hoa, thanh l¸ch ð©p ð¨ quý giá.	169	169	140	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	Hat1_6	Mão	2066	2000	0
10110008	1	1	10	8	1	342	1	-1	-1	Lång La Mão	22	Lång La T¯ Ðích mû, xa hoa, thanh l¸ch ð©p ð¨ quý giá.	169	169	140	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	Hat1_11	Mão	2067	2000	0
10110009	1	1	10	9	1	220	1	-1	-1	Lang Nha Mão	32	Mão khäm nanh sói, v×a xu¤t hi®n ðã lµ rõ sñ s¡c säo, b«n ch¡c.	331	331	152	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	32	-1	-1	-1	Hat2_4	Mão	2068	2000	0
10110010	1	1	10	10	1	239	1	-1	-1	Lang Träo Mão	32	Mão nÕm vu¯t sói, v×a xu¤t hi®n ðã lµ rõ sñ s¡c säo, b«n ch¡c.	331	331	152	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	32	-1	-1	-1	Hat1_13	Mão	2069	2000	0
10110011	1	1	10	11	1	220	1	-1	-1	Lang Bì Mão	32	Mão tØ làm b¢ng da sói, s½ lµ phong mãng, ch¡c ch¡n vô cùng.	331	331	152	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	32	-1	-1	-1	Hat2_4	Mão	2070	2000	0
10110012	1	1	10	12	1	347	1	-1	-1	H± Nha Mão	42	Mão nÕm nanh h±, hoàn toàn lµ rõ sñ s¡c säo, tràn ð¥y bá khí.	554	554	165	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Hat2_1	Mão	2071	2000	0
10110013	1	1	10	13	1	347	1	-1	-1	H± Bì Mão	42	Mão nÕm vu¯t h±, hoàn toàn lµ rõ sñ s¡c säo, tràn ð¥y bá khí.	554	554	165	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Hat2_1	Mão	2072	2000	0
10110014	1	1	10	14	1	347	1	-1	-1	H± Bì Mão	42	H± Bì T¯ Ðích mû, bµc lµ tài nång, khí phách mß¶i ph¥n.	554	554	165	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Hat2_1	Mão	2073	2000	0
10110015	1	1	10	15	1	340	1	-1	-1	Giao Long Mão	52	Làm t× da thu°ng lu°ng và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	890	890	177	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	Hat2_9	Mão	2074	2000	0
10110016	1	1	10	16	1	340	1	-1	-1	Ô T¢m Mão	52	Làm t× t½ t¢m ðen và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	890	890	177	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	Hat2_9	Mão	2075	2000	0
10110017	1	1	10	17	1	104	1	-1	-1	Thß½ng Mãng Mão	52	Hþp thành da cüa mãng xà và sþi Ngân ty, cäm giác m«m mÕi, có sÑc phòng ngñ r¤t mÕnh.	890	890	177	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	Hat2_8	Mão	2076	2000	0
10110018	1	1	10	18	1	337	1	-1	-1	Thiên Khu Mão	62	Trên thân mão có h÷a tiªt Thiên khu tinh ð°, vô cùng huy«n di®u.	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_14	Mão	2077	2000	0
10110019	1	1	10	19	1	337	1	-1	-1	Thiên C½ Mão	62	Trên thân mão có h÷a tiªt Thiên c½ tinh ð°, vô cùng huy«n di®u.	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_14	Mão	2078	2000	0
10110020	1	1	10	20	1	337	1	-1	-1	Thiên Toàn Mão	62	Thân mão có v¨ Thiên toàn tinh ð°, huy«n di®u vô cùng.	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_14	Mão	2079	2000	0
10110021	1	1	10	21	1	356	1	-1	-1	Thiên Quy«n Mão	62	Thân mão có v¨ Thiên quy«n tinh ð°, huy«n di®u vô cùng.	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_15	Mão	2080	2000	0
10110022	1	1	10	22	1	356	1	-1	-1	Dao Quang Mão	62	Thân mão có v¨ Dao quang tinh ð°, huy«n di®u vô cùng.	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_15	Mão	2081	2000	0
10110023	1	1	10	23	1	356	1	-1	-1	Khai Dß½ng Mão	62	Thân mão có v¨ Khai dß½ng tinh ð°, huy«n di®u vô cùng.	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_15	Mão	2082	2000	0
10110024	1	1	10	24	1	236	1	-1	-1	Tham Lang Mão	71	Dành riêng cho Tham Lang tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat3_3	Mão	2083	2000	0
10110025	1	1	10	25	1	236	1	-1	-1	Cñ Môn Mão	71	Dành riêng cho Th¥n Môn tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat3_3	Mão	2084	2000	0
10110026	1	1	10	26	1	222	1	-1	-1	Lµc T°n Mão	71	Tß½ng truy«n ðßþc chª tÕo b·i Lµc T°n Tinh Quân, tiên khí vây quanh, ánh sáng chói m¡t.	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat3_3	Mão	2085	2000	0
10110027	1	1	10	27	1	222	1	-1	-1	Vån Khúc Mão	71	Tß½ng truy«n ðßþc chª tÕo b·i Vån KhúcTinh Quân, tiên khí vây quanh, ánh sáng chói m¡t.	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat1_5	Mão	2086	2000	0
10110028	1	1	10	28	1	94	1	-1	-1	Phá Quân Mão	71	Tß½ng truy«n ðßþc chª tÕo b·i Phá Quân Tinh Quân, tiên khí vây quanh, ánh sáng chói m¡t.	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat3_5	Mão	2087	2000	0
10110029	1	1	10	29	1	94	1	-1	-1	Vû Khúc Mão	71	Tß½ng truy«n ðßþc chª tÕo b·i Vû Khúc Tinh Quân, tiên khí v§y quanh, ánh sáng chói m¡t.	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat3_5	Mão	2088	2000	0
10110030	1	1	10	30	1	212	1	-1	-1	Nhß Lai Mão	76	Mão cüa Nhß Lai Ph§t T± th¤t lÕc thª gian, kinh vån hµ th¬, ðao thß½ng b¤t nh§p.	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	Mão	2089	2000	0
10110031	1	1	10	31	1	212	1	-1	-1	Long Næ Mão	76	Mão cüa Ðông Vñc Long Næ th¤t lÕc thª gian, kinh vån hµ th¬, ðao thß½ng b¤t nhâp.	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	Mão	2090	2000	0
10110032	1	1	10	32	1	212	1	-1	-1	Thánh Vû Mão	76	Mão cüa Thánh Vû Chân Quân th¤t lÕc thª gian, kinh vån hµ th¬, ðao thß½ng b¤t nh§p.	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	Mão	2091	2000	0
10110033	1	1	10	33	1	212	1	-1	-1	ÐÕt Ma Mão	76	Mão cüa ÐÕt Ma T± Sß th¤t lÕc thª gian, kinh vån hµ th¬, ðao thß½ng b¤t nh§p	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	Mão	2092	2000	0
10110034	1	1	10	34	1	212	1	-1	-1	La Hán Mão	76	Mão cüa Hàng Long La Hán th¤t lÕc thª gian, kinh vån hµ th¬, ðao thß½ng b¤t nh§p.	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	Mão	2093	2000	0
10110035	1	1	10	35	1	212	1	-1	-1	Thích Na Mão	76	Mão cüa H°ng Bào Thích Ma th¤t lÕc thª gian, kinh vån hµ th¬, ðao thß½ng b¤t nh§p	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	Mão	2094	2000	0
10110036	1	1	10	36	1	398	1	-1	-1	Phù Vân Mão	81	Không biªt ðßþc làm ra t× v§t ch¤t gì, trên có phù vân thiên trßþng, danh ðµng thiên hÕ.	2240	2240	214	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	Hat4_1	Mão	2095	2000	0
10110037	1	1	10	37	1	398	1	-1	-1	Th¥n Hành Mão	81	Không biªt ðßþc làm ra t× v§t ch¤t gì, trên có long tß¶ng vÕn lý, danh ðµng thiên hÕ.	2240	2240	214	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	Hat4_1	Mão	2096	2000	0
10110038	1	1	10	38	1	398	1	-1	-1	ÐÕp Phong Mão	81	Không biªt ðßþc chª tÕo b¢ng v§t ch¤t gì, trên ðó ÐÕi bàng tri¬n cánh, uy ch¤n thiên hÕ.	2240	2240	214	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	Hat4_1	Mão	2097	2000	0
10110039	1	1	10	39	1	398	1	-1	-1	Truy Nh§t Mão	81	Không biªt ðßþc chª tÕo b¢ng v§t ch¤t gì, trên ðó Phøng hoàng truy nh§t, uy ch¤n thiên hÕ.	2240	2240	214	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	Hat4_1	Mão	2098	2000	0
10110040	1	1	10	40	1	398	1	-1	-1	Trøc Nh§t Mão	81	Không biªt ðßþc chª tÕo b¢ng v§t ch¤t gì, trên ðó Thanh uyên trøc nh§t, uy ch¤n thiên hÕ.	2240	2240	214	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	Hat4_1	Mão	2099	2000	0
