INT	STRING	STRING	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT
324103	Ma Nhai Ðµng	T¥n Gia TrÕi Th± Phï	4	167	217	0	112	201	0	24	103	0	88	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324104	Ma Nhai Ðµng	T¥n Gia TrÕi Hµ V®	4	124	21	0	70	93	0	197	56	0	233	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324105	Ma Nhai Ðµng	T¥n Gia TrÕi Giáo Ð¥u	4	96	115	0	200	106	0	223	77	0	201	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324201	Kiªm Chüng	Kiªm Xï Báo	4	42	28	0	43	74	0	84	105	0	98	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324202	Kiªm Chüng	Kiªm Chüng Si Khách	4	41	126	0	84	77	0	31	144	0	34	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324203	Kiªm Chüng	Hoang Dã Kiªm Khách	4	90	201	0	51	231	0	92	175	0	117	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324204	Kiªm Chüng	Ám Sát Giä	4	153	198	0	189	214	0	225	194	0	131	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324205	Kiªm Chüng	ÐÕi Kiªm Sß	4	153	94	0	215	147	0	233	104	0	131	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324206	Kiªm Chüng	Kiªm Linh	4	124	31	0	226	27	0	182	34	0	184	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324301	Dã Nhân Câu	Soa Y Dã Nhân	4	27	104	0	64	63	0	74	21	0	33	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324302	Dã Nhân Câu	Tuyªt Lang	4	88	237	0	90	191	0	75	162	0	109	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324303	Dã Nhân Câu	Lang Tµc Dûng Sî	4	155	50	0	182	80	0	116	181	0	123	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324304	Dã Nhân Câu	Lang Tµc Th¥n Hán	4	207	114	0	196	22	0	188	57	0	230	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324305	Dã Nhân Câu	Lang Tµc Th± Ty	4	206	159	0	198	137	0	228	225	0	211	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324306	Dã Nhân Câu	Lang Tµc Ð¥u Nhân	4	186	219	0	217	211	0	227	25	0	203	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324401	Hoàng Long Ðµng	Thâm C¯c BÕch Viên	4	138	237	0	146	204	0	175	200	0	176	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324402	Hoàng Long Ðµng	BÕch Hoa Tri Thù	4	201	230	0	234	218	0	170	113	0	137	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324403	Hoàng Long Ðµng	S½n Vi®n Chiªn Sî	4	195	114	0	232	140	0	213	37	0	151	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324404	Hoàng Long Ðµng	S½n Vi®n Hµ Pháp	4	98	152	0	64	181	0	76	94	0	120	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324405	Hoàng Long Ðµng	Thø Giáp Tiêu Binh	4	105	42	0	34	108	0	68	150	0	65	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324406	Hoàng Long Ðµng	S½n Vi®n Tß Tª	4	130	96	0	52	209	0	23	50	0	50	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324501	Thiên Khanh Thø Ðµng	Tông Hùng	4	231	95	0	228	59	0	170	26	0	107	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324502	Thiên Khanh Thø Ðµng	Lang Thù	4	22	61	0	22	171	0	220	210	0	212	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324503	Thiên Khanh Thø Ðµng	Hoa Cß½ng ThÕch Sß	4	164	90	0	145	50	0	29	205	0	50	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324504	Thiên Khanh Thø Ðµng	Hoa Cß½ng ThÕch Nhân	4	202	155	0	106	207	0	50	36	0	68	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324505	Thiên Khanh Thø Ðµng	Hi®t Nham ThÕch Nhân	4	127	186	0	132	93	0	87	135	0	94	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324601	ThuÖ Tinh H°	Thäo Nguyên Lang	4	211	200	0	187	210	0	227	154	0	189	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324602	ThuÖ Tinh H°	Mông C± H¡c Phong	4	183	181	0	191	217	0	135	214	0	109	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324603	ThuÖ Tinh H°	Thi¬m Ði®n Mã Phï	4	126	167	0	79	228	0	211	88	0	227	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324604	ThuÖ Tinh H°	Truy Phong Mã Phï	4	153	44	0	135	77	0	131	120	0	177	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324605	ThuÖ Tinh H°	Loan Ðao Mã Phï	4	95	103	0	82	51	0	93	105	0	77	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324606	ThuÖ Tinh H°	Ðä Thäo C¯c T¯ng Binh	4	29	220	0	29	124	0	33	174	0	24	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324701	Ðào Hoa Nguyên	Mê Nhân Phong	4	23	54	0	52	52	0	97	30	0	134	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324702	Ðào Hoa Nguyên	Báo Ð¯m	4	47	21	0	94	22	0	132	21	0	64	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324703	Ðào Hoa Nguyên	Ðào Cån Tiên	4	183	44	0	159	29	0	211	21	0	230	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324704	Ðào Hoa Nguyên	Ðào Chi Tiên	4	236	44	0	37	222	0	208	221	0	160	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324705	Ðào Hoa Nguyên	Ðào hoa tiên	4	55	182	0	36	117	0	124	65	0	187	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324706	Ðào Hoa Nguyên	Ðào Thñc Tiên	4	92	192	0	59	132	0	111	94	0	86	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324801	Tiên Vß½ng Ph¥n	QuÖ Lang	4	65	32	0	95	29	0	154	21	0	189	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324802	Tiên Vß½ng Ph¥n	H¡c Ðµc Phong	4	229	46	0	223	132	0	35	28	0	45	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324803	Tiên Vß½ng Ph¥n	ÐÕo MÕc Mã Phï	4	66	127	0	48	71	0	207	130	0	181	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324804	Tiên Vß½ng Ph¥n	Cô Lâu	4	31	175	0	50	207	0	189	207	0	225	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324805	Tiên Vß½ng Ph¥n	Nh¤t Ph¦m Ðß¶ng Thích Khách	4	127	232	0	107	180	0	147	189	0	128	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324806	Tiên Vß½ng Ph¥n	Hµ MÕc Mãng Cái	4	127	104	0	127	75	0	105	74	0	150	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324901	Häi T£c Ðµng	Nam Vñc NgÕc Ngß	4	25	179	0	71	97	0	23	58	0	49	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324902	Häi T£c Ðµng	NgÕc Ngß Bang T£c Ð°	4	56	74	0	103	43	0	128	85	0	69	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324903	Häi T£c Ðµng	ThÕch Lão Nhân	4	86	222	0	158	160	0	188	55	0	181	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324904	Häi T£c Ðµng	NgÕc Ngß Bang Ðä Thü	4	143	41	0	217	45	0	192	103	0	214	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324905	Häi T£c Ðµng	Nam Vñc Häi ÐÕo	4	148	221	0	202	213	0	190	190	0	218	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325001	Tuyªt Lang H°	ÐÕi H¡c Hùng	4	157	215	0	129	176	0	103	172	0	51	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325002	Tuyªt Lang H°	Tuyªt S½n Mãng Cái	4	66	177	0	27	180	0	186	207	0	214	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325003	Tuyªt Lang H°	Tuyªt S½n Lang	4	223	222	0	31	178	0	144	61	0	225	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325004	Tuyªt Lang H°	Tr÷ng Giáp Mãng Cái	4	29	100	0	35	35	0	62	109	0	210	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325005	Tuyªt Lang H°	Ba Luân Mãng Cái	4	139	136	0	143	61	0	141	81	0	155	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326000	Ngân Ngai Tuyªt Nguyên	Tuyªt Nguyên Lang	3	87	206	0	40	204	0	41	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326001	Ngân Ngai Tuyªt Nguyên	Ngân Ngai Tuyªt Nhân	3	82	70	0	138	192	0	105	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326002	Ngân Ngai Tuyªt Nguyên	Tuyªt Nguyên Mãng Cái	3	172	68	0	206	143	0	171	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327001	Diêm H°	Diêm H° Hùng	3	91	37	0	118	32	0	128	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327002	Diêm H°	Diêm H° NgÕc Ngß	2	42	116	0	97	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327003	Diêm H°	Oa Diêm Mµc Nhân	2	144	104	0	206	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327004	Diêm H°	Oa Diêm Kh± Công	2	70	172	0	138	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327005	Diêm H°	Y¬n Sß Giám Công	2	61	207	0	206	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327006	Diêm H°	Y¬n Sß Thü V®	2	204	200	0	214	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327007	BÕch Sa Diêm Khanh	Diêm H° Hùng	2	69	88	0	61	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327008	BÕch Sa Diêm Khanh	Diêm H° NgÕc Ngß	2	94	64	0	89	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327009	BÕch Sa Diêm Khanh	Oa Diêm Mµc Nhân	2	55	59	0	60	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327010	BÕch Sa Diêm Khanh	Oa Diêm Kh± Công	2	38	96	0	25	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327011	BÕch Sa Diêm Khanh	Y¬n Sß Giám Công	2	96	50	0	90	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327012	BÕch Sa Diêm Khanh	Y¬n Sß Thü V®	2	58	36	0	34	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327013	Hoä Di®m S½n	Tây Vñc Mã Phï	3	38	46	0	42	60	0	55	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327014	Hoä Di®m S½n	Hoang Nguyên HÕt	3	197	65	0	217	76	0	208	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327015	Hoä Di®m S½n	B¡c Phß½ng ÐÕo T£c	3	210	105	0	222	116	0	212	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327016	Hoä Di®m S½n	Dñc Ngßu	3	116	178	0	110	148	0	142	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327017	Hoä Di®m S½n	B¡c Phß½ng Cß¶ng ÐÕo	3	119	205	0	158	211	0	218	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327018	Hoä Di®m S½n	Thiªt Dñc Ngßu	3	41	180	0	89	208	0	49	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327019	Cao Xß½ng	Phª Khß Khüng HÕt	3	159	161	0	156	186	0	176	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327020	Cao Xß½ng	Tây Vñc Tát Mãn	3	214	126	0	207	118	0	221	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327021	Cao Xß½ng	Tây Vñc Vu Y	3	30	178	0	38	195	0	28	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327022	Cao Xß½ng	Tây Vñc Thiªt T£c	3	29	103	0	30	111	0	36	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327023	Cao Xß½ng	Tây Vñc Kiªp Phï	3	77	84	0	75	73	0	60	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
