INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING
675	772	11	-1	0	0	45	43	85	0	周天师		裹银武林印之蹴鞠盛会	-1	-1	-1	160	134			
676	780	11	1	0	0	30	28	70	11	林岩		青铜武林印之除恶务尽	762	-1	-1	98	105			
677	781	11	2	0	0	30	28	70	10	洪通		青铜武林印之除恶务尽	763	-1	-1	91	77			
678	782	11	3	0	0	30	28	70	12	张中行		青铜武林印之除恶务尽	764	-1	-1	78	95			
679	783	11	4	0	0	30	28	70	15	孟龙		青铜武林印之除恶务尽	765	-1	-1	96	86			
680	784	11	5	0	0	30	28	70	16	王彦		青铜武林印之除恶务尽	766	-1	-1	96	92			
681	785	11	6	0	0	30	28	70	13	本凡		青铜武林印之除恶务尽	767	-1	-1	96	86			
682	786	11	7	0	0	30	28	70	17	符敏仪		青铜武林印之除恶务尽	768	-1	-1	95	60			
683	787	11	8	0	0	30	28	70	14	秦观		青铜武林印之除恶务尽	769	-1	-1	119	152			
684	760	11	-1	0	0	30	28	70	2	祝富贵		青铜武林印之天龙周活跃	759	-1	-1	150	123			
685	717	13	-1	0	0	10	8	120	2	钱龙		贪玩的熊猫	-1	-1	-1	145	139			
686	2126	61	10	0	0	-1	10	29	592	王安歌		曼陀师门	-1	-1	-1	129	106			
687	2127	61	10	0	0	10	10	40	592	王素商		为师门而战	-1	-1	-1	140	88			
688	951	61	10	0	0	15	15	55	592	王安歌		援助嵩山	-1	-1	-1	129	106			
689	952	61	10	0	0	20	20	60	592	王安歌		援助西湖	-1	-1	-1	129	106			
690	953	61	10	0	0	25	25	65	592	王安歌		援助洱海	-1	-1	-1	129	106			
691	954	61	10	0	0	30	30	70	592	王安歌		援助雁南	-1	-1	-1	129	106			
692	955	61	10	0	0	35	35	75	592	王安歌		援助龙泉	-1	-1	-1	129	106			
693	956	61	10	0	0	40	40	80	592	王安歌		援助苍山	-1	-1	-1	129	106			
694	957	61	10	0	0	45	45	85	592	王安歌		援助雁北	-1	-1	-1	129	106			
695	958	61	10	0	0	50	50	90	592	王安歌		援助武夷	-1	-1	-1	129	106			
696	959	61	10	0	0	55	55	95	592	王安歌		援助石林	-1	-1	-1	129	106			
697	960	61	10	0	0	60	60	100	592	王安歌		援助草原	-1	-1	-1	129	106			
704	798	11	10	0	0	30	28	70	592	王安歌		青铜武林印之除恶务尽	796	-1	-1	124	114			
705	797	11	10	0	0	30	28	70	2	付劫生		青铜武林印之惩凶打图	798	-1	-1	50	175			
706	1187	11	-1	0	0	40	40	70	0	周天师		馈赠宝石	-1	-1	-1	160	134			
707	1188	11	-1	0	0	40	40	70	0	彭怀玉		尝试打孔	1187	-1	-1	177	184			
708	1189	11	-1	0	0	40	40	70	0	彭怀玉		让装备更强	1188	-1	-1	177	184			
709	1190	11	-1	0	0	45	45	70	0	周天师		馈赠珍兽技能书	-1	-1	-1	160	134			
710	1191	11	-1	0	0	45	45	70	0	云渺渺		更多的技能	1190	-1	-1	182	157			
711	1192	1	-1	0	0	60	58	120	2	钱龙		行侠仗义助新人	-1	-1	-1	145	139			
712	1400	13	-1	0	0	1	1	10	2	赵天师		初涉江湖	-1	-1	-1	160	156			
713	1401	13	-1	0	0	1	1	10	2	赵天师		第一把武器	1400	-1	-1	160	156			
714	1402	13	-1	0	0	1	1	10	2	蒲良		第一件防具	1401	-1	-1	216	135			
715	1403	13	-1	0	0	2	2	10	2	黄公道		第一次杀怪	1402	-1	-1	238	172			
716	1404	13	-1	0	0	3	3	10	2	黄公道		回访天师	1403	-1	-1	238	172			
717	1405	13	-1	0	0	3	3	10	2	赵天师		初级技能	-1	-1	-1	160	156			
718	1406	13	-1	0	0	4	4	10	2	钱龙		灵丹妙药	1405	-1	-1	145	138			
719	1407	13	-1	0	0	4	4	10	2	卢三七		剑阁猴患	1406	-1	-1	103	133			
720	1408	13	-1	0	0	5	5	10	2	高升祥		大理怪人	1407	-1	-1	58	133			
724	1423	13	-1	0	0	6	6	10	2	段延庆		何谓行善	1408	-1	-1	214	284			
725	1412	13	-1	0	0	6	6	10	2	段延庆		再访天师	1423	-1	-1	214	284			
726	1413	13	-1	0	0	7	7	10	2	赵天师		珍兽家族	-1	-1	-1	160	156			
727	1414	13	-1	0	0	7	7	10	2	云飘飘		第一只珍兽	1413	-1	-1	265	128			
728	1415	13	-1	0	0	7	7	10	2	云飘飘		抓珍兽	1414	-1	-1	265	128			
729	1416	13	-1	0	0	8	8	10	2	云飘飘		三访天师	1415	-1	-1	265	128			
730	1417	13	-1	0	0	8	8	10	2	赵天师		喜庆焰火	-1	-1	-1	160	156			
731	1418	13	-1	0	0	8	8	10	2	赵天师		大善人	1417	-1	-1	160	156			
732	1419	13	-1	0	0	9	9	10	2	钱龙		江湖问答	1418	-1	-1	145	139			
733	1420	13	-1	0	0	9	9	10	2	赵天师		最后的试炼	1419	-1	-1	160	156			
734	1421	13	-1	0	0	10	10	10	2	赵天师		十大门派	-1	-1	-1	160	156			
735	1422	13	-1	0	0	10	10	10	2	赵天师		宏大的江湖	1421	-1	-1	160	156			
738	2022	9	-1	0	0	60	58	120	2	赵天师		幸得垂青荐故交	2021	-1	-1	160	156			
739	2023	9	0	0	0	60	58	120	9	玄难		踏雪寻梅以为信	2022	-1	-1	91	71			
740	2023	9	1	0	0	60	58	120	11	庞万春		踏雪寻梅以为信	2022	-1	-1	109	59			
741	2023	9	2	0	0	60	58	120	10	奚三祁		踏雪寻梅以为信	2022	-1	-1	94	99			
742	2023	9	3	0	0	60	58	120	12	俞远山		踏雪寻梅以为信	2022	-1	-1	82	84			
743	2023	9	4	0	0	60	58	120	15	崔绿华		踏雪寻梅以为信	2022	-1	-1	98	51			
744	2023	9	5	0	0	60	58	120	16	施全		踏雪寻梅以为信	2022	-1	-1	87	70			
745	2023	9	6	0	0	60	58	120	13	本观		踏雪寻梅以为信	2022	-1	-1	97	67			
746	2023	9	7	0	0	60	58	120	17	兰剑		踏雪寻梅以为信	2022	-1	-1	88	44			
747	2023	9	8	0	0	60	58	120	14	康广陵		踏雪寻梅以为信	2022	-1	-1	125	142			
748	2024	9	0	0	0	60	58	120	9	玄阅		借香一缕悟如是	2023	-1	-1	132	142			
749	2024	9	1	0	0	60	58	120	11	莫思归		借香一缕悟如是	2023	-1	-1	50	119			
750	2024	9	2	0	0	60	58	120	10	杜少康		借香一缕悟如是	2023	-1	-1	129	112			
751	2024	9	3	0	0	60	58	120	12	碧落散人		借香一缕悟如是	2023	-1	-1	49	181			
752	2024	9	4	0	0	60	58	120	15	聚落花		借香一缕悟如是	2023	-1	-1	157	125			
753	2024	9	5	0	0	60	58	120	16	蒿莱子		借香一缕悟如是	2023	-1	-1	64	144			
754	2024	9	6	0	0	60	58	120	13	本喜		借香一缕悟如是	2023	-1	-1	58	110			
755	2024	9	7	0	0	60	58	120	17	吴森森		借香一缕悟如是	2023	-1	-1	47	102			
756	2024	9	8	0	0	60	58	120	14	艾凉河		借香一缕悟如是	2023	-1	-1	110	151			
757	2025	9	0	0	0	60	58	120	9	玄阅		化文入武择所向	2024	-1	-1	132	142			
758	2025	9	1	0	0	60	58	120	11	莫思归		化文入武择所向	2024	-1	-1	50	119			
759	2025	9	2	0	0	60	58	120	10	杜少康		化文入武择所向	2024	-1	-1	129	112			
760	2025	9	3	0	0	60	58	120	12	碧落散人		化文入武择所向	2024	-1	-1	49	181			
761	2025	9	4	0	0	60	58	120	15	聚落花		化文入武择所向	2024	-1	-1	157	125			
762	2025	9	5	0	0	60	58	120	16	蒿莱子		化文入武择所向	2024	-1	-1	64	144			
763	2025	9	6	0	0	60	58	120	13	本喜		化文入武择所向	2024	-1	-1	58	110			
764	2025	9	7	0	0	60	58	120	17	吴森森		化文入武择所向	2024	-1	-1	47	102			
765	2025	9	8	0	0	60	58	120	14	艾凉河		化文入武择所向	2024	-1	-1	110	151			
766	2026	9	0	0	0	60	58	120	9	玄阅		勘破玄机得灵识	2025	-1	-1	132	142			
767	2026	9	1	0	0	60	58	120	11	莫思归		勘破玄机得灵识	2025	-1	-1	50	119			
768	2026	9	2	0	0	60	58	120	10	杜少康		勘破玄机得灵识	2025	-1	-1	129	112			
769	2026	9	3	0	0	60	58	120	12	碧落散人		勘破玄机得灵识	2025	-1	-1	49	181			
770	2026	9	4	0	0	60	58	120	15	聚落花		勘破玄机得灵识	2025	-1	-1	157	125			
771	2026	9	5	0	0	60	58	120	16	蒿莱子		勘破玄机得灵识	2025	-1	-1	64	144			
772	2026	9	6	0	0	60	58	120	13	本喜		勘破玄机得灵识	2025	-1	-1	58	110			
773	2026	9	7	0	0	60	58	120	17	吴森森		勘破玄机得灵识	2025	-1	-1	47	102			
774	2026	9	8	0	0	60	58	120	14	艾凉河		勘破玄机得灵识	2025	-1	-1	110	151			
775	2027	9	0	0	0	60	58	120	9	玄阅		详参武道得真传	2026	-1	-1	132	142			
776	2027	9	1	0	0	60	58	120	11	莫思归		详参武道得真传	2026	-1	-1	50	119			
777	2027	9	2	0	0	60	58	120	10	杜少康		详参武道得真传	2026	-1	-1	129	112			
778	2027	9	3	0	0	60	58	120	12	碧落散人		详参武道得真传	2026	-1	-1	49	181			
779	2027	9	4	0	0	60	58	120	15	聚落花		详参武道得真传	2026	-1	-1	157	125			
780	2027	9	5	0	0	60	58	120	16	蒿莱子		详参武道得真传	2026	-1	-1	64	144			
781	2027	9	6	0	0	60	58	120	13	本喜		详参武道得真传	2026	-1	-1	58	110			
782	2027	9	7	0	0	60	58	120	17	吴森森		详参武道得真传	2026	-1	-1	47	102			
783	2027	9	8	0	0	60	58	120	14	艾凉河		详参武道得真传	2026	-1	-1	110	151			
784	2060	9	-1	0	0	85	83	120	2	云飘飘		玄武骤变危机生	-1	-1	-1	265	128			
785	2061	9	-1	0	0	85	83	120	1	云深深		云家落险侠义行	2060	-1	-1	89	139			
786	2062	9	-1	0	0	85	83	120	112	云决决		决决托志共入隙	2061	-1	-1	107	87			
787	2063	9	-1	0	0	85	83	120	578	狻猊		魂若狂颠鏖战起	2062	-1	-1	151	132			
788	2064	9	-1	0	0	85	83	120	112	云决决		魂尽化玉疑云出	2063	-1	-1	107	87			
789	2065	9	-1	0	0	85	83	120	2	云飘飘		天降大任赴青丘	2064	-1	-1	265	128			
790	2066	9	-1	0	0	85	83	120	1	云兰舟		青丘四战澄赤心	2065	-1	-1	135	81			
791	2067	9	-1	0	0	85	83	120	1	云兰舟		四性皆具习秘术	2066	-1	-1	135	81			
792	2068	9	-1	0	0	85	83	120	1	云深深		生死浮沉魂升时	2067	-1	-1	89	139			
793	2069	9	-1	0	0	85	83	120	1	云深深		意满知天觉魂境	2068	-1	-1	89	139			
794	2070	9	-1	0	0	85	83	120	1	云深深		两仪归合淬魂期	2069	-1	-1	89	139			
795	2071	9	-1	0	0	85	83	120	1	云深深		天地相合融魂兮	2070	-1	-1	89	139			
796	2072	9	-1	0	0	85	83	120	1	云深深		乌云犹散似未平	2071	-1	-1	89	139			
797	2080	9	0	0	0	65	63	120	9	玄篱		入世方能悟玄机·金刚	2079	-1	-1	73	149			
798	2080	9	0	0	0	65	63	120	9	玄阅		入世方能悟玄机·罗汉	2079	-1	-1	132	142			
799	2080	9	1	0	0	65	63	120	11	莫思归		入世方能悟玄机·天罗	2079	-1	-1	50	119			
800	2080	9	1	0	0	65	63	120	11	林焱		入世方能悟玄机·血戾	2079	-1	-1	131	138			
801	2080	9	2	0	0	65	63	120	10	杜少康		入世方能悟玄机·酒狂	2079	-1	-1	129	112			
802	2080	9	2	0	0	65	63	120	10	路老大		入世方能悟玄机·行侠	2079	-1	-1	55	135			
803	2080	9	3	0	0	65	63	120	12	碧落散人		入世方能悟玄机·凭虚	2079	-1	-1	49	181			
804	2080	9	3	0	0	65	63	120	12	逐浪散人		入世方能悟玄机·摘星	2079	-1	-1	46	130			
805	2080	9	4	0	0	65	63	120	15	聚落花		入世方能悟玄机·沁芳	2079	-1	-1	157	125			
806	2080	9	4	0	0	65	63	120	15	苏戈		入世方能悟玄机·清音	2079	-1	-1	131	100			
807	2080	9	5	0	0	65	63	120	16	蒿莱子		入世方能悟玄机·寒冥	2079	-1	-1	64	144			
808	2080	9	5	0	0	65	63	120	16	莲舟子		入世方能悟玄机·九厄	2079	-1	-1	70	111			
809	2080	9	6	0	0	65	63	120	13	本喜		入世方能悟玄机·龙威	2079	-1	-1	58	110			
810	2080	9	6	0	0	65	63	120	13	本然		入世方能悟玄机·菩天	2079	-1	-1	38	109			
811	2080	9	7	0	0	65	63	120	17	吴森森		入世方能悟玄机·霜凝	2079	-1	-1	47	102			
812	2080	9	7	0	0	65	63	120	17	吴淼淼		入世方能悟玄机·雪隐	2079	-1	-1	53	118			
813	2080	9	8	0	0	65	63	120	14	艾凉河		入世方能悟玄机·逸仙	2079	-1	-1	110	151			
814	2080	9	8	0	0	65	63	120	14	秦烟萝		入世方能悟玄机·明鬼	2079	-1	-1	95	127			
815	750	61	10	0	0	45	43	85	592	王安歌		招无虚发	-1	-1	-1	129	106			
816	751	61	10	0	0	45	43	85	592	王安歌		折木裂石	750	-1	-1	129	106			
817	752	61	10	0	0	45	43	85	592	王安歌		铜墙铁壁	751	-1	-1	129	106			
818	753	61	10	0	0	45	43	85	592	王安歌		百影残踪	752	-1	-1	129	106			
819	754	61	10	0	0	45	43	85	592	王安歌		稳若泰山	753	-1	-1	129	106			
820	755	61	10	0	0	45	43	85	592	王安歌		气纳山河	754	-1	-1	129	106			
821	2023	9	10	0	0	60	58	120	592	王和铃		踏雪寻梅以为信	2022	-1	-1	155	114			
822	2024	9	10	0	0	60	58	120	592	嵇扶光		借香一缕悟如是	2023	-1	-1	183	132			
823	2025	9	10	0	0	60	58	120	592	嵇扶光		化文入武择所向	2024	-1	-1	183	132			
824	2026	9	10	0	0	60	58	120	592	嵇扶光		勘破玄机得灵识	2025	-1	-1	183	132			
825	2027	9	10	0	0	60	58	120	592	嵇扶光		详参武道得真传	2026	-1	-1	183	132			
826	2080	9	10	0	0	65	63	120	592	嵇聆风		入世方能悟玄机·晚籁	2079	-1	-1	185	142			
827	2080	9	10	0	0	65	63	120	592	嵇扶光		入世方能悟玄机·昭明	2079	-1	-1	183	132			
828	796	61	10	0	0	30	28	70	2	祝富贵		青铜武林印之相助师门	760	-1	-1	150	123			
854	2161	9	-1	0	0	85	83	120	613	墨知愁		系帛书	-1	-1	-1	63	53			
855	2162	9	-1	0	0	85	83	120	613	墨知愁		寻探横崖	2161	-1	-1	63	53			
856	2163	9	-1	0	0	85	83	120	613	墨知愁		故人行云	2162	-1	-1	63	53			
857	2164	9	-1	0	0	85	83	120	614	江行云		枫木裂甲	2163	-1	-1	37	119			
858	2165	9	-1	0	0	85	83	120	615	阮枫眠		牵连	2164	-1	-1	65	52			
859	2166	9	-1	0	0	85	83	120	615	阮枫眠		关情	2165	-1	-1	65	52			
860	2167	9	-1	0	0	85	83	120	613	墨知愁		残棋并盘局难解	2166	-1	-1	63	53			
861	2168	9	-1	0	0	85	83	120	14	苏星河		聆过星河山月明	2167	-1	-1	125	144			
862	2169	9	-1	0	0	85	83	120	613	墨知愁		丹心无意揭秘术(墨知愁篇)	2168	-1	-1	63	53			
863	2169	9	-1	0	0	85	83	120	614	江行云		丹心无意揭秘术(江行云篇)	2168	-1	-1	37	119			
864	2169	9	-1	0	0	85	83	120	615	阮枫眠		丹心无意揭秘术(阮枫眠篇)	2168	-1	-1	65	52			
865	2170	9	-1	0	0	85	83	120	613	墨知愁		铸造灵武伴我行（墨知愁篇）	2169	-1	-1	63	53			
866	2170	9	-1	0	0	85	83	120	614	江行云		铸造灵武伴我行（江行云篇）	2169	-1	-1	37	119			
867	2170	9	-1	0	0	85	83	120	615	阮枫眠		铸造灵武伴我行（阮枫眠篇）	2169	-1	-1	65	52			
868	2171	9	-1	0	0	85	83	120	613	墨知愁		天鉴落何处（墨知愁篇）	2170	-1	-1	63	53			
869	2171	9	-1	0	0	85	83	120	614	江行云		天鉴落何处（江行云篇）	2170	-1	-1	37	119			
870	2171	9	-1	0	0	85	83	120	615	阮枫眠		天鉴落何处（阮枫眠篇）	2170	-1	-1	65	52			
871	2172	9	-1	0	0	85	83	120	613	墨知愁		谷中灵猊（墨知愁篇）	2171	-1	-1	63	53			
872	2172	9	-1	0	0	85	83	120	614	江行云		谷中灵猊（江行云篇）	2171	-1	-1	37	119			
873	2172	9	-1	0	0	85	83	120	615	阮枫眠		谷中灵猊（阮枫眠篇）	2171	-1	-1	65	52			
874	2173	9	-1	0	0	85	83	120	613	墨知愁		离心扰秋山（墨知愁篇）	2172	-1	-1	63	53			
875	2173	9	-1	0	0	85	83	120	614	江行云		离心扰秋山（江行云篇）	2172	-1	-1	37	119			
876	2173	9	-1	0	0	85	83	120	615	阮枫眠		离心扰秋山（阮枫眠篇）	2172	-1	-1	65	52			
877	2174	9	-1	0	0	85	83	120	615	阮枫眠		隐情	2173	-1	-1	65	52			
878	2175	9	-1	0	0	85	83	120	613	墨知愁		此生难有千年寿	2174	-1	-1	63	53			
879	2176	9	-1	0	0	85	83	120	613	墨知愁		一夕魂梦十年期	2175	-1	-1	63	53			
880	2177	9	-1	0	0	85	83	120	613	墨知愁		再向人间寻旧迹	2176	-1	-1	63	53			
881	2178	9	-1	0	0	85	83	120	613	墨知愁		少年清梦拓青碑	2177	-1	-1	63	53			
882	2190	9	-1	0	0	30	28	120	0	柳如馨		结缘挚友知几何	-1	-1	-1	175	71			
883	2191	9	-1	0	0	30	28	120	0	柳如馨		初结挚友试真心	2190	-1	-1	175	71			
884	2189	9	-1	0	0	30	28	120	0	柳如馨		结缘挚友	2190	-1	-1	175	71			
885	2197	9	-1	0	0	20	18	120	0	月老		选择婚礼	-1	-1	-1	40	56			
886	2210	9	0	0	0	70	68	120	9	玄篱		闻讯精武共参研	2080	-1	-1	73	149			
887	2210	9	0	0	0	70	68	120	9	玄阅		闻讯精武共参研	2080	-1	-1	132	142			
888	2210	9	1	0	0	70	68	120	11	莫思归		闻讯精武共参研	2080	-1	-1	50	119			
889	2210	9	1	0	0	70	68	120	11	林焱		闻讯精武共参研	2080	-1	-1	131	138			
890	2210	9	2	0	0	70	68	120	10	杜少康		闻讯精武共参研	2080	-1	-1	129	112			
891	2210	9	2	0	0	70	68	120	10	路老大		闻讯精武共参研	2080	-1	-1	55	135			
892	2210	9	3	0	0	70	68	120	12	碧落散人		闻讯精武共参研	2080	-1	-1	49	181			
893	2210	9	3	0	0	70	68	120	12	逐浪散人		闻讯精武共参研	2080	-1	-1	46	130			
894	2210	9	4	0	0	70	68	120	15	聚落花		闻讯精武共参研	2080	-1	-1	157	125			
895	2210	9	4	0	0	70	68	120	15	苏戈		闻讯精武共参研	2080	-1	-1	131	100			
896	2210	9	5	0	0	70	68	120	16	蒿莱子		闻讯精武共参研	2080	-1	-1	64	144			
897	2210	9	5	0	0	70	68	120	16	莲舟子		闻讯精武共参研	2080	-1	-1	70	111			
898	2210	9	6	0	0	70	68	120	13	本喜		闻讯精武共参研	2080	-1	-1	58	110			
899	2210	9	6	0	0	70	68	120	13	本然		闻讯精武共参研	2080	-1	-1	38	109			
900	2210	9	7	0	0	70	68	120	17	吴森森		闻讯精武共参研	2080	-1	-1	47	102			
901	2210	9	7	0	0	70	68	120	17	吴淼淼		闻讯精武共参研	2080	-1	-1	53	118			
902	2210	9	8	0	0	70	68	120	14	艾凉河		闻讯精武共参研	2080	-1	-1	110	151			
903	2210	9	8	0	0	70	68	120	14	秦烟萝		闻讯精武共参研	2080	-1	-1	95	127			
904	2210	9	10	0	0	70	68	120	592	嵇聆风		闻讯精武共参研	2080	-1	-1	185	142			
905	2210	9	10	0	0	70	68	120	592	嵇扶光		闻讯精武共参研	2080	-1	-1	183	132			
906	2211	9	0	0	0	70	68	120	9	玄篱		拨云睹日见真章	2210	-1	-1	73	149			
907	2211	9	0	0	0	70	68	120	9	玄阅		拨云睹日见真章	2210	-1	-1	132	142			
908	2211	9	1	0	0	70	68	120	11	莫思归		拨云睹日见真章	2210	-1	-1	50	119			
909	2211	9	1	0	0	70	68	120	11	林焱		拨云睹日见真章	2210	-1	-1	131	138			
910	2211	9	2	0	0	70	68	120	10	杜少康		拨云睹日见真章	2210	-1	-1	129	112			
911	2211	9	2	0	0	70	68	120	10	路老大		拨云睹日见真章	2210	-1	-1	55	135			
912	2211	9	3	0	0	70	68	120	12	碧落散人		拨云睹日见真章	2210	-1	-1	49	181			
913	2211	9	3	0	0	70	68	120	12	逐浪散人		拨云睹日见真章	2210	-1	-1	46	130			
914	2211	9	4	0	0	70	68	120	15	聚落花		拨云睹日见真章	2210	-1	-1	157	125			
915	2211	9	4	0	0	70	68	120	15	苏戈		拨云睹日见真章	2210	-1	-1	131	100			
916	2211	9	5	0	0	70	68	120	16	蒿莱子		拨云睹日见真章	2210	-1	-1	64	144			
917	2211	9	5	0	0	70	68	120	16	莲舟子		拨云睹日见真章	2210	-1	-1	70	111			
918	2211	9	6	0	0	70	68	120	13	本喜		拨云睹日见真章	2210	-1	-1	58	110			
919	2211	9	6	0	0	70	68	120	13	本然		拨云睹日见真章	2210	-1	-1	38	109			
920	2211	9	7	0	0	70	68	120	17	吴森森		拨云睹日见真章	2210	-1	-1	47	102			
921	2211	9	7	0	0	70	68	120	17	吴淼淼		拨云睹日见真章	2210	-1	-1	53	118			
922	2211	9	8	0	0	70	68	120	14	艾凉河		拨云睹日见真章	2210	-1	-1	110	151			
923	2211	9	8	0	0	70	68	120	14	秦烟萝		拨云睹日见真章	2210	-1	-1	95	127			
924	2211	9	10	0	0	70	68	120	592	嵇聆风		拨云睹日见真章	2210	-1	-1	185	142			
925	2211	9	10	0	0	70	68	120	592	嵇扶光		拨云睹日见真章	2210	-1	-1	183	132			
926	2251	9	-1	0	0	50	48	120	0	艾方		江湖盟会（临仙楼）	-1	-1	-1	184	214			
927	2251	9	-1	0	0	50	48	120	0	辛夷		江湖盟会（悬壶斋）	-1	-1	-1	201	214			
928	2251	9	-1	0	0	50	48	120	0	承影		江湖盟会（铸权宗）	-1	-1	-1	237	214			
929	2251	9	-1	0	0	50	48	120	0	公输琢		江湖盟会（拙巧堂）	-1	-1	-1	230	208			
930	2252	9	-1	0	0	50	48	120	0	艾方		择愿而行（临仙楼）	2251	-1	-1	184	214			
931	2252	9	-1	0	0	50	48	120	0	辛夷		择愿而行（悬壶斋）	2251	-1	-1	201	214			
932	2252	9	-1	0	0	50	48	120	0	承影		择愿而行（铸权宗）	2251	-1	-1	237	214			
933	2252	9	-1	0	0	50	48	120	0	公输琢		择愿而行（拙巧堂）	2251	-1	-1	230	208			
934	2255	9	-1	0	0	50	48	120	0	艾方		宝店问材（临仙楼）	2252	-1	-1	184	214			
935	2255	9	-1	0	0	50	48	120	0	辛夷		宝店问材（悬壶斋）	2252	-1	-1	201	214			
936	2255	9	-1	0	0	50	48	120	0	承影		宝店问材（铸权宗）	2252	-1	-1	237	214			
937	2255	9	-1	0	0	50	48	120	0	公输琢		宝店问材（拙巧堂）	2252	-1	-1	230	208			
938	2253	9	-1	0	0	50	48	120	0	艾方		寻访地材（临仙楼）	2255	-1	-1	184	214			
939	2253	9	-1	0	0	50	48	120	0	辛夷		寻访地材（悬壶斋）	2255	-1	-1	201	214			
940	2253	9	-1	0	0	50	48	120	0	承影		寻访地材（铸权宗）	2255	-1	-1	237	214			
941	2253	9	-1	0	0	50	48	120	0	公输琢		寻访地材（拙巧堂）	2255	-1	-1	230	208			
942	2254	9	-1	0	0	50	48	120	0	艾方		纵世神工（临仙楼）	2253	-1	-1	184	214			
943	2254	9	-1	0	0	50	48	120	0	辛夷		纵世神工（悬壶斋）	2253	-1	-1	201	214			
944	2254	9	-1	0	0	50	48	120	0	承影		纵世神工（铸权宗）	2253	-1	-1	237	214			
945	2254	9	-1	0	0	50	48	120	0	公输琢		纵世神工（拙巧堂）	2253	-1	-1	230	208			
946	2265	9	-1	0	0	50	48	120	1	百晓生		再询百晓	-1	-1	-1	150	208			
947	2266	9	-1	0	0	50	48	120	1	百晓生		回渡青丘	2265	-1	-1	150	208			
948	2267	9	-1	0	0	50	48	120	1	百晓生		复问苍山	2266	-1	-1	150	208			
949	2268	9	-1	0	0	50	48	120	1	百晓生		重登龙塔	2267	-1	-1	150	208			
950	2269	9	-1	0	0	50	48	120	1	百晓生		剑纵天下	2268	-1	-1	150	208			
