INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1018218	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	163	1	67;68	80	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018219	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	164	1	67;68	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018220	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_01}%n#{MRF_DE_02}	    %n#{MRF_DE_07}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	165	1	69	60	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018221	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_01}%n#{MRF_DE_02}	    %n#{MRF_DE_07}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	166	1	69	70	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018222	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_01}%n#{MRF_DE_02}	    %n#{MRF_DE_07}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	167	1	69	80	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018223	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_01}%n#{MRF_DE_02}	    %n#{MRF_DE_07}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	168	1	69	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018224	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	169	1	70;71;72	60	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018225	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	170	1	70;71;72	70	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018226	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	171	1	70;71;72	80	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018227	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	172	1	70;71;72	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018228	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	173	1	73;74;75;76	60	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018229	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	174	1	73;74;75;76	70	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018230	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	175	1	73;74;75;76	80	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018231	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	176	1	73;74;75;76	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018232	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	177	1	77;78	60	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018233	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	178	1	77;78	70	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018234	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	179	1	77;78	80	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018235	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	Mµ Dung Phøc	0	180	1	77;78	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018300	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	181	1	79	60	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018301	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	182	1	79	70	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018302	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	183	1	79	80	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018303	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	184	1	79	90	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018304	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	185	1	80	60	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018305	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	186	1	80	70	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018306	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	187	1	80	80	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018307	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	188	1	80	90	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018308	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	189	1	81	60	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018309	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	190	1	81	70	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018310	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	191	1	81	80	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018311	101	10	0	1	0	1	54	265	Nh§n nhi®m vø	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	Di®p Nh¸ Nß½ng	0	192	1	81	90	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018350	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	    #{YCGZ_DE_01}%n#{YCGZ_DE_02}	    #{YCGZ_DE_03}%R#{YCGZ_DE_04}%n#{YCGZ_DE_05}	1	#{RW_20080321_23}	    #{YCGZ_DE_06}%R#{YCGZ_DE_07}	0		0	Hách Liên Thiªt Thø	0	193	1	82;83	70	-1	-1	-1	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004409	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018351	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	    #{YCGZ_DE_01}%n#{YCGZ_DE_02}	    #{YCGZ_DE_03}%R#{YCGZ_DE_04}%n#{YCGZ_DE_05}	1	#{RW_20080321_23}	    #{YCGZ_DE_06}%R#{YCGZ_DE_07}	0		0	Hách Liên Thiªt Thø	0	194	1	82;83	80	-1	-1	-1	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004409	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018352	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	    #{YCGZ_DE_01}%n#{YCGZ_DE_02}	    #{YCGZ_DE_03}%R#{YCGZ_DE_04}%n#{YCGZ_DE_05}	1	#{RW_20080321_23}	    #{YCGZ_DE_06}%R#{YCGZ_DE_07}	0		0	Hách Liên Thiªt Thø	0	195	1	82;83	90	-1	-1	-1	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004409	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018360	101	10	0	1	0	1	250	168	Nhi®m Vø Chung Linh	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	Chung Linh	0	196	1	84;85;86;87;88;89	20	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018361	101	10	0	1	0	1	250	168	Nhi®m Vø Chung Linh	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	Chung Linh	0	197	1	84;85;86;87;88;89	30	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018362	101	10	0	1	0	1	250	168	Nhi®m Vø Chung Linh	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	Chung Linh	0	198	1	84;85;86;87;88;89	40	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018363	101	10	0	1	0	1	250	168	Nhi®m Vø Chung Linh	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	Chung Linh	0	199	1	84;85;86;87;88;89	50	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018364	101	10	0	1	0	1	250	168	Nhi®m Vø Chung Linh	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	Chung Linh	0	200	1	84;85;86;87;88;89	60	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018365	101	10	0	1	0	1	250	168	Nhi®m Vø Chung Linh	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	Chung Linh	0	201	1	84;85;86;87;88;89	70	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018366	101	10	0	1	0	1	250	168	Nhi®m Vø Chung Linh	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	Chung Linh	0	202	1	84;85;86;87;88;89	80	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018367	101	10	0	1	0	1	250	168	Nhi®m Vø Chung Linh	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	Chung Linh	0	203	1	84;85;86;87;88;89	90	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018400	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_04}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	Vß½ng Phu Nhân	0	219	1	98;99;100;101;102	30	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018401	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_04}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	Vß½ng Phu Nhân	0	220	1	98;99;100;101;102	40	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
1018402	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_04}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	Vß½ng Phu Nhân	0	221	1	98;99;100;101;102	50	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
