INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
32163	帮会女弟子	0	140	1544	0	10	0	-1	9	20	1	0.1	-1	0	5841	2194	5841	2194	45312	5310	0	0	3402	324	14	14	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	149	1641	4972	2335	4972	2335	48215	1	28	10	0	0	2	5	0	0	0	-1
32164	帮会女弟子	0	150	1641	0	10	0	-1	9	20	1	0.1	-1	0	6256	2351	6256	2351	48537	5688	0	0	3643	347	15	15	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	159	1641	5304	2491	5304	2491	51440	1	28	10	0	0	2	5	0	0	0	-1
32165	帮会女弟子	0	160	1641	0	10	0	-1	9	20	1	0.1	-1	0	6672	2507	6672	2507	51763	6066	0	0	3885	370	16	16	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	169	1641	5637	2647	5637	2647	54666	1	28	10	0	0	2	5	0	0	0	-1
32166	帮会女弟子	0	170	1641	0	10	0	-1	9	20	1	0.1	-1	0	7088	2663	7088	2663	54988	6444	0	0	4127	393	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	179	1641	5970	2804	5970	2804	57891	1	28	10	0	0	2	5	0	0	0	-1
32167	帮会女弟子	0	180	1641	0	10	0	-1	9	20	1	0.1	-1	0	7504	2819	7504	2819	58214	6822	0	0	4369	416	18	18	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	189	1641	6302	2960	6302	2960	61117	1	28	10	0	0	2	5	0	0	0	-1
32168	帮会女弟子	0	190	1641	0	10	0	-1	9	20	1	0.1	-1	0	7919	2975	7919	2975	61440	7200	0	0	4611	439	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	199	1641	6635	3116	6635	3116	64343	1	28	10	0	0	2	5	0	0	0	-1
32169	帮会女弟子	0	200	1641	0	10	0	-1	9	20	1	0.1	-1	0	8335	3132	8335	3132	64665	7578	0	0	4853	462	20	20	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	209	1641	6668	3132	6668	3132	64665	1	28	10	0	0	2	5	0	0	0	-1
32170	少林弟子	0	105	1160	0	10	0	-1	8	20	1	0.1	-1	0	4385	1647	4385	1647	31896	3987	0	0	2555	243	11	11	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	114	1265	3807	1788	3807	1788	36925	1	0	10	0	0	2	5	0	0	0	-1
32171	少林弟子	0	115	1276	0	10	0	-1	8	20	1	0.1	-1	0	4801	1804	4801	1804	37248	4365	0	0	2797	266	12	12	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	124	1373	4140	1944	4140	1944	40151	1	0	10	0	0	2	5	0	0	0	-1
32172	少林弟子	0	125	1383	0	10	0	-1	8	20	1	0.1	-1	0	5217	1960	5217	1960	40473	4743	0	0	3039	289	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	134	1480	4473	2101	4473	2101	43376	1	0	10	0	0	2	5	0	0	0	-1
32173	少林弟子	0	135	1490	0	10	0	-1	8	20	1	0.1	-1	0	5633	2116	5633	2116	43699	5121	0	0	3281	312	14	14	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	144	1587	4805	2257	4805	2257	46602	1	0	10	0	0	2	5	0	0	0	-1
32174	少林弟子	0	145	1597	0	10	0	-1	8	20	1	0.1	-1	0	6048	2272	6048	2272	46924	5499	0	0	3522	335	15	15	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	154	1641	5138	2413	5138	2413	49827	1	0	10	0	0	2	5	0	0	0	-1
32175	少林弟子	0	155	1641	0	10	0	-1	8	20	1	0.1	-1	0	6464	2429	6464	2429	50150	5877	0	0	3764	358	16	16	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	164	1641	5471	2569	5471	2569	53053	1	0	10	0	0	2	5	0	0	0	-1
32176	少林弟子	0	165	1641	0	10	0	-1	8	20	1	0.1	-1	0	6880	2585	6880	2585	53376	6255	0	0	4006	381	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	174	1641	5803	2726	5803	2726	56279	1	0	10	0	0	2	5	0	0	0	-1
32177	少林弟子	0	175	1641	0	10	0	-1	8	20	1	0.1	-1	0	7296	2741	7296	2741	56601	6633	0	0	4248	404	18	18	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	184	1641	6136	2882	6136	2882	59504	1	0	10	0	0	2	5	0	0	0	-1
32178	少林弟子	0	185	1641	0	10	0	-1	8	20	1	0.1	-1	0	7712	2897	7712	2897	59827	7011	0	0	4490	427	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	194	1641	6469	3038	6469	3038	62730	1	0	10	0	0	2	5	0	0	0	-1
32179	少林弟子	0	195	1641	0	10	0	-1	8	20	1	0.1	-1	0	8127	3054	8127	3054	63052	7389	0	0	4732	450	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	204	1641	6668	3132	6668	3132	64665	1	0	10	0	0	2	5	0	0	0	-1
32180	明教弟子	0	105	1160	0	10	0	-1	8	20	1	0.1	-1	0	4385	1647	4385	1647	31896	3987	0	0	2555	243	11	11	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_17	1200	2400	114	1265	3807	1788	3807	1788	36925	1	0	10	0	0	2	5	0	0	0	-1
32181	明教弟子	0	115	1276	0	10	0	-1	8	20	1	0.1	-1	0	4801	1804	4801	1804	37248	4365	0	0	2797	266	12	12	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	124	1373	4140	1944	4140	1944	40151	1	0	10	0	0	2	5	0	0	0	-1
32182	明教弟子	0	125	1383	0	10	0	-1	8	20	1	0.1	-1	0	5217	1960	5217	1960	40473	4743	0	0	3039	289	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	134	1480	4473	2101	4473	2101	43376	1	0	10	0	0	2	5	0	0	0	-1
32183	明教弟子	0	135	1490	0	10	0	-1	8	20	1	0.1	-1	0	5633	2116	5633	2116	43699	5121	0	0	3281	312	14	14	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	144	1587	4805	2257	4805	2257	46602	1	0	10	0	0	2	5	0	0	0	-1
32184	明教弟子	0	145	1597	0	10	0	-1	8	20	1	0.1	-1	0	6048	2272	6048	2272	46924	5499	0	0	3522	335	15	15	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	154	1641	5138	2413	5138	2413	49827	1	0	10	0	0	2	5	0	0	0	-1
32185	明教弟子	0	155	1641	0	10	0	-1	8	20	1	0.1	-1	0	6464	2429	6464	2429	50150	5877	0	0	3764	358	16	16	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	164	1641	5471	2569	5471	2569	53053	1	0	10	0	0	2	5	0	0	0	-1
32186	明教弟子	0	165	1641	0	10	0	-1	8	20	1	0.1	-1	0	6880	2585	6880	2585	53376	6255	0	0	4006	381	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	174	1641	5803	2726	5803	2726	56279	1	0	10	0	0	2	5	0	0	0	-1
32187	明教弟子	0	175	1641	0	10	0	-1	8	20	1	0.1	-1	0	7296	2741	7296	2741	56601	6633	0	0	4248	404	18	18	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	184	1641	6136	2882	6136	2882	59504	1	0	10	0	0	2	5	0	0	0	-1
32188	明教弟子	0	185	1641	0	10	0	-1	8	20	1	0.1	-1	0	7712	2897	7712	2897	59827	7011	0	0	4490	427	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	194	1641	6469	3038	6469	3038	62730	1	0	10	0	0	2	5	0	0	0	-1
32189	明教弟子	0	195	1641	0	10	0	-1	8	20	1	0.1	-1	0	8127	3054	8127	3054	63052	7389	0	0	4732	450	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1606	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	204	1641	6668	3132	6668	3132	64665	1	0	10	0	0	2	5	0	0	0	-1
32190	丐帮弟子	0	105	1160	0	10	0	-1	8	20	1	0.1	-1	0	4385	1647	4385	1647	31896	3987	0	0	2555	243	11	11	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	114	1265	3807	1788	3807	1788	36925	1	0	10	0	0	2	5	0	0	0	-1
32191	丐帮弟子	0	115	1276	0	10	0	-1	8	20	1	0.1	-1	0	4801	1804	4801	1804	37248	4365	0	0	2797	266	12	12	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	124	1373	4140	1944	4140	1944	40151	1	0	10	0	0	2	5	0	0	0	-1
32192	丐帮弟子	0	125	1383	0	10	0	-1	8	20	1	0.1	-1	0	5217	1960	5217	1960	40473	4743	0	0	3039	289	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	134	1480	4473	2101	4473	2101	43376	1	0	10	0	0	2	5	0	0	0	-1
32193	丐帮弟子	0	135	1490	0	10	0	-1	8	20	1	0.1	-1	0	5633	2116	5633	2116	43699	5121	0	0	3281	312	14	14	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	144	1587	4805	2257	4805	2257	46602	1	0	10	0	0	2	5	0	0	0	-1
32194	丐帮弟子	0	145	1597	0	10	0	-1	8	20	1	0.1	-1	0	6048	2272	6048	2272	46924	5499	0	0	3522	335	15	15	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	154	1641	5138	2413	5138	2413	49827	1	0	10	0	0	2	5	0	0	0	-1
32195	丐帮弟子	0	155	1641	0	10	0	-1	8	20	1	0.1	-1	0	6464	2429	6464	2429	50150	5877	0	0	3764	358	16	16	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	164	1641	5471	2569	5471	2569	53053	1	0	10	0	0	2	5	0	0	0	-1
32196	丐帮弟子	0	165	1641	0	10	0	-1	8	20	1	0.1	-1	0	6880	2585	6880	2585	53376	6255	0	0	4006	381	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	174	1641	5803	2726	5803	2726	56279	1	0	10	0	0	2	5	0	0	0	-1
32197	丐帮弟子	0	175	1641	0	10	0	-1	8	20	1	0.1	-1	0	7296	2741	7296	2741	56601	6633	0	0	4248	404	18	18	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	184	1641	6136	2882	6136	2882	59504	1	0	10	0	0	2	5	0	0	0	-1
32198	丐帮弟子	0	185	1641	0	10	0	-1	8	20	1	0.1	-1	0	7712	2897	7712	2897	59827	7011	0	0	4490	427	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	194	1641	6469	3038	6469	3038	62730	1	0	10	0	0	2	5	0	0	0	-1
32199	丐帮弟子	0	195	1641	0	10	0	-1	8	20	1	0.1	-1	0	8127	3054	8127	3054	63052	7389	0	0	4732	450	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1605	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_7	1200	2400	204	1641	6668	3132	6668	3132	64665	1	0	10	0	0	2	5	0	0	0	-1
32200	武当弟子	0	105	1160	0	10	0	-1	8	20	1	0.1	-1	0	4385	1647	4385	1647	31896	3987	0	0	2555	243	11	11	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	114	1265	3807	1788	3807	1788	36925	1	0	10	0	0	2	5	0	0	0	-1
32201	武当弟子	0	115	1276	0	10	0	-1	8	20	1	0.1	-1	0	4801	1804	4801	1804	37248	4365	0	0	2797	266	12	12	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	124	1373	4140	1944	4140	1944	40151	1	0	10	0	0	2	5	0	0	0	-1
32202	武当弟子	0	125	1383	0	10	0	-1	8	20	1	0.1	-1	0	5217	1960	5217	1960	40473	4743	0	0	3039	289	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	134	1480	4473	2101	4473	2101	43376	1	0	10	0	0	2	5	0	0	0	-1
32203	武当弟子	0	135	1490	0	10	0	-1	8	20	1	0.1	-1	0	5633	2116	5633	2116	43699	5121	0	0	3281	312	14	14	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	144	1587	4805	2257	4805	2257	46602	1	0	10	0	0	2	5	0	0	0	-1
32204	武当弟子	0	145	1597	0	10	0	-1	8	20	1	0.1	-1	0	6048	2272	6048	2272	46924	5499	0	0	3522	335	15	15	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	154	1641	5138	2413	5138	2413	49827	1	0	10	0	0	2	5	0	0	0	-1
32205	武当弟子	0	155	1641	0	10	0	-1	8	20	1	0.1	-1	0	6464	2429	6464	2429	50150	5877	0	0	3764	358	16	16	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	164	1641	5471	2569	5471	2569	53053	1	0	10	0	0	2	5	0	0	0	-1
32206	武当弟子	0	165	1641	0	10	0	-1	8	20	1	0.1	-1	0	6880	2585	6880	2585	53376	6255	0	0	4006	381	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	174	1641	5803	2726	5803	2726	56279	1	0	10	0	0	2	5	0	0	0	-1
32207	武当弟子	0	175	1641	0	10	0	-1	8	20	1	0.1	-1	0	7296	2741	7296	2741	56601	6633	0	0	4248	404	18	18	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	184	1641	6136	2882	6136	2882	59504	1	0	10	0	0	2	5	0	0	0	-1
32208	武当弟子	0	185	1641	0	10	0	-1	8	20	1	0.1	-1	0	7712	2897	7712	2897	59827	7011	0	0	4490	427	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	194	1641	6469	3038	6469	3038	62730	1	0	10	0	0	2	5	0	0	0	-1
32209	武当弟子	0	195	1641	0	10	0	-1	8	20	1	0.1	-1	0	8127	3054	8127	3054	63052	7389	0	0	4732	450	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1609	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	204	1641	6668	3132	6668	3132	64665	1	0	10	0	0	2	5	0	0	0	-1
32210	峨嵋弟子	0	105	1160	0	10	0	-1	8	20	1	0.1	-1	0	4385	1647	4385	1647	31896	3987	0	0	2555	243	11	11	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	114	1265	3807	1788	3807	1788	36925	1	0	10	0	0	2	5	0	0	0	-1
32211	峨嵋弟子	0	115	1276	0	10	0	-1	8	20	1	0.1	-1	0	4801	1804	4801	1804	37248	4365	0	0	2797	266	12	12	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	124	1373	4140	1944	4140	1944	40151	1	0	10	0	0	2	5	0	0	0	-1
32212	峨嵋弟子	0	125	1383	0	10	0	-1	8	20	1	0.1	-1	0	5217	1960	5217	1960	40473	4743	0	0	3039	289	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	134	1480	4473	2101	4473	2101	43376	1	0	10	0	0	2	5	0	0	0	-1
32213	峨嵋弟子	0	135	1490	0	10	0	-1	8	20	1	0.1	-1	0	5633	2116	5633	2116	43699	5121	0	0	3281	312	14	14	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	144	1587	4805	2257	4805	2257	46602	1	0	10	0	0	2	5	0	0	0	-1
32214	峨嵋弟子	0	145	1597	0	10	0	-1	8	20	1	0.1	-1	0	6048	2272	6048	2272	46924	5499	0	0	3522	335	15	15	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	154	1641	5138	2413	5138	2413	49827	1	0	10	0	0	2	5	0	0	0	-1
32215	峨嵋弟子	0	155	1641	0	10	0	-1	8	20	1	0.1	-1	0	6464	2429	6464	2429	50150	5877	0	0	3764	358	16	16	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	164	1641	5471	2569	5471	2569	53053	1	0	10	0	0	2	5	0	0	0	-1
32216	峨嵋弟子	0	165	1641	0	10	0	-1	8	20	1	0.1	-1	0	6880	2585	6880	2585	53376	6255	0	0	4006	381	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	174	1641	5803	2726	5803	2726	56279	1	0	10	0	0	2	5	0	0	0	-1
32217	峨嵋弟子	0	175	1641	0	10	0	-1	8	20	1	0.1	-1	0	7296	2741	7296	2741	56601	6633	0	0	4248	404	18	18	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	184	1641	6136	2882	6136	2882	59504	1	0	10	0	0	2	5	0	0	0	-1
32218	峨嵋弟子	0	185	1641	0	10	0	-1	8	20	1	0.1	-1	0	7712	2897	7712	2897	59827	7011	0	0	4490	427	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	194	1641	6469	3038	6469	3038	62730	1	0	10	0	0	2	5	0	0	0	-1
32219	峨嵋弟子	0	195	1641	0	10	0	-1	8	20	1	0.1	-1	0	8127	3054	8127	3054	63052	7389	0	0	4732	450	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1604	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	204	1641	6668	3132	6668	3132	64665	1	0	10	0	0	2	5	0	0	0	-1
32220	星宿弟子	0	105	1160	0	10	0	-1	8	20	1	0.1	-1	0	4385	1647	4385	1647	31896	3987	0	0	2555	243	11	11	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	114	1265	3807	1788	3807	1788	36925	1	0	10	0	0	2	5	0	0	0	-1
32221	星宿弟子	0	115	1276	0	10	0	-1	8	20	1	0.1	-1	0	4801	1804	4801	1804	37248	4365	0	0	2797	266	12	12	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	124	1373	4140	1944	4140	1944	40151	1	0	10	0	0	2	5	0	0	0	-1
32222	星宿弟子	0	125	1383	0	10	0	-1	8	20	1	0.1	-1	0	5217	1960	5217	1960	40473	4743	0	0	3039	289	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	134	1480	4473	2101	4473	2101	43376	1	0	10	0	0	2	5	0	0	0	-1
32223	星宿弟子	0	135	1490	0	10	0	-1	8	20	1	0.1	-1	0	5633	2116	5633	2116	43699	5121	0	0	3281	312	14	14	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	144	1587	4805	2257	4805	2257	46602	1	0	10	0	0	2	5	0	0	0	-1
32224	星宿弟子	0	145	1597	0	10	0	-1	8	20	1	0.1	-1	0	6048	2272	6048	2272	46924	5499	0	0	3522	335	15	15	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	154	1641	5138	2413	5138	2413	49827	1	0	10	0	0	2	5	0	0	0	-1
32225	星宿弟子	0	155	1641	0	10	0	-1	8	20	1	0.1	-1	0	6464	2429	6464	2429	50150	5877	0	0	3764	358	16	16	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	164	1641	5471	2569	5471	2569	53053	1	0	10	0	0	2	5	0	0	0	-1
32226	星宿弟子	0	165	1641	0	10	0	-1	8	20	1	0.1	-1	0	6880	2585	6880	2585	53376	6255	0	0	4006	381	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	174	1641	5803	2726	5803	2726	56279	1	0	10	0	0	2	5	0	0	0	-1
32227	星宿弟子	0	175	1641	0	10	0	-1	8	20	1	0.1	-1	0	7296	2741	7296	2741	56601	6633	0	0	4248	404	18	18	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	184	1641	6136	2882	6136	2882	59504	1	0	10	0	0	2	5	0	0	0	-1
32228	星宿弟子	0	185	1641	0	10	0	-1	8	20	1	0.1	-1	0	7712	2897	7712	2897	59827	7011	0	0	4490	427	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	194	1641	6469	3038	6469	3038	62730	1	0	10	0	0	2	5	0	0	0	-1
32229	星宿弟子	0	195	1641	0	10	0	-1	8	20	1	0.1	-1	0	8127	3054	8127	3054	63052	7389	0	0	4732	450	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1611	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_3	1200	2400	204	1641	6668	3132	6668	3132	64665	1	0	10	0	0	2	5	0	0	0	-1
32230	天龙弟子	0	105	1160	0	10	0	-1	8	20	1	0.1	-1	0	4385	1647	4385	1647	31896	3987	0	0	2555	243	11	11	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1603	1	1	-1	100	100	set:CommonNPCHeader9 image:CommonNPCHeader9_7	1200	2400	114	1265	3807	1788	3807	1788	36925	1	0	10	0	0	2	5	0	0	0	-1
