INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
1416	Mãnh TÕp	Mãnh TÕp	4	0	0	1	1	Hj_Boss cØu vî linh h°_B°ng Vî Thiên Huy­n	-1		-1		-1	0	0	0	0	2500	1000	3	3	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44132	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1417	Ð° Mi Hoa b¦y r§p	Ð° Mi Hoa b¦y r§p	4	0	0	1	1	Hj_Boss Vân Quy¬n Thß_Ð° Mi tình hình ra hoa Li­u_b¦y r§p	-1		-1		-1	0	0	0	0	4000	4000	3	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44137	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1418	Ð° Mi Hoa b¦y r§p	Ð° Mi Hoa b¦y r§p	4	0	0	1	1		-1		-1		-1	0	0	0	0	3000	3000	3	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44138	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1419	Mãnh TÕp	Mãnh TÕp	4	0	0	1	1	Hj_Boss cØu vî linh h°_B°ng Vî Thiên Huy­n	-1		-1		-1	0	0	0	0	2500	1000	3	3	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44144	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1420	Ð° Mi Hoa b¦y r§p	Ð° Mi Hoa b¦y r§p	4	0	0	1	1	Hj_Boss Vân Quy¬n Thß_Ð° Mi tình hình ra hoa Li­u_b¦y r§p	-1		-1		-1	0	0	0	0	4000	4000	3	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44149	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1421	Ð° Mi Hoa b¦y r§p	Ð° Mi Hoa b¦y r§p	4	0	0	1	1		-1		-1		-1	0	0	0	0	3000	3000	3	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44150	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1422	Mãnh TÕp	Mãnh TÕp	4	0	0	1	1	Hj_Boss cØu vî linh h°_B°ng Vî Thiên Huy­n	-1		-1		-1	0	0	0	0	2500	1000	3	3	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44156	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1423	Lßu sa bao vây ti­u tr×	Lßu sa bao vây ti­u tr×	4	0	0	1	1	Hj_buff_Boss T¥n Hoàng ð¸a cung tß¾ng quân 17_kÛ nång Bb¦y r§p báo ðµng trß¾c	-1	Hj_buff_Boss T¥n Hoàng ð¸a cung tß¾ng quân 17_kÛ nång Bb¦y r§p	-1		-1	0	0	0	0	4000	4000	4	4	-1	-1	30	0	0	0	0	0	0	Hi®u quä 1	44209	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1424	Th¥n thú Chi Hoä b¦y r§p(kÏ ngµ)	Hoang Thú Chi Hoä b¦y r§p	4	0	0	1	1	Boss_2022th¥n thú thông døng kÛ nång 1b¦y r§p báo ðµng trß¾c	-1	Boss_2022th¥n thú thông døng kÛ nång 1b¦y r§p n± mÕnh	-1		-1	0	0	0	0	2500	-1	3	3	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44219	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1425	Th¥n thú Chi H°n b¦y r§p(kÏ ngµ)	Th¥n thú Chi H°n b¦y r§p	4	0	0	1	1	Boss_2022th¥n thú thông døng kÛ nång 2b¦y r§p báo ðµng trß¾c	-1	Boss_2022th¥n thú thông døng kÛ nång 2b¦y r§p n± mÕnh	-1		-1	0	0	0	0	2500	-1	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44220	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1426	Phong Hoä Liên Thành b¦y r§p	Phong Hoä Liên Thành b¦y r§p	4	0	0	1	1		-1		-1		-1	0	0	0	0	4000	4000	5	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44439	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1427	¿ng Kích Trß¶ng Không b¦y r§p(60-69)	¿ng Kích Trß¶ng Không b¦y r§p(60-69)	4	0	0	1	1	HJ_Boss_Thiên S½n_¿ng Kích Trß¶ng Không_b¦y r§p A	-1		-1		-1	0	0	0	0	3000	3000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44462	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1428	¿ng Kích Trß¶ng Không b¦y r§p(70-79)	¿ng Kích Trß¶ng Không b¦y r§p(70-79)	4	0	0	1	1	HJ_Boss_Thiên S½n_¿ng Kích Trß¶ng Không_b¦y r§p A	-1		-1		-1	0	0	0	0	3000	3000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44462	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1429	¿ng Kích Trß¶ng Không b¦y r§p(80-89)	¿ng Kích Trß¶ng Không b¦y r§p(80-89)	4	0	0	1	1	HJ_Boss_Thiên S½n_¿ng Kích Trß¶ng Không_b¦y r§p A	-1		-1		-1	0	0	0	0	3000	3000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44462	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1430	¿ng Kích Trß¶ng Không b¦y r§p(90-99)	¿ng Kích Trß¶ng Không b¦y r§p(90-99)	4	0	0	1	1	HJ_Boss_Thiên S½n_¿ng Kích Trß¶ng Không_b¦y r§p A	-1		-1		-1	0	0	0	0	3000	3000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44462	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1431	¿ng Kích Trß¶ng Không b¦y r§p(100-109)	¿ng Kích Trß¶ng Không b¦y r§p(100-109)	4	0	0	1	1	HJ_Boss_Thiên S½n_¿ng Kích Trß¶ng Không_b¦y r§p A	-1		-1		-1	0	0	0	0	3000	3000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44462	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1432	¿ng Kích Trß¶ng Không b¦y r§p(110-119)	¿ng Kích Trß¶ng Không b¦y r§p(110-119)	4	0	0	1	1	HJ_Boss_Thiên S½n_¿ng Kích Trß¶ng Không_b¦y r§p A	-1		-1		-1	0	0	0	0	3000	3000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44462	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1433	Th§p Di®n Mai Phøc b¦y r§p(60-69)	Th§p Di®n Mai Phøc b¦y r§p(60-69)	4	0	0	1	1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_Tø Khí	-1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_n± mÕnh	-1		-1	0	0	0	0	4000	4000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44483	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1434	Th§p Di®n Mai Phøc b¦y r§p(70-79)	Th§p Di®n Mai Phøc b¦y r§p(70-79)	4	0	0	1	1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_Tø Khí	-1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_n± mÕnh	-1		-1	0	0	0	0	4000	4000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44483	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1435	Th§p Di®n Mai Phøc b¦y r§p(80-89)	Th§p Di®n Mai Phøc b¦y r§p(80-89)	4	0	0	1	1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_Tø Khí	-1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_n± mÕnh	-1		-1	0	0	0	0	4000	4000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44483	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1436	Th§p Di®n Mai Phøc b¦y r§p(90-99)	Th§p Di®n Mai Phøc b¦y r§p(90-99)	4	0	0	1	1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_Tø Khí	-1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_n± mÕnh	-1		-1	0	0	0	0	4000	4000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44483	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1437	Th§p Di®n Mai Phøc b¦y r§p(100-109)	Th§p Di®n Mai Phøc b¦y r§p(100-109)	4	0	0	1	1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_Tø Khí	-1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_n± mÕnh	-1		-1	0	0	0	0	4000	4000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44483	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1438	Th§p Di®n Mai Phøc b¦y r§p(110-119)	Th§p Di®n Mai Phøc b¦y r§p(110-119)	4	0	0	1	1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_Tø Khí	-1	HJ_Boss_Thiên S½n_Th§p Di®n Mai Phøc_n± mÕnh	-1		-1	0	0	0	0	4000	4000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44483	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1439	Ð¸nh Häi Th¥n Châm(60-69)		4	0	0	2	10	HJ_Boss_tiêu dao_Ð¸nh Häi Th¥n Châm_b¦y r§p	-1		-1		-1	0	0	0	0	10000	1000	10	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44502	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1440	Ð¸nh Häi Th¥n Châm(70-79)		4	0	0	2	10	HJ_Boss_tiêu dao_Ð¸nh Häi Th¥n Châm_b¦y r§p	-1		-1		-1	0	0	0	0	10000	1000	10	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44502	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1441	Ð¸nh Häi Th¥n Châm(80-89)		4	0	0	2	10	HJ_Boss_tiêu dao_Ð¸nh Häi Th¥n Châm_b¦y r§p	-1		-1		-1	0	0	0	0	10000	1000	10	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44502	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1442	Ð¸nh Häi Th¥n Châm(90-99)		4	0	0	2	10	HJ_Boss_tiêu dao_Ð¸nh Häi Th¥n Châm_b¦y r§p	-1		-1		-1	0	0	0	0	10000	1000	10	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44502	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1443	Ð¸nh Häi Th¥n Châm(100-109)		4	0	0	2	10	HJ_Boss_tiêu dao_Ð¸nh Häi Th¥n Châm_b¦y r§p	-1		-1		-1	0	0	0	0	10000	1000	10	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44502	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1444	Ð¸nh Häi Th¥n Châm(110-119)		4	0	0	2	10	HJ_Boss_tiêu dao_Ð¸nh Häi Th¥n Châm_b¦y r§p	-1		-1		-1	0	0	0	0	10000	1000	10	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44502	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1445	Bµ Bµ Sinh Hoa(60-69)	Bµ Bµ Sinh Hoa(60-69)	4	0	0	3	1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p	-1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	4000	1000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44508	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1446	Bµ Bµ Sinh Hoa(70-79)	Bµ Bµ Sinh Hoa(70-79)	4	0	0	3	1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p	-1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	4000	1000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44508	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1447	Bµ Bµ Sinh Hoa(80-89)	Bµ Bµ Sinh Hoa(80-89)	4	0	0	3	1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p	-1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	4000	1000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44508	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1448	Bµ Bµ Sinh Hoa(90-99)	Bµ Bµ Sinh Hoa(90-99)	4	0	0	3	1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p	-1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	4000	1000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44508	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1449	Bµ Bµ Sinh Hoa(100-109)	Bµ Bµ Sinh Hoa(100-109)	4	0	0	3	1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p	-1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	4000	1000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44508	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1450	Bµ Bµ Sinh Hoa(110-119)	Bµ Bµ Sinh Hoa(110-119)	4	0	0	3	1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p	-1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	4000	1000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44508	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1451	Tam Hoàn Sáo Nguy®t	Tam Hoàn Sáo Nguy®t	4	0	0	1	1	HJ_Boss_Võ Ðang_Tam Hoàn Sáo Nguy®t_b¦y r§p	-1	HJ_Boss_Võ Ðang_Tam Hoàn Sáo Nguy®t_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	3000	3000	5	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44510	Hi®u quä 2	44511	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1452	Th¤t Tinh Tø Thü	Th¤t Tinh Tø Thü	4	0	0	1	1	HJ_Boss_Võ Ðang_Th¤t Tinh Tø Thü_b¦y r§p	-1	HJ_Boss_Võ Ðang_Th¤t Tinh Tø Thü_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	3000	3000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44514	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1453	Dã C¦u b¦y r§p 1	Dã C¦u b¦y r§p 1	4	0	0	1	1	HJ_Boss_Cái Bang_Nhß Änh TuÏ Hình_b¦y r§p	-1	HJ_Boss_Cái Bang_Nhß Änh TuÏ Hình_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	3000	3000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44525	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1454	Dã C¦u b¦y r§p 2	Dã C¦u b¦y r§p 2	4	0	0	2	5	HJ_Boss_Cái Bang_Nhß Änh TuÏ Hình_b¦y r§p	-1	HJ_Boss_Cái Bang_Nhß Änh TuÏ Hình_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	5000	1000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44526	Hi®u quä 2	44527	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1455	Hoành Täo Ki«n Khôn báo ðµng trß¾c	Hoành Täo Ki«n Khôn báo ðµng trß¾c	0	1	0	0	0	HJ_Boss_Cái Bang_kÛ nång 3_báo ðµng trß¾c	-1	HJ_Boss_Cái Bang_kÛ nång 3_thu¤n phát	-1		-1	0	0	0	0	5000	5000	0	0	-1	-1	0	0	0	0	0	0	0	Hi®u quä 1	-1	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
1456	Nµ Hoä Liên Träm b¦y r§p	Nµ Hoä Liên Träm b¦y r§p	4	0	0	2	-1	HJ_Boss_Minh Giáo cao thü 17_kÛ nång 1b¦y r§p	-1		-1		-1	0	0	0	0	3600000	1500	3	3	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44401	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1457	Phong Hoä Liên Thành b¦y r§p	Phong Hoä Liên Thành b¦y r§p	4	0	0	1	1		-1		-1		-1	0	0	0	0	4000	4000	5	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44645	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1458	Ð¸nh Häi Th¥n Châm(110-119)		4	0	0	2	10	HJ_Boss_tiêu dao_Ð¸nh Häi Th¥n Châm_b¦y r§p	-1		-1		-1	0	0	0	0	10000	1000	10	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44442	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1459	Bµ Bµ Sinh Hoa(110-119)	Bµ Bµ Sinh Hoa(110-119)	4	0	0	3	1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p	-1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	4000	1000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44443	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1460	Tam Hoàn Sáo Nguy®t	Tam Hoàn Sáo Nguy®t	4	0	0	1	1	HJ_Boss_Võ Ðang_Tam Hoàn Sáo Nguy®t_b¦y r§p	-1	HJ_Boss_Võ Ðang_Tam Hoàn Sáo Nguy®t_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	3000	3000	5	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44444	Hi®u quä 2	44445	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1461	Th¤t Tinh Tø Thü	Th¤t Tinh Tø Thü	4	0	0	1	1	HJ_Boss_Võ Ðang_Th¤t Tinh Tø Thü_b¦y r§p	-1	HJ_Boss_Võ Ðang_Th¤t Tinh Tø Thü_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	3000	3000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44449	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1462	Dã C¦u b¦y r§p 1	Dã C¦u b¦y r§p 1	4	0	0	1	1	HJ_Boss_Cái Bang_Nhß Änh TuÏ Hình_b¦y r§p	-1	HJ_Boss_Cái Bang_Nhß Änh TuÏ Hình_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	3000	3000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44452	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1463	Dã C¦u b¦y r§p 2	Dã C¦u b¦y r§p 2	4	0	0	2	5	HJ_Boss_Cái Bang_Nhß Änh TuÏ Hình_b¦y r§p	-1	HJ_Boss_Cái Bang_Nhß Änh TuÏ Hình_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	5000	1000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44457	Hi®u quä 2	44458	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1464	Nµ Hoä Liên Träm b¦y r§p	Nµ Hoä Liên Träm b¦y r§p	4	0	0	2	-1	HJ_Boss_Minh Giáo cao thü 17_kÛ nång 1b¦y r§p	-1		-1		-1	0	0	0	0	3600000	1500	3	3	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44647	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1465	Phong Hoä Liên Thành b¦y r§p	Phong Hoä Liên Thành b¦y r§p	4	0	0	1	1		-1		-1		-1	0	0	0	0	4000	4000	5	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44646	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1466	Ð¸nh Häi Th¥n Châm(110-119)		4	0	0	2	10	HJ_Boss_tiêu dao_Ð¸nh Häi Th¥n Châm_b¦y r§p	-1		-1		-1	0	0	0	0	10000	1000	10	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44618	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1467	Bµ Bµ Sinh Hoa(110-119)	Bµ Bµ Sinh Hoa(110-119)	4	0	0	3	1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p	-1	HJ_Boss_tiêu dao_Bµ Bµ Sinh Hoa_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	4000	1000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44619	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1468	Tam Hoàn Sáo Nguy®t	Tam Hoàn Sáo Nguy®t	4	0	0	1	1	HJ_Boss_Võ Ðang_Tam Hoàn Sáo Nguy®t_b¦y r§p	-1	HJ_Boss_Võ Ðang_Tam Hoàn Sáo Nguy®t_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	3000	3000	5	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44620	Hi®u quä 2	44621	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1469	Th¤t Tinh Tø Thü	Th¤t Tinh Tø Thü	4	0	0	1	1	HJ_Boss_Võ Ðang_Th¤t Tinh Tø Thü_b¦y r§p	-1	HJ_Boss_Võ Ðang_Th¤t Tinh Tø Thü_b¦y r§p n± mÕnh	-1		-1	0	0	0	0	3000	3000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	44622	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
