INT	STRING
890143	Ği trß¾c#GTUng S½n#{_INFOAIM83, 83, 3, -1}#WXØ ğánh chªt#RD¸ Khí Mµc Nhân#W, DÎ nh§n ğßşc#YY¬n Giáp mänh nhö#W.
890144	Hu«#Yr? s¡t Ğích Phân S½n S×#Wği trß¾c#GB¤t Lão Trß¶ng Xuân C¯c di chï#{_INFOAIM181, 194, 623, -1}#Wvùng, thu th§p#G5#WKh¯i#YTrß¶ng Xuân Ng÷c Phôi#W.
890145	Ği trß¾c#GB„t Lão Trß¶ng Xuân C¯c di chï#{_INFOAIM220, 146, 623, -1}#W, ğÁnh chªt#G10#WCá#RMµc Giáp Báo#W, Dî tñ ğµng l¤y ğßşc#YTinh Cß½ng Tâm#W.
890146	Thïnh Tß¾ng Dî thân thi®n hæu häo Ğích#YtH¤t bäo Ban Chï#Wträ lÕi C¤p#GĞÕi Lı#{_INFOAIM140, 161, 2, Tô Tinh Hà}#RTô Tinh Hà#W.
890154	Ği trß¾c#GB?ch Khê H°#{_INFOAIM63, 53, 613, M£c Tri S¥u}#RM£c Tri S¥u#WXØ, Tß¶ng Ngh¸ Tín Thßşng theo nhß l¶i vi®c.
890155	Thïnh ği trß¾c#GTRß¶ng Xuân C¯c·Hoành Nhai#{_INFOAIM177, 195, 616, -1}#Wğánh chªt#RMµc Giáp Báo#W, h´n næa mang v« nh§n ğßşc Ğích#G2#WMai#YLinh Võ Li®t Giáp#W.
890156	Ği trß¾c#GTHøc tre Häi#{_INFOAIM37, 119, 614, Giang Hành Vân}#W, T¿¾ng#Ytñ tay viªt T¯ Tiên#WC§p#YLinh Võ Li®t Giáp#Wgiao cho#RGiang Hành Vân#W.
890157	SØ døng#GnHi®m vø Lan#WğÕo cø#YPhân núi ğá Phü#Wği trß¾c#GTây Lß½ng Phong Lâm#{_INFOAIM55, 130, 615, -1}#WXØ thu th§p#YTây Lß½ng Phong Mµc#W, TÍnh dña theo#YPhong Lâm dß ğ°#WĞích chï th¸ tìm kiªm#GTây Lß½ng Phong Lâm#{_INFOAIM65, 52, 615, Nguy­n Phong Miên}#RNguy­n Phong Miên#W.
890158	Thïnh l¡ng nghe#RNGuy­n Phong Miên#{_INFOAIM65, 52, 615, Nguy­n Phong Miên}#WxÑ s· Thuyªt Chi chuy®n xßa.
890159	Ği trß¾c#GB?ch Khê H°#{_INFOAIM63, 53, 613, M£c Tri S¥u}#RM£c Tri S¥u#WXØ, chuy¬n ğÕt#RNguy­n Phong Miên#WChi báo cho.
890160	Ği trß¾c#GLÅng Ba Ğµng#Wtìm kiªm#RTô Tinh Hà#{_INFOAIM125, 144, 14, Tô Tinh Hà}#W, TÍnh Do#RTô Tinh Hà#Wtrş giúp thiªu hi®p hi¬u biªt ba ngß¶i ğích tình Hu¯ng.
890166	Thïnh thiªu hi®p ğánh chªt#GTÂy Lß½ng Phong Lâm#{_INFOAIM67, 99, 615, -1}#RY¬n Giáp Khôi Hùng#W.
890167	Ği trß¾c#GB?ch Khê H°#{_INFOAIM60, 212, 613, -1}#WHoà#{_INFOAIM67, 48, 613, -1}#WXØ, sØ døng#YMinh Tâm m¶ m¸t#Wtiªn hành ği«u tra. Ği«u tra hoàn thành H§u, tÕi ch² Tß¾ng hai#Yb° câu ğßa tin#Wphân bi®t cho phép c¤t cánh truy«n tin.
890168	Ği trß¾c#GtUyªt s½n tª ğàn#Wğánh bÕi#RHoá Tßşng Linh Võ: M£c Diên#W.
890169	Thính#GB?ch Khê H°#{_INFOAIM63, 53, 613, M£c Tri S¥u}#RM£c Tri S¥u#Wgiäng thu§t tâm sñ.
890170	Thïnh thiªu hi®p Thung#Gm?i sñ Các#Wmua hàng#YPhân S½n S×#W, hOàn thành mµt l¥n#YTrß¶ng Xuân ThÕch#WĞích khai thác.
890171	Tß¾ng#RM?c Tri S¥u#Wviªt Ğích thß tín phân bi®t T¯ng Chí#GThøc tre Häi#{_INFOAIM37, 119, 614, Giang Hành Vân}#RGiang Hành Vân#WXØ, #GTây Lß½ng Phong Lâm#{_INFOAIM65, 52, 615, Nguy­n Phong Miên}#RNguy­n Phong Miên#WXØ.
890182	#Wm?c sØa chæa Phøc H§u TÕi#GThøc tre Häi#{_INFOAIM65, 174, 614, -1}#Wg¥n ğây Nµi tùy ı v¸ trí Phanh Trang Häo#RThuÖ MÕc Dao Bính#Wğ°ng tiªn Hành sØa chæa, nªu chung quanh Hæu m£t khác ğ°ng các\u0020hÕ h² trş Tß¾ng làm ít công to.
890183	#WtRş giúp#RM£c Tß Tß#Wthu th§p mµt ít#Ymång#W, KHä ği trß¾c#GThøc tre Häi#{_INFOAIM137, 138, 614, -1}#Wg¥n ğây tiªn hành tìm kiªm.
890184	#WcÄi trang H§u TÕi#GBÕch Khê H°#Wtìm ğßşc chính xác Ğích NPCsØ døng kÛ nång: #Ghöi thåm tin tÑc#W, TÁi ği trß¾c#RM£c Tri S¥u#Wch² ·#{_INFOAIM73, 44, 613, -1}#Wg¥n ğây sØ døng kÛ nång: #Gğ¬ ğ£t Trúc Ğång#W.
890185	#WcÄi trang H§u TÕi#GTây Lß½ng Phong Lâm#Wtìm ğßşc chính xác Ğích NPCsØ døng kÛ nång: #Ghöi thåm tin tÑc#W, TÁi ği trß¾c#RNguy­n Phong Miên#Wch² ·#{_INFOAIM69, 39, 615, -1}#Wg¥n ğây sØ døng kÛ nång: #Gğ¬ ğ£t Trúc Ğång#W.
890222	Ği trß¾c#GTÔ Châu#Wtiªn hành Thi ti®c rßşu Tân Hæu, hoàn thành H§u ği trß¾c#GTô Châu#{_INFOAIM172, 162, 1, Tiêu Quan Nguy®t}#RTiêu Quan Nguy®t#WXØ trä lÕi nhi®m vø.
890227	Ği trß¾c#GL?c Dß½ng#{_INFOAIM160, 112, 0, Møc Thiên Tinh}#RMøc Thiên Tinh#WXØ tham dñ#YLß½ng Ğång Cµng Th¥n Tinh#WhoÕt ğµng.
890272	Ği trß¾c#GĞ?i Lı#{_INFOAIM245, 59, 2, Tiêu Phong}#RTiêu Phong#WXØ höi#YTrß¶ng H§n Ğao#WHi®n Hu¯ng.
890273	Ği trß¾c#GĞ?i Lı#{_INFOAIM243, 56, 2, Täo Ğ¸a Th¥n Tång}#RTäo Ğ¸a Th¥n Tång#WXØ Tái Tu¥n#YTrß¶ng H§n Ğao#WHi®n Hu¯ng.
890277	Tß¾ng#YTRß¶ng H§n Ğao#Wträ lÕi C¤p#GĞÕi Lı#{_INFOAIM228, 103, 2, Âu Dã An}#RÂu Dã An#W.
890286	Vu#GĞ?i Lı#{_INFOAIM230, 103, 2, Âu Dã HoÕ}#RÂu Dã HoÕ#WXØ, hoàn thành mµt l¥n#Gth¤t tình Thông Pháp lña ch÷n#W.
890287	Vu#GĞ?i Lı#{_INFOAIM228, 103, 2, Âu Dã An}#RÂu Dã An#WXØ, sØ døng#YPhá C¤p ThÕch#Whoàn thành mµt l¥n#Gtång lên th¤t tình Nhçn Chú Tình c¤p b§c#W.
890288	Vu#GĞ?i Lı#{_INFOAIM228, 103, 2, Âu Dã An}#RÂu Dã An#WXØ, sØ døng#Yth¤t tình Tàn Phiªn#WHo£c#Yth¤t tình ThÕch#Whoàn thành mµt l¥n#Gth¤t tình Nhçn ğ±i#W.
890289	Vu#GĞ?i Lı#{_INFOAIM228, 103, 2, Âu Dã An}#RÂu Dã An#WXØ, sØ døng#YTø Tình Tuı#Whoàn thành mµt l¥n#Gth¤t tình Nhçn ph¦m ch¤t tång lên#W.
890291	Trş giúp#GL?c Dß½ng#{_INFOAIM160, 113, 0, Võ KÏ Niên}#RVõ KÏ Niên#Wtìm ğßşc gi¤u · Vû long nhân bên trong Ğích#R¤u long#W, ğng tiªn Hành Khuyªn Gi¾i.
890361	Kªt thành ğµi ngû H§u, TÕi#GL?c Dß½ng#{_INFOAIM162, 111, 0, Bách Hi¬u Linh}#RBách Hi¬u Linh#WXØ lña ch÷n thích hşp Ğích Thái Linh lµ tuyªn.
890634	Ği trß¾c#GĞ?i Lı#{_INFOAIM110, 169, 2, ĞÕi Oa}#RĞÕi Oa#Wg¥n ğây, ğem ngß½i nh§n ğßşc Ğích#YNguyên Tiêu#WHÕ Nh§p Oa Trung.
891030	Ği trß¾c#GD? Tây H°#{_INFOAIM270, 72, 164, Tam Sinh ThÕch}#WXØ, tìm ğßşc#RTam Sinh ThÕch#W, pHá giäi Tam Sinh ThÕch Ğích câu ğ¯
891041	Ği trß¾c#GTÔ Châu#{_INFOAIM163, 262, 1, Tam Sinh ThÕch}#WXØ, tìm ğßşc#RTam Sinh ThÕch#W, pHá giäi Tam Sinh ThÕch Ğích câu ğ¯
891042	Ği trß¾c#GL?c Dß½ng#{_INFOAIM272, 270, 0, Tam Sinh ThÕch}#WXØ, tìm ğßşc#RTam Sinh ThÕch#W, pHá giäi Tam Sinh ThÕch Ğích câu ğ¯
891080	Ği trß¾c#GĞ?i Lı#{_INFOAIM160, 157, 2, Tri®u Thiên Sß}#RTri®u Thiên Sß#WXØ, hi¬u biªt Anh Hùng Thiªp tình hình cø th¬ và tï mï.
891081	Ği trß¾c#GTÔ Châu#{_INFOAIM129, 107, 1, Th¦m dÕ vû}#RTh¦m dÕ vû#WXØ, hi¬u biªt D¸ Sñ.
891082	Ği trß¾c#GTÔ Châu#{_INFOAIM190, 168, 1, Bao Thª Vinh}#RBao Thª Vinh#WXØ, thu hoÕch cñc ph¦m tråm d£m Hß½ng.
891084	Ği trß¾c#GĞ?i Lı#{_INFOAIM160, 157, 2, Tri®u Thiên Sß}#RTri®u Thiên Sß#WXØ, cho biªt, báo cho S½n Trang ¦n tình.
891085	T§p kªt 3Danh ğã ngoài Ğµi Hæu, ğang ği trß¾c#GTÔ Châu#{_INFOAIM129, 107, 1, Th¦m dÕ vû}#RTh¦m dÕ vû#WXØ, Phó ThuÖ Nguy®t, ĞÕo M§t Hàm.
891086	Thïnh mau chóng Tß¾ng M§t Hàm giao cho#GĞ?i Lı#{_INFOAIM160, 157, 2, Tri®u Thiên Sß}#RTri®u Thiên Sß#Wtrong tay.
891087	Ği trß¾c#GĞ?i Lı#{_INFOAIM137, 180, 2, Võ TrÕch}#RVõ TrÕch#WXØ höi chí bäo sØ døng.
891088	TÕi#GĞ?i Lı#{_INFOAIM137, 180, 2, Võ TrÕch}#RVõ TrÕch#WXØ tiªn hành Huy­n H°n kích hoÕt.
891089	Ği trß¾c#GĞ?i Lı#{_INFOAIM160, 157, 2, Tri®u Thiên Sß}#RTri®u Thiên Sß#WXØ, höi ğªn tiªp sau kª hoÕch.
891090	Tß¾ng M§t Hàm thành công hµ t¯ng Ğáo#GL?c Dß½ng#{_INFOAIM126, 96, 0, Thái Kinh}#RThái Kinh#Wtrong tay.
891091	TÕi#{_INFOAIM126, 96, 0, Thái Kinh}#RTHái Kinh#WXØ ğ±i m¾i S½n Trang Tàn Ğäng phøc sÑc, NguÜ Trang Tàn Ğäng, ği trß¾c#GLÕc Dß½ng#{_INFOAIM118, 62, 0, Gia Lu§t ĞÕi ThÕch}#RGia Lu§t ĞÕi ThÕch#WXØ dò höi tin tÑc.
891092	Ği trß¾c#GTÔ Châu#{_INFOAIM193, 144, 1, Xung Sß ĞÕo}#RXung Sß ĞÕo#WXØ, báo danh tham dñ Binh Hành TÑ Tßşng.
891093	Ği trß¾c#GTÔ Châu#{_INFOAIM193, 144, 1, Xung Sß ĞÕo}#RXung Sß ĞÕo#WXØ tham dñ 1ThÑ Binh Hành TÑ Tßşng.
891094	Ği trß¾c#GTÔ Châu#{_INFOAIM193, 144, 1, Xung Sß ĞÕo}#RXung Sß ĞÕo#Wch² Giäi th¥n bí nhân tin tÑc.
891096	Ği trß¾c#GL?c Dß½ng#{_INFOAIM177, 97, 0, Lı ºng Hùng}#RLı ºng Hùng#Wch² Giäi Anh mÕnh m¨ Hµi.
891129	Ği trß¾c#GTHái H°#{_INFOAIM131, 207, 4, Ğª Næ Tang}#RĞª Næ Tang#WXØ g·i nuôi Linh Tàm.
891134	Nhçm TÕi ğánh giá phong v¸ Tung TØ lúc sau, có th¬ ği trß¾c#GL?c Dß½ng#RTß½ng Tr÷ng Chi#{_INFOAIM177, 105, 0, Tß½ng Tr÷ng Chi}#WXØ tuy¬n ra Nhçm T¯i ngßŞng mµ trong lòng Ğích phong v¸ Tính giao phó nhi®m vø.
891214	Thïnh thiªu hi®p cån cÑ#RTRß½ng TrÕch Ğoan#{_INFOAIM177, 179, 1, Trß½ng TrÕch Ğoan}#WĞích miêu tä ği trß¾c ğ¯i Ñng Ğích bän ğ°, sØ døng tay nãi Trung Ğích#Gch² tr¯ng Tuyên Chï#Whoàn thành hµi h÷a.
891218	Dß#GĞ?i Lı#{_INFOAIM160, 157, 2, Tri®u Thiên Sß}#RTri®u Thiên Sß#Wnói chuy®n v¾i nhau, hi¬u biªt môn phái tuy¬n ch÷n Chân Truy«n Ğ® TØ mµt chuy®n.
892760	Lao t¾i các n½i Ğích ğ£c sän thß½ng nhân XØ, mua bán ğ£c sän, TrÕm thü lşi Nhu§n.
892940	TÕi quy ğ¸nh th¶i gian nµi tÕi#GtAm ğÕi Chü Thành#Wtìm ğßşc#G6#WCá LÕc Bào Ğích Ti¬u Ğß¶ng Quä, Tính phän h°i#GLÕc Dß½ng#{_INFOAIM163, 113, 0, Ông Già Noel}#RÔng Già Noel#WXØ, trên ğß¶ng có th¬ làm cho Døng biªn thân kÛ nång cäm giác Ti¬u Ğß¶ng Quä xem xét Ti¬u Ğß¶ng Quä Môn Ğích v¸ trí.
892980	Lña ch÷n c¥n trş giúp Ğích Ti¬u ğµng v§t, ği trß¾c#GĞ?i Lı#{_INFOAIM93, 147, 2, ng½ ngác Ngßu}#Rng½ ngác Ngßu#WXØ Hoà#GTô Châu#{_INFOAIM174, 163, 1, Ğän gà ğë}#RĞän gà ğë#WXØ, hi¬u biªt tình hình cø th¬ và tï mï. Thu hoÕch tín v§t H§u phän h°i#GLÕc Dß½ng#{_INFOAIM177, 106, 0, Ti¬u H° Tiên}#RTi¬u H° Tiên#WXØ Khä nh§n ğßşc dày thß·ng cho.
892981	Ği trß¾c Các ğÕi môn phái bái sß Nhân XØ nh§n ğßşc#YNGuyên Xuân cö nuôi súc v§t#W, T?i#GĞÕi Lı#{_INFOAIM93, 147, 2, ng½ ngác Ngßu}#Rng½ ngác Ngßu#WXØ giao phó#Rng½ ngác Ngßu#WKhä nh§n ğßşc thß·ng cho.
892982	Ği trß¾c Các ğÕi môn phái bái sß Nhân XØ nh§n ğßşc#YNGuyên Xuân Kim C¯c#W, T?i#GTô Châu#{_INFOAIM174, 163, 1, Ğän gà ğë}#RĞän gà ğë#WXØ Giao#RĞän gà ğë#WKhä nh§n ğßşc thß·ng cho.
892984	Thø#GL?c Dß½ng#{_INFOAIM160, 113, 0, Ğ° Sß Dß½ng}#RĞ° Sß Dß½ng#Wm¶i, hoàn thành Vû Sß Tu¥n Di­n.
892993	Ğánh chªt qu¤y phá Niên Thú.
893040	Ği trß¾c#GĞ?i Lı#{_INFOAIM265, 129, 2, Vân Phiêu Phiêu}#RVân Phiêu Phiêu#Whi¬u biªt tình hu¯ng H§u, ği trß¾c#GTô Châu#{_INFOAIM89, 139, 1, Vân th§t sâu}#RVân th§t sâu#WXØ.
893041	Nhích ngß¶i ği trß¾c#GHUy«n Võ Ğäo#{_INFOAIM107, 87, 112, Vân Quyªt Quyªt}#RVân Quyªt Quyªt#WXØ.
893042	Ği trß¾c#GHUy«n Võ Ğäo·Kính#WĞích ba ch² kÏ d¸ Ği¬m#{_INFOAIM237, 160, 578, -1}, #{_INFOAIM154, 186, 578, -1}, #{_INFOAIM107, 175, 578, -1}sØ døng#YVân Gia la bàn#Wtiªn hành thåm dò, tìm kiªm Huy«n Võ Ğäo biªn c¯ Ğích nguyên nhân.
893043	Ği trß¾c#{_INFOAIM126, 87, 578, -1}g¥n ğây ğánh tan Nh¤t Chích Toan Nghê Tâm Ma.
893044	Ği trß¾c#GTÔ Châu#{_INFOAIM89, 139, 1, Vân th§t sâu}#RVân th§t sâu#WXØ hµi báo H§u Träo#GĞÕi Lı#{_INFOAIM265, 129, 2, Vân Phiêu Phiêu}#RVân Phiêu Phiêu#Wgiao phó nhi®m vø.
893045	Ği trß¾c#GTÔ Châu#{_INFOAIM135, 81, 1, Vân Lan Châu}#RVân Lan Châu#WXØ cho biªt, báo cho Thí Luy®n thïnh c¥u.
893046	Thông qua#GTÔ Châu#{_INFOAIM135, 81, 1, Vân Lan Châu}#RVân Lan Châu#WĞích chï dçn tiªn hành mµt l¥n bän sao Thí Luy®n.
893047	Ği trß¾c bái phöng#GTÔ Châu#{_INFOAIM89, 139, 1, Vân th§t sâu}#RVân th§t sâu#WXØ.
893048	Ği trß¾c#GTÔ Châu#{_INFOAIM89, 139, 1, Vân th§t sâu}#RVân th§t sâu#Wtiªn hành mµt l¥n Thú H°n thång c¤p thao tác.
893049	Ği trß¾c#GTÔ Châu#{_INFOAIM89, 139, 1, Vân th§t sâu}#RVân th§t sâu#Wtiªn hành mµt l¥n Thú H°n Døc H°n thao tác.
893050	Ği trß¾c#GTÔ Châu#{_INFOAIM89, 139, 1, Vân th§t sâu}#RVân th§t sâu#Wtiªn hành mµt l¥n Thú H°n mÕch lÕc thao tác.
893051	Tá Khai Trân Thú m£t biên tiªn hành mµt l¥n Thú H°n Dung H°n thao tác.
893052	Ği trß¾c#GĞ?i Lı#{_INFOAIM265, 129, 2, -1}h°i phøc#RVân Phiêu Phiêu#W.
893064	Tìm ğßşc#GĞ?i Lı#{_INFOAIM265, 129, 2, Vân Phiêu Phiêu}#RVân Phiêu Phiêu#Whöi tình hu¯ng.
893065	SØ døng#YVÂn Gia hß½ng li®u#Wan üi Trân Thú, mang v« mµt chút r½i røng da lông, Giao Dß#GĞÕi Lı#{_INFOAIM265, 129, 2, Vân Phiêu Phiêu}#RVân Phiêu Phiêu#W.
893066	Hß¾ng#GTÔ Châu#{_INFOAIM87, 142, 1, Vân Phi Phi}#RVân Phi Phi#WTá Thám Tiêu TÑc, cho biªt, báo cho#GĞÕi Lı#{_INFOAIM265, 129, 2, Vân Phiêu Phiêu}#RVân Phiêu Phiêu#W.
893067	Cho phép c¤t cánh#YVÂn thß nhà Cáp#W, hi phøc#GĞÕi Lı#{_INFOAIM265, 129, 2, Vân Phiêu Phiêu}#RVân Phiêu Phiêu#W.
893068	Tra xét#GHUy«n Võ Ğäo#{_INFOAIM133, 204, 112, kÏ quái Ğích hoa cö}#RkÏ quái Ğích hoa cö#W, T¿¾ng d¸ thß¶ng cho biªt, báo cho#GĞÕi Lı#{_INFOAIM265, 129, 2, Vân Phiêu Phiêu}#RVân Phiêu Phiêu#W.
893176	Uı Thñc#GL?c Dß½ng#Wtrong thành Ğích møc tiêu Læ Yên, Uı Thñc hoàn thành H§u, Thïnh phän h°i#GLÕc Dß½ng#{_INFOAIM160, 111, 0, Lâm Yªn Quy}#RLâm Yªn Quy#WXØ cho biªt, báo cho Uı Thñc tình hu¯ng.
893177	Døng#YMÃn ThuÖ Ğích H°#Wğúc#{_INFOAIM150, 150, 0, B°n Trung Hoa}#RB°n Trung Hoa#W.
893178	Tß¾ng#Yn— rµ Ğích ğóa hoa#Wğßa cho#GTô Châu#{_INFOAIM203, 96, 1, Niên ngày cß¾i}#RNiên ngày cß¾i#W.
893179	Tß¾ng#YğÁnh r½i Ğích thß nhà#WGiao Dß#GĞÕi Lı#{_INFOAIM98, 254, 2, Trß½ng Lân Chúng}#RTrß½ng Lân Chúng#W.
893180	Thïnh TÕi#{_INFOAIM94, 255, 2, bàn h÷c}#RbÀn h÷c#WXØ nh§n ğßşc ğ£c thù kÛ nång, Tính dña theo chính xác Ğích trình tñ viªt giùm thß nhà.
893181	#WT¿¾ng#YPhán Quy B¯i Nang#Wgiao cho#GNhÕn Môn Quan#{_INFOAIM150, 326, 587, Trß½ng Long Bäo}#RTrß½ng Long Bäo#W. #GNhÕn Môn Quan#WNhu Do#GLÕc Dß½ng#{_INFOAIM147, 94, 0, Trang Dçn Thành}#RTrang Dçn Thành#Wtiªp dçn tiªn vào.
893186	Tìm kiªm giang h°#{_INFONGAIM150, 208, 1, Bách Hi¬u Sanh}#RBÁch Hi¬u Sanh#W.
893188	Tìm ğßşc#YKHôn dß ğ°#WS· Hµi ch², Dß TÑ Ki®t mµt trong tâm tình.
893196	Dß#GL?c Dß½ng#{_INFONGAIM196, 201, 0, Ki«u Phi Phi}#RKi«u Phi Phi#Wnói chuy®n v¾i nhau, hi¬u biªt Tha Ğích ğÕi hi®p Mµng.
893198	TÕi#GL?c Dß½ng#{_INFONGAIM196, 201, 0, Ki«u Phi Phi}#RKi«u Phi Phi#WXØ tiªn vào#YThanh Khâu Hàn Ğàm#W, THái H°i#G5#WChu#Ylinh dßşc#W.
893206	Bái phöng#GĞ?i Lı#{_INFONGAIM267, 210, 2, KÏ bà bà}#RKÏ bà bà#W.
893208	TÕi#GĞ?i Lı#{_INFONGAIM267, 210, 2, KÏ bà bà}#RKÏ bà bà#WXØ tiªn vào#Yng÷c ğ©p kÏ tr§n#W, nH§n ğßşc vi tích phân vßşt qua#G100#WPhân.
893245	Ği trß¾c#GL?c Dß½ng#Wbên trong thành tìm kiªm#RPhß·ng Vân ChÑc Vø Xa#W
893302	Ği trß¾c#GĞ?i Lı#{_INFOAIM160, 229, 2, KÏ Nguy®n Dao Ğß¶ng}#W, #GLÕc Dß½ng#{_INFOAIM160, 106, 0, KÏ Nguy®n Dao Ğß¶ng} #W, #GTô Châu#{_INFOAIM183, 219, 1, KÏ Nguy®n Dao Ğß¶ng} #Wı Nh¤t Thành Ğích#RKÏ Nguy®n Dao Ğß¶ng#WXØ tham dñ#YDao Ğß¶ng Ğ°ng Trúc Xäo L­ Lai#WhoÕt ğµng.
893310	TÕi#GM?n Ğà S½n Trang#Wtìm ğßşc#RVß½ng An Ca#W#{_INFOAIM129, 106, 592, Vß½ng An Ca}#W.
893359	Ği trß¾c#GL?c Dß½ng#{_INFOAIM156, 112, 0, M£c HuÏnh}#RM£c HuÏnh#WXØ tham dñ#YNguy®n LÕc Trß¶ng Trú T£ng TØu Hß½ng#WhoÕt ğµng.
998269	Ği trß¾c ı vai di­n XØ Tß¾ng l­ v§t t¯ng xu¤t, Tính phän h°i#GL?c Dß½ng#{_INFOAIM160, 112, 0, D¸ch hi¬u nhau}#RD¸ch hi¬u nhau#WXØ giao phó. (Thïnh xem xét tay nãi nhi®m vø Lan Nµi Ğích#Ynhi®m vø ğÕo cø#W, tRong ğó bao hàm nhi®m vø manh m¯i)
998273	Thïnh TÕi#GTÔ Châu#Wtrong thành tìm kiªm Hæu#Gğ£c thù d¤u hi®u#WĞích dân chúng, Ğ¯i Ki sØ døng tß½ng Ñng Ğích ğÕo cø, tìm hi¬u#Ytú c¥u#WĞích r½i xu¯ng.
998274	Thïnh thiªu hi®p Trì#Yc†m tú bao vây#Wği trß¾c#GTô Châu#{_INFOAIM228, 171, 1, Tr¥n Chiêu}#RTr¥n Chiêu#WXØ thông qua khäo nghi®m Tính giao phó.
998275	Thïnh thiªu hi®p TÕi#GTÔ Châu#{_INFOAIM129, 151, 1, Tô Minh H÷c}#RTô Gia lão gia#WXØ truy«n vào#Gmµt mình ğ¤u·Tô Châu#W, ğng th¶i ğánh bÕi#G10#WCá#RTô m÷i nhà Ğinh#W.
998288	Thïnh thiªu hi®p Ğ°ng ngß¶i yêu#Gt‘ ğµi#Wği trß¾c#GĞÕi Lı#{_INFOAIM191, 131, 2, Thiên Tiên Muµi Muµi}#RThiên Tiên Muµi Muµi#WXØ cßŞi bï dñc Tiên Loan Du Thß·ng#GĞÕi Lı#W.
998290	Thïnh thiªu hi®p Ğ°ng ngß¶i yêu#Gt‘ ğµi#Wği trß¾c#GTô Châu#{_INFOAIM170, 134, 1, Tô Ğào}#RTô Ğào#WXØ hoàn thành#RTô Ğào#WĞích khäo nghi®m.
998291	Thïnh thiªu hi®p Ğ°ng ngß¶i yêu#Gt‘ ğµi#WTÕi#GTô Châu#{_INFOAIM97, 205, 1, Tô ThÑc}#RTô ThÑc#WXØ Tá Khai#YThi tình ı#Wm£t biên, TrÕch ngßŞng mµ trong lòng câu th½, Ği¬m Kích#GT¯ Tình#W, H? T¯ Tình Trß¶ng.
998292	Thïnh thiªu hi®p Ğ°ng ngß¶i yêu#Gt‘ ğµi#WTÕi#GLÕc Dß½ng#{_INFOAIM46, 61, 0, Hoa Tiên}#RHoa Tiên#WXØ Tá Khai#Ytß½ng tß Các#WH§u#GHæu Ki®n#Wcu¯n ô vuông, tìm kiªm gi¤u kín Ğích#RTiên Thß¾c#W.
998312	Thïnh ği trß¾c#GL?c Dß½ng#{_INFOAIM175, 71, 0, Li­u Nhß Hinh}#RLi­u Nhß Hinh#WXØ.
998313	Vu#GL?c Dß½ng#{_INFOAIM175, 71, 0, Li­u Nhß Hinh}#RLi­u Nhß Hinh#WXØ tiªn hành mµt l¥n kªt duyên các\u0020hÕ thân Ğích kı kªt.
998314	Thïnh thiªu hi®p Ğ°ng ngß¶i yêu#Gt‘ ğµi#Wği trß¾c#GThúc Hà C± Tr¤n#{_INFOAIM65, 164, 260, Thß½ng Lan}#RThß½ng Lan#WXØ cßŞi bï dñc Tiên Loan Du Thß·ng C± Tr¤n phong cänh.
998315	Thïnh thiªu hi®p Ğ°ng ngß¶i yêu#Gt‘ ğµi#Wği trß¾c#GMÕn Ğà S½n Trang#W#{_INFOAIM225, 149, 592, Hoa Chiªu ThuÖ}#RHoa Chiªu ThuÖ#WXØ cßŞi bï dñc Tiên Loan Du Thß·ng#GMÕn Ğà#WHoa Häi.
998316	Thïnh thiªu hi®p Ğ°ng ngß¶i yêu#Gt‘ ğµi#Wği trß¾c#GThái H°#{_INFOAIM158, 190, 4, Giang Tß Tuy«n}#RGiang Tß Tuy«n#WXØ cßŞi bï dñc Tiên Loan Du Thß·ng#GThái H°#W.
998317	Thïnh thiªu hi®p Ğ°ng ngß¶i yêu#Gt‘ ğµi#Wği trß¾c#GDÕ Tây H°#{_INFOAIM271, 175, 164, Tri«u Ğoan L­}#RTri«u Ğoan L­#WXØ cßŞi bï dñc Tiên Loan Du Thß·ng#GDÕ Tây H°#W.
998355	Cån cÑ cung c¤p Ğích tin tÑc, TÕi#GL?c Dß½ng#W, #GĞÕi Lı#W, #GTô Châu#Wbên trong thành tìm kiªm ğ¯i Ñng ngß¶i.
998356	TÕi#GĞ?i Lı#Rhàn lâm h÷c sî#{_INFOAIM242, 229, 2, hàn lâm h÷c sî}#WXØ hoàn thành khi¬n trách tham quan.
998357	Ği trß¾c ğµi nhÕc võ Dß tu t§p võ ğÕo ğ® tØ tiªn hành lu§n bàn, ma luy®n ĞÕo Tâm.
998358	Dß ğã có ğµt phá Ğích ti«n b¯i nói chuy®n v¾i nhau H§u, h°i b¦m võ ğÕo trß·ng lão.
998359	Tìm kiªm Tinh Nghiên tînh tâm phß½ng pháp Ğích ti«n b¯i Tính nh§n ğßşc tînh tâm Quyªt Tàn Di®p, y theo chï th¸ ği trß¾c ğ¯i Ñng ğ¸a ği¬m sØ døng H§u, h°i b¦m võ ğÕo trß·ng lão.
998388	Ği trß¾c#GTUng S½n#WT¥m Cñu Hæu#RTiêu Phong#{_INFOAIM277, 150, 3, Tiêu Phong}#Wg£p nhau, hi¬u biªt Tín Thßşng tình hình cø th¬ và tï mï.
998390	Hß¾ng#GTHiªu Lâm Tñ#{_INFOAIM100, 127, 9, Tri Khách Tång}#RTri Khách Tång#Whöi#RTäo Ğ¸a Tång#Wv¸ trí Tính ği trß¾c.
