INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT
7050	HJ_npc刀兵精英怪石化版17.obj	1	2	1	0.15	182	183	184	984
7051	HJ_npc弩兵精英怪17.obj	1	2	1	0.15	182	183	184	987
7052	HJ_npc弩兵精英怪石化版17.obj	1	2	1	0.15	182	183	184	984
7053	HJ_npc骑兵精英怪17.obj	1	2	1	0.15	182	183	184	989
7054	HJ_npc骑兵精英怪石化版17.obj	1	2	1	0.15	182	183	184	984
7055	HJ_boss秦皇地宫将军17.obj	1	2	1	0.15	182	183	184	986
7056	npc秦驰道马车210531一花.obj	1	2	0.8	0.15	182	183	184	990
7057	npc秦驰道马车210531二花.obj	1	2	0.8	0.15	182	183	184	991
7058	npc秦驰道马车210531三花.obj	1	2	0.8	0.15	182	183	184	992
7059	npc秦驰道马车210531四花.obj	1	2	0.8	0.15	182	183	184	993
7060	骑乘20210628七夕船.obj	1	2	1	0.15	-1	-1	-1	1015
7061	HJ_npc冰块变身17.obj	1	2	1	0.15	182	183	184	937
7062	HJ_npc顾缘17.obj	1	2	1	0.15	182	183	184	937
7063	HJ_npc冰麒麟17.obj	1	2	1	0.15	182	183	184	996
7064	HJ_npc艾凉霜17.obj	1	2	1	0.15	182	183	184	940
7065	珍兽20210628法海.obj	1	2	1	0.15	182	183	184	997
7066	珍兽20210628法海变色.obj	1	2	1	0.15	182	183	184	997
7067	珍兽20210629法海二级.obj	1	2	1	0.15	182	183	184	997
7068	珍兽20210629法海二级变色.obj	1	2	1	0.15	182	183	184	997
7069	珍兽20210629法海三级.obj	1	2	1	0.15	182	183	184	997
7070	珍兽20210629法海三级变色.obj	1	2	1	0.15	182	183	184	997
7071	珍兽20210629法海四级.obj	1	2	1	0.15	182	183	184	997
7072	珍兽20210629法海四级变色.obj	1	2	1	0.15	182	183	184	998
7073	珍兽20210709法海五级.obj	1	2	1	0.15	182	183	184	998
7074	HJ_npc藏月匣17.obj	1	2	1	0.15	182	183	184	999
7075	HJ_npc鹊七七17.obj	1	2	1	0.15	182	183	184	937
7076	珍兽20210709法海五级变色.obj	1	2	1	0.15	182	183	184	998
7077	HJ_npc吴择之17.obj	1	2	1	0.15	182	183	184	937
7078	npc鬼市说书的.obj	1	2	1	0.15	182	183	184	940
7079	HJ_npc周年庆呆呆牛.obj	1	2	1	0.15	182	183	184	1005
7080	HJ_npc周年庆小狐仙.obj	1	2	1	0.15	182	183	184	1005
7081	HJ_npc周年庆蛋蛋鸡.obj	1	2	1	0.15	182	183	184	1005
7082	HJ_npc周年庆宝箱.obj	1	2	1	0.15	182	183	184	1202
7083	HJ_npc玉兔17.obj	1	2	1	0.15	182	183	184	940
7084	暗冥石.obj	1	2	1	0.15	182	183	184	983
7085	百林醒木.obj	1	2	0.48	0.15	182	183	184	983
7086	碧子木.obj	1	2	1	0.15	182	183	184	983
7087	蟾毒香.obj	1	2	1.22	0.15	182	183	184	983
7088	刚木.obj	1	2	0.55	0.15	182	183	184	983
7089	黑啫矿石.obj	1	2	1	0.15	182	183	184	983
7090	花青.obj	1	2	1	0.15	182	183	184	983
7091	利寒气.obj	1	2	0.64	0.15	182	183	184	983
7092	莲雪.obj	1	2	1	0.15	182	183	184	983
7093	灵木.obj	1	2	0.5	0.15	182	183	184	983
7094	灵泉水.obj	1	2	1	0.15	182	183	184	983
7095	葡叶青.obj	1	2	1	0.15	182	183	184	983
7096	栖葡石.obj	1	2	0.74	0.15	182	183	184	983
7097	千岩.obj	1	2	0.67	0.15	182	183	184	983
7098	清行芝.obj	1	2	1	0.15	182	183	184	983
7099	韧草.obj	1	2	0.47	0.15	182	183	184	983
7100	谭沼泥.obj	1	2	1.12	0.15	182	183	184	983
7101	苇草.obj	1	2	0.48	0.15	182	183	184	983
7102	无明花.obj	1	2	1	0.15	182	183	184	983
7103	无相忧.obj	1	2	1	0.15	182	183	184	983
7104	香麝草.obj	1	2	1	0.15	182	183	184	983
7105	宵石.obj	1	2	0.64	0.15	182	183	184	983
7106	晓原百叶.obj	1	2	1	0.15	182	183	184	983
7107	榍盐山矿.obj	1	2	1	0.15	182	183	184	983
7108	悬叶.obj	1	2	1	0.15	182	183	184	983
7109	洵草药.obj	1	2	1	0.15	182	183	184	983
7110	幽冥火.obj	1	2	0.31	0.15	182	183	184	983
7111	HJ_boss申屠17.obj	1	2	1	0.15	182	183	184	1001
7112	HJ_boss冶力行17.obj	1	2	1	0.15	182	183	184	1000
7113	HJ_骑乘红熊17.obj	1	2	1	0.15	182	183	184	1002
7114	HJ_npc吴三儿17.obj	1	2	1	0.15	182	183	184	937
7115	HJ_npc沈丰垚17.obj	1	2	1	0.15	182	183	184	940
7116	HJ_npc本然17.obj	1	2	1	0.15	182	183	184	940
7117	HJ_npc本喜17.obj	1	2	1	0.15	182	183	184	940
7118	HJ_npc碧落散人17.obj	1	2	1	0.15	182	183	184	940
7119	HJ_npc聚落花17.obj	1	2	1	0.15	182	183	184	940
7120	HJ_npc林焱17.obj	1	2	1	0.15	182	183	184	940
7121	HJ_npc莫思归17.obj	1	2	1	0.15	182	183	184	940
7122	HJ_npc苏戈17.obj	1	2	1	0.15	182	183	184	940
7123	HJ_npc吴淼淼17.obj	1	2	1	0.15	182	183	184	940
7124	HJ_npc吴森森17.obj	1	2	1	0.15	182	183	184	940
7125	HJ_npc玄篱17.obj	1	2	1	0.15	182	183	184	940
7126	HJ_npc玄阅17.obj	1	2	1	0.15	182	183	184	940
7127	HJ_npc逐浪散人17.obj	1	2	1	0.15	182	183	184	940
7128	HJ_npc残影17.obj	1	2	1	0.15	182	183	184	1003
7129	HJ_npc残影17_02.obj	1	2	1	0.15	182	183	184	1003
7130	HJ_npc残影17_03.obj	1	2	1	0.15	182	183	184	1003
7131	HJ_npc残影17_04.obj	1	2	1	0.15	182	183	184	1003
7132	HJ_npc残影17_05.obj	1	2	1	0.15	182	183	184	1003
7133	HJ_npc残影17_06.obj	1	2	1	0.15	182	183	184	1003
7134	HJ_npc残影17_07.obj	1	2	1	0.15	182	183	184	1003
7135	HJ_npc残影17_08.obj	1	2	1	0.15	182	183	184	1003
7136	HJ_npc残影17_09.obj	1	2	1	0.15	182	183	184	1003
7137	npc乔峰200807.obj	1	2	1	0.15	182	183	184	940
7138	珍兽20210811火焰妖魔一级.obj	1	2	1	0.15	182	183	184	1004
7139	HJ_npc蒿莱子17.obj	1	2	1	0.15	182	183	184	940
7140	HJ_npc莲舟子17.obj	1	2	1	0.15	182	183	184	940
7141	HJ_boss虹七娘17.obj	1	2	1	0.15	182	183	184	1006
7142	骑乘天马星空201230.obj	1	2	1	0.15	182	183	184	1007
7143	珍兽20210825火焰妖魔二级.obj	1	2	1	0.15	182	183	184	1004
7144	珍兽20210825火焰妖魔二级染色.obj	1	2	1	0.15	182	183	184	1004
7145	珍兽20210825火焰妖魔三级.obj	1	2	1	0.15	182	183	184	1004
7146	珍兽20210825火焰妖魔三级染色.obj	1	2	1	0.15	182	183	184	1004
7147	珍兽20210827火焰妖魔四级.obj	1	2	1	0.15	182	183	184	1004
7148	珍兽20210827火焰妖魔四级染色.obj	1	2	1	0.15	182	183	184	1004
7149	珍兽20210811火焰妖魔五级.obj	1	2	1	0.15	182	183	184	1009
7150	珍兽20210811火焰妖魔五级染色.obj	1	2	1	0.15	182	183	184	1010
7151	HJ_npc赤瞳小卒17.obj	1	2	1	0.15	182	183	184	1008
7152	HJ_npc细腰男俑17.obj	1	2	1	0.15	182	183	184	1008
7153	HJ_npc削面鬼人17.obj	1	2	1	0.15	182	183	184	1008
7154	HJ_npc艾凉河17.obj	1	2	1	0.15	182	183	184	940
7155	HJ_npc杜少康17.obj	1	2	1	0.15	182	183	184	940
7156	HJ_npc路老大17.obj	1	2	1	0.15	182	183	184	940
7157	HJ_npc秦烟萝17.obj	1	2	1	0.15	182	183	184	940
7158	HJ_骑乘飞豹17.obj	1	2	1	0.15	182	183	184	936
7159	HJ_骑乘黄鹤楼翅膀17.obj	1	2	1	0.15	404	404	404	1011
7160	骑乘220916黑金龙.obj	1	2	1	0.15	495	495	495	838
7161	HJ_npc感恩节女孩17.obj	1	2	1	0.15	182	183	184	940
7162	HJ_npc火鸡17.obj	1	2	1	0.15	182	183	184	938
7163	HJ_npc火鸡17五分熟.obj	1	2	1	0.15	182	183	184	938
7164	HJ_npc火鸡17七分熟.obj	1	2	1	0.15	182	183	184	938
7165	HJ_npc火鸡17全熟.obj	1	2	1	0.15	182	183	184	938
7166	HJ_npc火鸡17糊了.obj	1	2	1	0.15	182	183	184	938
7167	HJ_npc南瓜人一级17.obj	1	2	1	0.15	182	183	184	940
7168	HJ_npc南瓜人一级17高级.obj	1	2	1	0.15	182	183	184	940
7169	npc高级识破机关.obj	1	2	1	0.15	182	183	184	983
7170	HJ_骑乘圣诞鹿17.obj	1	2	1	0.15	182	183	184	1012
7171	HJ_npc空模型_糖果炸弹.obj	1	2	1	0.15	182	183	184	983
7172	HJ_npc周年庆呆呆牛.obj	1	2	1	0.15	182	183	184	1013
7173	HJ_npc周年庆小狐仙.obj	1	2	1	0.15	182	183	184	1013
7174	HJ_npc周年庆蛋蛋鸡.obj	1	2	1	0.15	182	183	184	1014
7175	HJ_npc圣诞小人儿17.obj	1	2	1	0.15	182	183	184	1005
7176	HJ_npc圣诞姜饼人17.obj	1	2	1	0.15	182	183	184	1016
7177	HJ_npc小鲁道夫17.obj	1	2	1	0.15	182	183	184	940
7178	HJ_npc圣诞老人17.obj	1	2	1	0.15	182	183	184	940
7179	HJ_npc圣诞幸运星橙17.obj	1	2	1	0.15	182	183	184	940
7180	HJ_npc圣诞幸运星粉17.obj	1	2	1	0.15	182	183	184	940
7181	HJ_npc圣诞幸运星红17.obj	1	2	1	0.15	182	183	184	940
7182	HJ_npc圣诞幸运星黄17.obj	1	2	1	0.15	182	183	184	940
7183	HJ_npc圣诞幸运星蓝17.obj	1	2	1	0.15	182	183	184	940
7184	HJ_npc圣诞幸运星绿17.obj	1	2	1	0.15	182	183	184	940
7185	npc奇遇鞭炮20211130.obj	1	2	1	0.15	182	183	184	983
7186	HJ_npc灯笼17.obj	1	2	1	0.15	182	183	184	1033
7187	HJ_npc奇遇小男孩17.obj	1	2	1	0.15	182	183	184	1005
7188	HJ_npc灶王爷17.obj	1	2	1	0.15	182	183	184	940
7189	HJ_npc金大虎17.obj	1	2	1	0.15	182	183	184	940
7190	HJ_npc年兽秘宝17.obj	1	2	0.15	0.15	182	183	184	1017
7191	HJ_npc段凌风17.obj	1	2	1	0.15	182	183	184	940
7192	HJ_npc年兽17.obj	1	2	0.8	0.15	182	183	184	1022
7193	珍兽211021土虎.obj	1	2	1	0.15	182	183	184	1018
7194	珍兽211025木虎.obj	1	2	1	0.15	182	183	184	1018
7195	珍兽211025木虎变色.obj	1	2	1	0.15	182	183	184	1018
7196	珍兽211026金虎.obj	1	2	1	0.15	182	183	184	1018
7197	珍兽211026金虎变色.obj	1	2	1	0.15	182	183	184	1018
7198	珍兽211108火虎.obj	1	2	1	0.15	182	183	184	1020
7199	珍兽211108火虎变色.obj	1	2	1	0.15	182	183	184	1021
7200	珍兽211103冰虎.obj	1	2	1	0.15	182	183	184	1019
7201	珍兽211103冰虎变色.obj	1	2	1	0.15	182	183	184	1019
7202	HJ_npc舞狮绣球17.obj	1	2	1	0.15	182	183	184	940
7203	HJ_npc小年兽秘宝17.obj	1	2	1	0.15	182	183	184	1017
7204	HJ_npc虎小威17.obj	1	2	1	0.15	182	183	184	1032
7205	HJ_npc康索17.obj	1	2	1	0.15	182	183	184	940
7206	HJ_npc人形舞狮17.obj	1	2	1	0.15	182	183	184	1023
7207	骑乘20211123春节鼓.obj	1	2	1	0.15	182	183	184	1024
7208	HJ_npc云冰冰17.obj	1	2	1	0.15	182	183	184	940
7209	经验雨空模型.obj	1	2	1	0.15	182	183	184	-1
7210	HJ_npc狻猊17.obj	1	2	1.5	0.15	182	183	184	940
7211	HJ_npc狻猊半透17.obj	1	2	1	0.15	182	183	184	1112
7212	骑乘211202不死鸟.obj	1	2	1	0.15	495	495	495	1111
7213	珍兽211130情人节一级.obj	1	2	1	0.15	182	183	184	1025
7214	珍兽211201情人节二级.obj	1	2	1	0.15	182	183	184	1026
7215	珍兽211201情人节二级变色.obj	1	2	1	0.15	182	183	184	1036
7216	珍兽211201情人节三级.obj	1	2	1	0.15	182	183	184	1027
7217	珍兽211201情人节三级变色.obj	1	2	1	0.15	182	183	184	1028
7218	珍兽211201情人节五级.obj	1	2	1	0.15	182	183	184	1031
7219	珍兽211201情人节五级变色.obj	1	2	1	0.15	182	183	184	1031
7220	珍兽211201情人节四级变色02.obj	1	2	1	0.15	182	183	184	1029
7221	珍兽211201情人节四级变色.obj	1	2	1	0.15	182	183	184	1030
7222	珍兽211201情人节四级.obj	1	2	1	0.15	182	183	184	1029
7223	HJ_npc云兰舟17.obj	1	2	1	0.15	182	183	184	940
7224	HJ_npc石碑17.obj	1	2	0.4	0.15	182	183	184	983
7225	兽魂211223蝴蝶三级.obj	1	2	1	0.15	182	183	184	-1
7226	兽魂211223白虎三级.obj	1	2	1	0.15	182	183	184	-1
7227	HJ_npc奇怪的花草17.obj	1	2	1	0.15	182	183	184	983
7229	hj_boss密探傀儡师17.obj	1	2	1	0.15	182	183	184	960
7230	荒兽召唤特效npc.obj	1	2	1	0.15	182	183	184	983
7231	兽魂211231锦鲤三级.obj	1	2	1	0.15	182	183	184	-1
7232	HJ_npc云决决17.obj	1	2	1	0.15	182	183	184	940
7233	HJ_npc云决决17受伤.obj	1	2	1	0.15	182	183	184	940
7234	时空裂缝空模型.obj	1	2	2	0.15	182	183	184	-1
7235	HJ_npc玄武岛幻境采集植物17.obj	1	2	1	0.15	182	183	184	983
7236	HJ_npc云深深17.obj	1	2	1	0.15	182	183	184	940
7237	HJ_npc巫祝狐17.obj	1	2	1	0.15	182	183	184	937
7238	HJ_npc渊博狐17.obj	1	2	1	0.15	182	183	184	937
7239	HJ_npc扫地狐17.obj	1	2	1	0.15	182	183	184	1048
7240	HJ_npc洒扫狐17.obj	1	2	1	0.15	182	183	184	937
7241	HJ_npc摸鱼狐17.obj	1	2	1	0.15	182	183	184	937
7242	HJ_npc青丘狐17.obj	1	2	1	0.15	182	183	184	937
7243	HJ_npc大理种玫瑰花01.obj	1	2	3	0.15	182	183	184	983
7244	HJ_npc大理种玫瑰花02.obj	1	2	3	0.15	182	183	184	983
7245	HJ_npc大理种玫瑰花03.obj	1	2	2.1	0.15	182	183	184	983
7246	HJ_npc大理种玫瑰花04.obj	1	2	2.1	0.15	182	183	184	983
7247	兽魂211223朱雀一级.obj	1	2	1	0.15	182	183	184	-1
7248	兽魂211223朱雀二级.obj	1	2	1	0.15	182	183	184	-1
7249	兽魂211223朱雀三级.obj	1	2	1	0.15	182	183	184	-1
7250	兽魂211223白虎一级.obj	1	2	1	0.15	182	183	184	-1
7251	兽魂211223白虎二级.obj	1	2	1	0.15	182	183	184	-1
7252	兽魂211223蝴蝶一级.obj	1	2	1	0.15	182	183	184	-1
7253	兽魂211223蝴蝶二级.obj	1	2	1	0.15	182	183	184	-1
7254	兽魂211223金乌一级.obj	1	2	1	0.15	182	183	184	-1
7255	兽魂211223金乌二级.obj	1	2	1	0.15	182	183	184	-1
7256	兽魂211223金乌三级.obj	1	2	1	0.15	182	183	184	-1
7257	兽魂211223青龙三级.obj	1	2	1	0.15	182	183	184	-1
7258	兽魂211227九尾狐一级.obj	1	2	1	0.15	182	183	184	-1
7259	兽魂211227九尾狐二级.obj	1	2	1	0.15	182	183	184	-1
7260	兽魂211227九尾狐三级.obj	1	2	1	0.15	182	183	184	-1
7261	兽魂211227仙鹤一级.obj	1	2	1	0.15	182	183	184	-1
7262	兽魂211227仙鹤二级.obj	1	2	1	0.15	182	183	184	-1
7263	兽魂211227仙鹤三级.obj	1	2	1	0.15	182	183	184	-1
7264	兽魂20220310玄武一级.obj	1	2	1	0.15	182	183	184	-1
7265	兽魂20220310玄武二级.obj	1	2	1	0.15	182	183	184	-1
7266	兽魂20220310玄武三级.obj	1	2	1	0.15	182	183	184	-1
7267	兽魂211231锦鲤一级.obj	1	2	1	0.15	182	183	184	-1
7268	兽魂211231锦鲤二级.obj	1	2	1	0.15	182	183	184	-1
7269	兽魂220104鹿一级.obj	1	2	1	0.15	182	183	184	-1
7270	兽魂220104鹿二级.obj	1	2	1	0.15	182	183	184	-1
7271	兽魂220104鹿三级.obj	1	2	1	0.15	182	183	184	-1
7272	boss211223朱雀.obj	1	2	1	0.15	182	183	184	1039
7273	boss211223白虎.obj	1	2	1	0.15	182	183	184	1041
7274	boss211223蝴蝶.obj	1	2	1	0.15	182	183	184	1042
7275	boss211223金乌.obj	1	2	1	0.15	182	183	184	1043
7276	boss211223青龙.obj	1	2	1	0.15	182	183	184	1045
7277	boss211227九尾狐.obj	1	2	1	0.15	182	183	184	1037
7278	boss211227仙鹤.obj	1	2	1	0.15	182	183	184	1038
7279	boss211227玄武.obj	1	2	1	0.15	182	183	184	1040
7280	boss211231锦鲤.obj	1	2	1	0.15	182	183	184	1044
7281	boss220104鹿.obj	1	2	1	0.15	182	183	184	1046
7282	兽魂211223青龙一级.obj	1	2	1	0.15	182	183	184	-1
7283	兽魂211223青龙二级.obj	1	2	1	0.15	182	183	184	-1
7284	HJ_boss九尾狐17.obj	1	2	0.9	0.15	182	183	184	1047
7285	HJ_圣兽之魂17.obj	1	2	1	0.15	182	183	184	1049
7286	npc211223青龙.obj	1	2	1	0.15	182	183	184	1050
7287	npc211227九尾狐.obj	1	2	1	0.15	182	183	184	1051
7288	npc211227玄武.obj	1	2	1	0.15	182	183	184	1052
7289	npc211223青龙.obj	1	2	0.5	0.15	182	183	184	1050
7290	npc211227九尾狐.obj	1	2	0.5	0.15	182	183	184	1051
7291	npc211227玄武.obj	1	2	0.5	0.15	182	183	184	1052
7292	HJ_boss云卷舒17.obj	1	2	1	0.15	182	183	184	1053
7293	HJ_boss云飘飘17.obj	1	2	1	0.15	182	183	184	1054
7294	HJ_boss艾虎17.obj	1	2	1	0.15	182	183	184	1055
7295	HJ_boss逸17.obj	1	2	1	0.15	182	183	184	1056
7296	boss_艾虎呆呆牛放大.obj	1	2	1	0.15	182	183	184	1057
7297	boss_艾虎蛋蛋鸡放大.obj	1	2	1	0.15	182	183	184	1058
7298	hj_boss云飘飘_云烟断_陷阱.obj	1	2	1	0.15	182	183	184	-1
7299	云飘飘爪印空物体.obj	1	2	1	0.15	182	183	184	1060
7300	hj_boss云飘飘_如是我闻_全屏大招.obj	1	2	1	0.15	182	183	184	1062
7301	boss_艾虎呆呆牛.obj	1	2	1	0.15	182	183	184	1059
7302	hj_boss云飘飘_如是我闻_全屏大招2.obj	1	2	1	0.15	182	183	184	-1
7304	HJ_npc青丘九尾内丹17.obj	1	2	1	0.15	182	183	184	1061
7305	HJ_npc荼蘼花17.obj	1	2	1	0.15	182	183	184	1063
7306	HJ_boss逸17触发前.obj	1	2	1	0.15	182	183	184	1056
7307	HJ_npc艾虎17.obj	1	2	1	0.15	182	183	184	940
7308	HJ_npc云飘飘17.obj	1	2	1	0.15	182	183	184	940
7309	HJ_npc逸黑狐17.obj	1	2	1	0.15	182	183	184	1064
7310	HJ_npc逸白狐17.obj	1	2	1	0.15	182	183	184	1064
7311	骑乘220215孔雀.obj	1	2	1	0.15	-1	-1	-1	1065
7312	青丘阻挡.obj	1	2	1	0.15	-1	-1	-1	-1
7313	HJ_npc净灵浊玉17.obj	1	2	1	0.15	-1	-1	-1	983
7314	珍兽211223朱雀1级.obj	1	2	0.8	0.15	182	183	184	1068
7315	珍兽211223白虎1级.obj	1	2	0.8	0.15	182	183	184	1078
7316	珍兽211223蝴蝶1级.obj	1	2	0.8	0.15	182	183	184	1071
7317	珍兽211223金乌1级.obj	1	2	0.8	0.15	182	183	184	1072
7318	珍兽211223青龙1级.obj	1	2	0.8	0.15	182	183	184	1074
7319	珍兽211227九尾狐1级.obj	1	2	0.8	0.15	182	183	184	1066
7320	珍兽211227仙鹤1级.obj	1	2	0.8	0.15	182	183	184	1067
7321	珍兽211227玄武1级.obj	1	2	0.8	0.15	182	183	184	1069
7322	珍兽211223锦鲤一级.obj	1	2	0.8	0.15	182	183	184	1073
7323	珍兽220104鹿1级.obj	1	2	0.8	0.15	182	183	184	1075
7324	珍兽211223朱雀2级.obj	1	2	0.9	0.15	182	183	184	1068
7325	珍兽211223白虎2级.obj	1	2	0.9	0.15	182	183	184	1078
7326	珍兽211223蝴蝶2级.obj	1	2	0.9	0.15	182	183	184	1071
7327	珍兽211223金乌2级.obj	1	2	0.9	0.15	182	183	184	1072
7328	珍兽211223青龙2级.obj	1	2	0.9	0.15	182	183	184	1074
7329	珍兽211227九尾狐2级.obj	1	2	0.9	0.15	182	183	184	1066
7330	珍兽211227仙鹤2级.obj	1	2	0.85	0.15	182	183	184	1067
7331	珍兽211227玄武2级.obj	1	2	0.9	0.15	182	183	184	1069
7332	珍兽211223锦鲤二级.obj	1	2	0.9	0.15	182	183	184	1073
7333	珍兽220104鹿2级.obj	1	2	0.9	0.15	182	183	184	1075
7334	珍兽211223朱雀.obj	1	2	1	0.15	182	183	184	1068
7335	珍兽211223白虎.obj	1	2	1	0.15	182	183	184	1070
7336	珍兽211223蝴蝶.obj	1	2	1	0.15	182	183	184	1071
7337	珍兽211223金乌.obj	1	2	1	0.15	182	183	184	1072
7338	珍兽211223青龙.obj	1	2	1	0.15	182	183	184	1074
7339	珍兽211227九尾狐.obj	1	2	1	0.15	182	183	184	1066
7340	珍兽211227仙鹤.obj	1	2	0.9	0.15	182	183	184	1067
7341	珍兽211227玄武.obj	1	2	1	0.15	182	183	184	1069
7342	珍兽211223锦鲤.obj	1	2	1	0.15	182	183	184	1073
7343	珍兽220104鹿.obj	1	2	1	0.15	182	183	184	1075
7344	HJ_圣兽之魂白虎17.obj	1	2	1	0.15	182	183	184	1049
7345	HJ_圣兽之魂鹤17.obj	1	2	1	0.15	182	183	184	1049
7346	HJ_圣兽之魂蝴蝶17.obj	1	2	1	0.15	182	183	184	1049
7347	HJ_圣兽之魂金乌17.obj	1	2	1	0.15	182	183	184	1049
7348	HJ_圣兽之魂锦鲤17.obj	1	2	1	0.15	182	183	184	1049
7349	HJ_圣兽之魂鹿17.obj	1	2	1	0.15	182	183	184	1049
7350	HJ_圣兽之魂青龙17.obj	1	2	1	0.15	182	183	184	1049
7351	HJ_圣兽之魂玄武17.obj	1	2	1	0.15	182	183	184	1049
7352	HJ_圣兽之魂朱雀17.obj	1	2	1	0.15	182	183	184	1049
7353	珍兽220107孔雀一级.obj	1	2	1	0.15	182	183	184	1076
7354	珍兽220107孔雀二级.obj	1	2	1	0.15	182	183	184	1076
7355	珍兽220107孔雀二级变色.obj	1	2	1	0.15	182	183	184	1076
7356	珍兽220107孔雀三级.obj	1	2	1	0.15	182	183	184	1076
7357	珍兽220107孔雀三级变色.obj	1	2	1	0.15	182	183	184	1076
7358	珍兽220107孔雀四级.obj	1	2	1	0.15	182	183	184	1076
7359	珍兽220107孔雀四级变色.obj	1	2	1	0.15	182	183	184	1076
7360	珍兽220107孔雀五级变色.obj	1	2	1	0.15	182	183	184	1076
7361	珍兽220107孔雀五级.obj	1	2	1	0.15	182	183	184	1076
7362	通用合体特效5.obj	1	2	1	0.15	182	183	184	-1
7363	pet_2022qiegong.obj	1	2	1	0.15	182	183	184	1113
7364	pet_2022qiemu.obj	1	2	1	0.15	182	183	184	1113
7365	pet_2022qiehuaxue.obj	1	2	1	0.15	182	183	184	1113
7366	青丘阻挡2.obj	1	2	1	0.15	182	183	184	-1
7367	HJ_boss云飘飘17.obj	1	2	1	0.15	182	183	184	1077
7368	HJ_npc云晓晓17.obj	1	2	1	0.15	182	183	184	940
7369	云飘飘爪印空物体.obj	1	2	1	0.15	182	183	184	1079
7370	云飘飘爪印空物体.obj	1	2	1	0.15	182	183	184	1080
7371	云飘飘爪印空物体.obj	1	2	1	0.15	182	183	184	1081
7372	云飘飘爪印空物体.obj	1	2	1	0.15	182	183	184	1082
7373	hj_boss九尾灵狐_扫尾替代.obj	1	2	1	0.15	182	183	184	-1
7374	hj_boss九尾灵狐_禁锢光球空物体.obj	1	2	1	0.15	182	183	184	1083
7375	珍兽211223白虎.obj	1	2	1.8	0.15	182	183	184	962
7376	珍兽211227九尾狐.obj	1	2	1.8	0.15	182	183	184	962
7377	珍兽211227玄武.obj	1	2	1.8	0.15	182	183	184	962
7378	hj_boss九尾灵狐_扫尾右.obj	1	2	1	0.15	182	183	184	-1
7379	hj_boss九尾灵狐_扫尾左.obj	1	2	1	0.15	182	183	184	-1
7380	九尾狐保护墙空物体.obj	1	2	1	0.15	182	183	184	-1
7381	HJ_npc青丘宝箱17.obj	1	2	1	0.15	182	183	184	-1
7382	HJ_npc鞭炮堆17.obj	1	2	1	0.15	182	183	184	-1
7383	npc_2022zhulinnan.obj	1	2	1	0.15	182	183	184	940
7384	HJ_npc烟花小丸子17.obj	1	2	1	0.15	182	183	184	1084
7385	npc汴梁城绿袍官员200807.obj	1	2	1	0.15	182	183	184	940
7386	npc_2022hongzaozong.obj	1	2	1	0.15	182	183	184	1005
7387	npc_2022hongzaozong01.obj	1	2	1	0.15	182	183	184	1005
7388	npc_2022rouzong.obj	1	2	1	0.15	182	183	184	1005
7389	npc_2022rouzong01.obj	1	2	1	0.15	182	183	184	1005
7390	npc_2022danhuangzong.obj	1	2	1	0.15	182	183	184	1005
7391	npc_2022danhuangzong01.obj	1	2	1	0.15	182	183	184	1005
7392	npc汴梁城老头.obj	1	2	1	0.15	182	183	184	937
7393	HJ_npc青丘寒潭灵药17.obj	1	2	1	0.15	182	183	184	983
7394	HJ_骑乘白雕17.obj	1	2	1	0.15	405	405	405	1085
7395	HJ_npc旅燕17.obj	1	2	1	0.15	182	183	184	1086
7396	HJ_npc旅燕黑燕17.obj	1	2	1	0.15	182	183	184	1086
7397	HJ_npc旅燕灰燕17.obj	1	2	1	0.15	182	183	184	1086
7398	HJ_npc旅燕棕燕17.obj	1	2	1	0.15	182	183	184	1086
7399	NPC银杏树.obj	1	2	1	0.15	182	183	184	-1
7400	将开的芍药.obj	1	2	2	0.15	182	183	184	1087
7402	HJ_npc矮桌.obj	1	2	1	0.15	182	183	184	-1
7403	HJ_npc林燕归17.obj	1	2	1	0.15	182	183	184	940
7404	HJ_npc峨嵋男主雕像17.obj	1	2	1	0.15	182	183	184	-1
7405	HJ_npc峨嵋女主雕像17.obj	1	2	1	0.15	182	183	184	-1
7406	HJ_npc丐帮男主雕像17.obj	1	2	1	0.15	182	183	184	-1
7407	HJ_npc丐帮女主雕像17.obj	1	2	1	0.15	182	183	184	-1
7408	HJ_npc明教男主雕像17.obj	1	2	1	0.15	182	183	184	-1
7409	HJ_npc明教女主雕像17.obj	1	2	1	0.15	182	183	184	-1
7410	HJ_npc少林男主雕像17.obj	1	2	1	0.15	182	183	184	-1
7411	HJ_npc少林女主雕像17.obj	1	2	1	0.15	182	183	184	-1
7412	HJ_npc天龙男主雕像17.obj	1	2	1	0.15	182	183	184	-1
7413	HJ_npc天龙女主雕像17.obj	1	2	1	0.15	182	183	184	-1
7414	HJ_npc天山男主雕像17.obj	1	2	1	0.15	182	183	184	-1
7415	HJ_npc天山女主雕像17.obj	1	2	1	0.15	182	183	184	-1
7416	HJ_npc武当男主雕像17.obj	1	2	1	0.15	182	183	184	-1
7417	HJ_npc武当女主雕像17.obj	1	2	1	0.15	182	183	184	-1
7418	HJ_npc逍遥男主雕像17.obj	1	2	1	0.15	182	183	184	-1
7419	HJ_npc逍遥女主雕像17.obj	1	2	1	0.15	182	183	184	-1
7420	HJ_npc星宿男主雕像17.obj	1	2	1	0.15	182	183	184	-1
