INT	INT	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
216	13	Cao c¤p sß phó	Thái ðµ làm ngß¶i gß½ng t¯t, thanh danh lan xa. #rKhä Thu 5Danh ð° ð®	28	3	-1	Sß ÐÑc c¤p b§c	1	Sß ÐÑc Tr¸ ðÕt t¾i 12000Ði¬m H§u có th¬ lînh Cai danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
217	13	Mµt thª h® Danh Sß	Mµt thª h® Danh Sß, ðào lý kh¡p thiên hÕ. #rKhä Thu 8Danh ð° ð®	28	4	-1	Sß ÐÑc c¤p b§c	1	Sß ÐÑc Tr¸ ðÕt t¾i 20000Ði¬m H§u có th¬ lînh Cai danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
218	14	_JIEBAI_	Kªt nghîa kim lan, cùng sinh cùng tØ!	24	1	-1	Kªt bái	1	Kªt bái danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
219	15	$Nbang chúng	Bang phái bình thß¶ng thành viên.	23	1	-1	Bang phái(không phäi thông qua danh hi®u)	1	Bang hµi chÑc v¸ danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
220	15	$Ntinh anh	Bang phái tinh anh thành viên.	23	2	-1	Bang phái(không phäi thông qua danh hi®u)	1	Bang hµi chÑc v¸ danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
221	15	$Nthß½ng nhân	Bang phái Bào Thß½ng ngß¶i phø trách.	23	3	-1	Bang phái(không phäi thông qua danh hi®u)	1	Bang hµi chÑc v¸ danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
222	15	$Nnµi vø SÑ	Bang phái nµi vø ngß¶i phø trách.	23	4	-1	Bang phái(không phäi thông qua danh hi®u)	1	Bang hµi chÑc v¸ danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
223	15	$NCông Vø SÑ	Bang phái Công nông nghi®p ngß¶i phø trách.	23	5	-1	Bang phái(không phäi thông qua danh hi®u)	1	Bang hµi chÑc v¸ danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
224	15	$NHo¢ng Hoá SÑ	Bang phái phát tri¬n ngß¶i phø trách.	23	6	-1	Bang phái(không phäi thông qua danh hi®u)	1	Bang hµi chÑc v¸ danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
225	15	$NPhó bang chü	Bang phái Phó bang chü, bang chü Ðích trþ thü ð¡c lñc.	23	7	-1	Bang phái(không phäi thông qua danh hi®u)	1	Bang hµi chÑc v¸ danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
226	15	$Nbang chü	Bang hµi lão ÐÕi, bang phái Ðích cao nh¤t quän lý Giä.	23	8	-1	Bang phái(không phäi thông qua danh hi®u)	1	Bang hµi chÑc v¸ danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
227	16	Tình thánh	T¯ tình nghîa Hoa Ngæ, H¯i thiên hÕ phong lßu.	19	1	-1	999 Ðoá Mai Quª, Nam	1	T¯ng xu¤t Ho£c thu ðßþc 999 Ðoá Mai Quª Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
228	16	Mai Quª Tiên TØ	T¯ tình nghîa Hoa Ngæ, H¯i thiên hÕ phong lßu.	19	1	-1	999 Ðoá Mai Quª, Næ	1	T¯ng xu¤t Ho£c thu ðßþc 999 Ðoá Mai Quª Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
229	17	Ti¬u Phï Nghîa Sî	Hß·ng Ñng tri«u ðình kêu g÷i Chi tiêu di®t nghîa sî.	30	1	-1	Ti«n H°ng Vû danh hi®u	1	Dß Ti«n H°ng Vû Ðích quan h® ðÕt t¾i 1000~1999Ði¬m Th¶i nh§n ðßþc Ðích danh hi®u(M²i hoàn thành mµt l¥n 3Hoàn nh§n ðßþc 10Ði¬m).	48	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230	17	Phá Phï Hi®p Sî	Hß·ng Ñng tri«u ðình kêu g÷i Chi Phá Phï hi®p sî.	30	2	-1	Ti«n H°ng Vû danh hi®u	1	Dß Ti«n H°ng Vû Ðích quan h® ðÕt t¾i 2000~3999Ði¬m Th¶i nh§n ðßþc Ðích danh hi®u(M²i hoàn thành mµt l¥n 3Hoàn nh§n ðßþc 10Ði¬m).	48	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
231	17	Tr¤n Phï Anh Hi®p	Hß·ng Ñng tri«u ðình kêu g÷i Chi Tr¤n Phï Anh Hi®p.	30	3	-1	Ti«n H°ng Vû danh hi®u	1	Dß Ti«n H°ng Vû Ðích quan h® ðÕt t¾i 4000~6499Ði¬m Th¶i nh§n ðßþc Ðích danh hi®u(M²i hoàn thành mµt l¥n 3Hoàn nh§n ðßþc 10Ði¬m).	48	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
232	17	Thiên HÕ Phï Kiªn S¥u	Linh thiên hÕ Qu¥n Phï Vån Chi táng ðäm Chi Phï Kiªn S¥u.	30	4	-1	Ti«n H°ng Vû danh hi®u	1	Dß Ti«n H°ng Vû Ðích quan h® ðÕt t¾i 6500~9999Ði¬m Th¶i nh§n ðßþc Ðích danh hi®u(M²i hoàn thành mµt l¥n 3Hoàn nh§n ðßþc 10Ði¬m).	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
233	18	Hành giä vô song	Ð§u M£c quy¬n sách, Hành ngàn d£m ðß¶ng, Thiên HÕ Vô Song!	31	1	-1	Nhi®m vø anh hùng	1	Anh hùng nhi®m vø danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
234	18	T¸ch m¸ch cao thü	Võ lâm cao thü, ðµc lai ðµc vãng, v¤n ðïnh giang h°!	32	2	-1	Nhi®m vø anh hùng	1	Anh hùng nhi®m vø danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
235	18	Vô ð¸ch hi®p khách	Hi®p can nghîa ðäm, thiên hÕ vô ð¸ch, chï c¥u Nh¤t BÕi!	33	3	-1	Nhi®m vø anh hùng	1	Anh hùng nhi®m vø danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
236	18	Cái thª anh hùng	Anh hùng cái thª, danh ch¤n hoàn vû, muôn ð¶i lßu danh!	34	4	-1	Nhi®m vø anh hùng	1	Anh hùng nhi®m vø danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
237	19	Tiêu di®t du kích tß¾ng quân	Thánh thót Xu¤t nh¤t thÑc, bóng kiªm Ánh ThuÖ Quang. Có ðßþc Linh Kính H° ThuÖ Phï Ð¥u Lãnh nhß ðÑng ð¯ng lØa, nhß ng°i ð¯ng than oai Thª.	35	1	-1	Kính H° tiêu di®t	1	Tiêu di®t Kính H° ThuÖ Phï Ð¥u Lãnh sáu gã H§u nh§n ðßþc Ðích danh hi®u.	48	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
238	19	Tiêu di®t Phá L² tß¾ng quân	Thánh thót Xu¤t nh¤t thÑc, bóng kiªm Ánh ThuÖ Quang. Có ðßþc Linh Kính H° ThuÖ Phï Ð¥u Lãnh Tâm Sinh Khiªp Ý oai Thª.	35	2	-1	Kính H° tiêu di®t	1	Tiêu di®t Kính H° ThuÖ Phï Ð¥u Lãnh mß¶i tám Danh H§u nh§n ðßþc Ðích danh hi®u.	48	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
239	19	Tiêu di®t Xa KÜ tß¾ng quân	Thánh thót Xu¤t nh¤t thÑc, bóng kiªm Ánh ThuÖ Quang. Có ðßþc Linh Kính H° ThuÖ Phï Ð¥u Lãnh nghe tin ðã sþ m¤t m§t oai Thª.	35	3	-1	Kính H° tiêu di®t	1	Tiêu di®t Kính H° ThuÖ Phï Ð¥u Lãnh nåm mß½i Danh H§u nh§n ðßþc Ðích danh hi®u.	48	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
240	19	Tiêu di®t ÐÕi tß¾ng quân	Thánh thót Xu¤t nh¤t thÑc, bóng kiªm Ánh ThuÖ Quang. Có ðßþc Linh Kính H° ThuÖ Phï Ð¥u Lãnh b¤t chiªn Nhi Giáng oai Thª.	35	4	-1	Kính H° tiêu di®t	1	Tiêu di®t Kính H° ThuÖ Phï Ð¥u Lãnh tråm tên H§u nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
241	20	Cñc ph¦m phi mao th¯i	TÕi Quân Th¯ thi chÕy hoÕt ðµng Trung nh§n ðßþc Ti«n 3Danh Ðích anh hùng.	37	1	168	Quân Th¯ thi chÕy	0	HoÕt ðµng danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
242	21	$N?Quan Nµi H¥u	Bang hµi S½ C¤p tß¾c v¸, Trß½ng Liêu T¢ng TÑ Tß¾c Quan Nµi H¥u.	38	1	-1	Bang phái c¯ng hiªn Ðµ danh hi®u	1	Bang hµi c¯ng hiªn Ðµ ðÕt t¾i 250nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
243	21	$N?Ðình H¥u	Bang hµi S½ C¤p tß¾c v¸, Quan Vû T¢ng TÑ Tß¾c Hán Th÷ Ðình H¥u.	38	2	-1	Bang phái c¯ng hiªn Ðµ danh hi®u	1	Bang hµi c¯ng hiªn Ðµ ðÕt t¾i 750nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
244	21	$N?Hß½ng H¥u	Bang hµi Trung C¤p tß¾c v¸, Tß Mã Ý T¢ng TÑ Tß¾c An Qu¯c Hß½ng H¥u.	38	3	-1	Bang phái c¯ng hiªn Ðµ danh hi®u	1	Bang hµi c¯ng hiªn Ðµ ðÕt t¾i 1500nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
245	21	$N?Huy®n H¥u	Bang hµi Trung C¤p tß¾c v¸, Gia Cát Lßþng T¢ng TÑ Tß¾c Vû Hß½ng Huy®n H¥u.	38	4	-1	Bang phái c¯ng hiªn Ðµ danh hi®u	1	Bang hµi c¯ng hiªn Ðµ ðÕt t¾i 3000nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
246	21	$N?Qu§n H¥u	Bang hµi Trung C¤p tß¾c v¸, Dß½ng Hµ T¢ng TÑ Tß¾c Nam Thành Qu§n H¥u.	38	5	-1	Bang phái c¯ng hiªn Ðµ danh hi®u	1	Bang hµi c¯ng hiªn Ðµ ðÕt t¾i 7500nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
247	21	$N?Huy®n Công	Bang hµi cao c¤p tß¾c v¸, Lßu Thi«n T¢ng TÑ Tß¾c yên vui Huy®n Công.	38	6	-1	Bang phái c¯ng hiªn Ðµ danh hi®u	1	Bang hµi c¯ng hiªn Ðµ ðÕt t¾i 15000nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
248	21	$N?qu§n công	Bang hµi cao c¤p tß¾c v¸, Tôn Quy«n T¢ng TÑ Tß¾c Ngô Qu§n qu§n công.	38	7	-1	Bang phái c¯ng hiªn Ðµ danh hi®u	1	Bang hµi c¯ng hiªn Ðµ ðÕt t¾i 30000nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
249	21	$N?qu¯c công	Bang hµi cao c¤p tß¾c v¸, Tß Mã Chiêu T¢ng TÑ Tß¾c T¤n qu¯c công.	38	8	-1	Bang phái c¯ng hiªn Ðµ danh hi®u	1	Bang hµi c¯ng hiªn Ðµ ðÕt t¾i 60000nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
250	21	$N?Qu§n Vß½ng	Bang hµi siêu c¤p tß¾c v¸, Lßu B¸ T¢ng TÑ Tß¾c Hán Trung Vß½ng.	38	9	-1	Bang phái c¯ng hiªn Ðµ danh hi®u	1	Bang hµi c¯ng hiªn Ðµ ðÕt t¾i 125000nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
251	21	$N?thân vß½ng	Bang hµi siêu c¤p tß¾c v¸, Tào Tháo T¢ng TÑ Tß¾c Ngøy Vß½ng.	38	10	-1	Bang phái c¯ng hiªn Ðµ danh hi®u	1	Bang hµi c¯ng hiªn Ðµ ðÕt t¾i 250000nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
252	22	Liên Träm Cu°ng Khách	Bách Bµ Träm, Kim n±i danh.	39	1	168	Bang Chiªn nh§n ðßþc Ðích danh hi®u	1	Mµt l¥n bang hµi chinh phÕt Trung giªt ngß¶i s¯ l¥n nhi«u nh¤t nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
253	22	Siêu c¤p kì thü	Nghênh Sóc Phong, ÐoÕt tinh kÏ.	40	1	168	Bang Chiªn nh§n ðßþc Ðích danh hi®u	1	Mµt l¥n bang hµi chinh phÕt Trung chiªm lînh c¶ xí nhi«u nh¤t nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
254	22	Chuyên gia t¥m bäo	Súc lß½ng thäo, Ð¸nh th¡ng bÕi.	41	1	168	Bang Chiªn nh§n ðßþc Ðích danh hi®u	1	Mµt l¥n bang hµi chinh phÕt Trung thu th§p tài nguyên nhi«u nh¤t nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
255	23	Thành LÕc Dß½ng Chü	B¢ng vào cß¶ng ðÕi thñc lñc chiªm cÑ Li­u Thành LÕc Dß½ng tài nång có quang vinh danh hi®u.	42	1	-1	LÕc Dß½ng NPCChu Nhiên XØ lînh Ðích thành th¸ danh hi®u	0	Chiªm cÑ Thành LÕc Dß½ng H§u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
256	24	M¶ m¸t Chi müi nh÷n S½ Hi®n	Dùng dao m± trâu c¡t tiªt gà, müi nh÷n S½ Hi®n!	43	1	-1	Khiêu chiªn Phiêu Mi¬u Phong nh§n ðßþc Ðích danh hi®u	1	Nh§n ðßþc 1Cá Phiêu Mi­u Huy«n Phù H§u ð±i Ðích danh hi®u.	0	361	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
257	24	M¶ m¸t Chi hào hùng vô song	Trß¶ng kiªm ra khöi vö, hào hùng vô song!	43	2	-1	Khiêu chiªn Phiêu Mi¬u Phong nh§n ðßþc Ðích danh hi®u	1	TÕi phía trß¾c Ðích trø cµt Thßþng nh§n ðßþc 15Cá Phiêu Mi­u Huy«n Phù H§u ð±i Ðích danh hi®u.	0	705	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
258	24	M¶ m¸t chi chiªn ð«u b¸ Thång	Công ðã ðánh là th¡ng!	43	3	-1	Khiêu chiªn Phiêu Mi¬u Phong nh§n ðßþc Ðích danh hi®u	1	TÕi phía trß¾c Ðích trø cµt Thßþng nh§n ðßþc 45Cá Phiêu Mi­u Huy«n Phù H§u ð±i Ðích danh hi®u.	0	1033	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
259	24	M¶ m¸t Chi Ngã Ý Tung Hoành	Lång Tuy®t m¶ m¸t, Ngã Ý Tung Hoành!	43	4	-1	Khiêu chiªn Phiêu Mi¬u Phong nh§n ðßþc Ðích danh hi®u	1	TÕi phía trß¾c Ðích trø cµt Thßþng nh§n ðßþc 90Cá Phiêu Mi­u Huy«n Phù H§u ð±i Ðích danh hi®u.	0	2091	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
260	25	Quäng Møc Thiên Vß½ng	Qu¥n Tinh Chí, Tr× Sát Th¶i, Quäng Møc Thiên Vß½ng Kim lúc này!	7	1	-1	Sát Tinh bän sao danh hi®u	1	Ðä bÕi t¤t cä Sát Tinh Các 1ThÑ nh§n ðßþc Ðích danh hi®u.	46	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
261	25	Ða Vån Thiên Vß½ng	Qu¥n Tinh Chí, Tr× Sát Th¶i, Ða Vån Thiên Vß½ng Kim lúc này!	7	1	-1	Sát Tinh bän sao danh hi®u	1	Ðä bÕi t¤t cä Sát Tinh Các 10ThÑ nh§n ðßþc Ðích danh hi®u.	46	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
262	25	Tång trß·ng thiên vß½ng	Qu¥n Tinh Chí, Tr× Sát Th¶i, tång trß·ng thiên vß½ng Kim lúc này!	7	1	-1	Sát Tinh bän sao danh hi®u	1	Ðä bÕi t¤t cä Sát Tinh Các 50ThÑ nh§n ðßþc Ðích danh hi®u.	46	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
263	25	Trì Qu¯c thiên vß½ng	Qu¥n Tinh Chí, Tr× Sát Th¶i, Trì Qu¯c thiên vß½ng Kim lúc này!	7	1	-1	Sát Tinh bän sao danh hi®u	1	Ðä bÕi t¤t cä Sát Tinh Các 200ThÑ nh§n ðßþc Ðích danh hi®u.	46	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
264	26	Phßþng hoàng C± Thành Ðích bá chü	ÐoÕt ðßþc phßþng hoàng bình nguyên th¡ng lþi Ðích anh hùng!	44	1	72	Phßþng hoàng bình nguyên Thành chiªn th¡ng Lþi nh§n ðßþc Ðích danh hi®u	1	Phßþng hoàng bình nguyên Thành chiªn th¡ng Lþi nh§n ðßþc Ðích danh hi®u.	48	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
265	27	Tiªn d¥n t×ng bß¾c	Luy®n khí nh§p Th¬, ðµt phá tam tr÷ng.	45	2	-1	Tu luy®n danh hi®u	1	Trß¾c m£t cao nh¤t tu luy®n cänh gi¾i ðÕt t¾i Ð® 3Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
266	27	HÕc trong b¥y gà	Luy®n khí nh§p Th¬, ðµt phá TÑ Trùng.	45	3	-1	Tu luy®n danh hi®u	1	Trß¾c m£t cao nh¤t tu luy®n cänh gi¾i ðÕt t¾i Ð® 4Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
267	27	CßÞi xe nh© ði ðß¶ng quen	Luy®n khí nh§p Th¬, ðµt phá Ngû Trùng.	45	4	-1	Tu luy®n danh hi®u	1	Trß¾c m£t cao nh¤t tu luy®n cänh gi¾i ðÕt t¾i Ð® 5Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
268	27	Phi Tï t¥m thß¶ng	Luy®n khí nh§p Th¬, ðµt phá Løc Trùng.	45	5	-1	Tu luy®n danh hi®u	1	Trß¾c m£t cao nh¤t tu luy®n cänh gi¾i ðÕt t¾i Ð® 6Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
269	27	Ðång phong tÕo cñc	Luy®n khí nh§p Th¬, ðµt phá Th¤t Trùng.	45	6	-1	Tu luy®n danh hi®u	1	Trß¾c m£t cao nh¤t tu luy®n cänh gi¾i ðÕt t¾i Ð® 7Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
270	27	KÛ Quan qu¥n hùng	Luy®n khí nh§p Th¬, ðµt phá Bát Trùng.	45	7	-1	Tu luy®n danh hi®u	1	Trß¾c m£t cao nh¤t tu luy®n cänh gi¾i ðÕt t¾i Ð® 8Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
