INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT
17012	17012	江行初雪	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：224点#r瞬间释放#r冷却时间：120秒#r状态 减少摆放诛仙阵陷阱的运气时间#c54FF00{A:100 B:0}%#cFFFFFF，状态持续120秒#r#c5BC257需要洛神图状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：224点#r瞬间释放 冷却时间：120秒#r状态 减少摆放诛仙阵陷阱的运气时间，状态持续120秒#r#c5BC257需要洛神图状态	0	120000	-1	-1	法力需求	4	224	-1	需求	0	36	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17322	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17013	17013	江行初雪	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：259点#r瞬间释放#r冷却时间：120秒#r状态 减少摆放诛仙阵陷阱的运气时间#c54FF00{A:100 B:0}%#cFFFFFF，状态持续120秒#r#c5BC257需要洛神图状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：259点#r瞬间释放 冷却时间：120秒#r状态 减少摆放诛仙阵陷阱的运气时间，状态持续120秒#r#c5BC257需要洛神图状态	0	120000	-1	-1	法力需求	4	259	-1	需求	0	36	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17323	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17014	17014	江行初雪	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：294点#r瞬间释放#r冷却时间：120秒#r状态 减少摆放诛仙阵陷阱的运气时间#c54FF00{A:100 B:0}%#cFFFFFF，状态持续120秒#r#c5BC257需要洛神图状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：294点#r瞬间释放 冷却时间：120秒#r状态 减少摆放诛仙阵陷阱的运气时间，状态持续120秒#r#c5BC257需要洛神图状态	0	120000	-1	-1	法力需求	4	294	-1	需求	0	36	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17324	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17021	17021	排山倒海	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r有效距离：0-15米#r瞬间释放#r冷却时间：25秒#r单体远程攻击 对目标造成额外#c54FF00{A:1476 B:9.183136395}#cFFFFFF点直接伤害，并同时消去目标的气#c54FF00{A:1475 B:9.18313639487953}#cFFFFFF点#r#c5BC257需要装备武器和半怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r有效距离：0-15米#r瞬间释放 冷却时间：25秒#r单体远程攻击 对目标造成额外直接伤害，并同时消去目标的气#r#c5BC257需要装备武器和半怒状态	0	25000	-1	-1	消耗怒气	6	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17331	|引导周期的附加效果1	-1	|生效一次的附加效果2	182	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17022	17022	排山倒海	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r有效距离：0-15米#r瞬间释放#r冷却时间：25秒#r单体远程攻击 对目标造成额外#c54FF00{A:1586 B:9.183136395}#cFFFFFF点直接伤害，并同时消去目标的气#c54FF00{A:1585 B:9.18313639487953}#cFFFFFF点#r#c5BC257需要装备武器和半怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r有效距离：0-15米#r瞬间释放 冷却时间：25秒#r单体远程攻击 对目标造成额外直接伤害，并同时消去目标的气#r#c5BC257需要装备武器和半怒状态	0	25000	-1	-1	消耗怒气	6	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17332	|引导周期的附加效果1	-1	|生效一次的附加效果2	183	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17023	17023	排山倒海	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r有效距离：0-15米#r瞬间释放#r冷却时间：25秒#r单体远程攻击 对目标造成额外#c54FF00{A:1696 B:9.183136395}#cFFFFFF点直接伤害，并同时消去目标的气#c54FF00{A:1695 B:9.18313639487953}#cFFFFFF点#r#c5BC257需要装备武器和半怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r有效距离：0-15米#r瞬间释放 冷却时间：25秒#r单体远程攻击 对目标造成额外直接伤害，并同时消去目标的气#r#c5BC257需要装备武器和半怒状态	0	25000	-1	-1	消耗怒气	6	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17333	|引导周期的附加效果1	-1	|生效一次的附加效果2	184	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17024	17024	排山倒海	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r有效距离：0-15米#r瞬间释放#r冷却时间：25秒#r单体远程攻击 对目标造成额外#c54FF00{A:1807 B:9.183136395}#cFFFFFF点直接伤害，并同时消去目标的气#c54FF00{A:1806 B:9.18313639487953}#cFFFFFF点#r#c5BC257需要装备武器和半怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r有效距离：0-15米#r瞬间释放 冷却时间：25秒#r单体远程攻击 对目标造成额外直接伤害，并同时消去目标的气#r#c5BC257需要装备武器和半怒状态	0	25000	-1	-1	消耗怒气	6	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17334	|引导周期的附加效果1	-1	|生效一次的附加效果2	185	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17031	17031	波澜不惊	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r瞬间释放#r冷却时间：25秒#r解除自己的散功状态，并免疫散功10秒#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要半怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r瞬间释放 冷却时间：25秒#r解除自己的散功状态，并免疫散功10秒#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要半怒状态	0	25000	-1	-1	消耗怒气	6	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17341	|引导周期的附加效果1	-1	|生效一次的附加效果2	2685	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17032	17032	波澜不惊	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r瞬间释放#r冷却时间：25秒#r解除自己的散功状态，并免疫散功10秒#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要半怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r瞬间释放 冷却时间：25秒#r解除自己的散功状态，并免疫散功10秒#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要半怒状态	0	25000	-1	-1	消耗怒气	6	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17342	|引导周期的附加效果1	-1	|生效一次的附加效果2	2685	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17033	17033	波澜不惊	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r瞬间释放#r冷却时间：25秒#r解除自己的散功状态，并免疫散功10秒#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要半怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r瞬间释放 冷却时间：25秒#r解除自己的散功状态，并免疫散功10秒#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要半怒状态	0	25000	-1	-1	消耗怒气	6	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17343	|引导周期的附加效果1	-1	|生效一次的附加效果2	2685	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17034	17034	波澜不惊	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r瞬间释放#r冷却时间：25秒#r解除自己的散功状态，并免疫散功10秒#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要半怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗一半怒气#r瞬间释放 冷却时间：25秒#r解除自己的散功状态，并免疫散功10秒#r等级高于自己心法等级的不良效果不能解除#r#c5BC257需要半怒状态	0	25000	-1	-1	消耗怒气	6	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17344	|引导周期的附加效果1	-1	|生效一次的附加效果2	2685	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17041	17041	惊涛骇浪	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗所有怒气#r瞬间释放#r群体攻击 使自身周围5米范围内，最多6个目标散功，散功持续6秒，散功状态下可以移动，但无法使用技能#r#c5BC257需要装备武器和满怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗所有怒气#r瞬间释放#r群体攻击 使自身周围5米范围内，最多6个目标散功，散功持续6秒，散功状态下可以移动，但无法使用技能#r#c5BC257需要装备武器和满怒状态	0	1200	-1	-1	怒气需求	6	100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17351	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17042	17042	惊涛骇浪	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗所有怒气#r瞬间释放#r群体攻击 使自身周围5米范围内，最多6个目标散功，散功持续6秒，散功状态下可以移动，但无法使用技能#r#c5BC257需要装备武器和满怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗所有怒气#r瞬间释放#r群体攻击 使自身周围5米范围内，最多6个目标散功，散功持续6秒，散功状态下可以移动，但无法使用技能#r#c5BC257需要装备武器和满怒状态	0	1200	-1	-1	怒气需求	6	100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17352	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17043	17043	惊涛骇浪	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗所有怒气#r瞬间释放#r群体攻击 使自身周围5米范围内，最多6个目标散功，散功持续6秒，散功状态下可以移动，但无法使用技能#r#c5BC257需要装备武器和满怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗所有怒气#r瞬间释放#r群体攻击 使自身周围5米范围内，最多6个目标散功，散功持续6秒，散功状态下可以移动，但无法使用技能#r#c5BC257需要装备武器和满怒状态	0	1200	-1	-1	怒气需求	6	100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17353	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17044	17044	惊涛骇浪	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗所有怒气#r瞬间释放#r群体攻击 使自身周围5米范围内，最多6个目标散功，散功持续6秒，散功状态下可以移动，但无法使用技能#r#c5BC257需要装备武器和满怒状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗所有怒气#r瞬间释放#r群体攻击 使自身周围5米范围内，最多6个目标散功，散功持续6秒，散功状态下可以移动，但无法使用技能#r#c5BC257需要装备武器和满怒状态	0	1200	-1	-1	怒气需求	6	100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17354	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17051	17051	诛仙阵	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：309点#r运气时间：3秒#r冷却时间：30秒#r放置定时攻击陷阱 陷阱布下后10秒自动爆炸，作用范围4米，最多作用目标6人，直接对目标产生#c54FF00{A:1738 B:12.9}#cFFFFFF点伤害，并使目标陷入失明状态，失明状态下无法进行任何操作并随机移动，持续3秒#r#c5BC257同类陷阱数目上限：1个	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：309点#r运气时间：3秒 冷却时间：30秒#r放置定时攻击陷阱 陷阱布下后10秒后自动爆炸，作用范围4米，最多作用目标6人，直接对目标产生伤害，并使目标陷入失明状态，失明状态下无法进行任何操作并随机移动，持续3秒#r#c5BC257同类陷阱数目上限：1个	260	30000	3000	-1	法力需求	4	309	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	纪录陷阱的buffID	9	陷阱数据ID	813	同类陷阱数目上限	1	个体拥有这些buff（这个填个buff集合的ID）时使用强化陷阱9	35	强化陷阱1	913	个体拥有这些buff（这个填个buff集合的ID）时使用强化陷阱2	36	强化陷阱2	1013		0		0		0		0		0
17052	17052	诛仙阵	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：332点#r运气时间：3秒#r冷却时间：30秒#r放置定时攻击陷阱 陷阱布下后10秒自动爆炸，作用范围4米，最多作用目标6人，直接对目标产生#c54FF00{A:1868 B:12.9}#cFFFFFF点伤害，并使目标陷入失明状态，失明状态下无法进行任何操作并随机移动，持续3秒#r#c5BC257同类陷阱数目上限：1个	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：332点#r运气时间：3秒 冷却时间：30秒#r放置定时攻击陷阱 陷阱布下后10秒后自动爆炸，作用范围4米，最多作用目标6人，直接对目标产生伤害，并使目标陷入失明状态，失明状态下无法进行任何操作并随机移动，持续3秒#r#c5BC257同类陷阱数目上限：1个	260	30000	3000	-1	法力需求	4	332	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	纪录陷阱的buffID	9	陷阱数据ID	814	同类陷阱数目上限	1	个体拥有这些buff（这个填个buff集合的ID）时使用强化陷阱10	35	强化陷阱1	914	个体拥有这些buff（这个填个buff集合的ID）时使用强化陷阱2	36	强化陷阱2	1014		0		0		0		0		0
17053	17053	诛仙阵	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：355点#r运气时间：3秒#r冷却时间：30秒#r放置定时攻击陷阱 陷阱布下后10秒自动爆炸，作用范围4米，最多作用目标6人，直接对目标产生#c54FF00{A:1998 B:12.9}#cFFFFFF点伤害，并使目标陷入失明状态，失明状态下无法进行任何操作并随机移动，持续3秒#r#c5BC257同类陷阱数目上限：1个	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：355点#r运气时间：3秒 冷却时间：30秒#r放置定时攻击陷阱 陷阱布下后10秒后自动爆炸，作用范围4米，最多作用目标6人，直接对目标产生伤害，并使目标陷入失明状态，失明状态下无法进行任何操作并随机移动，持续3秒#r#c5BC257同类陷阱数目上限：1个	260	30000	3000	-1	法力需求	4	355	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	纪录陷阱的buffID	9	陷阱数据ID	815	同类陷阱数目上限	1	个体拥有这些buff（这个填个buff集合的ID）时使用强化陷阱11	35	强化陷阱1	915	个体拥有这些buff（这个填个buff集合的ID）时使用强化陷阱2	36	强化陷阱2	1015		0		0		0		0		0
17054	17054	诛仙阵	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：378点#r运气时间：3秒#r冷却时间：30秒#r放置定时攻击陷阱 陷阱布下后10秒自动爆炸，作用范围4米，最多作用目标6人，直接对目标产生#c54FF00{A:2128 B:12.9}#cFFFFFF点伤害，并使目标陷入失明状态，失明状态下无法进行任何操作并随机移动，持续3秒#r#c5BC257同类陷阱数目上限：1个	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：378点#r运气时间：3秒 冷却时间：30秒#r放置定时攻击陷阱 陷阱布下后10秒后自动爆炸，作用范围4米，最多作用目标6人，直接对目标产生伤害，并使目标陷入失明状态，失明状态下无法进行任何操作并随机移动，持续3秒#r#c5BC257同类陷阱数目上限：1个	260	30000	3000	-1	法力需求	4	378	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	纪录陷阱的buffID	9	陷阱数据ID	816	同类陷阱数目上限	1	个体拥有这些buff（这个填个buff集合的ID）时使用强化陷阱12	35	强化陷阱1	916	个体拥有这些buff（这个填个buff集合的ID）时使用强化陷阱2	36	强化陷阱2	1016		0		0		0		0		0
17061	17061	百鸟朝凤	防具的基础内功防御效果增加#c54FF00110%#cFFFFFF#r#c5BC257被动技能	防具的基础内功防御效果增加#c54FF00110%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	防具的基础物理防御修正%	0	防具的基础魔法防御修正%	110		0		0		0		0		0		0		0		0		0		0
17062	17062	百鸟朝凤	防具的基础内功防御效果增加#c54FF00115%#cFFFFFF#r#c5BC257被动技能	防具的基础内功防御效果增加#c54FF00115%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	防具的基础物理防御修正%	0	防具的基础魔法防御修正%	115		0		0		0		0		0		0		0		0		0		0
17063	17063	百鸟朝凤	防具的基础内功防御效果增加#c54FF00120%#cFFFFFF#r#c5BC257被动技能	防具的基础内功防御效果增加#c54FF00120%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	防具的基础物理防御修正%	0	防具的基础魔法防御修正%	120		0		0		0		0		0		0		0		0		0		0
17064	17064	百鸟朝凤	防具的基础内功防御效果增加#c54FF00125%#cFFFFFF#r#c5BC257被动技能	防具的基础内功防御效果增加#c54FF00125%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	防具的基础物理防御修正%	0	防具的基础魔法防御修正%	125		0		0		0		0		0		0		0		0		0		0
17071	17071	高山流水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：186点#r瞬间释放#r瞬间引爆周围13米范围内自己所布下的八阵图陷阱	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：186点#r瞬间释放#r瞬间引爆周围13米范围内自己所布下的八阵图陷阱	261	1200	-1	-1	法力需求	4	186	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	瞬发效果ID	-1	引爆的陷阱类型ID	65		0		0		0		0		0		0		0		0		0		0
17072	17072	高山流水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：200点#r瞬间释放#r瞬间引爆周围13米范围内自己所布下的八阵图陷阱	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：200点#r瞬间释放#r瞬间引爆周围13米范围内自己所布下的八阵图陷阱	261	1200	-1	-1	法力需求	4	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	瞬发效果ID	-1	引爆的陷阱类型ID	65		0		0		0		0		0		0		0		0		0		0
17073	17073	高山流水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：214点#r瞬间释放#r瞬间引爆周围13米范围内自己所布下的八阵图陷阱	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：214点#r瞬间释放#r瞬间引爆周围13米范围内自己所布下的八阵图陷阱	261	1200	-1	-1	法力需求	4	214	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	瞬发效果ID	-1	引爆的陷阱类型ID	65		0		0		0		0		0		0		0		0		0		0
17074	17074	高山流水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：228点#r瞬间释放#r瞬间引爆周围13米范围内自己所布下的八阵图陷阱	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：228点#r瞬间释放#r瞬间引爆周围13米范围内自己所布下的八阵图陷阱	261	1200	-1	-1	法力需求	4	228	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	瞬发效果ID	-1	引爆的陷阱类型ID	65		0		0		0		0		0		0		0		0		0		0
17081	17081	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF00110%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF00110%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	110	武器类型1	4	武器类型2	5		0		0		0		0		0		0		0		0
17082	17082	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF00115%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF00115%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	115	武器类型1	4	武器类型2	5		0		0		0		0		0		0		0		0
17083	17083	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF00120%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF00120%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	120	武器类型1	4	武器类型2	5		0		0		0		0		0		0		0		0
17084	17084	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF00125%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF00125%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	125	武器类型1	4	武器类型2	5		0		0		0		0		0		0		0		0
17091	17091	洛神图	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：927点#r运气时间：5秒#r冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：927点#r运气时间：5秒 冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	0	30000	5000	-1	法力需求	4	927	-1	驱散	9	37	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17311	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17092	17092	洛神图	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：996点#r运气时间：5秒#r冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：996点#r运气时间：5秒 冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	0	30000	5000	-1	法力需求	4	996	-1	驱散	9	37	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17312	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17093	17093	洛神图	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：1065点#r运气时间：5秒#r冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：1065点#r运气时间：5秒 冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	0	30000	5000	-1	法力需求	4	1065	-1	驱散	9	37	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17313	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17094	17094	洛神图	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：1134点#r运气时间：5秒#r冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：1134点#r运气时间：5秒 冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	0	30000	5000	-1	法力需求	4	1134	-1	驱散	9	37	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	17314	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1		0		0		0		0		0		0		0		0
17101	17101	鲲跃北溟	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：1500点#r有效距离：0-15米#r瞬间释放#r冷却时间：5分钟#r单体远程攻击 伤害目标的血#c54FF00{A:3405 B:21.1666666666667}#cFFFFFF点和气#c54FF00{A:3319 B:20.5833333333333}#cFFFFFF点，并吸收伤害的#c54FF0015%#cFFFFFF化为己用#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：1500点 有效距离：0-15米#r瞬间释放 冷却时间：5分钟#r单体远程攻击 打消目标的血和气，并吸收伤害的#c54FF0015%#cFFFFFF化为己用#r#c5BC257需要装备武器	3	300000	-1	-1	消耗mp	4	1500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	攻击效果	17371	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	0		0		0		0		0		0		0		0
17102	17102	鲲跃北溟	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：1600点#r有效距离：0-15米#r瞬间释放#r冷却时间：5分钟#r单体远程攻击 伤害目标的血#c54FF00{A:3659 B:21.1666666666667}#cFFFFFF点和气#c54FF00{A:3566 B:20.5833333333333}#cFFFFFF点，并吸收伤害的#c54FF0015%#cFFFFFF化为己用#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：1600点 有效距离：0-15米#r瞬间释放 冷却时间：5分钟#r单体远程攻击 打消目标的血和气，并吸收伤害的#c54FF0015%#cFFFFFF化为己用#r#c5BC257需要装备武器	3	300000	-1	-1	消耗mp	4	1600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	攻击效果	17372	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	0		0		0		0		0		0		0		0
