INT	STRING	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	STRING	INT	INT	FLOAT
2157	傲雪灵狮	1	12978	0.7	1163	269	536	attach1	269	536	attach1	-1	1	0
2164	福瑞雪貂	1	13210	0.6	1208	267	534	attach1	267	534	attach1	-1	1	0
2165	红梅软驾	2	13256	0.7	1209	272	539	attach1	272	539	attach2	-1	-1	0
2166	金羽	1	15062	0.7	1210	266	533	attach1	266	533	attach1	-1	-1	0
2167	冥邪兽	1	13306	0.7	1211	269	536	attach1	269	536	attach1	-1	1	0
2168	烈火金刚	1	13310	0.7	1212	272	539	attach1	272	539	attach1	-1	1	0
2169	赤霄炎狼	1	13320	0.7	1213	269	536	attach1	269	536	attach1	-1	1	0
2171	魅羽	1	13362	0.7	1214	266	533	attach1	266	533	attach1	-1	-1	0
2173	白碧水金睛兽	1	13545	0.7	1216	269	536	attach1	269	536	attach1	-1	1	0
2175	玄彤海龙	1	13555	0.7	1219	269	536	attach1	269	536	attach1	-1	1	0
2176	幽蓝海龙	1	13556	0.7	1218	269	536	attach1	269	536	attach1	-1	1	0
2177	暗炎开明兽	1	13585	0.7	1220	269	536	attach1	269	536	attach1	-1	1	0
2178	瑶光开明兽	1	13586	0.7	1221	269	536	attach1	269	536	attach1	-1	1	0
2179	星虹云舟	2	13597	0.7	1222	272	539	attach1	272	539	attach2	-1	-1	0
2180	暗炎冥狮	1	13619	0.7	1223	269	536	attach1	269	536	attach1	-1	1	0
2181	虚空熊魂	1	13620	0.6	1223	267	534	attach1	267	534	attach1	-1	1	0
2182	祥云鹤	1	13621	0.7	1145	269	536	attach1	269	536	attach1	-1	1	0
2183	金钱豹	1	13623	0.5	-1	267	534	attach1	267	534	attach1	-1	1	0
2184	云雪豹	1	13624	0.5	-1	267	534	attach1	267	534	attach1	-1	1	0
2185	幽冥豹	1	13625	0.6	-1	269	536	attach1	269	536	attach1	-1	1	0
2186	炎羽	1	13631	0.7	1224	266	533	attach1	266	533	attach1	-1	-1	0
2187	应龙幻魂	1	13632	0.7	-1	269	536	attach1	269	536	attach1	-1	-1	0
2188	黑玫瑰	1	13733	0.7	432	267	534	attach1	267	534	attach1	-1	1	0
2189	绒雪神牛	1	13766	0.7	432	267	534	attach1	267	534	attach1	-1	1	0
2190	沧海龙驹	1	13769	0.7	432	267	534	attach1	267	534	attach1	-1	1	0
2191	百变金刚	1	13770	0.7	432	267	534	attach1	267	534	attach1	-1	1	0
2192	豆豆雪橇	2	13780	0.7	-1	292	559	attach1	292	559	attach2	-1	1	0
2194	月马香驹	2	13823	0.7	-1	292	559	attach1	292	559	attach2	-1	-1	0
2195	赤炼驹	1	13877	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2196	碧甲玄龟	1	13984	0.7	-1	272	539	attach1	272	539	attach1	-1	-1	0
2197	星羽游龙	2	14030	0.7	1194	269	536	attach1	269	536	attach2	-1	1	2
2198	沧澜羽翼	1	14097	0.7	-1	266	533	attach1	266	533	attach1	-1	-1	0
2200	团羊羊	2	14099	0.7	1079	272	539	attach1	272	539	attach2	-1	1	0
2201	云水青荷	2	14158	0.7	-1	292	559	attach1	292	559	attach2	-1	-1	0
2202	炼狱凤凰	1	14159	0.7	-1	272	539	attach1	272	539	attach1	-1	-1	0
2203	裂海魔龙	1	14160	0.7	-1	267	534	attach1	267	534	attach1	-1	1	0
2204	噬魂花妖	1	14161	0.7	-1	272	539	attach1	272	539	attach1	-1	-1	0
2205	水碧飞鸢	1	14164	0.7	-1	272	539	attach1	272	539	attach1	-1	-1	0
2206	绛紫飞鸢	1	14165	0.7	-1	272	539	attach1	272	539	attach1	-1	-1	0
2207	钢鬃兽	1	14225	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2208	鬼马龙舟	2	14234	0.7	-1	292	559	attach1	292	559	attach2	-1	1	0
2209	望月龙驹	1	14277	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2210	踏雪乌骓	1	14278	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2211	玉麟龙	1	14287	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2213	梦幻仙驹	1	14331	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2214	云鹄锦车	2	14333	0.7	-1	292	559	attach1	292	559	attach2	-1	-1	0
2215	碧水灵君	1	14660	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2216	紫玉灵猫	1	14452	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2217	素雪灵猫	1	14454	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2219	红薇梦椅	1	14503	0.7	-1	292	559	attach1	292	559	attach1	-1	-1	0
2220	灵薇梦椅	1	14504	0.7	-1	292	559	attach1	292	559	attach1	-1	-1	0
2221	灵巫雀羽	1	14740	0.7	-1	266	533	attach1	266	533	attach1	-1	-1	0
2222	琉璃雀羽	1	14741	0.7	-1	266	533	attach1	266	533	attach1	-1	-1	0
2224	喜庆熊猫	1	14769	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2225	地火离炎兽	1	14797	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2226	甜心布丁	1	14808	0.7	-1	292	559	attach1	292	559	attach1	-1	-1	0
2228	灵狐	1	14838	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2229	赤尾狐	1	14839	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2230	玄天狐	1	14840	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2231	战天狼	1	15355	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2233	雪驯鹿	2	15432	0.7	-1	292	559	attach1	292	559	attach2	-1	1	0
2234	福瑞锦龙	1	15457	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2235	岐首龙君	1	15467	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2237	云霞	1	15537	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2238	青霄	1	15538	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2239	玉雪青萍	2	15574	0.6	-1	272	539	attach1	272	539	attach2	-1	-1	0
2242	极光羽翼	1	15611	0.7	-1	266	533	attach1	266	533	attach1	-1	-1	0
2243	霜翎明王雀	1	15642	0.7	-1	269	536	attach1	269	536	attach1	-1	-1	0
2244	长歌行	1	15644	0.6	-1	272	539	attach1	272	539	attach2	-1	-1	0
2245	骑乘180516七夕羽毛	1	15655	0.7	-1	1331	1332	attach1	1331	1332	attach1	-1	-1	0
2246	骑乘180516七夕羽毛蓝	1	15656	0.7	-1	1331	1332	attach1	1331	1332	attach1	-1	-1	0
2247	花月引	1	15665	0.7	-1	292	559	attach1	292	559	attach1	-1	-1	0
2248	御锋行	1	15673	0.7	-1	1700	1701	attach1	1700	1701	attach1	-1	-1	1
2249	栖凤歌	2	15717	0.7	-1	292	559	attach1	292	559	attach2	-1	-1	0
2250	霞上仙	2	15735	0.6	-1	272	539	attach1	272	539	attach2	-1	-1	1
2252	木鸢	1	15817	0.5	-1	269	536	attach1	269	536	attach1	-1	1	0
2253	晴风鸢	1	15816	0.5	-1	269	536	attach1	269	536	attach1	-1	1	0
2254	辞云鸢	1	15815	0.6	-1	269	536	attach1	269	536	attach1	-1	1	0
2257	乌夜兮游缰	1	15910	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2260	水客乘鲤去	1	16011	1	-1	272	539	attach1	272	539	attach2	-1	-1	0
2261	蔓萝纤	1	16018	1	-1	292	559	attach1	292	559	attach1	-1	-1	0
2263	坠风莲	1	16064	0.7	-1	1702	1703	attach1	1702	1703	attach1	-1	-1	1
2264	云水叠	1	16071	0.7	-1	1702	1703	attach1	1702	1703	attach1	-1	-1	1
2265	汴京白马	1	16289	0.7	-1	1485	1484	attach1	1485	1484	attach1	-1	1	0
2266	汴京黑马	1	16288	0.7	-1	1485	1484	attach1	1485	1484	attach1	-1	1	0
2267	金鞍映雪	1	16266	0.7	-1	1485	1484	attach1	1485	1484	attach1	-1	1	0
2268	福魁狻猊	1	16370	0.7	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2269	碧海照玉阶	1	16371	0.6	-1	292	559	attach1	292	559	attach1	-1	-1	0
2270	寒宫倚桂枝	1	16382	0.6	-1	292	559	attach1	292	559	attach1	-1	-1	0
2271	与春归	1	16383	0.7	-1	272	539	attach1	272	539	attach2	-1	-1	0
2273	踏兰山	1	16384	0.7	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2274	芳遥天坠	2	16391	0.7	-1	292	559	attach1	292	559	attach2	-1	-1	0
2276	玉枕兰舟	1	16392	0.5	-1	1331	1332	attach1	1331	1332	attach1	-1	-1	0
2277	青荷易梦	1	16394	0.6	-1	272	539	attach1	272	539	attach2	-1	-1	0
2279	熔枫乌	1	16452	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2280	焰翎乌	1	16453	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2283	暖茸茸	1	16501	0.7	-1	272	539	attach1	272	539	attach1	-1	1	0
2284	鲤灯游	1	16502	0.7	-1	292	559	attach1	292	559	attach1	-1	1	0
2285	邀月	2	16535	0.7	-1	292	559	attach1	292	559	attach2	-1	-1	0
2286	纯白金翼	1	16536	0.7	-1	266	533	attach1	266	533	attach1	-1	-1	0
2287	濯蓝之翼	1	16537	0.7	-1	266	533	attach1	266	533	attach1	-1	-1	0
2289	武陵故梦	1	16589	0.7	-1	1331	1332	attach1	1331	1332	attach1	-1	-1	0
2290	春风灼华	1	16590	0.7	-1	1331	1332	attach1	1331	1332	attach1	-1	-1	0
2291	幽竹乘风	1	16587	0.6	-1	292	559	attach1	292	559	attach2	-1	-1	0
2292	扁舟梦蜀	1	16588	0.6	-1	292	559	attach1	292	559	attach2	-1	-1	0
2293	重明玉凰	1	16617	0.7	-1	269	536	attach1	269	536	attach1	-1	-1	0
2295	苍澜元圣	1	16683	0.7	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2297	烈炎乌照	1	16707	0.7	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2298	幽澜夜潜	1	16708	0.7	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2301	青萝倚翠	1	16748	0.7	-1	292	559	attach1	292	559	attach1	-1	-1	0
2302	映月华川	1	16818	0.6	-1	272	539	attach1	272	539	attach1	-1	-1	0
2304	月色追风	1	16833	0.7	-1	1485	1484	attach1	1485	1484	attach1	-1	1	0
2305	锦绣星乘	2	16834	0.7	-1	292	559	attach1	292	559	attach2	-1	-1	0
2309	寒星灵驹	1	16976	0.7	-1	1485	1484	attach1	1485	1484	attach1	-1	1	0
2310	紫薇雪	1	17004	0.7	-1	267	534	attach1	267	534	attach1	-1	1	0
2317	烛照龙魂	2	17037	0.7	1194	269	536	attach2	269	536	attach1	-1	1	3
2319	赤炎燃疆	2	17038	0.7	1195	269	536	attach2	269	536	attach1	-1	1	0
2321	幽荧夜羽	2	17039	0.7	1196	269	536	attach2	269	536	attach1	-1	1	0
2323	灵隐虎	1	17348	0.5	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2324	圣火狮	1	17349	0.6	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2325	忠义狼	1	17350	0.5	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2326	上清鹤	1	17351	0.9	-1	272	539	attach1	272	539	attach1	-1	-1	0
2327	息心凤	1	17352	0.5	-1	269	536	attach1	269	536	attach1	-1	-1	0
2328	紫云牛	1	17353	0.6	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2329	远禅马	1	17354	0.6	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2330	雪海雕	1	17355	0.5	-1	269	536	attach1	269	536	attach1	-1	-1	0
2331	北冥鹿	1	17356	0.6	-1	1485	1484	attach1	1485	1484	attach1	-1	1	0
2332	三燕羊	1	17357	0.6	-1	269	536	attach1	273	540	attach1	-1	1	0
2333	瑶山豹	1	17358	0.6	-1	269	536	attach1	269	536	attach1	-1	1	0
2334	云梦狐	1	17359	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2335	桃影鸢	1	17360	0.6	-1	269	536	attach1	269	536	attach1	-1	1	0
2336	忘情乌	1	17361	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2337	哈基米	1	17409	0.7	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2343	御宝天禄	1	17458	0.7	-1	269	536	attach1	269	536	attach1	-1	1	0
2345	蛋蛋鸡飞椅	1	17484	0.6	-1	292	559	attach1	292	559	attach2	-1	-1	0
2346	飒露紫	1	17500	0.7	-1	1485	1484	attach1	1485	1484	attach1	-1	1	0
2347	碧海苍龙	1	17570	0.7	-1	267	534	attach1	267	534	attach1	-1	1	2
2364	山外猞	1	17851	0.6	-1	269	536	attach1	269	536	attach1	-1	1	0
2366	瑶池金鲤	1	18145	1	-1	272	539	attach1	272	539	attach2	-1	1	0
2372	九尾神狐	1	18302	0.7	-1	1706	1707	attach1	1706	1707	attach1	-1	1	1.5
2374	赤焰宝驹	1	18322	0.7	-1	1704	1705	attach1	1704	1705	attach1	-1	1	0
2385	苍雪领主	1	18523	0.6	-1	1706	1707	attach1	1706	1707	attach1	-1	1	4
2387	金辉领主	1	18524	0.6	-1	1706	1707	attach1	1706	1707	attach1	-1	1	4
2390	聚财貔貅	1	18526	0.6	-1	1706	1707	attach1	1706	1707	attach1	-1	1	1
