INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
23030	SØu Ti¬u Áp Trß·ng Thành	2303	85	9	0	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	1800000	23030
23031	SØu Ti¬u Áp Biªn D¸	2303	85	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	1800000	23030
23032	SØu Ti¬u Áp Biªn D¸	2303	85	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	1800000	23030
23033	SØu Ti¬u Áp Biªn D¸	2303	85	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	1800000	23030
23034	SØu Ti¬u Áp Biªn D¸	2303	85	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	1800000	23030
23035	SØu Ti¬u Áp Biªn D¸	2303	85	9	1	0	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	1800000	23030
23036	Th¥n Bí Xí Nga	2303	85	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	839	959	1558	959	1319	1357	1492	1560	1764	2035	500	200	150	100	50	1800000	23030
23037	Th¥n Bí Uyên ¿½ng	2303	85	9	1	0	1	10	688	550000	-1	-1	702	900000	670	500000	660	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	23030
23038	Th¥n Bí Niên Thú	2303	85	9	1	0	1000	10	684	550000	-1	-1	726	900000	668	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1667	1190	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	23030
23039	SØu Ti¬u Áp Bäo Bäo	2303	85	9	0	1	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	714	714	714	714	714	1357	1492	1560	1764	2035	900	50	20	20	10	1800000	23030
23040	Hoa Tiên TØ Trß·ng Thành	2304	5	9	0	0	100	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	100	200	100	100	1800000	23040
23041	Hoa Tiên TØ Biªn D¸	2304	5	9	1	0	100	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	100	200	100	100	1800000	23040
23042	Hoa Tiên TØ Biªn D¸	2304	5	9	1	0	100	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	100	200	100	100	1800000	23040
23049	Hoa Tiên TØ Bäo Bäo	2304	5	9	0	1	100	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	100	200	100	100	1800000	23040
23050	Hoa Tiên TØ Trß·ng Thành	2305	45	9	0	0	100	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	100	200	100	100	1800000	23050
23051	Hoa Tiên TØ Biªn D¸	2305	45	9	1	0	100	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	100	200	100	100	1800000	23050
23052	Hoa Tiên TØ Biªn D¸	2305	45	9	1	0	100	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	100	200	100	100	1800000	23050
23053	Hoa Tiên TØ Biªn D¸	2305	45	9	1	0	100	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	100	200	100	100	1800000	23050
23059	Hoa Tiên TØ Bäo Bäo	2305	45	9	0	1	100	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	100	200	100	100	1800000	23050
23060	Hoa Tiên TØ Trß·ng Thành	2306	55	9	0	0	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	23060
23061	Hoa Tiên TØ Biªn D¸	2306	55	9	1	0	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	23060
23062	Hoa Tiên TØ Biªn D¸	2306	55	9	1	0	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	23060
23063	Hoa Tiên TØ Biªn D¸	2306	55	9	1	0	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	23060
23064	Hoa Tiên TØ Biªn D¸	2306	55	9	1	0	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	23060
23069	Hoa Tiên TØ Bäo Bäo	2306	55	9	0	1	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	23060
23070	Hoa Tiên TØ Trß·ng Thành	2307	65	9	0	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	23070
23071	Hoa Tiên TØ Biªn D¸	2307	65	9	1	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	23070
23072	Hoa Tiên TØ Biªn D¸	2307	65	9	1	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	23070
23073	Hoa Tiên TØ Biªn D¸	2307	65	9	1	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	23070
23074	Hoa Tiên TØ Biªn D¸	2307	65	9	1	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	23070
23075	Hoa Tiên TØ Biªn D¸	2307	65	9	1	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	23070
23079	Hoa Tiên TØ Bäo Bäo	2307	65	9	0	1	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	23070
23080	Hoa Tiên TØ Trß·ng Thành	2308	75	9	0	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	23080
23081	Hoa Tiên TØ Biªn D¸	2308	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	23080
23082	Hoa Tiên TØ Biªn D¸	2308	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	23080
23083	Hoa Tiên TØ Biªn D¸	2308	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	23080
23084	Hoa Tiên TØ Biªn D¸	2308	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	23080
23085	Hoa Tiên TØ Biªn D¸	2308	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	23080
23086	Hoa Tiên TØ Biªn D¸	2308	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	23080
23089	Hoa Tiên TØ Bäo Bäo	2308	75	9	0	1	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	23080
23090	Hoa Tiên TØ Trß·ng Thành	2309	85	9	0	0	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	23090
23091	Hoa Tiên TØ Biªn D¸	2309	85	9	1	0	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	23090
23092	Hoa Tiên TØ Biªn D¸	2309	85	9	1	0	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	23090
23093	Hoa Tiên TØ Biªn D¸	2309	85	9	1	0	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	23090
23094	Hoa Tiên TØ Biªn D¸	2309	85	9	1	0	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	23090
23095	Hoa Tiên TØ Biªn D¸	2309	85	9	1	0	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	23090
23096	Hoa Tiên TØ Biªn D¸	2309	85	9	1	0	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	23090
23097	Hoa Tiên TØ Biªn D¸	2309	85	9	1	0	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	23090
23099	Hoa Tiên TØ Bäo Bäo	2309	85	9	0	1	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	23090
23100	Hoa Tiên TØ Trß·ng Thành	2310	95	9	0	0	100	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1608	946	1301	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	23100
23101	Hoa Tiên TØ Biªn D¸	2310	95	9	1	0	100	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	23100
23102	Hoa Tiên TØ Biªn D¸	2310	95	9	1	0	100	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	23100
23103	Hoa Tiên TØ Biªn D¸	2310	95	9	1	0	100	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1789	1052	1447	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	23100
23104	Hoa Tiên TØ Biªn D¸	2310	95	9	1	0	100	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1850	1088	1496	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	23100
23105	Hoa Tiên TØ Biªn D¸	2310	95	9	1	0	100	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1910	1123	1545	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	23100
23106	Hoa Tiên TØ Biªn D¸	2310	95	9	1	0	100	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1970	1159	1594	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	23100
23107	Hoa Tiên TØ Biªn D¸	2310	95	9	1	0	100	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	2031	1194	1642	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	23100
23108	Hoa Tiên TØ Biªn D¸	2310	95	9	1	0	100	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	2091	1230	1691	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	23100
23109	Hoa Tiên TØ Bäo Bäo	2310	95	9	0	1	100	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1608	946	1301	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	23100
23110	Thu¥n Lµc Trß·ng Thành	2311	5	9	0	0	100	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	722	1303	750	938	846	930	972	1099	1269	500	150	50	200	100	1800000	23110
23111	Thu¥n Lµc Biªn D¸	2311	5	9	1	0	100	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	539	830	1499	862	1078	846	930	972	1099	1269	500	150	50	200	100	1800000	23110
23112	Thu¥n Lµc Biªn D¸	2311	5	9	1	0	100	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	609	938	1694	975	1219	846	930	972	1099	1269	500	150	50	200	100	1800000	23110
23119	Thu¥n Lµc Bäo Bäo	2311	5	9	0	1	100	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	722	1303	750	938	846	930	972	1099	1269	500	150	50	200	100	1800000	23110
23120	Thu¥n Lµc Trß·ng Thành	2312	45	9	0	0	100	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	753	1360	783	979	948	1042	1090	1232	1422	500	150	50	200	100	1800000	23120
23121	Thu¥n Lµc Biªn D¸	2312	45	9	1	0	100	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	538	829	1496	861	1076	948	1042	1090	1232	1422	500	150	50	200	100	1800000	23120
23122	Thu¥n Lµc Biªn D¸	2312	45	9	1	0	100	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	587	904	1632	939	1174	948	1042	1090	1232	1422	500	150	50	200	100	1800000	23120
23123	Thu¥n Lµc Biªn D¸	2312	45	9	1	0	100	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	636	979	1769	1018	1272	948	1042	1090	1232	1422	500	150	50	200	100	1800000	23120
23129	Thu¥n Lµc Bäo Bäo	2312	45	9	0	1	100	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	753	1360	783	979	948	1042	1090	1232	1422	500	150	50	200	100	1800000	23120
23130	Thu¥n Lµc Trß·ng Thành	2313	55	9	0	0	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	785	1417	816	1020	1051	1156	1208	1366	1576	500	150	50	200	100	1800000	23130
23131	Thu¥n Lµc Biªn D¸	2313	55	9	1	0	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	548	844	1524	877	1096	1051	1156	1208	1366	1576	500	150	50	200	100	1800000	23130
23132	Thu¥n Lµc Biªn D¸	2313	55	9	1	0	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	586	903	1630	938	1173	1051	1156	1208	1366	1576	500	150	50	200	100	1800000	23130
23133	Thu¥n Lµc Biªn D¸	2313	55	9	1	0	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	624	962	1736	999	1249	1051	1156	1208	1366	1576	500	150	50	200	100	1800000	23130
23134	Thu¥n Lµc Biªn D¸	2313	55	9	1	0	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	663	1021	1843	1060	1326	1051	1156	1208	1366	1576	500	150	50	200	100	1800000	23130
23139	Thu¥n Lµc Bäo Bäo	2313	55	9	0	1	100	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	785	1417	816	1020	1051	1156	1208	1366	1576	500	150	50	200	100	1800000	23130
23140	Thu¥n Lµc Trß·ng Thành	2314	65	9	0	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	816	1474	848	1061	1153	1268	1325	1498	1729	500	150	50	200	100	1800000	23140
23141	Thu¥n Lµc Biªn D¸	2314	65	9	1	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	562	865	1563	899	1124	1153	1268	1325	1498	1729	500	150	50	200	100	1800000	23140
23142	Thu¥n Lµc Biªn D¸	2314	65	9	1	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	594	915	1651	950	1188	1153	1268	1325	1498	1729	500	150	50	200	100	1800000	23140
23143	Thu¥n Lµc Biªn D¸	2314	65	9	1	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	625	964	1740	1001	1251	1153	1268	1325	1498	1729	500	150	50	200	100	1800000	23140
23144	Thu¥n Lµc Biªn D¸	2314	65	9	1	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	657	1013	1828	1052	1315	1153	1268	1325	1498	1729	500	150	50	200	100	1800000	23140
23145	Thu¥n Lµc Biªn D¸	2314	65	9	1	0	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	689	1062	1917	1103	1379	1153	1268	1325	1498	1729	500	150	50	200	100	1800000	23140
23149	Thu¥n Lµc Bäo Bäo	2314	65	9	0	1	100	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	816	1474	848	1061	1153	1268	1325	1498	1729	500	150	50	200	100	1800000	23140
23150	Thu¥n Lµc Trß·ng Thành	2315	75	9	0	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	848	1531	881	1102	1255	1380	1443	1631	1882	500	150	50	200	100	1800000	23150
23151	Thu¥n Lµc Biªn D¸	2315	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	890	1608	925	1157	1255	1380	1443	1631	1882	500	150	50	200	100	1800000	23150
23152	Thu¥n Lµc Biªn D¸	2315	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	933	1684	969	1212	1255	1380	1443	1631	1882	500	150	50	200	100	1800000	23150
23153	Thu¥n Lµc Biªn D¸	2315	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	975	1761	1013	1267	1255	1380	1443	1631	1882	500	150	50	200	100	1800000	23150
23154	Thu¥n Lµc Biªn D¸	2315	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	1018	1838	1057	1322	1255	1380	1443	1631	1882	500	150	50	200	100	1800000	23150
23155	Thu¥n Lµc Biªn D¸	2315	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1060	1914	1102	1377	1255	1380	1443	1631	1882	500	150	50	200	100	1800000	23150
23156	Thu¥n Lµc Biªn D¸	2315	75	9	1	0	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1103	1991	1146	1432	1255	1380	1443	1631	1882	500	150	50	200	100	1800000	23150
23159	Thu¥n Lµc Bäo Bäo	2315	75	9	0	1	100	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	848	1531	881	1102	1255	1380	1443	1631	1882	500	150	50	200	100	1800000	23150
23160	Thu¥n Lµc Trß·ng Thành	2316	85	9	0	0	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	879	1587	913	1142	1357	1492	1560	1764	2035	500	150	50	200	100	1800000	23160
23161	Thu¥n Lµc Biªn D¸	2316	85	9	1	0	100	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	500	150	50	200	100	1800000	23160
