INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT
193	1	ÄĞÖ÷½ÇÍ··¢°×ÁúÍò×ÏÇ§ºìÊ±×°01.mesh	ÄĞÖ÷½Ç·¢ÊÎ°×ÁúÍò×ÏÇ§ºìÊ±×°01.mesh	Mßa r½i Phát	ÄĞÖ÷½ÇÍ··¢°×ÁúÍò×ÏÇ§ºìÊ±×°01	ÄĞÖ÷½Ç·¢ÊÎ°×ÁúÍò×ÏÇ§ºìÊ±×°01	20307250	1	2	PeiFang_5	50000	192
194	0	W_hair_2024»é·ş×ÏÏ¼.mesh	W_hair01_2024»é·ş×ÏÏ¼.mesh	Hôn Quan Phát	W_hair_2024»é·ş×ÏÏ¼	W_hair01_2024»é·ş×ÏÏ¼	20307251	1	2	PeiFang_5	50000	195
195	1	M_hair_2024»é·şÖÁ×ğ±¦.mesh	M_hair01_2024»é·şÖÁ×ğ±¦.mesh	Hôn Quan Phát	M_hair_2024»é·şÖÁ×ğ±¦	M_hair01_2024»é·şÖÁ×ğ±¦	20307251	1	2	PeiFang_5	50000	194
196	0	W_hair_2024×ÏÏ¼.mesh	W_hair01_2024×ÏÏ¼.mesh	Linh Hà Phát	W_hair_2024×ÏÏ¼	W_hair01_2024×ÏÏ¼	20307252	1	2	PeiFang_5	50000	197
197	1	M_hair_2024ËïÎò¿ÕĞÂ.mesh	M_hair01_2024ËïÎò¿ÕĞÂ.mesh	Linh Hà Phát	M_hair_2024ËïÎò¿ÕĞÂ	M_hair01_2024ËïÎò¿ÕĞÂ	20307252	1	2	PeiFang_5	50000	196
198	0	W_hair_2024×ÏÏ¼09.mesh	W_hair01_2024×ÏÏ¼09.mesh	Sß½ng tóc mai	W_hair_2024×ÏÏ¼09	W_hair01_2024×ÏÏ¼09	20307253	1	2	PeiFang_5	50000	199
199	1	M_hair_2024ËïÎò¿ÕĞÂ09.mesh	M_hair01_2024ËïÎò¿ÕĞÂ09.mesh	Sß½ng tóc mai	M_hair_2024ËïÎò¿ÕĞÂ09	M_hair01_2024ËïÎò¿ÕĞÂ09	20307253	1	2	PeiFang_5	50000	198
200	0	W_hair_2024Õù°ÔÈüµÚÈıÃû.mesh	W_hair01_2024Õù°ÔÈüµÚÈıÃû.mesh	Trúc Änh Phát	W_hair_2024Õù°ÔÈüµÚÈıÃû	W_hair01_2024Õù°ÔÈüµÚÈıÃû	20307255	1	2	PeiFang_5	50000	201
201	1	M_hair_2024Õù°ÔÈüµÚÈıÃû.mesh	M_hair01_2024Õù°ÔÈüµÚÈıÃû.mesh	Trúc Änh Phát	M_hair_2024Õù°ÔÈüµÚÈıÃû	M_hair01_2024Õù°ÔÈüµÚÈıÃû	20307255	1	2	PeiFang_5	50000	200
202	0	W_hair_2024Õù°ÔÈüµÚ¶şÃû.mesh	W_hair01_2024Õù°ÔÈüµÚ¶şÃû.mesh	Trùng NhÕc Phát	W_hair_2024Õù°ÔÈüµÚ¶şÃû	W_hair01_2024Õù°ÔÈüµÚ¶şÃû	20307256	1	2	PeiFang_5	50000	203
203	1	M_hair_2024Õù°ÔÈüµÚ¶şÃû.mesh	M_hair01_2024Õù°ÔÈüµÚ¶şÃû.mesh	Trùng NhÕc Phát	M_hair_2024Õù°ÔÈüµÚ¶şÃû	M_hair01_2024Õù°ÔÈüµÚ¶şÃû	20307256	1	2	PeiFang_5	50000	202
204	0	W_hair_2024Õù°ÔÈüµÚÒ»Ãû.mesh	W_hair01_2024Õù°ÔÈüµÚÒ»Ãû.mesh	Gşn sóng Phát	W_hair_2024Õù°ÔÈüµÚÒ»Ãû	W_hair01_2024Õù°ÔÈüµÚÒ»Ãû	20307257	1	2	PeiFang_5	50000	205
205	1	M_hair_2024Õù°ÔÈüµÚÒ»Ãû.mesh	M_hair01_2024Õù°ÔÈüµÚÒ»Ãû.mesh	Gşn sóng Phát	M_hair_2024Õù°ÔÈüµÚÒ»Ãû	M_hair01_2024Õù°ÔÈüµÚÒ»Ãû	20307257	1	2	PeiFang_5	50000	204
206	0	W_hair_2024°×¾§¾§.mesh	W_hair01_2024°×¾§¾§.mesh	Li Oán Phát	W_hair_2024°×¾§¾§	W_hair01_2024°×¾§¾§	20307254	1	2	PeiFang_5	50000	207
207	1	M_hair_2024ÖÁ×ğ±¦.mesh	M_hair01_2024ÖÁ×ğ±¦.mesh	Li Oán Phát	M_hair_2024ÖÁ×ğ±¦	M_hair01_2024ÖÁ×ğ±¦	20307254	1	2	PeiFang_5	50000	206
208	0	W_hair_2024½ğÎÚ.mesh	W_hair01_2024½ğÎÚ.mesh	Täng sáng Phát	W_hair_2024½ğÎÚ	W_hair01_2024½ğÎÚ	20307260	1	2	PeiFang_5	50000	209
209	1	M_hair_2024½ğÎÚ.mesh	M_hair01_2024½ğÎÚ.mesh	Täng sáng Phát	M_hair_2024½ğÎÚ	M_hair01_2024½ğÎÚ	20307260	1	2	PeiFang_5	50000	208
210	0	W_hair_2024Èâ¼ĞâÉ.mesh	W_hair01_2024Èâ¼ĞâÉ.mesh	Nhøc Giáp Mô	W_hair_2024Èâ¼ĞâÉ	W_hair01_2024Èâ¼ĞâÉ	20307261	1	2	PeiFang_5	50000	211
211	1	M_hair_2024Èâ¼ĞâÉ.mesh	M_hair01_2024Èâ¼ĞâÉ.mesh	Nhøc Giáp Mô	M_hair_2024Èâ¼ĞâÉ	M_hair01_2024Èâ¼ĞâÉ	20307261	1	2	PeiFang_5	50000	210
212	0	W_hair_2024ÌÆÈı²Ê.mesh	W_hair01_2024ÌÆÈı²Ê.mesh	Nhi­m Chúc Phát	W_hair_2024ÌÆÈı²Ê	W_hair01_2024ÌÆÈı²Ê	20307258	1	2	PeiFang_5	50000	213
213	1	M_hair_2024ÌÆÈı²Ê.mesh	M_hair01_2024ÌÆÈı²Ê.mesh	Nhi­m Chúc Phát	M_hair_2024ÌÆÈı²Ê	M_hair01_2024ÌÆÈı²Ê	20307258	1	2	PeiFang_5	50000	212
214	0	W_hair_2025ò¿ÓÈ01.mesh	W_hair01_2025ò¿ÓÈ01.mesh	Bách Li®t Phát	W_hair_2025ò¿ÓÈ01	W_hair01_2025ò¿ÓÈ01	20307291	1	2	PeiFang_5	50000	271
215	1	M_hair_2025ò¿ÓÈ01.mesh	M_hair01_2025ò¿ÓÈ01.mesh	Bách Li®t Phát	M_hair_2025ò¿ÓÈ01	M_hair01_2025ò¿ÓÈ01	20307291	1	2	PeiFang_5	50000	270
216	0	W_hair_2024°µÒ¹.mesh	W_hair01_2024°µÒ¹.mesh	H²n loÕn Phát	W_hair_2024°µÒ¹	W_hair01_2024°µÒ¹	20307262	1	2	PeiFang_5	50000	217
217	1	M_hair_2024°µÒ¹.mesh		H²n loÕn Phát	M_hair_2024°µÒ¹		20307262	1	2	PeiFang_5	50000	216
218	0	W_hair_2024¶«±±´ó»¨°À.mesh	W_hair01_2024¶«±±´ó»¨°À.mesh	Noãn Ğông Phát	W_hair_2024¶«±±´ó»¨°À	W_hair01_2024¶«±±´ó»¨°À	20307263	1	2	PeiFang_5	50000	219
219	1	M_hair_2024¶«±±´ó»¨°À.mesh	M_hair01_2024¶«±±´ó»¨°À.mesh	Noãn Ğông Phát	M_hair_2024¶«±±´ó»¨°À	M_hair01_2024¶«±±´ó»¨°À	20307263	1	2	PeiFang_5	50000	218
220	0	W_hair_2024Ñ©õõ.mesh	W_hair01_2024Ñ©õõ.mesh	Lâm Tuyªt Phát	W_hair_2024Ñ©õõ	W_hair01_2024Ñ©õõ	20307264	1	2	PeiFang_5	50000	221
221	1	M_hair_2024Ñ©õõ.mesh	M_hair01_2024Ñ©õõ.mesh	Lâm Tuyªt Phát	M_hair_2024Ñ©õõ	M_hair01_2024Ñ©õõ	20307264	1	2	PeiFang_5	50000	220
222	0	W_hair_2025¼ÎÄê»ªÔÆÁú½ø½×01.mesh	W_hair01_2025¼ÎÄê»ªÔÆÁú½ø½×01.mesh	Nhi­m Tuyªt Phát	W_hair_2025¼ÎÄê»ªÔÆÁú½ø½×01	W_hair01_2025¼ÎÄê»ªÔÆÁú½ø½×01	20307284	1	2	PeiFang_5	50000	265
223	1	M_hair_2025¼ÎÄê»ªÔÆÁú½ø½×01.mesh	M_hair01_2025¼ÎÄê»ªÔÆÁú½ø½×01.mesh	Nhi­m Tuyªt Phát	M_hair_2025¼ÎÄê»ªÔÆÁú½ø½×01	M_hair01_2025¼ÎÄê»ªÔÆÁú½ø½×01	20307284	1	2	PeiFang_5	50000	264
224	0	Å®Ö÷½ÇÍ··¢±ùÑ©2024Ê±×°.mesh	Å®Ö÷½Ç·¢ÊÎ±ùÑ©2024Ê±×°.mesh	Tuyªt Huy Phát	Å®Ö÷½ÇÍ··¢±ùÑ©2024Ê±×°	Å®Ö÷½Ç·¢ÊÎ±ùÑ©2024Ê±×°	20307266	1	2	PeiFang_5	50000	225
225	1	ÄĞÖ÷½ÇÍ··¢±ùÑ©2024Ê±×°.mesh	ÄĞÖ÷½Ç·¢ÊÎ±ùÑ©2024Ê±×°.mesh	Tuyªt Huy Phát	ÄĞÖ÷½ÇÍ··¢±ùÑ©2024Ê±×°	ÄĞÖ÷½Ç·¢ÊÎ±ùÑ©2024Ê±×°	20307266	1	2	PeiFang_5	50000	224
226	0	W_hair_2024±Ë°¶»¨.mesh	W_hair01_2024±Ë°¶»¨.mesh	Man Châu Phát	W_hair_2024±Ë°¶»¨	W_hair01_2024±Ë°¶»¨	20307268	1	2	PeiFang_5	50000	227
227	1	M_hair_2024±Ë°¶»¨.mesh	M_hair01_2024±Ë°¶»¨.mesh	Man Châu Phát	M_hair_2024±Ë°¶»¨	M_hair01_2024±Ë°¶»¨	20307268	1	2	PeiFang_5	50000	226
228	0	W_hair_2024ÇàÉß.mesh	W_hair01_2024ÇàÉß.mesh	Xà Änh Phát	W_hair_2024ÇàÉß	W_hair01_2024ÇàÉß	20307270	1	2	PeiFang_5	50000	229
229	1	M_hair_2024ÇàÉß.mesh	M_hair01_2024ÇàÉß.mesh	Xà Änh Phát	M_hair_2024ÇàÉß	M_hair01_2024ÇàÉß	20307270	1	2	PeiFang_5	50000	228
230	0	W_hair_2024ÒøÀÇ.mesh	W_hair01_2024ÒøÀÇ.mesh	B¤t Du Phát	W_hair_2024ÒøÀÇ	W_hair01_2024ÒøÀÇ	20307267	1	2	PeiFang_5	50000	231
231	1	M_hair_2024ÒøÀÇ.mesh	M_hair01_2024ÒøÀÇ.mesh	B¤t Du Phát	M_hair_2024ÒøÀÇ	M_hair01_2024ÒøÀÇ	20307267	1	2	PeiFang_5	50000	230
232	0	W_hair_2025»³¾ÉÖÜÄêÇì.mesh	W_hair01_2025»³¾ÉÖÜÄêÇì.mesh	Ğ°ng Huy·Th¥n Lam	W_hair_2025»³¾ÉÖÜÄêÇì	W_hair01_2025»³¾ÉÖÜÄêÇì	20307286	1	2	PeiFang_5	50000	267
233	1	M_hair_2025»³¾ÉÖÜÄêÇì.mesh	M_hair01_2025»³¾ÉÖÜÄêÇì.mesh	Ğ°ng Huy·Th¥n Lam	M_hair_2025»³¾ÉÖÜÄêÇì	M_hair01_2025»³¾ÉÖÜÄêÇì	20307286	1	2	PeiFang_5	50000	266
234	0	W_hair_2025Ğ£·ş.mesh	W_hair01_2025Ğ£·ş.mesh	Vån hoa Phát	W_hair_2025Ğ£·ş	W_hair01_2025Ğ£·ş	20307271	1	2	PeiFang_5	50000	235
235	1	M_hair_2025Ğ£·ş.mesh		Vån hoa Phát	M_hair_2025Ğ£·ş		20307271	1	2	PeiFang_5	50000	234
236	0	W_hair_2025½ğê±ÓÀ¹Ì01.mesh	W_hair01_2025½ğê±ÓÀ¹Ì01.mesh	Chiªu Ğß¶ng Phát	W_hair_2025½ğê±ÓÀ¹Ì01	W_hair01_2025½ğê±ÓÀ¹Ì01	20307272	1	2	PeiFang_5	50000	237
237	1	M_hair_2025½ğê±ÓÀ¹Ì01.mesh	M_hair01_2025½ğê±ÓÀ¹Ì01.mesh	Chiªu Ğß¶ng Phát	M_hair_2025½ğê±ÓÀ¹Ì01	M_hair01_2025½ğê±ÓÀ¹Ì01	20307272	1	2	PeiFang_5	50000	236
238	0	W_hair_2025½ğê±ÓÀ¹Ì.mesh	W_hair01_2025½ğê±ÓÀ¹Ì.mesh	Ğång Long Phát	W_hair_2025½ğê±ÓÀ¹Ì	W_hair01_2025½ğê±ÓÀ¹Ì	20307273	1	2	PeiFang_5	50000	239
239	1	M_hair_2025½ğê±ÓÀ¹Ì.mesh	M_hair01_2025½ğê±ÓÀ¹Ì.mesh	Ğång Long Phát	M_hair_2025½ğê±ÓÀ¹Ì	M_hair01_2025½ğê±ÓÀ¹Ì	20307273	1	2	PeiFang_5	50000	238
240	0	W_hair_2025ÏÄÈÕÓ¾×°.mesh	W_hair01_2025ÏÄÈÕÓ¾×°.mesh	Tri«u ThØ Phát	W_hair_2025ÏÄÈÕÓ¾×°	W_hair01_2025ÏÄÈÕÓ¾×°	20307274	1	2	PeiFang_5	50000	241
241	1	M_hair_2025ÏÄÈÕÓ¾×°.mesh		Tri«u ThØ Phát	M_hair_2025ÏÄÈÕÓ¾×°		20307274	1	2	PeiFang_5	50000	240
242	0	W_hair_2025ÏÄÈÕÓ¾×°01.mesh	W_hair01_2025ÏÄÈÕÓ¾×°01.mesh	B°ng HÕ Phát	W_hair_2025ÏÄÈÕÓ¾×°01	W_hair01_2025ÏÄÈÕÓ¾×°01	20307275	1	2	PeiFang_5	50000	243
243	1	M_hair_2025ÏÄÈÕÓ¾×°01.mesh		B°ng HÕ Phát	M_hair_2025ÏÄÈÕÓ¾×°01		20307275	1	2	PeiFang_5	50000	242
244	0	W_hair_2025Õù°ÔÈüµÚÈıÃû.mesh	W_hair01_2025Õù°ÔÈüµÚÈıÃû.mesh	Tuı hoÕ Phát	W_hair_2025Õù°ÔÈüµÚÈıÃû	W_hair01_2025Õù°ÔÈüµÚÈıÃû	20307278	1	2	PeiFang_5	50000	245
245	1	M_hair_2025Õù°ÔÈüµÚÈıÃû.mesh	M_hair01_2025Õù°ÔÈüµÚÈıÃû.mesh	Tuı hoÕ Phát	M_hair_2025Õù°ÔÈüµÚÈıÃû	M_hair01_2025Õù°ÔÈüµÚÈıÃû	20307278	1	2	PeiFang_5	50000	244
246	0	W_hair_2025Õù°ÔÈüµÚ¶şÃû.mesh	W_hair01_2025Õù°ÔÈüµÚ¶şÃû.mesh	BÕc ph¤n ch¤n	W_hair_2025Õù°ÔÈüµÚ¶şÃû	W_hair01_2025Õù°ÔÈüµÚ¶şÃû	20307279	1	2	PeiFang_5	50000	247
247	1	M_hair_2025Õù°ÔÈüµÚ¶şÃû.mesh	M_hair01_2025Õù°ÔÈüµÚ¶şÃû.mesh	BÕc ph¤n ch¤n	M_hair_2025Õù°ÔÈüµÚ¶şÃû	M_hair01_2025Õù°ÔÈüµÚ¶şÃû	20307279	1	2	PeiFang_5	50000	246
248	0	W_hair_2025Õù°ÔÈüµÚÒ»Ãû.mesh	W_hair01_2025Õù°ÔÈüµÚÒ»Ãû.mesh	Ph® thiên phát	W_hair_2025Õù°ÔÈüµÚÒ»Ãû	W_hair01_2025Õù°ÔÈüµÚÒ»Ãû	20307280	1	2	PeiFang_5	50000	249
249	1	M_hair_2025Õù°ÔÈüµÚÒ»Ãû.mesh	M_hair01_2025Õù°ÔÈüµÚÒ»Ãû.mesh	Ph® thiên phát	M_hair_2025Õù°ÔÈüµÚÒ»Ãû	M_hair01_2025Õù°ÔÈüµÚÒ»Ãû	20307280	1	2	PeiFang_5	50000	248
250	0	W_hair_2025ÆßÏ¦ÄôĞ¡Ù».mesh	W_hair01_2025ÆßÏ¦ÄôĞ¡Ù».mesh	DÕ ThoÕi Phát	W_hair_2025ÆßÏ¦ÄôĞ¡Ù»	W_hair01_2025ÆßÏ¦ÄôĞ¡Ù»	20307276	1	2	PeiFang_5	50000	251
251	1	M_hair_2025Ñà³àÏ¼.mesh	M_hair01_2025Ñà³àÏ¼.mesh	DÕ ThoÕi Phát	M_hair_2025Ñà³àÏ¼	M_hair01_2025Ñà³àÏ¼	20307276	1	2	PeiFang_5	50000	250
252	0	W_hair_2025ÆßÏ¦ÄôĞ¡Ù»09.mesh	W_hair01_2025ÆßÏ¦ÄôĞ¡Ù»09.mesh	C½ Mµng Phát	W_hair_2025ÆßÏ¦ÄôĞ¡Ù»09	W_hair01_2025ÆßÏ¦ÄôĞ¡Ù»09	20307277	1	2	PeiFang_5	50000	253
253	1	M_hair_2025Ñà³àÏ¼09.mesh	M_hair01_2025Ñà³àÏ¼09.mesh	C½ Mµng Phát	M_hair_2025Ñà³àÏ¼09	M_hair01_2025Ñà³àÏ¼09	20307277	1	2	PeiFang_5	50000	252
254	0	W_hair_2025ôËºÍ.mesh	W_hair01_2025ôËºÍ.mesh	Phù Quang Phát	W_hair_2025ôËºÍ	W_hair01_2025ôËºÍ	20307281	1	2	PeiFang_5	50000	255
255	1	M_hair_2025µÛ¿¡.mesh	M_hair01_2025µÛ¿¡.mesh	Phù Quang Phát	M_hair_2025µÛ¿¡	M_hair01_2025µÛ¿¡	20307281	1	2	PeiFang_5	50000	254
256	0	W_hair_2025ôËºÍ01.mesh	W_hair01_2025ôËºÍ01.mesh	Linh Hoan Phát	W_hair_2025ôËºÍ01	W_hair01_2025ôËºÍ01	20307282	1	2	PeiFang_5	50000	257
257	1	M_hair_2025µÛ¿¡01.mesh	M_hair01_2025µÛ¿¡01.mesh	Linh Hoan Phát	M_hair_2025µÛ¿¡01	M_hair01_2025µÛ¿¡01	20307282	1	2	PeiFang_5	50000	256
258	0	W_hair_2025´äÖñÓÆÓÆÖØÖÃ.mesh	W_hair01_2025´äÖñÓÆÓÆÖØÖÃ.mesh	Thanh V§n Phát	W_hair_2025´äÖñÓÆÓÆÖØÖÃ	W_hair01_2025´äÖñÓÆÓÆÖØÖÃ	20307285	1	2	PeiFang_5	50000	259
259	1	M_hair_2025´äÖñÓÆÓÆÖØÖÃ.mesh	M_hair01_2025´äÖñÓÆÓÆÖØÖÃ.mesh	Thanh V§n Phát	M_hair_2025´äÖñÓÆÓÆÖØÖÃ	M_hair01_2025´äÖñÓÆÓÆÖØÖÃ	20307285	1	2	PeiFang_5	50000	258
260	0	W_hair_2025¼ÎÄê»ªÔÆÁú½ø½×.mesh	W_hair01_2025¼ÎÄê»ªÔÆÁú½ø½×.mesh	Ti­n Nguy®t Phát	W_hair_2025¼ÎÄê»ªÔÆÁú½ø½×	W_hair01_2025¼ÎÄê»ªÔÆÁú½ø½×	20307283	1	2	PeiFang_5	50000	261
261	1	M_hair_2025¼ÎÄê»ªÔÆÁú½ø½×.mesh	M_hair01_2025¼ÎÄê»ªÔÆÁú½ø½×.mesh	Ti­n Nguy®t Phát	M_hair_2025¼ÎÄê»ªÔÆÁú½ø½×	M_hair01_2025¼ÎÄê»ªÔÆÁú½ø½×	20307283	1	2	PeiFang_5	50000	260
10001	0	Å®Ö÷½Ç¸ßÄ£Í··¢02.mesh		Du Tiên Phát	Å®Ö÷½Ç¸ßÄ£Í··¢02		20307102	1	-1	PeiFang_5	50000	10005
10005	1	ÄĞÖ÷½Ç¸ßÄ£Í··¢01.mesh		Lßu Vân Phát	ÄĞÖ÷½Ç¸ßÄ£Í··¢01		20307101	1	-1	PeiFang_5	50000	10001
10012	1	ÄĞÖ÷½Ç¸ßÄ£Í··¢03.mesh		M¤n tóc bÕc	ÄĞÖ÷½Ç¸ßÄ£Í··¢03		20307108	1	-1	PeiFang_5	50000	10017
10014	1	ÄĞÖ÷½Ç¸ßÄ£Í··¢02.mesh		Bäo C¦m Phát	ÄĞÖ÷½Ç¸ßÄ£Í··¢02		20307110	1	-1	PeiFang_5	50000	10019
10017	0	Å®Ö÷½Ç¸ßÄ£Í··¢08.mesh		M¤n tóc bÕc	Å®Ö÷½Ç¸ßÄ£Í··¢08		20307108	1	-1	PeiFang_5	50000	10012
10019	0	Å®Ö÷½Ç¸ßÄ£Í··¢17.mesh		Bäo C¦m Phát	Å®Ö÷½Ç¸ßÄ£Í··¢17		20307110	1	-1	PeiFang_5	50000	10014
