INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10203010	1	2	3	10	0	631	1	-1	-1	Phách Phong	100	Lþi nhçn th¥n binh huy nh§t nguy®t, th¥n công quÖ phü hi®u bª phong.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_10	Song Ðoän	2055	2002	0
10203011	1	2	3	11	0	591	1	-1	-1	Li­u Di®p Song Ðao	10	Th¥n ðao hình lá li­u, lßÞi ð½n b¢ng thép möng, nh©, linh hoÕt, chú tr÷ng t¯c ðµ ð¬ chiªm thßþng phong.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_2	Song Ðoän	2055	2002	0
10203012	1	2	3	12	0	596	1	-1	-1	Linh Xà Song Kiªm	20	Thân kiªm nhö h©p, tß½ng truy«n kiªm ¦n chÑa cái th¥n cüa linh xà, uy lñc r¤t l¾n.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_7	Song Ðoän	2055	2002	0
10203013	1	2	3	13	0	600	1	-1	-1	Tinh Th¥n Song Kiªm	30	Minh tinh (sao Kim) · bên trái, ám tinh · bên phäi, trái phäi cùng xu¤t hi®n, song kiªm hþp nh¤t.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_11	Song Ðoän	2055	2002	0
10203014	1	2	3	14	0	604	1	-1	-1	Tam Tinh Nga Mi Thích	40	Khéo léo nh© nhàng, d­ dàng cho mang theo, Nãi n±i tiªng Næ Phi T£c NhÕn vô song Ðích thành danh vû khí.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_15	Song Ðoän	2055	2002	0
10203015	1	2	3	15	0	609	1	-1	-1	Xuân Thu Song Ðao	50	Tß½ng truy«n là danh ðao lßu truy«n lÕi t× th¶i Xuân Thu, lßÞi ðao xanh lÕnh nhß nß¾c, phá ð¸ch không phát ra tiªng ðµng, h­ xu¤t hi®n trên giang h° ¡t dçn ðªn kiªp nÕn hÕi ngß¶i không ðªm xu¬.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_4	Song Ðoän	2056	2002	0
10203016	1	2	3	16	0	613	1	-1	-1	Thù Lßu Song Phü	60	Lßu truy«n lÕi t× th¶i thßþng c±, ðuôi dài lßÞi möng, cán dài 3 t¤c, có th¬ t¤n công trong phÕm vi rµng, có th¬ quét ngàn quân.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_8	Song Ðoän	2055	2002	0
10203017	1	2	3	17	0	618	1	-1	-1	Thu Thüy NhÕn Linh Song Ðao	70	Xu¤t hi®n · ðáy bi¬n, tß½ng truy«n là do long næ sØ døng, tinh xäo không gì sánh k¸p.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_13	Song Ðoän	2055	2002	0
10203018	1	2	3	18	0	622	1	-1	-1	Sß½ng Thiên Hi¬u Giác	80	Phi Sß½ng ð¥y tr¶i, Hi¬u Nguy®t Lµ Giác, ngàn nåm th¥n khí, Ðao Hþp vô song, trong ðao Tàng Trß¾c võ lâm Ðích ðÕi bí m§t, Ð¡c Chi Giä vô ð¸ch Ô thiên hÕ.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_1	Song Ðoän	2055	2002	0
10203019	1	2	3	19	0	627	1	-1	-1	Vân Truy Nguy®t	90	Bàn C± m· H°ng Mông, trong thiên ð¸a Løc Khí ¦n ¦n, vÕn v§t tinh hoa S· luy®n hóa Chi Thành Ðích mµt ðôi lßÞi dao s¡c bén.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_6	Song Ðoän	2057	2002	0
10203020	1	2	3	20	0	632	1	-1	-1	Thß½ng Long	100	Lánh ð¶i giang h° Ða Täi T¦u, ðªn nay vô sñ ThoÕi Thß½ng Long.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_11	Song Ðoän	2058	2002	0
10204001	1	2	4	1	0	546	1	-1	-1	Tuyên Thành Phiªn	10	Xß½ng quÕt dùng g² ðàn hß½ng tÕo thành, linh hoÕt, tinh xäo hoa mÛ, có mùi th½m.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_2	Phiªn	2059	2002	0
10204002	1	2	4	2	0	549	1	-1	-1	Thiên Tú Quyên Cung Phiªn	20	Là loÕi quÕt cung ðình ðßþc thêu b¢ng t½ løa, kÛ thu§t thêu trên m£t quÕt r¤t tinh xäo, trong quÕt còn ¦n gi¤u c½ quan phóng kim.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_5	Phiªn	2060	2002	0
10204003	1	2	4	3	0	553	1	-1	-1	Tê Giác Phiªn	30	Ðßþc tÕo ra t× s×ng tê ngßu, tính ch¤t tinh m¸n, ch¡c ch¡n, nhã nh£n trang tr÷ng, có màu s¡c và hß½ng th½m c±.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_9	Phiªn	2061	2002	0
10204004	1	2	4	4	0	557	1	-1	-1	Tinh Ng÷c Phiªn	40	Tinh ng÷c làm xß½ng quÕt, b« m£t quÕt làm b¢ng t½ t¢m vàng, lµng lçy quý giá, là v§t tiªn c¯ng Tây H§u nåm xßa.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_13	Phiªn	2062	2002	0
10204005	1	2	4	5	0	561	1	-1	-1	Bích Vân Phiªn	50	Hình thù quÕt kÏ d¸, có màu xanh t¯i, gi¯ng nhß mây ngû s¡c phän chiªu trong h°, xß½ng quÕt có ám khí.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_1	Phiªn	2063	2002	0
10204006	1	2	4	6	0	565	1	-1	-1	Tß½ng Phi Phiªn	60	Không biªt làm t× v§t gì, khi quÕt m· ra gi¯ng nhß chim công xoè cánh, toä ánh sáng rñc rÞ, nhßng cûng có th¬ ðoÕt h°n ngß¶i.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_5	Phiªn	2064	2002	0
10204007	1	2	4	7	0	572	1	-1	-1	Bách Chuy¬n Thiên Hình Phiªn	70	To thì có th¬ che tr¶i ð§y ð¤t, nhö có th¬ nhß con kiªn, s¡c thì có th¬ chém vàng ðoÕn ng÷c, cÑng thì có th¬ ch¯ng ðßþc ðao kiªm.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_10	Phiªn	2065	2002	0
10204008	1	2	4	8	0	574	1	-1	-1	Vû Ðä Ba Tiêu	80	Ði¬m xuyªt b¢ng lông vû cüa tiên ði¬u, lµng lçy, rñc rÞ, gi¯ng nhß tiên næ bay lên tr¶i, múa r¤t nhanh nh©n, uy lñc không th¬ ðoán ðßþc.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_14	Phiªn	2066	2002	0
10204009	1	2	4	9	0	580	1	-1	-1	Phá Tr§n TØ	90	Th¥n khí thßþng c±, quÕt trong tay phá tr§n nhß ch½i.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_4	Phiªn	2067	2002	0
10204010	1	2	4	10	0	585	1	-1	-1	NgoÕ Long	100	Túy ðÕo anh hùng ðß½ng tiêu vû, hào phong li®t sÛ døng ngoÕ long.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_9	Phiªn	2068	2002	0
10204011	1	2	4	11	0	546	1	-1	-1	Nga Mao Phiªn	10	Là loÕi quÕt tròn ðßþc làm t× lông ng²ng, mùi hß½ng du dß½ng, làm lay ðµng lòng ngß¶i.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_2	Phiªn	2059	2002	0
10204012	1	2	4	12	0	549	1	-1	-1	Th§p Tñ Miên Trúc Phiªn	20	M£t quÕt ðßþc thêu tinh xäo b¢ng kim th§p tñ, xß½ng quÕt tinh xäo b¢ng trúc Miên S½n, trong quÕt có chÑa c½ quan phóng kim.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_5	Phiªn	2060	2002	0
10204013	1	2	4	13	0	553	1	-1	-1	BÕch Vû Phiªn	30	Ðßþc làm t× lông tr¡ng, ch¡c ch¡n, có màu s¡c và hß½ng th½m c±.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_9	Phiªn	2061	2002	0
10204014	1	2	4	14	0	557	1	-1	-1	Thanh Tâm Phiªn	40	TÕo hình kÏ lÕ, nghe nói Phiªn Thành H§u B¸ xÕ hß½ng tiêm nhi­m, Hæu thanh tâm T¸nh C¯t chi th¥n Hi®u.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_13	Phiªn	2062	2002	0
10204015	1	2	4	15	0	561	1	-1	-1	Thiªt C¯t Phiªn	50	Hình thù quÕt kÏ d¸, xß½ng quÕt ðßþc làm t× s¡t tinh luy®n tråm nåm.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_1	Phiªn	2063	2002	0
10204016	1	2	4	16	0	567	1	-1	-1	Thüy Kính Phiªn	60	Không biªt làm t× v§t gì, giæa quÕt có mµt viên ng÷c, tß½ng truy«n do m¡t cüa phøc ma La Hán hoá thành, th¤y nó yêu ma không th¬ l¦n tr¯n.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_6	Phiªn	2069	2002	0
10204017	1	2	4	17	0	571	1	-1	-1	Ngû Höa Th¤t C¥m Phiªn	70	Xß½ng quÕt dài h½n b« m£t quÕt, phía ð¥u s¡c nh÷n, mang h°i câu, ðóng quÕt thì nhß kiªm, m· ra nhß lá ch¡n, bên trong có c½ quan.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_11	Phiªn	2070	2002	0
10204018	1	2	4	18	0	578	1	-1	-1	Phong Bài Tông Lß	80	HÕo nguy®t lãnh thiên s½n, phiªu mi­u tuyªt phong hàn.Vû ðÕo CØu Thiên tiên næ, sÑc mÕnh khó lß¶ng.#r#GCÓ th¬ ðªn LÕc Dß½ng (280, 322) tìm Bành Hoài Ng÷c, Lâu Lan (279, 198) tìm Kh¡c Lý Mµc, Thúc Hà C± Tr¤n (134, 85) tìm Kinh Khäm Thñc dùng Hàn Ng÷c Tinh Túy ho£c Ði¬m Kim Ti­n ð¬ ðøc l² cao c¤p.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_15	Phiªn	2071	2002	0
10204019	1	2	4	19	0	581	1	-1	-1	Ð¸nh Phong Ba	90	Thßþng c± th¥n khí, Nh¤t Phiªn n½i tay, phong ba bên ngß¶i Quá.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_5	Phiªn	2072	2002	0
10204020	1	2	4	20	0	586	1	-1	-1	Phøng S°	100	Giang h° tranh hùng không th¬ nghe th¤y, thª nhân bao nhiêu ThoÕi Phøng Sô.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_10	Phiªn	2073	2002	0
10205001	1	2	5	1	0	502	1	-1	-1	Tân Thiªt Hoàn	10	Là vû khí dÕng khuyên làm t× thép tinh luy®n, thích hþp cho nhæng ngß¶i m¾i vào giang h° sØ døng.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_3	Khuyên	2074	2002	0
10205002	1	2	5	2	0	504	1	-1	-1	Khuyên BÕch Ng÷c	20	Thân khuyên khäm bÕch ng÷c bäo v® tay, sáng óng ánh, n±i lên tia sáng tr¡ng lÕnh.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_5	Khuyên	2075	2002	0
10205003	1	2	5	3	0	509	1	-1	-1	Khuyên Anh Hùng	30	Tß½ng truy«n do anh hùng Møc Thiên làm ra, có c¯t s¡t, s¡c bén.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_10	Khuyên	2076	2002	0
10205004	1	2	5	4	0	513	1	-1	-1	Khuyên TØ Mçu Ô Kim	40	Là v§t tiªn c¯ng cüa Ba Tß, có màu vàng óng, không biªt chª tÕo t× v§t gì, hai khuyên có th¬ cäm Ñng lçn nhau, tß½ng minh tß½ng hþp.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_16	Khuyên	2077	2002	0
10205005	1	2	5	5	0	517	1	-1	-1	Khuyên Trøc Nh§t	50	Do ðÕo nhân phái Tiêu Dao ðúc nên, không có chiêu thÑc thân pháp c¯ ð¸nh, tâm ðªn ðâu thì khuyên ðªn ðó.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_2	Khuyên	2078	2002	0
