INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
309	Lam Sa Thü·Tr® MÕch	88	5	1	6	431	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	Tinh Túc 2CØu Ách Y1
310	Phòng thü kiên c¯	94	5	1	6	-1	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	Tinh Túc 2CØu Ách Y2
311	Thâm U Thñc MÕch	96	5	1	7	433	5	24	150	36	300	60	450	96	600	156	750	309	5	-1	-1	44364	-1	-1	Tinh Túc 2CØu Ách Y3
312	Ách Minh Tiêu C¯t	97	5	1	7	433	5	24	100	36	200	60	300	96	400	156	500	-1	-1	25	-1	-1	-1	-1	Tinh Túc 2CØu Ách Y4
313	Thi«m Ðµc Toái Tâm	108	5	1	7	435	5	24	10	36	20	60	30	96	40	156	50	310	5	-1	-1	-1	-1	-1	Tinh Túc 2CØu Ách Y5
314	Ph® Tâm Nhiªp Phách	96	5	1	8	431	5	50	40	90	80	140	120	230	160	372	200	-1	-1	30	-1	44365	-1	-1	Tinh Túc 2CØu Ách Y6
315	Nguy®t Doanh Vô Bi	109	5	1	8	439	5	50	20	90	40	140	60	230	80	372	100	-1	-1	30	-1	-1	-1	-1	Tinh Túc 2CØu Ách Y7
316	Duy Ngã tñ tÕi	93	5	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	Tinh Túc 2CØu Ách Y8
317	Ngßng chiªu sáng Tuyªt	93	5	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	Tinh Túc 2CØu Ách Y9
318	Khí ð¸nh th¥n nhàn	93	5	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	Tinh Túc 2CØu Ách Y10
319	Chính Dß½ng Thü·Tr® MÕch	88	6	0	6	461	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	Thiên Long 2long uy X1
320	Chính Dß½ng Thü·công tâm	90	6	0	6	461	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	Thiên Long 2long uy X2
321	Trång sáng Phong Tâm	96	6	0	7	463	5	24	120	36	240	60	360	96	480	156	600	319	5	-1	-1	44366	-1	-1	Thiên Long 2long uy X3
322	Huyªt Nhi­m Lan Thß½ng	97	6	0	7	463	5	24	70	36	140	60	210	96	280	156	350	-1	-1	25	-1	-1	-1	-1	Thiên Long 2long uy X4
323	Ð¥u ngón tay th¥n hôn	9	6	0	7	463	5	24	100	36	200	60	300	96	400	156	500	320	5	-1	60	481	-1	-1	Thiên Long 2long uy X5
324	Ng°i yên t§p t­nh	96	6	0	8	461	5	50	40	90	80	140	120	230	160	372	200	-1	-1	30	-1	44369	-1	-1	Thiên Long 2long uy X6
325	Phù Quang Cän Nguy®t	2	6	0	8	481	5	50	20000	90	40000	140	60000	230	80000	372	100000	-1	-1	30	-1	-1	-1	-1	Thiên Long 2long uy X7
326	Duy Ngã tñ tÕi	93	6	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	Thiên Long 2long uy X8
327	Ngßng chiªu sáng Tuyªt	93	6	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	Thiên Long 2long uy X9
328	Khí ð¸nh th¥n nhàn	93	6	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	Thiên Long 2long uy X10
329	Chính Dß½ng Thü·Tr® MÕch	88	6	1	6	461	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	Thiên Long 2B° Thiên Y1
330	Phòng thü kiên c¯	94	6	1	6	-1	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	Thiên Long 2B° Thiên Y2
331	DÕ vû MÕn Thiên	3	6	1	7	463	5	24	30	36	60	60	90	96	120	156	150	329	5	-1	-1	44368	-1	-1	Thiên Long 2B° Thiên Y3
332	Phá V÷ng Quyªt	20	6	1	7	463	5	24	20	36	40	60	60	96	80	156	100	-1	-1	25	-1	-1	-1	-1	Thiên Long 2B° Thiên Y4
333	Giang Nguy®t Bi Nhân	2	6	1	7	469	5	24	2000	36	4000	60	6000	96	8000	156	10000	330	5	-1	-1	-1	-1	-1	Thiên Long 2B° Thiên Y5
334	Cu°ng phong Hoãn Ðµ	3	6	1	8	461	5	50	10	90	20	140	30	230	40	372	50	-1	-1	30	-1	44367	-1	-1	Thiên Long 2B° Thiên Y6
335	Trong nháy m¡t canh ba	116	6	1	8	463	5	50	2000	90	4000	140	6000	230	8000	372	10000	-1	-1	30	30	488	-1	-1	Thiên Long 2B° Thiên Y7
336	Duy Ngã tñ tÕi	93	6	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	Thiên Long 2B° Thiên Y8
337	Ngßng chiªu sáng Tuyªt	93	6	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	Thiên Long 2B° Thiên Y9
338	Khí ð¸nh th¥n nhàn	93	6	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	Thiên Long 2B° Thiên Y10
339	NhÕn Nam Phi·Phá Bích	87	7	0	6	491	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	Thiên S½n 2Sß½ng Ngßng X1
340	NhÕn Nam Phi·th¤u xß½ng	89	7	0	6	491	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	Thiên S½n 2Sß½ng Ngßng X2
341	Ngàn d§m ðóng bång	3	7	0	7	493	5	24	30	36	60	60	90	96	120	156	150	339	5	-1	-1	44370	-1	-1	Thiên S½n 2Sß½ng Ngßng X3
342	Phøng Trøc ngàn d§m	2	7	0	7	511	5	24	20000	36	40000	60	60000	96	80000	156	100000	-1	-1	25	-1	-1	-1	-1	Thiên S½n 2Sß½ng Ngßng X4
343	T¥m Phong Cän Nguy®t	91	7	0	7	493	5	24	44371	36	44372	60	44373	96	44374	156	44375	340	5	-1	-1	15	-1	-1	Thiên S½n 2Sß½ng Ngßng X5
344	Sß½ng Linh Chi C¯c	111	7	0	8	491	5	50	10	90	20	140	30	230	40	372	50	-1	-1	30	-1	44376	-1	-1	Thiên S½n 2Sß½ng Ngßng X6
345	Nhß NhÕn Nhß Ca	95	7	0	8	491	5	50	44377	90	44378	140	44379	230	44380	372	44381	-1	-1	30	-1	5	-1	-1	Thiên S½n 2Sß½ng Ngßng X7
346	Gió cu¯n Hành Vân	93	7	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3593	Thiên S½n 2Sß½ng Ngßng X8
347	Phong tøc th¶i xßa còn lßu lÕi Hoá Vû	93	7	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3594	Thiên S½n 2Sß½ng Ngßng X9
348	Câu T¸ch không tiªng ðµng	93	7	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3595	Thiên S½n 2Sß½ng Ngßng X10
349	NhÕn Nam Phi·Phá Bích	87	7	1	6	491	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	Thiên S½n 2Tuyªt †n Y1
350	Phòng thü kiên c¯	94	7	1	6	-1	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	Thiên S½n 2Tuyªt †n Y2
351	Ngàn d£m Sß½ng Hàn	96	7	1	7	493	5	24	120	36	240	60	360	96	480	156	600	349	5	-1	-1	44382	-1	-1	Thiên S½n 2Tuyªt †n Y3
352	Kinh H°ng mµt kích	97	7	1	7	493	5	24	70	36	140	60	210	96	280	156	350	-1	-1	25	-1	-1	-1	-1	Thiên S½n 2Tuyªt †n Y4
353	Mây bay nß¾c chäy lßu loát sinh ðµng	9	7	1	7	493	5	24	50	36	100	60	150	96	200	156	250	350	5	-1	999999	495	-1	-1	Thiên S½n 2Tuyªt †n Y5
354	Lång m÷c cánh thành tiên Ph÷c	112	7	1	8	491	5	50	40	90	80	140	120	230	160	372	200	-1	-1	30	-1	44383	-1	-1	Thiên S½n 2Tuyªt †n Y6
355	Du NhÕn không k«m chª ðßþc	118	7	1	8	-1	5	50	75	90	150	140	225	230	300	372	375	-1	-1	30	-1	-1	-1	-1	Thiên S½n 2Tuyªt †n Y7
356	Gió cu¯n Hành Vân	93	7	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3593	Thiên S½n 2Tuyªt †n Y8
357	Phong tøc th¶i xßa còn lßu lÕi Hoá Vû	93	7	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3594	Thiên S½n 2Tuyªt †n Y9
358	Câu T¸ch không tiªng ðµng	93	7	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3595	Thiên S½n 2Tuyªt †n Y10
359	LÕc Anh Kiªm·Tr® MÕch	88	8	0	6	521	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	Tiêu dao 2D§t Tiên X1
360	LÕc Anh Kiªm·công tâm	90	8	0	6	521	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	Tiêu dao 2D§t Tiên X2
361	Ð¸nh Phong Ba	3	8	0	7	523	5	24	30	36	60	60	90	96	120	156	150	359	5	-1	-1	44384	-1	-1	Tiêu dao 2D§t Tiên X3
362	Kiên ð¸nh	117	8	0	7	523	5	24	20	36	40	60	60	96	80	156	100	-1	-1	25	-1	-1	-1	-1	Tiêu dao 2D§t Tiên X4
363	DÕ T§n Vô Minh	21	8	0	7	533	5	24	20	36	40	60	60	96	80	156	100	360	5	-1	-1	-1	-1	-1	Tiêu dao 2D§t Tiên X5
364	Th¯n Bµ Nan Hành	3	8	0	8	521	5	50	10	90	20	140	30	230	40	372	50	-1	-1	30	-1	44385	-1	-1	Tiêu dao 2D§t Tiên X6
365	Kiªm Tâm Chí Minh	97	8	0	8	535	5	50	70	90	140	140	210	230	280	372	350	-1	-1	30	-1	-1	-1	-1	Tiêu dao 2D§t Tiên X7
366	Duy Ngã tñ tÕi	93	8	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	Tiêu dao 2D§t Tiên X8
367	Ngßng chiªu sáng Tuyªt	93	8	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	Tiêu dao 2D§t Tiên X9
368	Khí ð¸nh th¥n nhàn	93	8	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	Tiêu dao 2D§t Tiên X10
369	LÕc Anh Kiªm·Tr® MÕch	88	8	1	6	521	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	Tiêu dao 2Minh QuÖ Y1
370	Phòng thü kiên c¯	94	8	1	6	-1	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	Tiêu dao 2Minh QuÖ Y2
371	Ði¬m thông minh s¡c xäo	96	8	1	7	523	5	24	120	36	240	60	360	96	480	156	600	369	5	-1	-1	44386	-1	-1	Tiêu dao 2Minh QuÖ Y3
372	Toái Ng÷c Nghiên Châu	97	8	1	7	523	5	24	20	36	40	60	60	96	80	156	100	-1	-1	25	-1	-1	-1	-1	Tiêu dao 2Minh QuÖ Y4
373	Nh¤t Ni®m Thông Th¥n	49	8	1	7	525	5	24	50	36	100	60	150	96	200	156	250	370	5	-1	999999	523	-1	-1	Tiêu dao 2Minh QuÖ Y5
374	Thôi Phong Ðäo Læ	96	8	1	8	521	5	50	40	90	80	140	120	230	160	372	200	-1	-1	30	-1	44387	-1	-1	Tiêu dao 2Minh QuÖ Y6
375	B¢ng Vân Cán Nguy®t	49	8	1	8	521	5	50	20	90	40	140	60	230	80	372	100	-1	-1	30	5	527	-1	-1	Tiêu dao 2Minh QuÖ Y7
376	Duy Ngã tñ tÕi	93	8	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	Tiêu dao 2Minh QuÖ Y8
377	Ngßng chiªu sáng Tuyªt	93	8	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	Tiêu dao 2Minh QuÖ Y9
378	Khí ð¸nh th¥n nhàn	93	8	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	Tiêu dao 2Minh QuÖ Y10
379	Huy«n Ca B¤t Chuyªt	-1	10	0	1	-1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang Huy«n Ca B¤t Xuyªt b¸ ðµng
380	Dß âm·th¥n uy	39	10	0	2	760	5	10	200	20	400	30	600	50	800	80	1000	-1	-1	-1	-1	2	-1	-1	MÕn Ðà S½n Trang Vãn LÕi X1
381	Chu Huy«n Thán	62	10	0	2	762	5	10	60	20	120	30	180	50	240	80	300	-1	-1	-1	-1	34	-1	-1	MÕn Ðà S½n Trang Vãn LÕi X2
382	M¸ch tri âm	20	10	0	3	763	5	20	20	30	40	50	60	80	80	130	100	380	5	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang Vãn LÕi X3
383	T¡c HÕ Khúc	92	10	0	3	767	5	20	20	30	40	50	60	80	80	130	100	380	5	-1	-1	44799	-1	-1	MÕn Ðà S½n Trang Vãn LÕi X4
384	Xuân Nê Hµ Hoa	119	10	0	3	773	5	20	100	30	200	50	300	80	400	130	500	381	5	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang Vãn LÕi X5
385	Thù Khúc Vßu Tøc	49	10	0	4	760	5	40	20	70	40	110	60	180	80	290	100	-1	-1	10	2	763	-1	-1	MÕn Ðà S½n Trang Vãn LÕi X6
386	Khúc ÐoÕn kh± tâm	49	10	0	4	771	5	40	80	70	160	110	240	180	320	290	400	-1	-1	10	2	767	-1	-1	MÕn Ðà S½n Trang Vãn LÕi X7
387	Tuy®t Ði®u Tr¤n H°n	41	10	0	5	763	5	80	40	120	80	200	120	320	160	520	200	385	5	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang Vãn LÕi X8
388	Lãnh Lµ không tiªng ðµng	4	10	0	5	769	5	80	100	120	200	200	300	320	400	520	500	-1	-1	15	-1	-1	-1	-1	MÕn Ðà S½n Trang Vãn LÕi X9
389	Bi Âm B¤t Cµng	120	10	0	5	780	5	80	550	120	600	200	650	320	700	520	750	-1	-1	15	-1	-1	-1	-1	MÕn Ðà S½n Trang Vãn LÕi X10
390	Thi«u quang Chiªu Dã	-1	10	1	1	-1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang thi«u quang Chiªu Dã b¸ ðµng
391	Dß âm·th¥n uy	39	10	1	2	760	5	10	200	20	400	30	600	50	800	80	1000	-1	-1	-1	-1	2	-1	-1	MÕn Ðà S½n Trang Chiêu Minh Y1
392	Gió B¡c S¥u Sát	33	10	1	2	761	5	10	30	20	60	30	90	50	120	80	150	-1	-1	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang Chiêu Minh Y2
393	Mùa xuân Xß¾ng Biªn	1	10	1	3	768	5	20	80	30	160	50	240	80	320	130	400	391	5	-1	-1	5	-1	-1	MÕn Ðà S½n Trang Chiêu Minh Y3
394	S¤u T§n hoa ðèn	21	10	1	3	771	5	20	20	30	40	50	60	80	80	130	100	391	5	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang Chiêu Minh Y4
395	Cänh xuân hæu hÕn	121	10	1	3	784	5	20	10	30	20	50	30	80	40	130	50	392	5	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang Chiêu Minh Y5
396	MÕc Phø sáng nay	9	10	1	4	763	5	40	50	70	100	110	150	180	200	290	250	-1	-1	10	999	768	-1	-1	MÕn Ðà S½n Trang Chiêu Minh Y6
397	Phong C± QuÏnh Lâm	122	10	1	4	779	5	40	200	70	400	110	600	180	800	290	1000	-1	-1	10	-1	-1	-1	-1	MÕn Ðà S½n Trang Chiêu Minh Y7
398	Tâm Phó Dao C¥m	4	10	1	5	785	5	80	50	120	100	200	150	320	200	520	250	396	5	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang Chiêu Minh Y8
399	C¤p Trúc Ph°n Ti	123	10	1	5	764	5	80	30	120	60	200	90	320	120	520	150	-1	-1	15	-1	44891	-1	-1	MÕn Ðà S½n Trang Chiêu Minh Y9
400	T§n T¤u Thanh Thß½ng	34	10	1	5	786	5	80	-800	120	-1600	200	-2400	320	-3200	520	-4000	-1	-1	15	-1	-1	-1	-1	MÕn Ðà S½n Trang Chiêu Minh Y10
401	Dß âm·Tr® MÕch	88	10	0	6	760	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	MÕn Ðà S½n Trang 2Vãn LÕi X1
402	Dß âm·công tâm	90	10	0	6	760	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	MÕn Ðà S½n Trang 2Vãn LÕi X2
403	Tr¥n Khúc Hßu	3	10	0	7	763	5	24	30	36	60	60	90	96	120	156	150	401	5	-1	-1	44912	-1	-1	MÕn Ðà S½n Trang 2Vãn LÕi X3
404	Khúc Ch¤n Lâm Vi®t	124	10	0	7	763	5	24	20	36	40	60	60	96	80	156	100	-1	-1	25	-1	-1	-1	-1	MÕn Ðà S½n Trang 2Vãn LÕi X4
405	Ngû âm Mê Chß¾ng	21	10	0	7	775	5	24	20	36	40	60	60	96	80	156	100	402	5	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang 2Vãn LÕi X5
406	Cô Thanh Lßu Khách	3	10	0	8	760	5	50	10	90	20	140	30	230	40	372	50	-1	-1	30	-1	44913	-1	-1	MÕn Ðà S½n Trang 2Vãn LÕi X6
407	Huy«n T¯ng Hàn Âm	49	10	0	8	775	5	50	60	90	120	140	180	230	240	372	300	405	5	-1	2	763	-1	-1	MÕn Ðà S½n Trang 2Vãn LÕi X7
408	Duy Ngã tñ tÕi	93	10	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	MÕn Ðà S½n Trang 2Vãn LÕi X8
409	Ngßng chiªu sáng Tuyªt	93	10	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	MÕn Ðà S½n Trang 2Vãn LÕi X9
410	Khí ð¸nh th¥n nhàn	93	10	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	MÕn Ðà S½n Trang 2Vãn LÕi X10
411	Dß âm·Tr® MÕch	88	10	1	6	760	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	MÕn Ðà S½n Trang 2Chiêu Minh Y1
412	Phòng thü kiên c¯	94	10	1	6	-1	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	MÕn Ðà S½n Trang 2Chiêu Minh Y2
413	Xuân hàn T¸ch	96	10	1	7	763	5	24	120	36	240	60	360	96	480	156	600	411	5	-1	-1	44914	-1	-1	MÕn Ðà S½n Trang 2Chiêu Minh Y3
414	Dùng th½ vån ð¬ giäi toä n²i bu°n	97	10	1	7	763	5	24	70	36	140	60	210	96	280	156	350	-1	-1	25	-1	-1	-1	-1	MÕn Ðà S½n Trang 2Chiêu Minh Y4
415	Ch¤n Y Thiên Phong	125	10	1	7	766	5	24	100	36	200	60	300	96	400	156	500	412	5	-1	-1	-1	-1	-1	MÕn Ðà S½n Trang 2Chiêu Minh Y5
416	Lßu Vân B¤t Chuy¬n	3	10	1	8	760	5	50	40	90	80	140	120	230	160	372	200	-1	-1	30	-1	44915	-1	-1	MÕn Ðà S½n Trang 2Chiêu Minh Y6
417	Vào tr§n Khúc	126	10	1	8	763	5	50	100	90	200	140	300	230	400	372	500	-1	-1	30	-1	-1	-1	-1	MÕn Ðà S½n Trang 2Chiêu Minh Y7
418	Duy Ngã tñ tÕi	93	10	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	MÕn Ðà S½n Trang 2Chiêu Minh Y8
419	Ngßng chiªu sáng Tuyªt	93	10	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	MÕn Ðà S½n Trang 2Chiêu Minh Y9
420	Khí ð¸nh th¥n nhàn	93	10	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	MÕn Ðà S½n Trang 2Chiêu Minh Y10
421	Ðß¶ng l¾n ph§t quang	127	0	0	10	-1	5	15	1	30	2	45	3	75	4	120	5	-1	-1	40	-1	-1	-1	-1	Thiªu Lâm 3La Hán X1
422	Phá Nghi®t Hoá Già	128	0	0	10	281	5	15	3	30	6	45	9	75	12	120	15	-1	-1	40	-1	-1	-1	-1	Thiªu Lâm 3La Hán X2
423	TÑ tß¾ng Hoá Vô	129	0	0	11	291	5	30	30	45	60	75	90	120	120	195	150	-1	-1	45	-1	-1	-1	-1	Thiªu Lâm 3La Hán X3
424	Cây ph§t thü hoa sen	105	0	0	11	285	5	30	20	45	40	75	60	120	80	195	100	-1	-1	45	-1	285	-1	-1	Thiªu Lâm 3La Hán X4
425	Höi Thi«n Tông	142	0	0	11	-1	5	30	15	45	30	75	45	120	60	195	75	-1	-1	45	-1	43	-1	-1	Thiªu Lâm 3La Hán X5
426	Kim cß½ng cøt tay	131	0	0	12	297	5	60	40	105	80	165	120	270	160	435	200	-1	-1	50	-1	-1	-1	-1	Thiªu Lâm 3La Hán X6
427	Nh§p ð¸nh La Hán	34	0	0	12	282	5	60	600	105	1200	165	1800	270	2400	435	3000	-1	-1	50	-1	-1	-1	-1	Thiªu Lâm 3La Hán X7
428	Ð¸a Ngøc Vô Ma	133	0	0	13	-1	5	120	150	180	300	300	450	480	600	780	750	426	5	-1	-1	-1	-1	-1	Thiªu Lâm 3La Hán X8
429	Nh¤t Ni®m Kh·i	134	0	0	13	300	5	120	-20	180	-40	300	-60	480	-80	780	-100	-1	-1	55	-1	40	40	-1	Thiªu Lâm 3La Hán X9
430	Càn Khôn Hæu Tß	135	0	0	13	306	5	120	200	180	400	300	600	480	800	780	1000	-1	-1	55	-1	-1	-1	-1	Thiªu Lâm 3La Hán X10
431	Th§p-ð¸a ÐÕi Th×a	136	0	1	10	-1	5	15	-10	30	-20	45	-30	75	-40	120	-50	-1	-1	40	-1	-1	-1	-1	Thiªu Lâm 3kim cß½ng Y1
432	KhÑ ðªn t× TÕi	137	0	1	10	-1	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	Thiªu Lâm 3kim cß½ng Y2
433	Ngu Giä Hành Tu®	95	0	1	11	282	5	30	45890	45	45891	75	45892	120	45893	195	45894	-1	-1	45	-1	1000	-1	-1	Thiªu Lâm 3kim cß½ng Y3
434	Kim cß½ng Dø Ð¸nh	29	0	1	11	288	5	30	45895	45	45896	75	45897	120	45898	195	45899	-1	-1	45	-1	3828	-1	-1	Thiªu Lâm 3kim cß½ng Y4
435	Tham C¥u Hæu Ngµ	138	0	1	11	293	5	30	2	45	4	75	6	120	8	195	10	-1	-1	45	-1	-1	-1	-1	Thiªu Lâm 3kim cß½ng Y5
436	Vô lßþng Kiªp	139	0	1	12	282	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	-1	-1	-1	-1	Thiªu Lâm 3kim cß½ng Y6
437	T× Tâm Ðµ Hoá	22	0	1	12	282	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	-1	282	2	-1	Thiªu Lâm 3kim cß½ng Y7
438	Chúng sinh Giai Kh±	134	0	1	13	300	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	-20	-20	-1	Thiªu Lâm 3kim cß½ng Y8
439	Tâm Sinh sáu ðÕo	82	0	1	13	289	5	120	45900	180	45901	300	45902	480	45903	780	45904	-1	-1	55	-1	-1	-1	-1	Thiªu Lâm 3kim cß½ng Y9
440	Ngã ph§t t× bi	140	0	1	13	-1	5	120	45910	180	45911	300	45912	480	45913	780	45914	-1	-1	55	-1	-1	-1	-1	Thiªu Lâm 3kim cß½ng Y10
441	Sinh tØ Ð°ng Ð°	141	1	0	10	3293	5	15	6	30	12	45	18	75	24	120	30	-1	-1	40	-1	8	8	-1	Minh Giáo 3thiên la X1
442	Khí thª Nhß H°ng	143	1	0	10	3293	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	Minh Giáo 3thiên la X2
443	Chiªn höa Chß¾c Dã	41	1	0	11	312	5	30	30	45	60	75	90	120	120	195	150	-1	-1	45	-1	-1	-1	-1	Minh Giáo 3thiên la X3
444	Khung Phong Truy Di®m	21	1	0	11	325	5	30	100	45	200	75	300	120	400	195	500	-1	-1	45	-1	-1	-1	-1	Minh Giáo 3thiên la X4
445	Ðao Ý Hoành Thu	144	1	0	11	319	5	30	120	45	240	75	360	120	480	195	600	442	5	-1	-1	-1	-1	-1	Minh Giáo 3thiên la X5
446	Møc Nhß Ðình Liêu	62	1	0	12	326	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	50	-1	34	-1	-1	Minh Giáo 3thiên la X6
447	Li®t Hoä Ph¥n Tâm	145	1	0	12	331	5	60	40	105	80	165	120	270	160	435	200	-1	-1	50	-1	-6	-6	-1	Minh Giáo 3thiên la X7
448	Quân tiên phong S· Hß¾ng	82	1	0	13	335	5	120	45920	180	45921	300	45922	480	45923	780	45924	-1	-1	55	-1	-1	-1	-1	Minh Giáo 3thiên la X8
449	Dß½ng Di®m Trß¶ng Nhiên	34	1	0	13	331	5	120	10000	180	20000	300	30000	480	40000	780	50000	-1	-1	55	-1	-1	-1	-1	Minh Giáo 3thiên la X9
450	Sí Nhçn Phá Giáp	146	1	0	13	335	5	120	1	180	2	300	3	480	4	780	5	447	5	-1	-1	-1	-1	-1	Minh Giáo 3thiên la X10
451	Ðông S½n Tái Kh·i	147	1	1	10	-1	5	15	4	30	8	45	12	75	16	120	20	-1	-1	40	-1	-1	-1	-1	Minh Giáo 3Huyªt L® Y1
452	Long Tiªu kinh thiên	41	1	1	10	313	5	15	60	30	120	45	180	75	240	120	300	-1	-1	40	-1	-1	-1	-1	Minh Giáo 3Huyªt L® Y2
453	R°ng nß¾c Ph÷c	148	1	1	11	321	5	30	45925	45	45926	75	45927	120	45928	195	45929	451	5	-1	-1	-1	-1	-1	Minh Giáo 3Huyªt L® Y3
454	HÕc TrÕch Nhi Suy	149	1	1	11	319	5	30	2	45	4	75	6	120	8	195	10	-1	-1	45	-1	-1	-1	-1	Minh Giáo 3Huyªt L® Y4
455	T¥n Di®t bát phß½ng	6	1	1	11	327	5	30	1	45	2	75	3	120	4	195	5	452	5	-1	-1	-1	-1	-1	Minh Giáo 3Huyªt L® Y5
456	Huy hoàng Di®m Minh	18	1	1	12	326	5	60	1	105	2	165	3	270	5	435	8	-1	-1	50	-1	35	-1	-1	Minh Giáo 3Huyªt L® Y6
457	Nghi®p Höa Trùng Nhiên	2	1	1	12	334	5	60	5000	105	10000	165	15000	270	20000	435	25000	-1	-1	50	-1	-1	-1	-1	Minh Giáo 3Huyªt L® Y7
458	Träm Phá Càn Khôn	150	1	1	13	335	5	120	40	180	80	300	120	480	160	780	200	456	5	-1	-1	-1	-1	-1	Minh Giáo 3Huyªt L® Y8
