INT	INT	STRING	STRING	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1198	1035	Cái Bang ðÕi ð® tØ	Xäo Lñc Khu Lang, quy«n cß¾c r¤t quen	174	1	336	Có mµt không hai sß môn·CØ Hi«n Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Quán quân sß môn·CØ Hi«n Trung HoÕch Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1199	1035	Cái Bang C¥m H± ðÕi ð® tØ	Tuý Trung C¥m H±, quy«n cß¾c kÛ càng	174	2	336	Có mµt không hai sß môn·CØ Hi«n Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Quán quân sß môn·CØ Hi«n Trung HoÕch Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1200	1035	Cái Bang Giáng Long ðÕi ð® tØ	Ðánh nhau k¸ch li®t Giáng Long, quy«n cß¾c vô song	174	3	336	Có mµt không hai sß môn·CØ Hi«n Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Quán quân sß môn·CØ Hi«n Trung HoÕch Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1201	1035	Thiên S½n ðÕi ð® tØ	Thiên S½n Hàn ThuÖ, môn phái hào ki®t	174	1	336	Có mµt không hai sß môn·CØ Hi«n Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Quán quân sß môn·CØ Hi«n Trung HoÕch Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1202	1035	Thiên S½n Thanh Tuyªt ðÕi ð® tØ	Thiên S½n Thanh Tuyªt, nhân trung long phßþng	174	2	336	Có mµt không hai sß môn·CØ Hi«n Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Quán quân sß môn·CØ Hi«n Trung HoÕch Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1203	1035	Thiên S½n Huy«n Bång ðÕi ð® tØ	Thiên S½n Huy«n Bång, tuy®t thª Thiên Kiêu	174	3	336	Có mµt không hai sß môn·CØ Hi«n Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Quán quân sß môn·CØ Hi«n Trung HoÕch Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1204	1029	Ð°ng tâm Ð°ng Mµng Trúc giang h°	«Tân Thiên Long Bát Bµ»ngß¶i ch½i bày ra Ðoàn hoÕt ðµng Ðích Chuyên Thuµc XÑng Hào.	166	1	720	Tham dñ«Tân Thiên Long Bát Bµ»ngß¶i ch½i bày ra Ðoàn hoÕt ðµng Khä nh§n ðßþc.	Tham dñ«Tân Thiên Long Bát Bµ»ngß¶i ch½i bày ra Ðoàn hoÕt ðµng Khä nh§n ðßþc.	1	106	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1205	1018	MÕn Ðà chân truy«n·Vãn LÕi	M£c Hách Hàm Vãn LÕi, Trao Thu xanh ng¡t Gian.	144	1	-1	M£c Hách Hàm Vãn LÕi, Trao Thu xanh ng¡t Gian.	Hoàn thành võ ðÕo dçn ðß¶ng nhi®m vø·Tß¶ng Tham võ ðÕo Ð¡c chân truy«n, tr· thành môn phái Chân Truy«n Ð® TØ H§u Khä nh§n ðßþc.	0	106	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1206	1018	MÕn Ðà chân truy«n·Chiêu Minh	Huy«n DÕ bao lâu T§n? Ki¬n chân Ðãi Chiêu Minh.	144	1	-1	Huy«n DÕ bao lâu T§n? Ki¬n chân Ðãi Chiêu Minh.	Hoàn thành võ ðÕo dçn ðß¶ng nhi®m vø·Tß¶ng Tham võ ðÕo Ð¡c chân truy«n, tr· thành môn phái Chân Truy«n Ð® TØ H§u Khä nh§n ðßþc.	0	106	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1207	1028	Dî Phª Khí	Dî Phª Khí	180	1	168	Dî Phª Khí	Dî Phª Khí	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1208	1030	NhÕn Môn Khu Lang Giä	Hoàng Sa vû ði®u, Phøc H± Khu Lang.	167	1	-1	Hoàng Sa vû ði®u, Phøc H± Khu Lang.	SØ døng 2Mai NhÕn Môn Linh tiªn hành ð±i có th¬ nh§n ðßþc	0	106	0	1	44	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1209	1030	NhÕn Môn Sách ¿ng Giä	Ng÷c phß½ng pháp Vi­n, Sách ¿ng hát vang.	167	2	-1	Ng÷c phß½ng pháp Vi­n, Sách ¿ng hát vang.	SØ døng 10Mai NhÕn Môn Linh tiªn hành ð±i có th¬ nh§n ðßþc	0	106	0	1	44	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1210	1030	NhÕn Môn sa vào rßþu chè Sî	Hß¾ng Phong sa vào rßþu chè, Phø Sa Ngâm Thi.	167	3	-1	Hß¾ng Phong sa vào rßþu chè, Phø Sa Ngâm Thi.	SØ døng 30Mai NhÕn Môn Linh tiªn hành ð±i có th¬ nh§n ðßþc	0	106	0	1	44	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1211	1030	NhÕn Môn NgÕo Nguy®t Khách	Phong Tiªu Thiên Dã, Cô Khách NgÕo Nguy®t.	167	4	-1	Phong Tiªu Thiên Dã, Cô Khách NgÕo Nguy®t.	SØ døng 60Mai NhÕn Môn Linh tiªn hành ð±i có th¬ nh§n ðßþc	0	106	0	1	44	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1212	1030	NhÕn Môn Thß½ng MÕc Chü	Bát ngát Thß½ng MÕc, Ngã Chü thiên hÕ.	167	5	-1	Bát ngát Thß½ng MÕc, Ngã Chü thiên hÕ.	SØ døng 100Mai NhÕn Môn Linh tiªn hành ð±i có th¬ nh§n ðßþc	0	106	0	1	44	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1213	1031	Sáng trong sông ngân·xa xôi T¯ Tình	Ðêm th¤t t¸ch ngân hà hoa tñ Bäng·ngân hà Ðµ T¯ng Hoa Bäng thÑ nh¤t Danh.	168	1	-1	Ðêm th¤t t¸ch ngân hà hoa tñ Bäng·ngân hà Ðµ T¯ng Hoa Bäng thÑ nh¤t Danh.	Ðêm th¤t t¸ch ngân hà hoa tñ Bäng·ngân hà Ðµ T¯ng Hoa Bäng thÑ nh¤t Danh nh§n ðßþc.	0	106	39	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1214	1032	Trong su¯t ThuÖ Gian·Tri«u Tri«u Mµ Tình	Ðêm th¤t t¸ch ngân hà hoa tñ Bäng·ngân hà Ðµ Thu Hoa Bäng thÑ nh¤t Danh.	169	1	-1	Ðêm th¤t t¸ch ngân hà hoa tñ Bäng·ngân hà Ðµ Thu Hoa Bäng thÑ nh¤t Danh.	Ðêm th¤t t¸ch ngân hà hoa tñ Bäng·ngân hà Ðµ Thu Hoa Bäng thÑ nh¤t Danh nh§n ðßþc.	0	106	40	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1215	1033	Ð°ng h° nß¾c V¸ Yªt mµt lòng Nhân	Ðêm th¤t t¸ch hoÕt ðµng trong lúc luy kª Thu Hoa 188Ðoá thß·ng cho danh hi®u.	170	1	-1	Ðêm th¤t t¸ch hoÕt ðµng trong lúc luy kª Thu Hoa 188Ðoá thß·ng cho danh hi®u.	Ðêm th¤t t¸ch hoÕt ðµng trong lúc luy kª Thu Hoa 188Ðoá thß·ng cho danh hi®u Khä nh§n ðßþc.	0	106	41	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1216	1034	Tái ngoÕi Tuy®t Tr¥n·ÐÕi Tông Sß	Thay ð±i nhß chong chóng, Phúc Thü Vi Vû, TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ðßþc thÑ nh¤t Danh Ðích ðµi ngû Khä lînh.	171	3	168	Thay ð±i nhß chong chóng, Phúc Thü Vi Vû, TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ðßþc thÑ nh¤t Danh Ðích ðµi ngû Khä lînh.	TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ðßþc thÑ nh¤t Danh Ðích ðµi ngû Khä lînh.	1	106	42	1	48	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1217	1034	Tái ngoÕi Tuy®t Tr¥n·Lång Tiêu Khách	Lång Tuy®t thiên hÕ, Duy Ngã Ðµc Tôn, TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ðßþc ð® nh¸ Danh Ðích ðµi ngû Khä lînh.	172	2	168	Lång Tuy®t thiên hÕ, Duy Ngã Ðµc Tôn, TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ðßþc ð® nh¸ Danh Ðích ðµi ngû Khä lînh.	TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ðßþc ð® nh¸ Danh Ðích ðµi ngû Khä lînh.	1	106	43	1	48	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1218	1034	Tái ngoÕi Tuy®t Tr¥n·Kinh Minh Giä	Ninh Minh Nhi Sinh, B¤t M£c mà chªt, TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ðßþc ð® tam Danh Ðích ðµi ngû Khä lînh.	173	1	168	Ninh Minh Nhi Sinh, B¤t M£c mà chªt, TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ðßþc ð® tam Danh Ðích ðµi ngû Khä lînh.	TÕi NhÕn Môn lu§n võ Cánh T¯c Trung nh§n ðßþc ð® tam Danh Ðích ðµi ngû Khä lînh.	1	106	44	1	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1219	1028	MÕn Ðà S½n Trang ð® nh¤t nhân	MÕn Ðà NgoÕi Môn, v¤n ðïnh sß môn.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1220	1028	MÕn Ðà S½n Trang thÆng t¾i tr¶i cao Giä	MÕn Ðà NgoÕi Môn, thÆng t¾i tr¶i cao Hi¬n Phong.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc Ð® 2Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1221	1028	MÕn Ðà S½n Trang Ðång Phong Giä	MÕn Ðà NgoÕi Môn, Ðång Phong Hào Chí.	165	1	336	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc 4Cß¶ng Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Có mµt không hai sß môn·v¤n ðïnh Trung nh§n ðßþc 4Cß¶ng Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1222	1035	MÕn Ðà ðÕi ð® tØ	Linh V§n Vu C¥m, Chu Tình Dß Tâm.	174	1	336	Có mµt không hai sß môn·CØ Hi«n Trung nh§n ðßþc Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	Quán quân sß môn·CØ Hi«n Trung HoÕch Ð® 1Danh Ðích thiªu hi®p, Khä nh§n ðßþc ThØ danh hi®u.	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1223	1036	Gió mát Quang Trù Ngµ Cñu Hæu	Suy Bôi Hào Ðàm Vô Khánh Th¶i, không khác nào mµt ngày ÐÕi Thiên Tri. Vi tham gia 2022Niên Tân Thiên Long Bát Bµ Carnival hoÕt ðµng Ðích hi®p sî Môn, ð£c bi®t chu¦n b¸ Ðích vînh cØu hi hæu danh hi®u.	191	1	-1	Suy Bôi Hào Ðàm Vô Khánh Th¶i, không khác nào mµt ngày ÐÕi Thiên Tri. Vi tham gia 2022Niên Tân Thiên Long Bát Bµ Carnival hoÕt ðµng Ðích hi®p sî Môn, ð£c bi®t chu¦n b¸ Ðích vînh cØu hi hæu danh hi®u.	Thành công sØ døng Thiên Long Minh ? C¦m HÕp Ho£c Thiên Long Minh C½ C¦m HÕp H§u nh§n ðßþc.	0	106	45	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1224	1037	Phá Sát Ðµ Ách·ð¥u ðà	Ký Ðµ Sát Tinh, thß½ng sinh linh ðßþc cÑu trþ. TÕi Tân Sát Tinh-Thß½ng S½n Phá Sát nh§n ðßþc thÑ nh¤t Danh Ðích ðµi ngû Khä lînh.	175	1	168	Ch², n½i ðµi ngû Vu Tân Sát Tinh-Thß½ng S½n Phá Sát Trung nh§n ðßþc thÑ nh¤t Danh.	TÕi Tân Sát Tinh-Thß½ng S½n Phá Sát nh§n ðßþc thÑ nh¤t Danh Ðích ðµi ngû Khä lînh.	1	106	48	1	46	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1225	1037	Phá Sát Ðµ Ách·hµ pháp	Ký Ðµ Sát Tinh, thß½ng sinh linh ðßþc cÑu trþ. TÕi Tân Sát Tinh-Thß½ng S½n Phá Sát nh§n ðßþc ð® nh¸ Danh Ðích ðµi ngû Khä lînh.	176	1	168	Ch², n½i ðµi ngû Vu Tân Sát Tinh-Thß½ng S½n Phá Sát Trung nh§n ðßþc ð® nh¸ Danh.	TÕi Tân Sát Tinh-Thß½ng S½n Phá Sát nh§n ðßþc ð® nh¸ Danh Ðích ðµi ngû Khä lînh.	1	106	47	1	46	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1226	1037	Phá Sát Ðµ Ách·hành giä	Ký Ðµ Sát Tinh, thß½ng sinh linh ðßþc cÑu trþ. TÕi Tân Sát Tinh-Thß½ng S½n Phá Sát nh§n ðßþc ð® tam Danh Ðích ðµi ngû Khä lînh.	177	1	168	Ch², n½i ðµi ngû Vu Tân Sát Tinh-Thß½ng S½n Phá Sát Trung nh§n ðßþc ð® tam Danh.	TÕi Tân Sát Tinh-Thß½ng S½n Phá Sát nh§n ðßþc ð® tam Danh Ðích ðµi ngû Khä lînh.	1	106	46	1	46	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1227	1038	Huy«n ý thÑc S½ Tâm	Thính C¥m mß¶i hai Täi, Huy«n ý thÑc S½ Tâm. 2022niên ðÕi Ngôn Nhân HÑa Tung tâm ý L­.	178	1	-1	Tá Khai Nh¤t Hi®p Tri Tung L­ H§u ðoÕt ðßþc danh hi®u.	Thành công sØ døng Nh¤t Hi®p Tri Tung L­ H§u nên danh hi®u.	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1228	1039	CØu Châu hào hi®p Ð°ng nâng c¯c chúc m×ng	CØu Châu hào hi®p Tø, Hoan Tuý LÕc ð°ng du. Tá Khai các\u0020hÕ cû ðoàn tø L­ Bao Ho£c các\u0020hÕ cû ðoàn tø L­ Bao ðoÕt ðßþc danh hi®u.	179	1	2160	Tá Khai các\u0020hÕ cû ðoàn tø L­ Bao Ho£c các\u0020hÕ cû ðoàn tø L­ Bao ðoÕt ðßþc danh hi®u.	Thành công sØ døng các\u0020hÕ cû ðoàn tø L­ Bao Ho£c các\u0020hÕ cû ðoàn tø L­ Bao ðoÕt ðßþc danh hi®u.	1	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1229	1041	$Nchiªn ðµi ðµi trß·ng	Tranh phách TrÕi, chiªn ðµi ðµi trß·ng	192	3	-1	Tranh phách TrÕi, chiªn ðµi ðµi trß·ng	T± kiªn chiªn ðµi H§u, tr· thành ðµi trß·ng	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1230	1042	$Nchiªn ðµi Phó ðµi trß·ng	Tranh phách TrÕi, chiªn ðµi Phó ðµi trß·ng	192	2	-1	Tranh phách TrÕi, chiªn ðµi Phó ðµi trß·ng	B¸ nhâm m®nh Vi Phó ðµi trß·ng, Thß trß¾c m£t Th¸ chiªn ðµi Phó ðµi trß·ng	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1231	1043	$Nchiªn ðµi ðµi viên	Tranh phách TrÕi, chiªn ðµi thành viên	192	1	-1	Tranh phách TrÕi, chiªn ðµi thành viên	Tr· thành chiªn ðµi Ðích thành viên, Thß không phäi Phó ðµi trß·ng	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1232	1044	Chí khí Chiªn giang h°	Tranh phách TrÕi dñ tuy¬n TrÕi giai ðoÕn Ðích tham dñ Giä	219	1	720	Tranh phách TrÕi dñ tuy¬n TrÕi giai ðoÕn Ðích tham dñ Giä	Tham dñ tranh phách TrÕi dñ tuy¬n Tái ÐÕt Ðáo chï ð¸nh bu±i di­n	1	106	49	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1233	1044	Hùng tâm Ð° sñ th¯ng tr¸	Tranh phách TrÕi thång c¤p TrÕi giai ðoÕn Ðích tham dñ Giä	220	1	2160	Tranh phách TrÕi thång c¤p TrÕi giai ðoÕn Ðích tham dñ Giä	Tham dñ tranh phách TrÕi dñ tuy¬n TrÕi Tính thành công thång c¤p Chí tranh phách TrÕi thång c¤p TrÕi	1	106	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1234	1044	Tranh phách giang h°·thßþng võ Hi®p Giä	M¾i lµ ðß¶ng kiªm, Tân T¤n hi®p sî	221	1	2160	M¾i lµ ðß¶ng kiªm, Tân T¤n hi®p sî	Tham dñ tranh phách TrÕi dñ tuy¬n TrÕi Tính thành công thång c¤p Chí tranh phách TrÕi thång c¤p TrÕi	1	106	0	1	48	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	9	0	-1	-1	-1
1235	1044	Tranh phách giang h°·Bách Chiªn tinh anh	Phá Ð¸ch chiªn th¡ng, Bách ÐoÕn Thành Cß½ng	222	1	8640	Phá Ð¸ch chiªn th¡ng, Bách ÐoÕn Thành Cß½ng	Tranh phách TrÕi T±ng tr§n chung kªt Trung, nh§n ðßþc 32Cß¶ng	1	106	0	1	48	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	8	0	-1	-1	-1
1236	1044	KÛ Kinh Nh¤t Phß½ng· Kiªm Thiên Kiêu	 Kiªm phóng ngña, Thiên Chi Kiêu TØ	223	1	8640	 Kiªm phóng ngña, Thiên Chi Kiêu TØ	Tranh phách TrÕi T±ng tr§n chung kªt Trung, nh§n ðßþc 16Cß¶ng	1	106	0	1	48	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	0	-1	-1	-1
1237	1044	Dûng Quan tÑ häi·võ lâm hào ki®t	Vû dûng siêu qu¥n, uy ch¤n tÑ häi	224	1	8640	Vû dûng siêu qu¥n, uy ch¤n tÑ häi	Tranh phách TrÕi T±ng tr§n chung kªt Trung, nh§n ðßþc 8Cß¶ng	1	106	0	1	48	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	6	0	-1	-1	-1
1238	1044	Hi®p Tình cái thª·thÆng t¾i tr¶i cao Phi Tß¾ng	Hi®p Khí thÆng t¾i tr¶i cao, hào hùng cái thª	225	1	8640	Hi®p Khí thÆng t¾i tr¶i cao, hào hùng cái thª	Tranh phách TrÕi T±ng tr§n chung kªt Trung, nh§n ðßþc 4Cß¶ng	1	106	0	1	48	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	5	0	-1	-1	-1
1239	1044	Võ Lßþc Tuy®t Tr¥n·kinh thiên hùng binh	Võ Lßþc song tuy®t, Thª Chi Hùng Tài	226	1	8640	Võ Lßþc song tuy®t, Thª Chi Hùng Tài	Tranh phách TrÕi T±ng tr§n chung kªt Trung, nh§n ðßþc ð® nh¸ Danh	1	106	0	1	48	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4	0	-1	-1	-1
