INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10434400	1	4	34	400	0	588	1	-1	-1	Bi¬n Thß¾c Chi con ðß¶ng cu¯i cùng	100	Li­u Ám Kiªn Hoa Minh, ðß¶ng cùng Hæu con ðß¶ng cu¯i cùng.	16000	64000	237	3	3	-1	-1	Fan3_12	Phiªn	1460	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	14	17	13	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435001	1	4	35	1	0	503	1	-1	-1	Hi«n Th¥n Chi BÕch Ngân Løc Thiªt Hoàn	1	Bình thß¶ng Thiªt Chª Song Hoàn, vô cùng Hà hoa vån trang sÑc.	20	80	114	3	3	-1	-1	Annulus1_4	Khuyên	1461	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435002	1	4	35	2	0	503	1	-1	-1	Hi«n Th¥n Chi BÕch Ngân Løc Thiªt Hoàn	2	Bình thß¶ng Thiªt Chª Song Hoàn, vô cùng Hà hoa vån trang sÑc.	30	120	115	3	3	-1	-1	Annulus1_4	Khuyên	1461	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435003	1	4	35	3	0	503	1	-1	-1	Hi«n Th¥n Chi BÕch Ngân Løc Thiªt Hoàn	3	Bình thß¶ng Thiªt Chª Song Hoàn, vô cùng Hà hoa vån trang sÑc.	40	160	116	3	3	-1	-1	Annulus1_4	Khuyên	1461	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435004	1	4	35	4	0	503	1	-1	-1	Hi«n Th¥n Chi BÕch Ngân Løc Thiªt Hoàn	4	Bình thß¶ng Thiªt Chª Song Hoàn, vô cùng Hà hoa vån trang sÑc.	50	200	117	3	3	-1	-1	Annulus1_4	Khuyên	1461	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435005	1	4	35	5	0	503	1	-1	-1	Hi«n Th¥n Chi BÕch Ngân Løc Thiªt Hoàn	5	Bình thß¶ng Thiªt Chª Song Hoàn, vô cùng Hà hoa vån trang sÑc.	60	240	119	3	3	-1	-1	Annulus1_4	Khuyên	1461	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435006	1	4	35	6	0	503	1	-1	-1	Hi«n Th¥n Chi BÕch Ngân Løc Thiªt Hoàn	6	Bình thß¶ng Thiªt Chª Song Hoàn, vô cùng Hà hoa vån trang sÑc.	70	280	120	3	3	-1	-1	Annulus1_4	Khuyên	1461	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435007	1	4	35	7	0	503	1	-1	-1	Hi«n Th¥n Chi BÕch Ngân Løc Thiªt Hoàn	7	Bình thß¶ng Thiªt Chª Song Hoàn, vô cùng Hà hoa vån trang sÑc.	80	320	121	3	3	-1	-1	Annulus1_4	Khuyên	1461	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435008	1	4	35	8	0	503	1	-1	-1	Hi«n Th¥n Chi BÕch Ngân Løc Thiªt Hoàn	8	Bình thß¶ng Thiªt Chª Song Hoàn, vô cùng Hà hoa vån trang sÑc.	90	360	122	3	3	-1	-1	Annulus1_4	Khuyên	1461	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435009	1	4	35	9	0	503	1	-1	-1	Hi«n Th¥n Chi BÕch Ngân Løc Thiªt Hoàn	9	Bình thß¶ng Thiªt Chª Song Hoàn, vô cùng Hà hoa vån trang sÑc.	100	400	124	3	3	-1	-1	Annulus1_4	Khuyên	1461	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435010	1	4	35	10	0	503	1	-1	-1	Hi«n Th¥n Chi BÕch Ngân Løc Thiªt Hoàn	10	Bình thß¶ng Thiªt Chª Song Hoàn, vô cùng Hà hoa vån trang sÑc.	180	720	125	3	3	-1	-1	Annulus1_4	Khuyên	1461	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435011	1	4	35	11	0	506	1	-1	-1	Hi«n Th¥n Chi Li®t Hoä Tôi Kim Hoàn	11	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	210	840	126	3	3	-1	-1	Annulus1_7	Khuyên	1462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435012	1	4	35	12	0	506	1	-1	-1	Hi«n Th¥n Chi Li®t Hoä Tôi Kim Hoàn	12	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	240	960	127	3	3	-1	-1	Annulus1_7	Khuyên	1462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435013	1	4	35	13	0	506	1	-1	-1	Hi«n Th¥n Chi Li®t Hoä Tôi Kim Hoàn	13	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	270	1080	129	3	3	-1	-1	Annulus1_7	Khuyên	1462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435014	1	4	35	14	0	506	1	-1	-1	Hi«n Th¥n Chi Li®t Hoä Tôi Kim Hoàn	14	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	300	1200	130	3	3	-1	-1	Annulus1_7	Khuyên	1462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435015	1	4	35	15	0	506	1	-1	-1	Hi«n Th¥n Chi Li®t Hoä Tôi Kim Hoàn	15	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	330	1320	131	3	3	-1	-1	Annulus1_7	Khuyên	1462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435016	1	4	35	16	0	506	1	-1	-1	Hi«n Th¥n Chi Li®t Hoä Tôi Kim Hoàn	16	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	360	1440	132	3	3	-1	-1	Annulus1_7	Khuyên	1462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435017	1	4	35	17	0	506	1	-1	-1	Hi«n Th¥n Chi Li®t Hoä Tôi Kim Hoàn	17	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	390	1560	134	3	3	-1	-1	Annulus1_7	Khuyên	1462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435018	1	4	35	18	0	506	1	-1	-1	Hi«n Th¥n Chi Li®t Hoä Tôi Kim Hoàn	18	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	420	1680	135	3	3	-1	-1	Annulus1_7	Khuyên	1462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435019	1	4	35	19	0	506	1	-1	-1	Hi«n Th¥n Chi Li®t Hoä Tôi Kim Hoàn	19	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	450	1800	136	3	3	-1	-1	Annulus1_7	Khuyên	1462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435020	1	4	35	20	0	506	1	-1	-1	Hi«n Th¥n Chi Li®t Hoä Tôi Kim Hoàn	20	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	540	2160	137	3	3	-1	-1	Annulus1_7	Khuyên	1462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435021	1	4	35	21	0	506	1	-1	-1	T¥n QuÏnh Chi Li®t Hoä Tôi Kim Hoàn	11	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	210	840	126	3	3	-1	-1	Annulus1_7	Khuyên	1463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	2	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435022	1	4	35	22	0	506	1	-1	-1	T¥n QuÏnh Chi Li®t Hoä Tôi Kim Hoàn	12	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	240	960	127	3	3	-1	-1	Annulus1_7	Khuyên	1463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	3	-1	-1	-1	-1	-1	-1	-1	32	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435023	1	4	35	23	0	506	1	-1	-1	T¥n QuÏnh Chi Li®t Hoä Tôi Kim Hoàn	13	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	270	1080	129	3	3	-1	-1	Annulus1_7	Khuyên	1463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	2	-1	-1	-1	-1	-1	-1	-1	34	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435024	1	4	35	24	0	506	1	-1	-1	T¥n QuÏnh Chi Li®t Hoä Tôi Kim Hoàn	14	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	300	1200	130	3	3	-1	-1	Annulus1_7	Khuyên	1463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	4	-1	-1	-1	-1	-1	-1	-1	36	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435025	1	4	35	25	0	506	1	-1	-1	T¥n QuÏnh Chi Li®t Hoä Tôi Kim Hoàn	15	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	330	1320	131	3	3	-1	-1	Annulus1_7	Khuyên	1463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	4	-1	-1	-1	-1	-1	-1	-1	38	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435026	1	4	35	26	0	506	1	-1	-1	T¥n QuÏnh Chi Li®t Hoä Tôi Kim Hoàn	16	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	360	1440	132	3	3	-1	-1	Annulus1_7	Khuyên	1463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	3	-1	-1	-1	-1	-1	-1	-1	40	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435027	1	4	35	27	0	506	1	-1	-1	T¥n QuÏnh Chi Li®t Hoä Tôi Kim Hoàn	17	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	390	1560	134	3	3	-1	-1	Annulus1_7	Khuyên	1463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	42	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435028	1	4	35	28	0	506	1	-1	-1	T¥n QuÏnh Chi Li®t Hoä Tôi Kim Hoàn	18	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	420	1680	135	3	3	-1	-1	Annulus1_7	Khuyên	1463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	5	-1	-1	-1	-1	-1	-1	-1	44	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435029	1	4	35	29	0	506	1	-1	-1	T¥n QuÏnh Chi Li®t Hoä Tôi Kim Hoàn	19	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	450	1800	136	3	3	-1	-1	Annulus1_7	Khuyên	1463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	6	-1	-1	-1	-1	-1	-1	-1	46	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435030	1	4	35	30	0	506	1	-1	-1	T¥n QuÏnh Chi Li®t Hoä Tôi Kim Hoàn	20	Màu bÕc Hoàn Thân, Tß½ng Hæu màu vàng SÑc Vån, nghe nói là · Li®t Di®m rèn trung tß¾ng Kim Ph¤n hòa tan Tôi Tñu Nhi Thành.	540	2160	137	3	3	-1	-1	Annulus1_7	Khuyên	1463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	5	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435031	1	4	35	31	0	511	1	-1	-1	Hi«n Th¥n Chi Thái „t Âm Dß½ng Hoàn	21	Hoàn Thân mµt m£t Th¸ Xích Ð°ng, mµt m£t Th¸ Tinh Cß½ng, gi¯ng nhß Âm Dß½ng hai cñc, h² trþ lçn nhau.	580	2320	139	3	3	-1	-1	Annulus1_12	Khuyên	1464	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435032	1	4	35	32	0	511	1	-1	-1	Hi«n Th¥n Chi Thái „t Âm Dß½ng Hoàn	22	Hoàn Thân mµt m£t Th¸ Xích Ð°ng, mµt m£t Th¸ Tinh Cß½ng, gi¯ng nhß Âm Dß½ng hai cñc, h² trþ lçn nhau.	620	2480	140	3	3	-1	-1	Annulus1_12	Khuyên	1464	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	-1	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435033	1	4	35	33	0	511	1	-1	-1	Hi«n Th¥n Chi Thái „t Âm Dß½ng Hoàn	23	Hoàn Thân mµt m£t Th¸ Xích Ð°ng, mµt m£t Th¸ Tinh Cß½ng, gi¯ng nhß Âm Dß½ng hai cñc, h² trþ lçn nhau.	660	2640	141	3	3	-1	-1	Annulus1_12	Khuyên	1464	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435034	1	4	35	34	0	511	1	-1	-1	Hi«n Th¥n Chi Thái „t Âm Dß½ng Hoàn	24	Hoàn Thân mµt m£t Th¸ Xích Ð°ng, mµt m£t Th¸ Tinh Cß½ng, gi¯ng nhß Âm Dß½ng hai cñc, h² trþ lçn nhau.	700	2800	142	3	3	-1	-1	Annulus1_12	Khuyên	1464	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	-1	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435035	1	4	35	35	0	511	1	-1	-1	Hi«n Th¥n Chi Thái „t Âm Dß½ng Hoàn	25	Hoàn Thân mµt m£t Th¸ Xích Ð°ng, mµt m£t Th¸ Tinh Cß½ng, gi¯ng nhß Âm Dß½ng hai cñc, h² trþ lçn nhau.	740	2960	144	3	3	-1	-1	Annulus1_12	Khuyên	1464	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58	-1	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
