INT	INT	INT	INT
111164	513	141	29
111165	513	142	30
111166	513	143	31
111167	513	144	32
111168	513	145	33
111169	513	146	34
111170	513	147	35
111171	513	148	36
111172	513	149	37
111173	513	150	38
111174	513	151	39
111175	513	152	40
111176	513	153	41
111177	513	154	42
111178	513	155	43
111179	513	156	44
111180	513	157	45
111181	513	158	46
111182	513	159	47
111183	513	160	48
111184	513	161	49
111185	513	162	269
111186	513	163	628
111187	513	164	271
111188	513	165	53
111189	513	166	54
111190	513	167	55
111191	513	168	56
111192	513	169	57
111193	513	170	58
111194	513	171	59
111195	513	172	60
111196	513	173	61
111197	513	174	62
111198	513	175	63
111199	513	176	64
111200	513	177	65
111201	513	178	66
111202	513	179	67
111203	513	180	68
111204	513	181	69
111205	513	182	70
111206	513	183	71
111207	513	184	72
111208	513	185	73
111209	513	186	74
111210	513	187	75
111211	513	188	76
111212	513	189	77
111213	513	190	78
111214	513	191	79
111215	513	192	80
111216	513	193	81
111217	513	194	82
111218	513	195	83
111219	513	196	84
111220	513	197	85
111221	513	198	86
111222	513	199	87
111223	513	200	88
111224	513	201	89
111225	513	202	90
111226	513	203	91
111227	513	204	53
111228	513	205	54
111229	513	206	55
111230	513	450	92
111231	513	451	122
111232	513	452	94
111233	513	453	95
111234	513	454	96
111235	513	455	97
111236	513	456	98
111237	513	457	99
111238	513	458	100
111239	513	459	101
111240	513	460	102
111241	513	461	103
111242	513	462	102
111243	513	463	148
111244	513	464	105
111245	513	465	105
111246	513	466	105
111247	513	467	105
111248	513	468	105
111249	513	469	105
111250	513	470	105
111251	513	471	105
111252	513	472	105
111253	513	473	105
111254	513	474	105
111255	513	475	105
111256	513	476	105
111257	513	477	105
111258	513	478	105
111259	513	479	105
111260	513	480	95
111261	513	481	97
111262	513	482	106
111263	513	483	107
111264	513	484	108
111265	513	485	107
111266	513	486	109
111267	513	487	97
111268	513	488	110
111269	513	489	102
111270	513	490	106
111271	513	491	111
111272	513	492	109
111273	513	493	112
111274	513	494	97
111275	513	495	102
111276	513	496	106
111277	513	497	97
111278	513	498	101
111279	513	499	94
111280	513	500	105
111281	513	501	112
111282	513	502	114
111283	513	503	112
111284	513	504	115
111285	513	505	116
111286	513	506	111
111287	513	507	115
111288	513	508	117
111289	513	509	118
111290	513	510	102
111291	513	511	119
111292	513	512	105
111293	513	513	105
111294	513	514	110
111295	513	515	120
111296	513	516	121
111297	513	517	122
111298	513	518	122
111299	513	519	122
111300	513	520	122
111301	513	521	123
111302	513	522	124
111303	513	523	105
111304	513	524	95
111305	513	525	97
111306	513	526	115
111307	513	527	125
111308	513	528	108
111309	513	529	108
111310	513	530	108
111311	513	531	108
111312	513	532	108
111313	513	533	108
111314	513	534	108
111315	513	535	108
111316	513	536	108
111317	513	537	108
111318	513	538	108
111319	513	539	108
111320	513	540	108
111321	513	541	108
111322	513	542	108
111323	513	543	108
111324	513	544	108
111325	513	545	108
111326	513	546	108
111327	513	547	108
111328	513	548	126
111329	513	549	127
111330	513	550	128
111331	513	551	129
111332	513	552	119
111333	513	553	119
111334	513	554	117
111335	513	555	117
111336	513	556	98
111337	513	557	98
111338	513	558	107
111339	513	559	107
111340	513	560	108
111341	513	561	108
111342	513	562	130
111343	513	563	130
111344	513	564	106
111345	513	565	106
111346	513	566	130
111347	513	567	130
111348	513	568	108
111349	513	569	108
111350	513	570	108
111351	513	571	108
111352	513	572	131
111353	513	573	131
111354	513	574	108
111355	513	575	108
111356	513	576	125
111357	513	577	125
111358	513	578	126
111359	513	579	127
111360	513	580	128
111361	513	581	129
111362	513	582	132
111363	513	583	132
111364	513	584	133
111365	513	585	133
111366	513	586	134
111367	513	587	134
111368	513	588	135
111369	513	589	135
111370	513	590	136
111371	513	591	136
111372	513	592	137
111373	513	593	137
111374	513	594	138
111375	513	595	138
111376	513	596	108
111377	513	597	108
111378	513	598	110
111379	513	599	110
111380	513	600	108
111381	513	601	108
111382	513	602	139
111383	513	603	139
111384	513	604	114
111385	513	605	114
111386	513	606	105
111387	513	607	105
111388	513	608	105
111389	513	609	105
111390	513	610	105
111391	513	611	105
111392	513	612	107
111393	513	613	107
111394	513	614	107
111395	513	615	107
111396	513	616	107
111397	513	617	107
111398	513	618	327
111399	513	619	328
111400	513	620	329
111401	513	621	330
111402	513	622	331
111403	514	0	0
111404	514	1	1
111405	514	2	627
111406	514	3	190
111407	514	4	3
111408	514	5	140
111409	514	6	141
111410	514	7	142
111411	514	14	5
111412	514	15	190
111413	514	16	6
111414	514	23	7
111415	514	24	149
111416	514	25	9
111417	514	51	5
111418	514	53	11
111419	514	99	144
111420	514	125	13
111421	514	126	14
111422	514	127	15
111423	514	128	16
111424	514	129	17
111425	514	130	18
111426	514	131	19
111427	514	132	20
111428	514	133	21
111429	514	134	22
111430	514	135	23
111431	514	136	24
111432	514	137	25
111433	514	138	26
111434	514	139	27
111435	514	140	28
111436	514	141	29
111437	514	142	30
111438	514	143	31
111439	514	144	32
111440	514	145	33
111441	514	146	34
111442	514	147	35
111443	514	148	36
111444	514	149	37
111445	514	150	38
111446	514	151	39
111447	514	152	40
111448	514	153	41
111449	514	154	42
111450	514	155	43
111451	514	156	44
111452	514	157	45
111453	514	158	46
111454	514	159	47
111455	514	160	48
111456	514	161	49
111457	514	162	269
111458	514	163	628
111459	514	164	2670
111460	514	165	53
111461	514	166	54
111462	514	167	55
111463	514	168	56
111464	514	169	57
111465	514	170	58
111466	514	171	59
111467	514	172	60
111468	514	173	61
111469	514	174	62
111470	514	175	63
111471	514	176	64
111472	514	177	65
111473	514	178	66
111474	514	179	67
111475	514	180	68
111476	514	181	69
111477	514	182	70
111478	514	183	71
111479	514	184	72
111480	514	185	73
111481	514	186	74
111482	514	187	75
111483	514	188	76
111484	514	189	77
111485	514	190	78
111486	514	191	79
111487	514	192	80
111488	514	193	81
111489	514	194	82
111490	514	195	83
111491	514	196	84
111492	514	197	85
111493	514	198	86
111494	514	199	87
111495	514	200	88
111496	514	201	89
111497	514	202	90
111498	514	203	91
111499	514	204	53
111500	514	205	54
111501	514	206	55
111502	514	450	92
111503	514	451	122
111504	514	452	94
111505	514	453	95
111506	514	454	96
111507	514	455	97
111508	514	456	98
111509	514	457	99
111510	514	458	100
111511	514	459	101
111512	514	460	102
111513	514	461	103
111514	514	462	102
111515	514	463	148
111516	514	464	105
111517	514	465	105
111518	514	466	105
111519	514	467	105
111520	514	468	105
111521	514	469	105
111522	514	470	105
111523	514	471	105
111524	514	472	105
111525	514	473	105
111526	514	474	105
111527	514	475	105
111528	514	476	105
111529	514	477	105
111530	514	478	105
111531	514	479	105
111532	514	480	95
111533	514	481	97
111534	514	482	106
111535	514	483	107
111536	514	484	108
111537	514	485	107
111538	514	486	109
111539	514	487	97
111540	514	488	110
111541	514	489	102
111542	514	490	106
111543	514	491	111
111544	514	492	109
111545	514	493	112
111546	514	494	97
111547	514	495	102
111548	514	496	106
111549	514	497	97
111550	514	498	101
111551	514	499	94
111552	514	500	105
111553	514	501	112
111554	514	502	114
111555	514	503	112
111556	514	504	115
111557	514	505	116
111558	514	506	111
111559	514	507	115
111560	514	508	117
111561	514	509	118
111562	514	510	102
111563	514	511	119
111564	514	512	105
111565	514	513	105
111566	514	514	110
111567	514	515	120
111568	514	516	121
111569	514	517	122
111570	514	518	122
111571	514	519	122
111572	514	520	122
111573	514	521	123
111574	514	522	124
111575	514	523	105
111576	514	524	95
111577	514	525	97
111578	514	526	115
111579	514	527	125
111580	514	528	108
111581	514	529	108
111582	514	530	108
111583	514	531	108
111584	514	532	108
111585	514	533	108
111586	514	534	108
111587	514	535	108
111588	514	536	108
111589	514	537	108
111590	514	538	108
111591	514	539	108
111592	514	540	108
111593	514	541	108
111594	514	542	108
111595	514	543	108
111596	514	544	108
111597	514	545	108
111598	514	546	108
111599	514	547	108
111600	514	548	126
111601	514	549	127
111602	514	550	128
111603	514	551	129
111604	514	552	119
111605	514	553	119
111606	514	554	117
111607	514	555	117
111608	514	556	98
111609	514	557	98
111610	514	558	107
111611	514	559	107
111612	514	560	108
111613	514	561	108
111614	514	562	130
111615	514	563	130
111616	514	564	106
111617	514	565	106
111618	514	566	130
111619	514	567	130
111620	514	568	108
111621	514	569	108
111622	514	570	108
111623	514	571	108
111624	514	572	131
111625	514	573	131
111626	514	574	108
111627	514	575	108
111628	514	576	125
111629	514	577	125
111630	514	578	126
111631	514	579	127
111632	514	580	128
111633	514	581	129
111634	514	582	132
111635	514	583	132
111636	514	584	133
111637	514	585	133
111638	514	586	134
111639	514	587	134
111640	514	588	135
111641	514	589	135
111642	514	590	136
111643	514	591	136
111644	514	592	137
111645	514	593	137
111646	514	594	138
111647	514	595	138
111648	514	596	108
111649	514	597	108
111650	514	598	110
111651	514	599	110
111652	514	600	108
111653	514	601	108
111654	514	602	139
111655	514	603	139
111656	514	604	114
111657	514	605	114
111658	514	606	105
111659	514	607	105
111660	514	608	105
111661	514	609	105
111662	514	610	105
111663	514	611	105
111664	514	612	107
111665	514	613	107
111666	514	614	107
111667	514	615	107
111668	514	616	107
111669	514	617	107
111670	514	618	327
111671	514	619	328
111672	514	620	329
111673	514	621	330
111674	514	622	331
111675	515	0	0
111676	515	1	1
111677	515	2	627
111678	515	3	190
111679	515	4	3
111680	515	5	140
111681	515	6	141
111682	515	7	142
111683	515	14	5
111684	515	15	190
111685	515	16	6
111686	515	23	7
111687	515	24	149
111688	515	25	9
111689	515	51	5
111690	515	53	11
111691	515	99	144
111692	515	125	13
111693	515	126	14
111694	515	127	15
111695	515	128	16
111696	515	129	17
111697	515	130	18
111698	515	131	19
111699	515	132	20
111700	515	133	21
111701	515	134	22
111702	515	135	23
111703	515	136	24
111704	515	137	25
111705	515	138	26
111706	515	139	27
111707	515	140	28
111708	515	141	29
111709	515	142	30
111710	515	143	31
111711	515	144	32
111712	515	145	33
111713	515	146	34
111714	515	147	35
111715	515	148	36
111716	515	149	37
111717	515	150	38
111718	515	151	39
111719	515	152	40
111720	515	153	41
111721	515	154	42
111722	515	155	43
111723	515	156	44
111724	515	157	45
111725	515	158	46
111726	515	159	47
111727	515	160	48
111728	515	161	49
111729	515	162	269
111730	515	163	628
111731	515	164	271
111732	515	165	53
111733	515	166	54
111734	515	167	55
111735	515	168	56
111736	515	169	57
111737	515	170	58
111738	515	171	59
111739	515	172	60
111740	515	173	61
111741	515	174	62
111742	515	175	63
111743	515	176	64
111744	515	177	65
111745	515	178	66
111746	515	179	67
111747	515	180	68
111748	515	181	69
111749	515	182	70
111750	515	183	71
111751	515	184	72
111752	515	185	73
111753	515	186	74
111754	515	187	75
111755	515	188	76
111756	515	189	77
111757	515	190	78
111758	515	191	79
111759	515	192	80
111760	515	193	81
111761	515	194	82
111762	515	195	83
111763	515	196	84
111764	515	197	85
111765	515	198	86
111766	515	199	87
111767	515	200	88
111768	515	201	89
111769	515	202	90
111770	515	203	91
111771	515	204	53
111772	515	205	54
111773	515	206	55
111774	515	450	92
111775	515	451	122
111776	515	452	94
111777	515	453	95
111778	515	454	96
111779	515	455	97
111780	515	456	98
111781	515	457	99
111782	515	458	100
111783	515	459	101
111784	515	460	102
111785	515	461	103
111786	515	462	102
111787	515	463	148
111788	515	464	105
111789	515	465	105
111790	515	466	105
111791	515	467	105
111792	515	468	105
111793	515	469	105
111794	515	470	105
111795	515	471	105
111796	515	472	105
111797	515	473	105
111798	515	474	105
111799	515	475	105
111800	515	476	105
111801	515	477	105
111802	515	478	105
111803	515	479	105
111804	515	480	95
111805	515	481	97
111806	515	482	106
111807	515	483	107
111808	515	484	108
111809	515	485	107
111810	515	486	109
111811	515	487	97
111812	515	488	110
111813	515	489	102
111814	515	490	106
111815	515	491	111
111816	515	492	109
111817	515	493	112
111818	515	494	97
111819	515	495	102
111820	515	496	106
111821	515	497	97
111822	515	498	101
111823	515	499	94
111824	515	500	105
111825	515	501	112
111826	515	502	114
111827	515	503	112
111828	515	504	115
111829	515	505	116
111830	515	506	111
111831	515	507	115
111832	515	508	117
111833	515	509	118
111834	515	510	102
111835	515	511	119
111836	515	512	105
111837	515	513	105
111838	515	514	110
111839	515	515	120
111840	515	516	121
111841	515	517	122
111842	515	518	122
111843	515	519	122
111844	515	520	122
111845	515	521	123
111846	515	522	124
111847	515	523	105
111848	515	524	95
111849	515	525	97
111850	515	526	115
111851	515	527	125
111852	515	528	108
111853	515	529	108
111854	515	530	108
111855	515	531	108
111856	515	532	108
111857	515	533	108
111858	515	534	108
111859	515	535	108
111860	515	536	108
111861	515	537	108
111862	515	538	108
111863	515	539	108
111864	515	540	108
111865	515	541	108
111866	515	542	108
111867	515	543	108
111868	515	544	108
111869	515	545	108
111870	515	546	108
111871	515	547	108
111872	515	548	126
111873	515	549	127
111874	515	550	128
111875	515	551	129
111876	515	552	119
111877	515	553	119
111878	515	554	117
111879	515	555	117
111880	515	556	98
111881	515	557	98
111882	515	558	107
111883	515	559	107
111884	515	560	108
111885	515	561	108
111886	515	562	130
111887	515	563	130
111888	515	564	106
111889	515	565	106
111890	515	566	130
111891	515	567	130
111892	515	568	108
111893	515	569	108
111894	515	570	108
111895	515	571	108
111896	515	572	131
111897	515	573	131
111898	515	574	108
111899	515	575	108
111900	515	576	125
111901	515	577	125
111902	515	578	126
111903	515	579	127
111904	515	580	128
111905	515	581	129
111906	515	582	132
111907	515	583	132
111908	515	584	133
111909	515	585	133
111910	515	586	134
111911	515	587	134
111912	515	588	135
111913	515	589	135
111914	515	590	136
111915	515	591	136
111916	515	592	137
111917	515	593	137
111918	515	594	138
111919	515	595	138
111920	515	596	108
111921	515	597	108
111922	515	598	110
111923	515	599	110
111924	515	600	108
111925	515	601	108
111926	515	602	139
111927	515	603	139
111928	515	604	114
111929	515	605	114
111930	515	606	105
111931	515	607	105
111932	515	608	105
111933	515	609	105
111934	515	610	105
111935	515	611	105
111936	515	612	107
111937	515	613	107
111938	515	614	107
111939	515	615	107
111940	515	616	107
111941	515	617	107
111942	515	618	327
111943	515	619	328
111944	515	620	329
111945	515	621	330
111946	515	622	331
111947	516	0	0
111948	516	1	1
111949	516	2	1
111950	516	3	190
111951	516	4	3
111952	516	14	5
111953	516	15	190
111954	516	16	6
111955	516	23	7
111956	516	24	2671
111957	516	25	9
111958	516	51	5
111959	516	53	11
111960	516	99	144
111961	516	125	13
111962	516	126	14
111963	516	127	15
111964	516	128	16
111965	516	129	17
111966	516	130	18
111967	516	131	19
111968	516	132	20
111969	516	133	21
111970	516	134	22
111971	516	135	23
111972	516	136	24
111973	516	137	25
111974	516	138	26
111975	516	139	27
111976	516	140	28
111977	516	141	29
111978	516	142	30
111979	516	143	31
111980	516	144	32
111981	516	145	33
111982	516	146	34
111983	516	147	35
111984	516	148	36
111985	516	149	37
111986	516	150	38
111987	516	151	39
111988	516	152	40
111989	516	153	41
111990	516	154	42
111991	516	155	43
111992	516	156	44
111993	516	157	45
111994	516	158	46
111995	516	159	47
111996	516	160	48
111997	516	161	49
111998	516	162	2672
111999	516	163	2673
112000	516	164	2674
112001	516	165	53
112002	516	166	54
112003	516	167	55
112004	516	168	56
112005	516	169	57
112006	516	170	58
112007	516	171	59
112008	516	172	60
112009	516	173	61
112010	516	174	62
112011	516	175	63
112012	516	176	64
112013	516	177	65
112014	516	178	66
112015	516	179	67
112016	516	180	68
112017	516	181	69
112018	516	182	70
112019	516	183	71
112020	516	184	72
112021	516	185	73
112022	516	186	74
112023	516	187	75
112024	516	188	76
112025	516	189	77
112026	516	190	78
112027	516	191	79
112028	516	192	80
112029	516	193	81
112030	516	194	82
112031	516	195	83
112032	516	196	84
112033	516	197	85
112034	516	198	86
112035	516	199	87
112036	516	200	88
112037	516	201	89
112038	516	202	90
112039	516	203	91
112040	516	204	53
112041	516	205	54
112042	516	206	55
112043	516	450	92
112044	516	451	122
112045	516	452	94
112046	516	453	95
112047	516	454	96
112048	516	455	97
112049	516	456	98
112050	516	457	99
112051	516	458	100
112052	516	459	101
112053	516	460	102
112054	516	461	103
112055	516	462	102
112056	516	463	148
112057	516	464	105
112058	516	465	105
112059	516	466	105
112060	516	467	105
112061	516	468	105
112062	516	469	105
112063	516	470	105
112064	516	471	105
112065	516	472	105
112066	516	473	105
112067	516	474	105
112068	516	475	105
112069	516	476	105
112070	516	477	105
112071	516	478	105
112072	516	479	105
112073	516	480	95
112074	516	481	97
112075	516	482	106
112076	516	483	107
112077	516	484	108
112078	516	485	107
112079	516	486	109
112080	516	487	97
112081	516	488	110
112082	516	489	102
112083	516	490	106
112084	516	491	111
112085	516	492	109
112086	516	493	112
112087	516	494	97
112088	516	495	102
112089	516	496	106
112090	516	497	97
112091	516	498	101
112092	516	499	94
112093	516	500	105
112094	516	501	112
112095	516	502	114
112096	516	503	112
112097	516	504	115
112098	516	505	116
112099	516	506	111
112100	516	507	115
112101	516	508	117
112102	516	509	118
112103	516	510	102
112104	516	511	119
112105	516	512	105
112106	516	513	105
112107	516	514	110
112108	516	515	120
112109	516	516	121
112110	516	517	122
112111	516	518	122
112112	516	519	122
112113	516	520	122
112114	516	521	123
112115	516	522	124
112116	516	523	105
112117	516	524	95
112118	516	525	97
112119	516	526	115
112120	516	527	125
112121	516	528	108
112122	516	529	108
112123	516	530	108
112124	516	531	108
112125	516	532	108
112126	516	533	108
112127	516	534	108
112128	516	535	108
112129	516	536	108
112130	516	537	108
112131	516	538	108
112132	516	539	108
112133	516	540	108
112134	516	541	108
112135	516	542	108
112136	516	543	108
112137	516	544	108
112138	516	545	108
112139	516	546	108
112140	516	547	108
112141	516	548	126
112142	516	549	127
112143	516	550	128
112144	516	551	129
112145	516	552	119
112146	516	553	119
112147	516	554	117
112148	516	555	117
112149	516	556	98
112150	516	557	98
112151	516	558	107
112152	516	559	107
112153	516	560	108
112154	516	561	108
112155	516	562	130
112156	516	563	130
112157	516	564	106
112158	516	565	106
112159	516	566	130
112160	516	567	130
112161	516	568	108
112162	516	569	108
112163	516	570	108
112164	516	571	108
112165	516	572	131
112166	516	573	131
112167	516	574	108
112168	516	575	108
112169	516	576	125
112170	516	577	125
112171	516	578	126
112172	516	579	127
112173	516	580	128
112174	516	581	129
112175	516	582	132
112176	516	583	132
112177	516	584	133
112178	516	585	133
112179	516	586	134
112180	516	587	134
112181	516	588	135
112182	516	589	135
112183	516	590	136
112184	516	591	136
112185	516	592	137
112186	516	593	137
112187	516	594	138
112188	516	595	138
112189	516	596	108
112190	516	597	108
112191	516	598	110
112192	516	599	110
112193	516	600	108
112194	516	601	108
112195	516	602	139
112196	516	603	139
112197	516	604	114
112198	516	605	114
112199	516	606	105
112200	516	607	105
112201	516	608	105
112202	516	609	105
112203	516	610	105
112204	516	611	105
112205	516	612	107
112206	516	613	107
112207	516	614	107
112208	516	615	107
112209	516	616	107
112210	516	617	107
112211	516	618	327
112212	516	619	328
112213	516	620	329
112214	516	621	330
112215	516	622	331
112216	517	0	0
112217	517	1	1
112218	517	2	627
112219	517	3	190
112220	517	4	3
112221	517	5	140
112222	517	6	141
112223	517	7	142
112224	517	14	5
112225	517	15	190
112226	517	16	6
112227	517	23	7
112228	517	24	149
112229	517	25	9
112230	517	51	5
112231	517	53	11
112232	517	99	144
112233	517	125	13
112234	517	126	14
112235	517	127	15
112236	517	128	16
112237	517	129	17
112238	517	130	18
112239	517	131	19
112240	517	132	20
112241	517	133	21
112242	517	134	22
112243	517	135	23
112244	517	136	24
112245	517	137	25
112246	517	138	26
112247	517	139	27
112248	517	140	28
112249	517	141	29
112250	517	142	30
112251	517	143	31
112252	517	144	32
112253	517	145	33
112254	517	146	34
112255	517	147	35
112256	517	148	36
112257	517	149	37
112258	517	150	38
112259	517	151	39
112260	517	152	40
112261	517	153	41
112262	517	154	42
112263	517	155	43
112264	517	156	44
112265	517	157	45
112266	517	158	46
112267	517	159	47
112268	517	160	48
112269	517	161	49
112270	517	162	269
112271	517	163	628
112272	517	164	271
112273	517	165	53
112274	517	166	54
112275	517	167	55
112276	517	168	56
112277	517	169	57
112278	517	170	58
112279	517	171	59
112280	517	172	60
112281	517	173	61
112282	517	174	62
112283	517	175	63
112284	517	176	64
112285	517	177	65
112286	517	178	66
112287	517	179	67
112288	517	180	68
112289	517	181	69
112290	517	182	70
112291	517	183	71
112292	517	184	72
112293	517	185	73
112294	517	186	74
112295	517	187	75
112296	517	188	76
112297	517	189	77
112298	517	190	78
112299	517	191	79
112300	517	192	80
112301	517	193	81
112302	517	194	82
112303	517	195	83
112304	517	196	84
112305	517	197	85
112306	517	198	86
112307	517	199	87
112308	517	200	88
112309	517	201	89
112310	517	202	90
112311	517	203	91
112312	517	204	53
112313	517	205	54
112314	517	206	55
112315	517	450	92
112316	517	451	122
112317	517	452	94
112318	517	453	95
112319	517	454	96
112320	517	455	97
112321	517	456	98
112322	517	457	99
112323	517	458	100
112324	517	459	101
112325	517	460	102
112326	517	461	103
112327	517	462	102
112328	517	463	148
112329	517	464	105
112330	517	465	105
112331	517	466	105
112332	517	467	105
112333	517	468	105
112334	517	469	105
112335	517	470	105
112336	517	471	105
112337	517	472	105
112338	517	473	105
112339	517	474	105
112340	517	475	105
112341	517	476	105
112342	517	477	105
112343	517	478	105
112344	517	479	105
112345	517	480	95
112346	517	481	97
112347	517	482	106
112348	517	483	107
112349	517	484	108
112350	517	485	107
112351	517	486	109
112352	517	487	97
112353	517	488	110
112354	517	489	102
112355	517	490	106
112356	517	491	111
112357	517	492	109
112358	517	493	112
112359	517	494	97
112360	517	495	102
112361	517	496	106
112362	517	497	97
112363	517	498	101
112364	517	499	94
112365	517	500	105
112366	517	501	112
112367	517	502	114
112368	517	503	112
112369	517	504	115
112370	517	505	116
112371	517	506	111
112372	517	507	115
112373	517	508	117
112374	517	509	118
112375	517	510	102
112376	517	511	119
112377	517	512	105
112378	517	513	105
112379	517	514	110
112380	517	515	120
112381	517	516	121
112382	517	517	122
112383	517	518	122
112384	517	519	122
112385	517	520	122
112386	517	521	123
112387	517	522	124
112388	517	523	105
112389	517	524	95
112390	517	525	97
112391	517	526	115
112392	517	527	125
112393	517	528	108
112394	517	529	108
112395	517	530	108
112396	517	531	108
112397	517	532	108
112398	517	533	108
112399	517	534	108
112400	517	535	108
112401	517	536	108
112402	517	537	108
112403	517	538	108
112404	517	539	108
112405	517	540	108
112406	517	541	108
112407	517	542	108
112408	517	543	108
112409	517	544	108
112410	517	545	108
112411	517	546	108
112412	517	547	108
112413	517	548	126
112414	517	549	127
112415	517	550	128
112416	517	551	129
112417	517	552	119
112418	517	553	119
112419	517	554	117
112420	517	555	117
112421	517	556	98
112422	517	557	98
112423	517	558	107
112424	517	559	107
112425	517	560	108
112426	517	561	108
112427	517	562	130
112428	517	563	130
112429	517	564	106
112430	517	565	106
112431	517	566	130
112432	517	567	130
112433	517	568	108
112434	517	569	108
112435	517	570	108
112436	517	571	108
112437	517	572	131
112438	517	573	131
112439	517	574	108
112440	517	575	108
112441	517	576	125
112442	517	577	125
112443	517	578	126
112444	517	579	127
112445	517	580	128
112446	517	581	129
112447	517	582	132
112448	517	583	132
112449	517	584	133
112450	517	585	133
112451	517	586	134
112452	517	587	134
112453	517	588	135
112454	517	589	135
112455	517	590	136
112456	517	591	136
112457	517	592	137
112458	517	593	137
112459	517	594	138
112460	517	595	138
112461	517	596	108
112462	517	597	108
112463	517	598	110
112464	517	599	110
112465	517	600	108
112466	517	601	108
112467	517	602	139
112468	517	603	139
112469	517	604	114
112470	517	605	114
112471	517	606	105
112472	517	607	105
112473	517	608	105
112474	517	609	105
112475	517	610	105
112476	517	611	105
112477	517	612	107
112478	517	613	107
112479	517	614	107
112480	517	615	107
112481	517	616	107
112482	517	617	107
112483	517	618	327
112484	517	619	328
112485	517	620	329
112486	517	621	330
112487	517	622	331
112488	518	0	0
112489	518	1	1
112490	518	2	627
112491	518	3	190
112492	518	4	3
112493	518	5	140
112494	518	6	141
112495	518	7	142
112496	518	14	5
112497	518	15	190
112498	518	16	6
112499	518	23	7
112500	518	24	149
112501	518	25	9
112502	518	51	5
112503	518	53	11
112504	518	99	144
112505	518	125	13
112506	518	126	14
112507	518	127	15
112508	518	128	16
112509	518	129	17
112510	518	130	18
112511	518	131	19
112512	518	132	20
112513	518	133	21
112514	518	134	22
112515	518	135	23
112516	518	136	24
112517	518	137	25
112518	518	138	26
112519	518	139	27
112520	518	140	28
112521	518	141	29
112522	518	142	30
112523	518	143	31
112524	518	144	32
112525	518	145	33
112526	518	146	34
112527	518	147	35
112528	518	148	36
112529	518	149	37
112530	518	150	38
112531	518	151	39
112532	518	152	40
112533	518	153	41
112534	518	154	42
112535	518	155	43
112536	518	156	44
112537	518	157	45
112538	518	158	46
112539	518	159	47
112540	518	160	48
112541	518	161	49
112542	518	162	269
112543	518	163	628
112544	518	164	271
112545	518	165	53
112546	518	166	54
112547	518	167	55
112548	518	168	56
112549	518	169	57
112550	518	170	58
112551	518	171	59
112552	518	172	60
112553	518	173	61
112554	518	174	62
112555	518	175	63
112556	518	176	64
112557	518	177	65
112558	518	178	66
112559	518	179	67
112560	518	180	68
112561	518	181	69
112562	518	182	70
112563	518	183	71
112564	518	184	72
112565	518	185	73
112566	518	186	74
112567	518	187	75
112568	518	188	76
112569	518	189	77
112570	518	190	78
112571	518	191	79
112572	518	192	80
112573	518	193	81
112574	518	194	82
112575	518	195	83
112576	518	196	84
112577	518	197	85
112578	518	198	86
112579	518	199	87
112580	518	200	88
112581	518	201	89
112582	518	202	90
112583	518	203	91
112584	518	204	53
112585	518	205	54
112586	518	206	55
112587	518	450	92
112588	518	451	122
112589	518	452	94
112590	518	453	95
112591	518	454	96
112592	518	455	97
112593	518	456	98
112594	518	457	99
112595	518	458	100
112596	518	459	101
112597	518	460	102
112598	518	461	103
112599	518	462	102
112600	518	463	148
112601	518	464	105
112602	518	465	105
112603	518	466	105
112604	518	467	105
112605	518	468	105
112606	518	469	105
112607	518	470	105
112608	518	471	105
112609	518	472	105
112610	518	473	105
112611	518	474	105
112612	518	475	105
112613	518	476	105
112614	518	477	105
112615	518	478	105
112616	518	479	105
112617	518	480	95
112618	518	481	97
112619	518	482	106
112620	518	483	107
112621	518	484	108
112622	518	485	107
112623	518	486	109
112624	518	487	97
112625	518	488	110
112626	518	489	102
112627	518	490	106
112628	518	491	111
112629	518	492	109
112630	518	493	112
112631	518	494	97
112632	518	495	102
112633	518	496	106
112634	518	497	97
112635	518	498	101
112636	518	499	94
112637	518	500	105
112638	518	501	112
112639	518	502	114
112640	518	503	112
112641	518	504	115
112642	518	505	116
112643	518	506	111
112644	518	507	115
112645	518	508	117
112646	518	509	118
112647	518	510	102
112648	518	511	119
112649	518	512	105
112650	518	513	105
112651	518	514	110
112652	518	515	120
112653	518	516	121
112654	518	517	122
112655	518	518	122
112656	518	519	122
112657	518	520	122
112658	518	521	123
112659	518	522	124
112660	518	523	105
112661	518	524	95
112662	518	525	97
112663	518	526	115
112664	518	527	125
112665	518	528	108
112666	518	529	108
112667	518	530	108
112668	518	531	108
112669	518	532	108
112670	518	533	108
112671	518	534	108
112672	518	535	108
112673	518	536	108
112674	518	537	108
112675	518	538	108
112676	518	539	108
112677	518	540	108
112678	518	541	108
112679	518	542	108
112680	518	543	108
112681	518	544	108
112682	518	545	108
112683	518	546	108
112684	518	547	108
112685	518	548	126
112686	518	549	127
112687	518	550	128
112688	518	551	129
112689	518	552	119
112690	518	553	119
112691	518	554	117
112692	518	555	117
112693	518	556	98
112694	518	557	98
112695	518	558	107
112696	518	559	107
112697	518	560	108
112698	518	561	108
112699	518	562	130
112700	518	563	130
112701	518	564	106
112702	518	565	106
112703	518	566	130
112704	518	567	130
112705	518	568	108
112706	518	569	108
112707	518	570	108
112708	518	571	108
112709	518	572	131
112710	518	573	131
112711	518	574	108
112712	518	575	108
112713	518	576	125
112714	518	577	125
112715	518	578	126
112716	518	579	127
